Disaster,Location,District,Month,Day,Wind Speed(mph),Cyclone
Cyclone,Nallur South,Jaffna,10,25,11.4,0
Cyclone,Ariyalai Sweast,Jaffna,10,29,11.4,0
Cyclone,Kokuvil West East,Jaffna,11,6,12.0,0
Cyclone,Kantharmadam South West,Jaffna,11,21,12.0,0
Cyclone,Valikamam South West Sandili,Jaffna,5,6,15.5,0
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,11,18,12.0,0
Cyclone,Delft,Jaffna,11,2,12.0,0
Cyclone,Delft West,Jaffna,10,29,11.4,0
Cyclone,Delft Centre,Jaffna,7,19,17.2,0
Cyclone,Karampon West,Jaffna,8,29,16.4,0
Cyclone,Vadamaradchi North Point Pedr,Jaffna,11,22,12.0,1
Cyclone,Valikamam East Kopay,Jaffna,11,22,12.0,1
Cyclone,Jaffna,Jaffna,11,22,12.0,1
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,5,4,15.5,1
Cyclone,Valikamam South West Sandili,Jaffna,12,23,14.2,1
Cyclone,Nallur,Jaffna,12,24,14.2,0
Cyclone,Valikamam South West Sandili,Jaffna,12,20,14.2,1
Cyclone,Kantharmadam South East,Jaffna,11,12,12.0,0
Cyclone,Valikamam South West Sandili,Jaffna,7,29,17.2,1
Cyclone,Island Northkayts,Jaffna,4,25,9.9,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,4,26,9.9,1
Cyclone,Manalkadu,Jaffna,8,19,16.4,0
Cyclone,Kareinagar,Jaffna,6,8,18.6,0
Cyclone,Valikamam South Uduvil,Jaffna,5,20,15.5,0
Cyclone,Jaffna,Jaffna,5,3,15.5,0
Cyclone,Kareinagar,Jaffna,5,4,15.5,0
Cyclone,Kareinagar,Jaffna,8,29,16.4,1
Cyclone,Delft Centre,Jaffna,10,20,11.4,0
Cyclone,Island South Velanai,Jaffna,10,27,11.4,1
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,11,22,12.0,1
Cyclone,Kantharmadam North West,Jaffna,11,30,12.0,0
Cyclone,Kondavil Centre West,Jaffna,10,15,11.4,0
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,6,21,18.6,0
Cyclone,Nallur,Jaffna,6,5,18.6,0
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,6,10,18.6,0
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,5,22,15.5,0
Cyclone,Kareinagar,Jaffna,6,26,18.6,0
Cyclone,Neervely North,Jaffna,10,8,11.4,0
Cyclone,Jaffna,Jaffna,5,15,15.5,0
Cyclone,Valikamam South West Sandili,Jaffna,5,28,15.5,0
Cyclone,Nallur,Jaffna,5,1,15.5,0
Cyclone,Valikamam South Uduvil,Jaffna,5,12,15.5,0
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,5,20,15.5,0
Cyclone,Valikamam South Uduvil,Jaffna,5,23,15.5,0
Cyclone,Valikamam East Kopay,Jaffna,5,11,15.5,0
Cyclone,Valikamam East Kopay,Jaffna,5,25,15.5,0
Cyclone,Valikamam West Chankanai,Jaffna,5,8,15.5,0
Cyclone,Valikamam Northtellipallai,Jaffna,5,22,15.5,0
Cyclone,Kareinagar,Jaffna,5,6,15.5,0
Cyclone,Valikamam East Kopay,Jaffna,4,24,9.9,0
Cyclone,Vadamaradchi North Point Pedr,Jaffna,5,20,15.5,0
Cyclone,Vadamaradchi North Point Pedr,Jaffna,11,23,12.0,0
Cyclone,Valikamam East Kopay,Jaffna,5,5,15.5,1
Cyclone,Delft,Jaffna,5,7,15.5,1
Cyclone,Island Northkayts,Jaffna,5,8,15.5,1
Cyclone,Iyanar Kovilady,Jaffna,10,8,11.4,0
Cyclone,Delft,Jaffna,4,4,9.9,0
Cyclone,Vannarponnai Nw North,Jaffna,10,8,11.4,0
Cyclone,Ariyalai West Centre,Jaffna,10,29,11.4,0
Cyclone,Ariyalai Centre North,Jaffna,10,16,11.4,0
Cyclone,Ariyalai North West,Jaffna,11,7,12.0,0
Cyclone,Vannarponnai Nwnorth,Jaffna,11,10,12.0,0
Cyclone,Ariyalai Westcentre,Jaffna,11,16,12.0,0
Cyclone,Ariyalai Sweast,Jaffna,11,9,12.0,0
Cyclone,Iyanar Kovilady,Jaffna,11,20,12.0,0
Cyclone,Thirunelvely West,Jaffna,11,27,12.0,0
Cyclone,Vadamaradchi North Point Pedr,Jaffna,11,25,12.0,1
Cyclone,Island Northkayts,Jaffna,6,19,18.6,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,4,14,9.9,0
Cyclone,Urumpirai East,Jaffna,5,2,15.5,0
Cyclone,Urelu,Jaffna,12,2,14.2,0
Cyclone,Neervely North,Jaffna,12,20,14.2,0
Cyclone,Neervely North,Jaffna,10,8,11.4,0
Cyclone,Vadamaradchi North Point Pedr,Jaffna,12,24,14.2,0
Cyclone,Kareinagar,Jaffna,6,6,18.6,0
Cyclone,Kondavil North West,Jaffna,11,30,12.0,0
Cyclone,New Moor Street,Jaffna,5,13,15.5,0
Cyclone,Delft Centre,Jaffna,10,28,11.4,1
Cyclone,Punnalaikadduvan North,Jaffna,11,21,12.0,1
Cyclone,Neervely North,Jaffna,5,12,15.5,1
Cyclone,Navanthurai,Jaffna,4,10,9.9,1
Cyclone,Pommaivaly,Jaffna,5,13,15.5,1
Cyclone,Navanthurai South,Jaffna,5,13,15.5,1
Cyclone,Navanthurai North,Jaffna,5,13,15.5,1
Cyclone,Valikamam South West Sandili,Jaffna,9,5,15.1,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,4,23,9.9,1
Cyclone,Yalnahar,Jaffna,5,13,15.5,1
Cyclone,Koddady,Jaffna,5,13,15.5,1
Cyclone,Punnalaikadduvan South,Jaffna,11,21,12.0,1
Cyclone,Erlalai South,Jaffna,11,21,12.0,1
Cyclone,Island Northkayts,Jaffna,11,26,12.0,1
Cyclone,Kareinagar,Jaffna,11,16,12.0,1
Cyclone,Erlalai East,Jaffna,11,21,12.0,1
Cyclone,Kuppilan South,Jaffna,11,21,12.0,1
Cyclone,Jaffna,Jaffna,11,16,12.0,1
Cyclone,Evenai,Jaffna,11,21,12.0,1
Cyclone,Urumpirai South,Jaffna,5,12,15.5,1
Cyclone,Kantharodai,Jaffna,11,21,12.0,1
Cyclone,Chunnakam Town West,Jaffna,11,21,12.0,1
Cyclone,Valikamam East Kopay,Jaffna,4,19,9.9,1
Cyclone,Chunnakam Town Centre,Jaffna,11,21,12.0,1
Cyclone,Erlalai North,Jaffna,11,21,12.0,1
Cyclone,Valikamam West Chankanai,Jaffna,6,11,18.6,1
Cyclone,Chunnakam Town South,Jaffna,11,21,12.0,1
Cyclone,Chunnakam Town East,Jaffna,11,21,12.0,1
Cyclone,Erlalai Centre,Jaffna,11,21,12.0,1
Cyclone,Avarangal West,Jaffna,10,29,11.4,1
Cyclone,Nallur,Jaffna,11,26,12.0,1
Cyclone,Neervely North,Jaffna,10,19,11.4,1
Cyclone,Neervely North,Jaffna,10,20,11.4,1
Cyclone,Neervely North,Jaffna,12,19,14.2,1
Cyclone,Urelu,Jaffna,12,20,14.2,1
Cyclone,Nallur East,Jaffna,10,11,11.4,1
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,6,13,18.6,1
Cyclone,Nallur South,Jaffna,10,11,11.4,1
Cyclone,Ariyalai Sweast,Jaffna,10,11,11.4,1
Cyclone,Kokuvil West East,Jaffna,11,24,12.0,1
Cyclone,Kantharmadam South West,Jaffna,11,24,12.0,1
Cyclone,Kantharmadam South East,Jaffna,11,24,12.0,1
Cyclone,Delft,Jaffna,6,8,18.6,1
Cyclone,Kantharmadam North West,Jaffna,11,24,12.0,1
Cyclone,Iyanar Kovilady,Jaffna,11,24,12.0,1
Cyclone,Karampon West,Jaffna,5,13,15.5,1
Cyclone,Delft,Jaffna,11,16,12.0,1
Cyclone,Island South Velanai,Jaffna,11,16,12.0,1
Cyclone,Iyanar Kovilady,Jaffna,10,11,11.4,1
Cyclone,Valikamam East Kopay,Jaffna,11,16,12.0,1
Cyclone,Vannarponnai Nw North,Jaffna,10,11,11.4,1
Cyclone,Kondavil Centre West,Jaffna,5,21,15.5,1
Cyclone,Kondavil Centre East,Jaffna,5,21,15.5,1
Cyclone,Kopay South,Jaffna,5,21,15.5,1
Cyclone,Ariyalai Centre North,Jaffna,10,11,11.4,1
Cyclone,Kopay Centre,Jaffna,5,21,15.5,1
Cyclone,Ariyalai North West,Jaffna,11,24,12.0,1
Cyclone,Vannarponnai Nwnorth,Jaffna,11,24,12.0,1
Cyclone,Ariyalai Westcentre,Jaffna,11,24,12.0,1
Cyclone,Ariyalai Sweast,Jaffna,11,24,12.0,1
Cyclone,Thirunelvely West,Jaffna,11,24,12.0,1
Cyclone,Kondavil North West,Jaffna,11,24,12.0,1
Cyclone,Valikamam South Uduvil,Jaffna,5,1,15.5,1
Cyclone,Valikamam East Kopay,Jaffna,5,1,15.5,1
Cyclone,Urumpirai East,Jaffna,5,12,15.5,1
Cyclone,Ariyalai West Centre,Jaffna,10,11,11.4,1
Cyclone,Delft Centre East,Jaffna,10,28,11.4,1
Cyclone,Valikamam West Chankanai,Jaffna,11,16,12.0,1
Cyclone,Valikamam South Uduvil,Jaffna,11,16,12.0,1
Cyclone,Chankanai Centre,Jaffna,5,21,15.5,1
Cyclone,Mallakam North,Jaffna,5,21,15.5,1
Cyclone,Alaveddy North,Jaffna,5,21,15.5,1
Cyclone,Alaveddy East,Jaffna,5,21,15.5,1
Cyclone,Karainagar East,Jaffna,5,21,15.5,1
Cyclone,Karainagar South,Jaffna,5,21,15.5,1
Cyclone,Kareinagar,Jaffna,6,25,18.6,1
Cyclone,Karainagar West,Jaffna,5,21,15.5,1
Cyclone,Velvettithurai North East,Jaffna,5,21,15.5,1
Cyclone,Jaffna Town East,Jaffna,5,13,15.5,1
Cyclone,Kerudavil East,Jaffna,11,25,12.0,1
Cyclone,Suthumalai North,Jaffna,5,13,15.5,1
Cyclone,Tholpuram West,Jaffna,5,13,15.5,1
Cyclone,Nainativu,Jaffna,5,13,15.5,1
Cyclone,Thondamanaru South,Jaffna,5,13,15.5,1
Cyclone,Alvai North West,Jaffna,11,25,12.0,1
Cyclone,Mallakam South,Jaffna,5,13,15.5,1
Cyclone,Alvai North Centre,Jaffna,11,25,12.0,1
Cyclone,Irupalai South,Jaffna,10,7,11.4,1
Cyclone,Delft,Jaffna,11,4,12.0,1
Cyclone,Viyaparimoolai,Jaffna,11,25,12.0,1
Cyclone,Alvai North,Jaffna,11,25,12.0,1
Cyclone,Thumpalai,Jaffna,11,25,12.0,1
Cyclone,Thumpalai East,Jaffna,11,25,12.0,1
Cyclone,Katkovlam,Jaffna,11,25,12.0,1
Cyclone,Puloly North,Jaffna,11,25,12.0,1
Cyclone,Puloly North East,Jaffna,11,25,12.0,1
Cyclone,Puloly South West,Jaffna,11,25,12.0,1
Cyclone,Puloly South,Jaffna,11,25,12.0,1
Cyclone,Chankanai South,Jaffna,5,21,15.5,1
Cyclone,Chankanai West,Jaffna,5,21,15.5,1
Cyclone,Sithankerney,Jaffna,5,21,15.5,1
Cyclone,Chulipuram East,Jaffna,5,21,15.5,1
Cyclone,Valikamam Northtellipallai,Jaffna,11,16,12.0,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,11,16,12.0,1
Cyclone,Valikamam South West Sandili,Jaffna,6,12,18.6,1
Cyclone,Periyavillan,Jaffna,12,23,14.2,1
Cyclone,Island South Velanai,Jaffna,6,11,18.6,1
Cyclone,Maresankoodal,Jaffna,12,23,14.2,1
Cyclone,Karampon West,Jaffna,6,19,18.6,1
Cyclone,Kareinagar,Jaffna,8,14,16.4,1
Cyclone,Nallur,Jaffna,8,14,16.4,1
Cyclone,Valikamam East Kopay,Jaffna,8,14,16.4,1
Cyclone,Jaffna,Jaffna,8,14,16.4,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,8,14,16.4,1
Cyclone,Vadamaradchi Southwest Karav,Jaffna,11,16,12.0,1
Cyclone,Vadamaradchi North Point Pedr,Jaffna,11,16,12.0,1
Cyclone,Valikamam South West Sandili,Jaffna,11,16,12.0,1
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,11,16,12.0,1
Cyclone,Delft,Jaffna,12,16,14.2,1
Cyclone,Urumpirai South,Jaffna,5,21,15.5,1
Cyclone,Sangarathai,Jaffna,5,21,15.5,1
Cyclone,Valikamam Northtellipallai,Jaffna,8,14,16.4,1
Cyclone,Valikamam West Chankanai,Jaffna,8,15,16.4,1
Cyclone,Araly East,Jaffna,5,21,15.5,1
Cyclone,Moolai,Jaffna,5,21,15.5,1
Cyclone,Araly North,Jaffna,5,21,15.5,1
Cyclone,Chulipurama West,Jaffna,5,21,15.5,1
Cyclone,Valikamam South West Sandili,Jaffna,8,15,16.4,1
Cyclone,Chulipuram Centre,Jaffna,5,21,15.5,1
Cyclone,Manipay North,Jaffna,12,20,14.2,1
Cyclone,Kuyaoppul,Jaffna,7,29,17.2,1
Cyclone,Nainativu,Jaffna,10,27,11.4,1
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,8,15,16.4,1
Cyclone,Nallur,Jaffna,6,13,18.6,1
Cyclone,Kondavil Centre West,Jaffna,10,11,11.4,1
Cyclone,Valikamam Northtellipallai,Jaffna,6,12,18.6,1
Cyclone,Navanthurai North,Jaffna,5,21,15.5,1
Cyclone,Moor Street North,Jaffna,5,21,15.5,1
Cyclone,New Moor Street,Jaffna,5,21,15.5,1
Cyclone,Vadamaradchi North Point Pedr,Jaffna,9,18,15.1,1
Cyclone,Valikamam South West Sandili,Jaffna,9,18,15.1,1
Cyclone,Vadamaradchi North Point Pedr,Jaffna,9,15,15.1,1
Cyclone,Anaikkoddai,Jaffna,5,21,15.5,1
Cyclone,Uyarappullam,Jaffna,5,21,15.5,1
Cyclone,Island South Velanai,Jaffna,10,27,11.4,1
Cyclone,Island Northkayts,Jaffna,9,5,15.1,1
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,10,17,11.4,1
Cyclone,Navanthurai South,Jaffna,5,21,15.5,1
Cyclone,Iyanar Kovilady,Jaffna,12,17,14.2,1
Cyclone,Nallur South,Jaffna,12,17,14.2,1
Cyclone,Ariyalai Centre North,Jaffna,12,17,14.2,1
Cyclone,Delft East,Jaffna,10,28,11.4,1
Cyclone,Vadaliyadaippu,Jaffna,5,21,15.5,1
Cyclone,Navali East,Jaffna,5,21,15.5,1
Cyclone,Valikamam South Uduvil,Jaffna,5,16,15.5,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,5,9,15.5,1
Cyclone,Vannarponnai N W Norht,Jaffna,12,17,14.2,1
Cyclone,Kondavil South West,Jaffna,12,17,14.2,1
Cyclone,Kondavil Central East,Jaffna,12,17,14.2,1
Cyclone,Kareinagar,Jaffna,5,28,15.5,1
Cyclone,Nallur East,Jaffna,12,17,14.2,1
Cyclone,Kondavil North East,Jaffna,12,17,14.2,1
Cyclone,Vannarpannai,Jaffna,5,21,15.5,1
Cyclone,Polikandy East,Jaffna,11,25,12.0,1
Cyclone,Delft West,Jaffna,10,28,11.4,1
Cyclone,Nedunkulam,Jaffna,5,21,15.5,1
Cyclone,Passaiyoor East,Jaffna,5,21,15.5,1
Cyclone,Passaiyoor West,Jaffna,5,21,15.5,1
Cyclone,Karampon West,Jaffna,8,5,16.4,1
Cyclone,Delft Centre,Jaffna,7,5,17.2,1
Cyclone,Irupalai South,Jaffna,5,5,15.5,1
Cyclone,Eachchamoddai West,Jaffna,5,21,15.5,1
Cyclone,Thirunagar,Jaffna,5,21,15.5,1
Cyclone,Reclamation East,Jaffna,5,21,15.5,1
Cyclone,Reclamation West,Jaffna,5,21,15.5,1
Cyclone,Fort,Jaffna,5,21,15.5,1
Cyclone,Manalkadu,Jaffna,8,18,16.4,1
Cyclone,Vadamaradchi East Maruthnkern,Jaffna,6,9,18.6,1
Cyclone,Gurunagar West,Jaffna,5,21,15.5,1
Cyclone,Jaffna Town West,Jaffna,5,21,15.5,1
Cyclone,Jaffna Town East,Jaffna,5,21,15.5,1
Cyclone,Chundikuly South,Jaffna,5,21,15.5,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,5,3,15.5,1
Cyclone,Kareinagar,Jaffna,6,2,18.6,1
Cyclone,Muruthady,Jaffna,5,21,15.5,1
Cyclone,Aththiady,Jaffna,5,21,15.5,1
Cyclone,Sriampiyady,Jaffna,5,21,15.5,1
Cyclone,Grand Bazaar,Jaffna,5,21,15.5,1
Cyclone,Gurunagar East,Jaffna,5,21,15.5,1
Cyclone,Karaveddy East,Jaffna,12,26,14.2,1
Cyclone,Uduvil South West,Jaffna,5,13,15.5,1
Cyclone,Savalkadu,Jaffna,5,21,15.5,1
Cyclone,Kokuvil Centrewest,Jaffna,11,24,12.0,1
Cyclone,Delft Centre West,Jaffna,10,28,11.4,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,6,13,18.6,1
Cyclone,Sandilipayb North,Jaffna,5,21,15.5,1
Cyclone,Nallur East,Jaffna,11,22,12.0,1
Cyclone,Delft Centre,Jaffna,11,22,12.0,1
Cyclone,Karanavai,Jaffna,11,22,12.0,1
Cyclone,Vennanadaipu,Jaffna,11,22,12.0,1
Cyclone,Mallakam South,Jaffna,11,22,12.0,1
Cyclone,Karampon West,Jaffna,11,22,12.0,1
Cyclone,Suthumalai North,Jaffna,11,22,12.0,1
Cyclone,Pandatharippu,Jaffna,5,21,15.5,1
Cyclone,Tholpuram West,Jaffna,11,22,12.0,1
Cyclone,Ilavalai,Jaffna,5,21,15.5,1
Cyclone,Sandilipay West,Jaffna,5,21,15.5,1
Cyclone,Uduvil South West,Jaffna,11,22,12.0,1
Cyclone,Kalvayal,Jaffna,11,22,12.0,1
Cyclone,Manalkadu,Jaffna,11,22,12.0,1
Cyclone,Thondamanaru South,Jaffna,11,22,12.0,1
Cyclone,Irupalai South,Jaffna,11,22,12.0,1
Cyclone,Jaffna Town East,Jaffna,11,22,12.0,1
Cyclone,Ariyalai Centre West,Jaffna,5,21,15.5,1
Cyclone,Kondavil South West,Jaffna,5,21,15.5,1
Cyclone,Thenmaradchi Chavakachcheri,Jaffna,6,14,18.6,1
Cyclone,Valikamam Northtellipallai,Jaffna,6,14,18.6,1
Cyclone,Nallur,Jaffna,6,13,18.6,1
Cyclone,Nainativu,Jaffna,11,22,12.0,1
Cyclone,Delft,Jaffna,4,12,9.9,1
Cyclone,Manipay East,Jaffna,5,21,15.5,1
Cyclone,Valikamam East Kopay,Jaffna,11,8,12.0,1
Cyclone,Manipay West,Jaffna,5,21,15.5,1
Cyclone,Manipay North,Jaffna,5,21,15.5,1
Cyclone,Kalutara,Kaluthara,8,15,12.9,1
Cyclone,Ihala Narangala,Kaluthara,3,2,5.4,0
Cyclone,Madurawala,Kaluthara,6,8,13.5,1
Cyclone,Kamburawala,Kaluthara,3,24,5.4,0
Cyclone,Bulathsinhala,Kaluthara,4,23,7.3,1
Cyclone,Gurudola,Kaluthara,11,21,7.9,0
Cyclone,Maggona East,Kaluthara,7,22,13.2,1
Cyclone,Millaniya,Kaluthara,7,1,13.2,1
Cyclone,Bulathsinhala,Kaluthara,8,15,12.9,1
Cyclone,Palindanuwara,Kaluthara,4,22,7.3,1
Cyclone,Katukurundugahalanda,Kaluthara,7,22,13.2,1
Cyclone,Agalawatta,Kaluthara,6,8,13.5,1
Cyclone,Mathugama,Kaluthara,8,15,12.9,1
Cyclone,Magalkanda,Kaluthara,7,22,13.2,1
Cyclone,Munasinghagoda,Kaluthara,7,22,13.2,1
Cyclone,Atulugama East,Kaluthara,8,9,12.9,0
Cyclone,Dodangoda,Kaluthara,8,15,12.9,1
Cyclone,Horana,Kaluthara,8,15,12.9,1
Cyclone,Kalutara,Kaluthara,8,24,12.9,0
Cyclone,Thebuwana,Kaluthara,3,5,5.4,1
Cyclone,Nebada,Kaluthara,5,15,11.6,1
Cyclone,Kurunduwatta,Kaluthara,5,14,11.6,1
Cyclone,Bulathsinhala,Kaluthara,10,31,9.6,1
Cyclone,Horana,Kaluthara,3,3,5.4,1
Cyclone,Bandaragama,Kaluthara,8,15,12.9,1
Cyclone,Ingiriya,Kaluthara,12,17,8.2,1
Cyclone,Kalutara,Kaluthara,3,15,5.4,1
Cyclone,Kalutara,Kaluthara,5,14,11.6,1
Cyclone,Beruwala,Kaluthara,11,10,7.9,1
Cyclone,Beruwala,Kaluthara,11,11,7.9,1
Cyclone,Mathugama,Kaluthara,11,26,7.9,1
Cyclone,Madurawala,Kaluthara,8,15,12.9,1
Cyclone,Ingiriya,Kaluthara,10,19,9.6,1
Cyclone,Kalutara,Kaluthara,6,8,13.5,1
Cyclone,Walallavita,Kaluthara,4,23,7.3,1
Cyclone,Bandaragama,Kaluthara,3,8,5.4,1
Cyclone,Ambepitiya,Kaluthara,1,6,7.7,1
Cyclone,Yayagala,Kaluthara,10,2,9.6,0
Cyclone,Thalavila,Kaluthara,7,22,13.2,1
Cyclone,Kendagahavila,Kaluthara,7,22,13.2,1
Cyclone,Koralaima,Kaluthara,3,4,5.4,1
Cyclone,Midellamulahena,Kaluthara,3,4,5.4,1
Cyclone,Kadurugasmulla,Kaluthara,1,6,7.7,1
Cyclone,Kapugoda,Kaluthara,7,22,13.2,1
Cyclone,Bulathsinhala,Kaluthara,3,25,5.4,1
Cyclone,Yayagala,Kaluthara,10,11,9.6,0
Cyclone,Thalavila,Kaluthara,1,6,7.7,1
Cyclone,Palindanuwara,Kaluthara,3,19,5.4,1
Cyclone,Bubulanda,Kaluthara,1,6,7.7,1
Cyclone,Walathara,Kaluthara,1,6,7.7,1
Cyclone,Akkara Asoowa,Kaluthara,7,22,13.2,1
Cyclone,Horana,Kaluthara,2,3,5.8,0
Cyclone,Millaniya,Kaluthara,3,9,5.4,1
Cyclone,Panadura,Kaluthara,11,23,7.9,0
Cyclone,Uduwara Northwest,Kaluthara,9,27,12.2,0
Cyclone,Mathugama,Kaluthara,8,9,12.9,0
Cyclone,Dodangoda,Kaluthara,8,14,12.9,0
Cyclone,Beruwala,Kaluthara,6,8,13.5,1
Cyclone,Horana,Kaluthara,3,4,5.4,1
Cyclone,Dodangoda,Kaluthara,10,2,9.6,1
Cyclone,Doowegoda,Kaluthara,7,22,13.2,1
Cyclone,Bandaragama,Kaluthara,8,11,12.9,0
Cyclone,Pinhena Colony,Kaluthara,7,22,13.2,1
Cyclone,Diyalagoda,Kaluthara,7,22,13.2,1
Cyclone,Aluthgama West,Kaluthara,7,22,13.2,1
Cyclone,Walallavita,Kaluthara,10,24,9.6,1
Cyclone,Madurawala,Kaluthara,8,21,12.9,0
Cyclone,Bulathsinhala,Kaluthara,8,22,12.9,0
Cyclone,Halkandavila,Kaluthara,7,22,13.2,1
Cyclone,Rathmalgoda East,Kaluthara,10,19,9.6,1
Cyclone,Bandanagoda,Kaluthara,7,22,13.2,1
Cyclone,Weragala,Kaluthara,1,6,7.7,1
Cyclone,Panadura,Kaluthara,7,25,13.2,0
Cyclone,Palindanuwara,Kaluthara,6,8,13.5,1
Cyclone,Horana,Kaluthara,8,21,12.9,0
Cyclone,Palindanuwara,Kaluthara,5,5,11.6,1
Cyclone,Walallavita,Kaluthara,8,10,12.9,0
Cyclone,Pelapitiyagoda North,Kaluthara,8,1,12.9,0
Cyclone,Gurudola,Kaluthara,8,17,12.9,0
Cyclone,Panadura,Kaluthara,8,9,12.9,0
Cyclone,Kamburawala,Kaluthara,8,24,12.9,0
Cyclone,Atulugama East,Kaluthara,8,8,12.9,0
Cyclone,Gorokgoda,Kaluthara,8,11,12.9,0
Cyclone,Anguruwathota,Kaluthara,8,14,12.9,0
Cyclone,Walallavita,Kaluthara,5,14,11.6,1
Cyclone,Walallavita,Kaluthara,6,21,13.5,1
Cyclone,Etavila,Kaluthara,8,12,12.9,0
Cyclone,Bulathsinhala,Kaluthara,6,10,13.5,1
Cyclone,Ingiriya,Kaluthara,6,10,13.5,1
Cyclone,Millaniya,Kaluthara,6,10,13.5,1
Cyclone,Horana,Kaluthara,6,10,13.5,1
Cyclone,Walallavita,Kaluthara,6,10,13.5,1
Cyclone,Dodangoda,Kaluthara,6,10,13.5,1
Cyclone,Panadura,Kaluthara,8,2,12.9,1
Cyclone,Mathugama,Kaluthara,6,10,13.5,1
Cyclone,Gungamuwa,Kaluthara,8,12,12.9,0
Cyclone,Ihala Narangala,Kaluthara,8,14,12.9,0
Cyclone,Madurawala West,Kaluthara,5,16,11.6,1
Cyclone,Karannagoda,Kaluthara,5,16,11.6,1
Cyclone,Anguruwathota,Kaluthara,5,16,11.6,1
Cyclone,Pahala Karannagoda,Kaluthara,5,16,11.6,1
Cyclone,Dodangoda,Kaluthara,10,15,9.6,0
Cyclone,Bulathsinhala,Kaluthara,10,25,9.6,0
Cyclone,Panadura,Kaluthara,11,14,7.9,0
Cyclone,Kalapuwa,Kaluthara,5,14,11.6,1
Cyclone,Gurudola,Kaluthara,10,10,9.6,0
Cyclone,Walallavita,Kaluthara,5,28,11.6,1
Cyclone,Panadura,Kaluthara,10,20,9.6,0
Cyclone,Kamburawala,Kaluthara,10,11,9.6,0
Cyclone,Atulugama East,Kaluthara,10,10,9.6,0
Cyclone,Bulathsinhala,Kaluthara,8,29,12.9,1
Cyclone,Panadura,Kaluthara,9,17,12.2,0
Cyclone,Gorokgoda,Kaluthara,10,24,9.6,0
Cyclone,Anguruwathota,Kaluthara,10,29,9.6,0
Cyclone,Etavila,Kaluthara,10,26,9.6,0
Cyclone,Kalavilakanda,Kaluthara,10,12,9.6,0
Cyclone,Rathmalgoda East,Kaluthara,8,19,12.9,0
Cyclone,Panadura,Kaluthara,6,10,13.5,1
Cyclone,Palindanuwara,Kaluthara,6,10,13.5,1
Cyclone,Bandaragama,Kaluthara,6,10,13.5,1
Cyclone,Kumbuka East,Kaluthara,4,5,7.3,1
Cyclone,Koralaima,Kaluthara,4,5,7.3,1
Cyclone,Meewanapalana West,Kaluthara,4,5,7.3,1
Cyclone,Madurawala,Kaluthara,5,16,11.6,1
Cyclone,Dodangoda,Kaluthara,5,15,11.6,1
Cyclone,Dodangoda,Kaluthara,5,3,11.6,1
Cyclone,Panadura,Kaluthara,5,3,11.6,1
Cyclone,Rathmalgoda East,Kaluthara,4,11,7.3,0
Cyclone,Walallavita,Kaluthara,5,28,11.6,0
Cyclone,Welmilla,Kaluthara,4,5,7.3,1
Cyclone,Kananvila North,Kaluthara,4,5,7.3,1
Cyclone,Bulathsinhala,Kaluthara,6,8,13.5,1
Cyclone,Ingiriya,Kaluthara,6,8,13.5,1
Cyclone,Millaniya,Kaluthara,6,8,13.5,1
Cyclone,Horana,Kaluthara,6,8,13.5,1
Cyclone,Walallavita,Kaluthara,6,8,13.5,1
Cyclone,Dodangoda,Kaluthara,6,8,13.5,1
Cyclone,Mathugama,Kaluthara,6,8,13.5,1
Cyclone,Panadura,Kaluthara,6,8,13.5,1
Cyclone,Kolamediriya,Kaluthara,5,7,11.6,0
Cyclone,Kalavilakanda,Kaluthara,11,16,7.9,0
Cyclone,Medagama,Kaluthara,5,19,11.6,0
Cyclone,Kalavilakanda,Kaluthara,8,4,12.9,0
Cyclone,Agalawatta,Kaluthara,6,10,13.5,1
Cyclone,Madurawala,Kaluthara,6,10,13.5,1
Cyclone,Kalutara,Kaluthara,6,10,13.5,1
Cyclone,Beruwala,Kaluthara,6,10,13.5,1
Cyclone,Etavila,Kaluthara,8,17,12.9,0
Cyclone,Palindanuwara,Kaluthara,11,22,7.9,0
Cyclone,Walallavita,Kaluthara,11,9,7.9,0
Cyclone,Palindanuwara,Kaluthara,5,3,11.6,1
Cyclone,Dodangoda,Kaluthara,7,19,13.2,1
Cyclone,Bandaragama,Kaluthara,6,8,13.5,1
