Disaster,Location,District,Month,Day,Rainfall(mm),Flood
Flood,Thalngama,Colombo,4,6,253.0,0
Flood,Kelanimulla,Colombo,1,4,62.0,0
Flood,Sedawatta,Colombo,1,17,62.0,0
Flood,Mahadeniya,Colombo,11,1,310.0,0
Flood,Thunadahena,Colombo,11,8,310.0,0
Flood,Raggahawatta,Colombo,1,24,62.0,0
Flood,Kalapaluwawa,Colombo,11,27,310.0,0
Flood,Bokundara,Colombo,12,8,168.0,0
Flood,Lakshapathiya,Colombo,11,2,310.0,0
Flood,Maligawatta,Colombo,10,6,369.0,0
Flood,Borella Watta And Watta,Colombo,10,19,369.0,0
Flood,Mahawatta,Colombo,10,12,369.0,0
Flood,Colombo,Colombo,4,15,253.0,0
Flood,Kolonnawa,Colombo,4,26,253.0,0
Flood,Kaduwela,Colombo,4,10,253.0,0
Flood,Hanwella,Colombo,4,9,253.0,0
Flood,Kahathuduwapanagoda,Colombo,1,8,62.0,0
Flood,Mahawatta,Colombo,1,21,62.0,0
Flood,Megoda Kolonnawa,Colombo,1,29,62.0,0
Flood,Welewatta,Colombo,1,19,62.0,0
Flood,Wellampitiya,Colombo,1,21,62.0,0
Flood,Kuruniyawatta,Colombo,1,11,62.0,0
Flood,Halmulla,Colombo,1,10,62.0,0
Flood,Wedikanda,Colombo,4,24,253.0,0
Flood,Egoda Uyana South,Colombo,5,20,382.0,0
Flood,Avissawella,Colombo,4,23,253.0,0
Flood,Angulana,Colombo,6,20,186.0,1
Flood,Thimbirigasyaya,Colombo,5,22,421.7,1
Flood,Mahawatta,Colombo,6,2,260.4,0
Flood,Moratuwa,Colombo,2,26,164.3,0
Flood,Megoda Kolonnawa,Colombo,2,14,164.3,0
Flood,Wedikanda,Colombo,5,16,404.5,0
Flood,Sri Jayawardanapura Kotte,Colombo,9,25,263.7,1
Flood,Sri Jayawardanapura Kotte,Colombo,10,6,539.7,1
Flood,Maharagama,Colombo,10,6,539.7,1
Flood,Moratuwa,Colombo,10,6,539.7,1
Flood,Kolonnawa,Colombo,10,6,539.7,1
Flood,Raggahawatta,Colombo,10,25,369.0,1
Flood,Thimbirigasyaya,Colombo,10,6,539.7,1
Flood,Colombo,Colombo,10,6,539.7,1
Flood,Hanwella,Colombo,10,6,539.7,1
Flood,Kesbewa,Colombo,10,6,539.7,1
Flood,Homagama,Colombo,10,6,539.7,1
Flood,Padukka,Colombo,10,6,539.7,1
Flood,Ratmalana,Colombo,10,6,539.7,1
Flood,Wedikanda,Colombo,6,20,186.0,1
Flood,Kahathuduwapanagoda,Colombo,5,15,197.8,0
Flood,Megoda Kolonnawa,Colombo,5,18,197.8,0
Flood,Sri Jayawardanapura Kotte,Colombo,5,22,421.7,1
Flood,Megoda Kolonnawa,Colombo,4,27,253.0,0
Flood,Maligagodella,Colombo,11,7,310.0,0
Flood,Raggahawatta,Colombo,11,25,310.0,0
Flood,Narahenpita,Colombo,5,5,382.0,1
Flood,Kirula,Colombo,5,5,382.0,1
Flood,Wanathamulla,Colombo,5,5,382.0,1
Flood,Borella North,Colombo,5,5,382.0,1
Flood,Avissawella,Colombo,5,25,197.8,0
Flood,Megoda Kolonnawa,Colombo,9,3,236.0,0
Flood,Colombo Cinaman Grand,Colombo,3,6,130.0,0
Flood,Kesbewa,Colombo,9,30,236.0,0
Flood,Raggahawatta,Colombo,5,13,197.8,0
Flood,Colombo Cinaman Grand,Colombo,1,6,62.0,1
Flood,Colombo,Colombo,5,22,421.7,1
Flood,Kaduwela,Colombo,5,22,421.7,1
Flood,Kesbewa,Colombo,5,22,421.7,1
Flood,Diyagama,Colombo,6,15,186.0,0
Flood,Diyagama,Colombo,6,10,186.0,0
Flood,Diyagama,Colombo,6,11,186.0,0
Flood,Diyagama,Colombo,6,7,186.0,0
Flood,Raggahawatta,Colombo,9,5,236.0,0
Flood,Colombo Cinaman Grand,Colombo,3,17,130.0,0
Flood,Homagama,Colombo,10,9,369.0,0
Flood,Ethulkotte West,Colombo,5,18,727.8,1
Flood,Bokundara,Colombo,5,14,727.8,1
Flood,Moratuwa,Colombo,5,8,382.0,0
Flood,Thumbovila,Colombo,5,14,727.8,1
Flood,Niwanthidiya,Colombo,5,14,727.8,1
Flood,Hanwella,Colombo,5,20,382.0,0
Flood,Kolonnawa,Colombo,5,1,382.0,0
Flood,Colombo,Colombo,5,4,382.0,1
Flood,Homagama,Colombo,10,20,369.0,1
Flood,Homagama,Colombo,5,15,752.4,1
Flood,Sri Jayawardanapura Kotte,Colombo,5,15,752.4,1
Flood,Maharagama,Colombo,5,15,752.4,1
Flood,Ratmalana,Colombo,5,15,752.4,1
Flood,Padukka,Colombo,5,15,752.4,1
Flood,Kaduwela,Colombo,5,15,752.4,1
Flood,Egoda Uyana Central,Colombo,5,16,727.8,1
Flood,Thimbirigasyaya,Colombo,5,15,752.4,1
Flood,Hanwella,Colombo,5,15,752.4,1
Flood,Doowa Watta,Colombo,5,13,727.8,1
Flood,Wanathamulla,Colombo,3,5,72.3,1
Flood,Colombo,Colombo,9,1,609.8,0
Flood,Moratuwa,Colombo,5,15,752.4,1
Flood,Thalawathugoda,Colombo,5,14,727.8,1
Flood,Kolonnawa,Colombo,5,5,382.0,0
Flood,Mirihana,Colombo,5,14,727.8,1
Flood,Seethawaka,Colombo,5,17,727.8,1
Flood,Sri Jayawardanapura Kotte,Colombo,6,21,186.0,0
Flood,Padukka,Colombo,5,17,727.8,1
Flood,Kuppiyawatta,Colombo,5,17,727.8,1
Flood,Maligawatta West,Colombo,5,14,727.8,1
Flood,Kirula,Colombo,5,17,727.8,1
Flood,Dematagoda,Colombo,5,23,727.8,1
Flood,Wedikanda,Colombo,5,13,727.8,1
Flood,Rathmalana East,Colombo,5,17,727.8,1
Flood,Mount Lavinia,Colombo,5,17,727.8,1
Flood,Attidiya North,Colombo,5,24,727.8,1
Flood,Moratuwa,Colombo,9,13,609.8,0
Flood,Sri Jayawardanapura Kotte,Colombo,9,15,609.8,0
Flood,Attidiya South,Colombo,5,17,727.8,1
Flood,Thimbirigasyaya,Colombo,11,17,971.5,0
Flood,Thimbirigasyaya,Colombo,9,4,609.8,0
Flood,Maharagama,Colombo,9,3,609.8,0
Flood,Katukurunduwatta,Colombo,5,17,727.8,1
Flood,Kaduwela,Colombo,5,30,382.0,0
Flood,Sri Jayawardanapura Kotte,Colombo,5,26,382.0,0
Flood,Colombo,Colombo,10,11,369.0,0
Flood,Dehiwala,Colombo,5,14,382.0,0
Flood,Ratmalana,Colombo,5,11,382.0,0
Flood,Kandawala,Colombo,5,14,727.8,1
Flood,Ethul Kotte,Colombo,5,18,727.8,1
Flood,Welikada East,Colombo,5,18,727.8,1
Flood,Kotiyakumbura,Colombo,5,18,727.8,1
Flood,Thimbirigasyaya,Colombo,11,1,310.0,1
Flood,Nugegoda,Colombo,5,18,727.8,1
Flood,Colombo,Colombo,11,1,310.0,1
Flood,Butgomuwa Watta,Colombo,5,18,727.8,1
Flood,Rajagiriya,Colombo,5,18,727.8,1
Flood,Colombo Cinaman Grand,Colombo,3,5,72.3,1
Flood,Wellawatta North,Colombo,5,17,727.8,1
Flood,Thimbirigasyaya,Colombo,5,17,727.8,1
Flood,Aluthkade East,Colombo,5,14,727.8,1
Flood,Vilorawatta,Colombo,5,13,727.8,1
Flood,Thimbirigasyaya,Colombo,5,3,382.0,1
Flood,Medapitiya,Colombo,5,18,727.8,1
Flood,Sri Jayawardanapura Kotte,Colombo,11,25,310.0,0
Flood,Madinnagoda,Colombo,5,17,727.8,1
Flood,Veheragoda,Colombo,5,17,727.8,1
Flood,Colombo,Colombo,11,27,310.0,0
Flood,Belagama,Colombo,5,17,727.8,1
Flood,Thimbirigasyaya,Colombo,11,15,310.0,0
Flood,Colombo,Colombo,11,27,971.5,0
Flood,Kotahena,Colombo,5,14,727.8,1
Flood,Maha Buthgamuwa D,Colombo,5,17,727.8,1
Flood,Wennawatta,Colombo,5,17,727.8,1
Flood,Meethotamulla,Colombo,5,14,727.8,1
Flood,Sedawatta,Colombo,5,14,727.8,1
Flood,Kuruniyawatta,Colombo,5,14,727.8,1
Flood,Hanwella,Colombo,5,8,752.4,1
Flood,Wellampitiya,Colombo,5,14,727.8,1
Flood,Narahenpita,Colombo,5,14,727.8,1
Flood,Kaduwela,Colombo,9,25,609.8,0
Flood,Mulleriyawa South,Colombo,5,17,727.8,1
Flood,Kotikawatta East,Colombo,5,17,727.8,1
Flood,Welewatta,Colombo,5,17,727.8,1
Flood,Kolonnawa,Colombo,5,15,752.4,1
Flood,Salamulla,Colombo,5,14,727.8,1
Flood,Khettarama,Colombo,5,14,727.8,1
Flood,Lunupokuna,Colombo,5,18,727.8,1
Flood,Kittampahuwa,Colombo,5,18,727.8,1
Flood,Hunupitiya,Colombo,5,14,727.8,1
Flood,Kochchikade South,Colombo,5,14,727.8,1
Flood,Mahawatta,Colombo,5,14,727.8,1
Flood,Wadulla,Colombo,5,14,727.8,1
Flood,Colombo,Colombo,5,15,752.4,1
Flood,Kandawala,Colombo,5,14,727.8,1
Flood,Dematagoda,Colombo,5,14,727.8,1
Flood,Kotuvila,Colombo,5,18,727.8,1
Flood,Bloemendhal,Colombo,5,14,727.8,1
Flood,Gothatuwa,Colombo,5,17,727.8,1
Flood,Kesbewa,Colombo,5,15,752.4,1
Flood,Dahampura,Colombo,5,17,727.8,1
Flood,Nawagampura,Colombo,5,14,727.8,1
Flood,Maha Buthgamuwa C,Colombo,5,17,727.8,1
Flood,Borella,Colombo,5,14,727.8,1
Flood,Ambathale,Colombo,5,22,727.8,1
Flood,Kolonnawa,Colombo,11,2,971.5,0
Flood,Gothamipura,Colombo,5,17,727.8,1
Flood,Orugodawatta,Colombo,5,14,727.8,1
Flood,Megoda Kolonnawa,Colombo,5,14,727.8,1
Flood,Galle Four Gravets,Galle,9,8,474.1,0
Flood,Hipanwatta,Galle,5,17,795.0,1
Flood,Batuwangala West,Galle,8,11,218.0,0
Flood,Galle Four Gravets,Galle,8,14,153.3,0
Flood,Ganegama,Galle,2,6,59.0,1
Flood,Hiniduma North,Galle,8,12,218.0,0
Flood,Elpitiya,Galle,6,7,136.5,1
Flood,Batuwangala West,Galle,10,7,279.0,0
Flood,Goluwamulla,Galle,8,30,218.0,0
Flood,Habaraduwa,Galle,9,10,474.1,0
Flood,Neluwa,Galle,9,28,474.1,0
Flood,Karandeniya,Galle,9,12,474.1,0
Flood,Goonapeenuwala,Galle,9,1,474.1,0
Flood,Imaduwa,Galle,9,17,474.1,0
Flood,Akmeemana,Galle,9,20,474.1,0
Flood,Hikkaduwa,Galle,9,1,474.1,0
Flood,Baddegama,Galle,9,1,474.1,0
Flood,Yakkalamulla,Galle,9,13,474.1,0
Flood,Bopepoddala,Galle,9,16,474.1,0
Flood,Ganegama,Galle,9,24,288.0,1
Flood,Goluwamulla,Galle,9,28,288.0,1
Flood,Elathota,Galle,9,28,288.0,1
Flood,Batapola,Galle,9,28,288.0,1
Flood,Siripura,Galle,9,28,288.0,1
Flood,Pitigala North,Galle,2,10,98.2,1
Flood,Weliwatta,Galle,11,26,431.5,1
Flood,Uluvitike,Galle,11,26,431.5,1
Flood,Galle Four Gravets,Galle,9,23,592.6,1
Flood,Ganegama,Galle,11,26,431.5,1
Flood,Elpitiya,Galle,9,8,474.1,0
Flood,Galle Four Gravets,Galle,1,28,76.0,0
Flood,Balapitiya,Galle,5,12,529.6,1
Flood,Panangalla,Galle,6,8,258.0,0
Flood,Weliwatta,Galle,11,13,431.5,0
Flood,Pitigala North,Galle,2,26,98.2,0
Flood,Siripura,Galle,9,8,288.0,0
Flood,Batapola,Galle,9,9,288.0,0
Flood,Elathota,Galle,9,2,288.0,0
Flood,Goluwamulla,Galle,9,6,288.0,0
Flood,Ganegama,Galle,9,16,288.0,0
Flood,Maitipe,Galle,5,23,291.0,0
Flood,Makuluwa,Galle,5,21,291.0,0
Flood,Milidduwa,Galle,5,1,291.0,0
Flood,Dangedara East,Galle,5,19,291.0,0
Flood,Maligaspe,Galle,5,4,291.0,0
Flood,Deddugoda South,Galle,5,1,291.0,0
Flood,Hipanwatta,Galle,10,28,279.0,0
Flood,Wenamulla,Galle,11,6,260.0,0
Flood,Godagama,Galle,11,1,260.0,0
Flood,Batuwangala West,Galle,5,23,795.0,1
Flood,Hiniduma North,Galle,5,21,795.0,1
Flood,Kurupanawa,Galle,5,21,795.0,1
Flood,Pitigala North,Galle,5,18,795.0,1
Flood,Ganegama,Galle,5,18,795.0,1
Flood,Ganegama South,Galle,5,18,795.0,1
Flood,Bopepoddala,Galle,5,12,529.6,1
Flood,Pathawelivitiya North,Galle,2,6,59.0,1
Flood,Goluwamulla,Galle,3,6,78.0,1
Flood,Uluvitike,Galle,11,8,431.5,0
Flood,Hiniduma,Galle,10,20,279.0,0
Flood,Nagoda,Galle,6,17,258.0,0
Flood,Habaraduwa,Galle,9,22,592.6,1
Flood,Panangalla,Galle,6,16,258.0,0
Flood,Panangalla,Galle,6,25,258.0,0
Flood,Hikkaduwa,Galle,7,3,249.2,0
Flood,Galle Four Gravets,Galle,5,25,291.0,0
Flood,Kurupanawa,Galle,1,8,76.0,0
Flood,Goonapeenuwala,Galle,9,23,592.6,1
Flood,Akmeemana,Galle,5,12,529.6,1
Flood,Baddegama,Galle,5,6,282.1,0
Flood,Galle Four Gravets,Galle,5,26,282.1,0
Flood,Akmeemana,Galle,5,25,282.1,0
Flood,Goonapeenuwala,Galle,5,18,282.1,0
Flood,Balapitiya,Galle,5,7,282.1,0
Flood,Karandeniya,Galle,11,14,260.0,0
Flood,Baddegama,Galle,9,22,592.6,1
Flood,Hikkaduwa,Galle,11,15,260.0,0
Flood,Akmeemana,Galle,9,22,592.6,1
Flood,Welivitiyadivithura,Galle,4,14,161.0,0
Flood,Niyagama,Galle,4,22,161.0,0
Flood,Thawalama,Galle,4,14,161.0,0
Flood,Bopepoddala,Galle,6,2,246.8,1
Flood,Balapitiya,Galle,6,2,246.8,1
Flood,Akmeemana,Galle,6,2,246.8,1
Flood,Nagoda,Galle,4,29,161.0,0
Flood,Neluwa,Galle,4,29,161.0,0
Flood,Galle Four Gravets,Galle,5,12,529.6,1
Flood,Imaduwa,Galle,9,22,592.6,1
Flood,Ganegama,Galle,11,7,431.5,0
Flood,Kahadoowa Watta,Galle,5,13,795.0,0
Flood,Habarakada,Galle,5,15,291.0,0
Flood,Goonapeenuwala,Galle,11,11,332.5,0
Flood,Nagoda,Galle,11,5,332.5,0
Flood,Welivitiyadivithura,Galle,11,16,332.5,0
Flood,Habaraduwa,Galle,10,23,370.5,0
Flood,Imaduwa,Galle,10,24,370.5,0
Flood,Hikkaduwa,Galle,10,22,370.5,0
Flood,Akmeemana,Galle,10,20,370.5,0
Flood,Galle Four Gravets,Galle,10,13,370.5,0
Flood,Bopepoddala,Galle,10,22,370.5,0
Flood,Thawalama,Galle,5,26,350.5,1
Flood,Baddegama,Galle,5,26,350.5,1
Flood,Galle Four Gravets,Galle,5,26,350.5,1
Flood,Habaraduwa,Galle,11,4,332.5,0
Flood,Hikkaduwa,Galle,5,26,350.5,1
Flood,Benthota,Galle,5,26,350.5,1
Flood,Uluvitike,Galle,2,21,42.9,0
Flood,Elathota,Galle,2,1,42.9,0
Flood,Amunukotuwa,Galle,2,7,42.9,0
Flood,Hiniduma North,Galle,2,15,42.9,0
Flood,Welikonda,Galle,2,17,42.9,0
Flood,Godagama,Galle,2,15,42.9,0
Flood,Welivitiyadivithura,Galle,5,26,350.5,1
Flood,Galle Four Gravets,Galle,5,5,291.0,0
Flood,Benthota,Galle,10,3,279.0,0
Flood,Hipanwatta,Galle,2,21,42.9,0
Flood,Elpitiya,Galle,10,6,279.0,0
Flood,Elpitiya,Galle,9,4,246.0,1
Flood,Imaduwa,Galle,11,8,332.5,0
Flood,Hikkaduwa,Galle,11,24,332.5,0
Flood,Galle Four Gravets,Galle,11,21,332.5,0
Flood,Goonapeenuwala,Galle,5,26,350.5,1
Flood,Akulahena,Galle,10,16,279.0,0
Flood,Weliwatta,Galle,10,12,279.0,0
Flood,Hiniduma North,Galle,10,22,279.0,0
Flood,Yakkalamulla,Galle,4,26,178.5,1
Flood,Udumalagala,Galle,10,10,279.0,0
Flood,Ambalangoda,Galle,4,26,178.5,1
Flood,Balapitiya,Galle,4,26,178.5,1
Flood,Galle Four Gravets,Galle,6,1,258.0,1
Flood,Pathawelivitiya North,Galle,5,5,291.0,0
Flood,Batapola,Galle,5,9,291.0,0
Flood,Weliwatta,Galle,5,10,291.0,0
Flood,Bopepoddala,Galle,5,26,350.5,1
Flood,Niyagama,Galle,5,26,350.5,1
Flood,Imaduwa,Galle,11,23,332.5,0
Flood,Nagoda,Galle,5,26,350.5,1
Flood,Baddegama,Galle,11,1,332.5,0
Flood,Yakkalamulla,Galle,11,23,332.5,0
Flood,Batuwangala West,Galle,10,20,279.0,1
Flood,Hipanwatta,Galle,10,20,279.0,1
Flood,Deddugoda South,Galle,5,18,291.0,1
Flood,Maligaspe,Galle,5,18,291.0,1
Flood,Milidduwa,Galle,5,18,291.0,1
Flood,Makuluwa,Galle,5,18,291.0,1
Flood,Maitipe,Galle,5,18,291.0,1
Flood,Bopepoddala,Galle,11,12,332.5,0
Flood,Akmeemana,Galle,11,12,332.5,0
Flood,Ganegama,Galle,2,16,42.9,0
Flood,Welivitiyadivithura,Galle,9,3,474.1,0
Flood,Kurupanawa,Galle,2,22,42.9,0
Flood,Batuwangala West,Galle,2,17,42.9,0
Flood,Baddegama,Galle,5,17,291.0,1
Flood,Galle Four Gravets,Galle,6,19,258.0,0
Flood,Niyagama,Galle,10,15,279.0,0
Flood,Baddegama,Galle,9,20,246.0,1
Flood,Karandeniya,Galle,5,3,291.0,1
Flood,Karandeniya,Galle,5,4,291.0,1
Flood,Karandeniya,Galle,12,18,155.0,1
Flood,Elpitiya,Galle,5,20,529.6,1
Flood,Welikonda,Galle,6,22,258.0,0
Flood,Batuwangala West,Galle,6,5,258.0,0
Flood,Hiniduma North,Galle,6,22,258.0,0
Flood,Goluwamulla,Galle,10,18,279.0,1
Flood,Karandeniya,Galle,10,28,279.0,0
Flood,Galle Four Gravets,Galle,7,5,207.7,0
Flood,Benthota,Galle,9,22,592.6,1
Flood,Elpitiya,Galle,9,22,592.6,1
Flood,Pitigala North,Galle,5,27,167.3,1
Flood,Akmeemana,Galle,8,22,445.0,1
Flood,Galle Four Gravets,Galle,8,18,445.0,1
Flood,Kahawa Beach,Galle,10,17,279.0,0
Flood,Hikkaduwa,Galle,9,22,592.6,1
Flood,Thawalama,Galle,10,2,316.1,0
Flood,Lankagama,Galle,5,6,291.0,0
Flood,Galle Four Gravets,Galle,10,25,316.1,0
Flood,Goonapeenuwala,Galle,10,20,316.1,0
Flood,Habarakada,Galle,5,21,291.0,0
Flood,Thawalama,Galle,12,27,228.6,0
Flood,Elpitiya,Galle,10,4,279.0,0
Flood,Welivitiyadivithura,Galle,10,21,279.0,0
Flood,Yakkalamulla,Galle,10,1,279.0,1
Flood,Pitigala North,Galle,2,10,42.9,0
Flood,Weliwatta,Galle,2,12,42.9,0
Flood,Yakkalamulla,Galle,10,6,279.0,0
Flood,Niyagama,Galle,5,17,291.0,1
Flood,Akulahena,Galle,2,23,42.9,0
Flood,Goluwamulla,Galle,2,4,42.9,0
Flood,Nagoda,Galle,10,20,279.0,1
Flood,Hikkaduwa,Galle,5,17,291.0,1
Flood,Thawalama,Galle,10,10,279.0,0
Flood,Galle Four Gravets,Galle,10,30,279.0,0
Flood,Elpitiya,Galle,5,25,440.8,0
Flood,Nagoda,Galle,5,30,440.8,0
Flood,Thawalama,Galle,5,24,440.8,0
Flood,Ambalangoda,Galle,5,22,440.8,0
Flood,Niyagama,Galle,5,26,440.8,0
Flood,Yakkalamulla,Galle,10,26,279.0,0
Flood,Karandeniya,Galle,5,11,440.8,0
Flood,Benthota,Galle,5,3,440.8,0
Flood,Goonapeenuwala,Galle,5,10,440.8,0
Flood,Hikkaduwa,Galle,5,2,440.8,0
Flood,Imaduwa,Galle,5,21,440.8,0
Flood,Welivitiyadivithura,Galle,5,28,440.8,0
Flood,Akmeemana,Galle,5,22,440.8,0
Flood,Yakkalamulla,Galle,5,15,440.8,0
Flood,Galle Four Gravets,Galle,5,15,440.8,0
Flood,Galle Four Gravets,Galle,5,12,440.8,0
Flood,Balapitiya,Galle,5,9,440.8,0
Flood,Neluwa,Galle,10,8,279.0,0
Flood,Karandeniya,Galle,5,20,529.6,1
Flood,Ambaganthota,Galle,5,17,795.0,1
Flood,Habaraduwa,Galle,5,20,529.6,1
Flood,Neluwa,Galle,6,2,246.8,1
Flood,Elpitiya,Galle,5,17,291.0,1
Flood,Nagoda,Galle,5,17,291.0,1
Flood,Niyagama,Galle,6,2,246.8,1
Flood,Siyambalagahawatta,Galle,5,17,795.0,1
Flood,Kumbulwewa South,Galle,5,17,795.0,1
Flood,Bope West,Galle,5,17,795.0,1
Flood,Osanagoda,Galle,5,17,795.0,1
Flood,Walawwatta,Galle,5,17,795.0,1
Flood,Hapugala,Galle,5,5,795.0,1
Flood,Kahadoowa Watta,Galle,5,5,795.0,1
Flood,Kithulampitiya,Galle,5,5,795.0,1
Flood,Beraliyadola,Galle,5,5,795.0,1
Flood,Watareka East,Galle,5,5,795.0,1
Flood,Mapitiya,Galle,5,5,795.0,1
Flood,Kalegana South,Galle,5,5,795.0,1
Flood,Kalegana North,Galle,5,5,795.0,1
Flood,Thunhiripaya,Galle,5,5,795.0,1
Flood,Galle Four Gravets,Galle,5,4,291.0,0
Flood,Ambalangoda,Galle,5,19,291.0,0
Flood,Welivitiyadivithura,Galle,5,30,291.0,0
Flood,Navinna,Galle,5,5,795.0,1
Flood,Galle Four Gravets,Galle,6,2,246.8,1
Flood,Yakkalamulla,Galle,6,2,246.8,1
Flood,Mligaspe,Galle,5,5,795.0,1
Flood,Elpitiya,Galle,6,2,246.8,1
Flood,Thalapitiya,Galle,5,5,795.0,1
Flood,Neluwa,Galle,5,17,291.0,1
Flood,Neluwa,Galle,6,24,258.0,0
Flood,Elpitiya,Galle,6,5,246.8,0
Flood,Yakkalamulla,Galle,6,15,246.8,0
Flood,Yakkalamulla,Galle,10,6,424.9,1
Flood,Baddegama,Galle,10,6,424.9,1
Flood,Habaraduwa,Galle,10,6,424.9,1
Flood,Nagoda,Galle,10,6,424.9,1
Flood,Benthota,Galle,6,2,246.8,1
Flood,Galle Four Gravets,Galle,10,6,424.9,1
Flood,Niyagama,Galle,5,27,167.3,1
Flood,Imaduwa,Galle,10,6,424.9,1
Flood,Baddegama,Galle,6,2,246.8,1
Flood,Elpitiya,Galle,10,6,424.9,1
Flood,Nagoda,Galle,6,2,246.8,1
Flood,Bopepoddala,Galle,6,28,246.8,0
Flood,Balapitiya,Galle,6,16,246.8,0
Flood,Madawalamulla North,Galle,5,5,795.0,1
Flood,Welivitiyadivithura,Galle,10,6,424.9,1
Flood,Akmeemana,Galle,6,20,246.8,0
Flood,Thawalama,Galle,6,3,246.8,0
Flood,Imaduwa,Galle,6,19,246.8,0
Flood,Hikkaduwa,Galle,6,8,246.8,0
Flood,Benthota,Galle,6,6,246.8,0
Flood,Neluwa,Galle,11,20,260.0,0
Flood,Imaduwa,Galle,11,4,260.0,0
Flood,Baddegama,Galle,6,15,246.8,0
Flood,Nagoda,Galle,6,25,246.8,0
Flood,Neluwa,Galle,6,19,246.8,0
Flood,Niyagama,Galle,6,10,246.8,0
Flood,Galle Four Gravets,Galle,6,7,246.8,0
Flood,Elpitiya,Galle,4,25,447.2,1
Flood,Madapatha,Galle,5,17,795.0,1
Flood,Dangedara East,Galle,5,5,795.0,1
Flood,Madawalamulla South,Galle,5,5,795.0,1
Flood,Kurunduwatta,Galle,5,5,795.0,1
Flood,Galle Four Gravets,Galle,7,25,207.7,1
Flood,Poramba,Galle,5,5,291.0,1
Flood,Thawalama,Galle,12,17,228.6,1
Flood,Kurupanawa,Galle,5,17,291.0,1
Flood,Kumbulwewa South,Galle,5,25,795.0,0
Flood,Bope West,Galle,5,10,795.0,0
Flood,Elpitiya,Galle,10,18,279.0,1
Flood,Osanagoda,Galle,5,27,795.0,0
Flood,Benthota,Galle,10,18,291.6,0
Flood,Balapitiya,Galle,10,12,291.6,0
Flood,Balapitiya,Galle,10,17,291.6,1
Flood,Benthota,Galle,10,17,291.6,1
Flood,Weliwatta,Galle,5,17,291.0,1
Flood,Siyambalagahawatta,Galle,5,13,795.0,0
Flood,Batapola,Galle,5,17,291.0,1
Flood,Weliwatta,Galle,8,18,445.0,1
Flood,Amunukotuwa,Galle,8,22,445.0,1
Flood,Neluwa,Galle,11,6,260.0,1
Flood,Udumalagala,Galle,10,20,279.0,1
Flood,Imaduwa,Galle,11,6,260.0,1
Flood,Hiniduma North,Galle,10,23,279.0,1
Flood,Weliwatta,Galle,10,23,279.0,1
Flood,Akulahena,Galle,10,20,279.0,1
Flood,Galle Four Gravets,Galle,7,8,226.0,0
Flood,Pathawelivitiya North,Galle,10,20,279.0,1
Flood,Goluwamulla,Galle,10,23,279.0,1
Flood,Siripura,Galle,10,23,279.0,1
Flood,Pitigala North,Galle,10,23,279.0,1
Flood,Pathawelivitiya North,Galle,5,17,291.0,1
Flood,Niyagama,Galle,10,6,424.9,1
Flood,Madapatha,Galle,5,27,795.0,0
Flood,Welipitimodara,Galle,5,4,795.0,0
Flood,Pokunawatta,Galle,5,5,795.0,1
Flood,Milidduwa,Galle,5,5,795.0,1
Flood,Deddugoda North,Galle,5,5,795.0,1
Flood,Kandewatta,Galle,5,5,795.0,1
Flood,Weliptha,Galle,5,5,795.0,1
Flood,Maitipe,Galle,5,5,795.0,1
Flood,Deddugoda South,Galle,5,5,795.0,1
Flood,Dangedara West,Galle,5,5,795.0,1
Flood,Galawadugoda,Galle,5,5,795.0,1
Flood,Kotawa Usavi Sankeernaya,Galle,5,5,795.0,1
Flood,Akmeemana,Galle,6,8,232.7,1
Flood,Nagoda,Galle,6,8,232.7,1
Flood,Ginthota West,Galle,5,21,795.0,0
Flood,Ukwatta East,Galle,5,11,795.0,0
Flood,Ambalangoda,Galle,5,2,795.0,0
Flood,Akmeemana,Galle,5,16,795.0,0
Flood,Imaduwa,Galle,5,15,795.0,0
Flood,Habaraduwa,Galle,5,28,795.0,0
Flood,Habaraduwa,Galle,5,5,795.0,0
Flood,Welivitiyadivithura,Galle,5,29,795.0,0
Flood,Hikkaduwa,Galle,5,26,795.0,0
Flood,Karandeniya,Galle,5,11,795.0,0
Flood,Benthota,Galle,5,7,795.0,0
Flood,Baddegama,Galle,5,22,795.0,0
Flood,Niyagama,Galle,5,7,795.0,0
Flood,Nagoda,Galle,5,20,795.0,0
Flood,Thawalama,Galle,5,28,795.0,0
Flood,Neluwa,Galle,5,9,795.0,0
Flood,Elpitiya,Galle,5,2,795.0,0
Flood,Welivitiyadivithura,Galle,5,20,529.6,1
Flood,Hikkaduwa,Galle,6,2,246.8,1
Flood,Thawalama,Galle,6,2,246.8,1
Flood,Panangalla,Galle,6,11,258.0,1
Flood,Niyagama,Galle,5,20,529.6,1
Flood,Imaduwa,Galle,5,20,529.6,1
Flood,Ahangama,Galle,7,17,226.0,0
Flood,Pitigala North,Galle,5,22,167.3,0
Flood,Galle Four Gravets,Galle,9,10,246.0,0
Flood,Etambagasmulla,Galle,5,17,795.0,1
Flood,Goluwamulla,Galle,10,12,279.0,0
Flood,Galle Four Gravets,Galle,5,20,529.6,1
Flood,Bopepoddala,Galle,5,20,529.6,1
Flood,Galle Four Gravets,Galle,5,14,795.0,0
Flood,Galle Four Gravets,Galle,5,2,795.0,0
Flood,Bopepoddala,Galle,5,3,795.0,0
Flood,Balapitiya,Galle,5,18,795.0,0
Flood,Ambalangoda,Galle,5,25,795.0,0
