Disaster,Location,District,Year,Month,Day,Rainfall(mm),Landslide
Landslide,Rankethgama,Anuradhapura,2006,11,17,237.5,1
Landslide,Rankethgama,Anuradhapura,2006,11,20,237.5,0
Landslide,Rankethgama,Anuradhapura,2006,11,30,237.5,0
Landslide,Rankethgama,Anuradhapura,2006,11,18,237.5,1
Landslide,Nochchiyagama,Anuradhapura,2006,11,17,237.5,1
Landslide,Nochchiyagama,Anuradhapura,2006,11,19,237.5,1
Landslide,Rankethgama,Anuradhapura,2006,11,19,237.5,1
Landslide,Nochchiyagama,Anuradhapura,2006,11,18,237.5,1
Landslide,Nochchiyagama,Anuradhapura,2006,11,13,237.5,0
Landslide,Nochchiyagama,Anuradhapura,2006,11,20,237.5,0
Landslide,Nochchiyagama,Anuradhapura,2006,11,6,237.5,0
Landslide,Rankethgama,Anuradhapura,2006,11,9,237.5,0
Landslide,Udagama,Badulla,2007,12,14,223.0,1
Landslide,Andeniya,Badulla,2008,8,1,74.0,1
Landslide,Dikpitiya,Badulla,2008,9,1,130.0,1
Landslide,Morethota,Badulla,2007,12,14,223.0,1
Landslide,Glananor,Badulla,2007,12,21,223.0,1
Landslide,Bandarawela,Badulla,2006,10,20,280.0,1
Landslide,Gediyaroda,Badulla,2008,9,1,130.0,1
Landslide,Malangamuwa,Badulla,2008,12,3,223.0,1
Landslide,Yahalewela,Badulla,2006,11,27,279.0,1
Landslide,Nilathugoda,Badulla,2007,12,14,223.0,0
Landslide,Haliela,Badulla,2007,12,11,223.0,0
Landslide,Pattipola,Badulla,2007,12,14,223.0,1
Landslide,Bandarawela,Badulla,2006,11,9,279.0,1
Landslide,Welimada,Badulla,2006,12,8,223.0,0
Landslide,Karangahaulpatha,Badulla,2007,11,3,279.0,0
Landslide,Ulugala,Badulla,2003,9,25,130.0,0
Landslide,Wewegama,Badulla,2006,12,13,223.0,0
Landslide,Kotawera Pahalagama,Badulla,2006,12,26,223.0,0
Landslide,Pannalawela,Badulla,2006,12,29,223.0,0
Landslide,Paranagama,Badulla,2006,11,14,279.0,0
Landslide,Welimada,Badulla,2007,6,20,54.0,0
Landslide,Welimada,Badulla,2007,6,9,54.0,0
Landslide,Ambagasdoowa,Badulla,2007,11,20,279.0,0
Landslide,Sapugolla,Badulla,2007,9,17,130.0,0
Landslide,Maspanna,Badulla,2007,11,11,279.0,0
Landslide,Dimbulana,Badulla,2006,12,16,223.0,0
Landslide,Beraliyapola,Badulla,2006,12,18,223.0,0
Landslide,Ulugala,Badulla,2006,11,10,279.0,0
Landslide,Udaperuwa,Badulla,2006,11,11,279.0,0
Landslide,Kendagolla,Badulla,2006,6,29,54.0,0
Landslide,Bambarapana,Badulla,2006,12,21,223.0,0
Landslide,Bambarapana,Badulla,2006,12,23,223.0,0
Landslide,Alugolla,Badulla,2006,12,1,223.0,0
Landslide,Medawela,Badulla,2007,6,16,54.0,0
Landslide,Welimada,Badulla,2006,12,9,223.0,0
Landslide,Rideepana,Badulla,2008,7,30,52.0,1
Landslide,Bogahamaditta,Badulla,2008,12,15,223.0,1
Landslide,Hapuwalakumbura,Badulla,2008,3,13,88.0,1
Landslide,Kandana,Badulla,2008,3,13,88.0,1
Landslide,Dambewela,Badulla,2008,8,2,74.0,1
Landslide,Koslanda,Badulla,2008,4,27,169.0,1
Landslide,Uduwara,Badulla,2007,12,4,223.0,0
Landslide,Uda Kohovila,Badulla,2008,8,25,74.0,0
Landslide,Haliela,Badulla,2008,3,11,88.0,0
Landslide,Kadana,Badulla,2008,3,23,88.0,0
Landslide,Uduwara,Badulla,2008,3,4,88.0,0
Landslide,Morethota,Badulla,2008,5,22,141.0,0
Landslide,Dikwella,Badulla,2008,3,25,88.0,0
Landslide,Anthuduwawela,Badulla,2008,3,3,88.0,0
Landslide,Urahella Watta,Badulla,2008,3,2,88.0,0
Landslide,Udagama West,Badulla,2008,1,9,139.0,0
Landslide,Udagama,Badulla,2008,3,9,88.0,0
Landslide,Ambathenna West,Badulla,2007,12,19,223.0,0
Landslide,Dambakote,Badulla,2008,3,28,88.0,0
Landslide,Kahataruppa,Badulla,2008,3,13,88.0,1
Landslide,Palawatta,Badulla,2008,3,13,88.0,1
Landslide,Viharagala,Badulla,2008,10,2,280.0,1
Landslide,Ranasinghagama,Badulla,2008,1,3,139.0,1
Landslide,Godegama,Badulla,2008,3,13,88.0,1
Landslide,Paranagama,Badulla,2007,5,9,141.0,0
Landslide,Unagolla,Badulla,2008,3,13,88.0,1
Landslide,Mugunumatha West,Badulla,2008,3,13,88.0,1
Landslide,Mugunumatha East,Badulla,2008,3,13,88.0,1
Landslide,Pattipola,Badulla,2008,3,13,88.0,1
Landslide,Hali Ela,Badulla,2008,3,13,88.0,1
Landslide,Mudunpita,Badulla,2008,3,14,88.0,1
Landslide,Samagipura,Badulla,2008,3,13,88.0,1
Landslide,Mahawattegama,Badulla,2008,3,13,88.0,1
Landslide,Mahawattegama,Badulla,2008,12,3,223.0,1
Landslide,Jagulla,Badulla,2008,2,15,94.0,1
Landslide,Singhepura,Badulla,2008,7,1,52.0,1
Landslide,Mahawattegama,Badulla,2008,4,1,169.0,1
Landslide,Ilukkaniggedara,Badulla,2007,12,24,223.0,1
Landslide,Kotabakma,Badulla,2008,11,20,279.0,1
Landslide,Bogahamaditta,Badulla,2008,3,13,88.0,1
Landslide,Welamedagama,Badulla,2006,12,10,223.0,0
Landslide,Wirahawatta,Badulla,2003,12,21,223.0,0
Landslide,Madugasthalawa,Badulla,2008,3,1,88.0,0
Landslide,Haldummulla,Badulla,2003,5,11,141.0,1
Landslide,Haldummulla,Badulla,2002,5,6,141.0,1
Landslide,Haputale,Badulla,2000,1,16,139.0,1
Landslide,Badulla,Badulla,2008,1,19,139.0,0
Landslide,Haputale,Badulla,2008,2,25,94.0,0
Landslide,Lunugala Town,Badulla,2007,11,30,279.0,0
Landslide,Alakolagala,Badulla,2007,11,8,279.0,0
Landslide,Colombobadulla Railway,Badulla,2000,1,21,139.0,0
Landslide,Koslanda,Badulla,2002,6,26,54.0,0
Landslide,Beragala,Badulla,2002,9,6,130.0,0
Landslide,Haldummulla,Badulla,2003,11,27,279.0,0
Landslide,Rendapola,Badulla,2004,12,10,223.0,0
Landslide,Alugolla,Badulla,2005,12,21,223.0,0
Landslide,Galkanda,Badulla,2006,11,22,279.0,0
Landslide,Mahakele,Badulla,2007,1,13,139.0,0
Landslide,Maspanna,Badulla,2007,2,12,94.0,0
Landslide,Wewegama,Badulla,2007,2,24,94.0,0
Landslide,Uva Paranagama,Badulla,2005,12,15,223.0,1
Landslide,Haputale,Badulla,2006,11,20,279.0,1
Landslide,Kandaketiya,Badulla,2007,1,15,139.0,1
Landslide,Uva Paranagama,Badulla,2007,1,2,139.0,1
Landslide,Passara,Badulla,2003,3,13,88.0,1
Landslide,Haldummulla,Badulla,2006,12,19,223.0,0
Landslide,Haldummulla,Badulla,2006,4,8,169.0,0
Landslide,Haldummulla,Badulla,2005,4,14,169.0,0
Landslide,Haldummulla,Badulla,2008,4,29,169.0,0
Landslide,Haldummulla,Badulla,2006,11,3,279.0,0
Landslide,Haldummulla,Badulla,2003,5,21,141.0,0
Landslide,Haldummulla,Badulla,2006,11,6,279.0,0
Landslide,Dodamwatta,Badulla,2007,1,12,139.0,0
Landslide,Badulla,Badulla,2006,10,22,280.0,1
Landslide,Badulla,Badulla,2006,11,28,279.0,1
Landslide,Passara,Badulla,2006,11,28,279.0,1
Landslide,Haldummulla,Badulla,2006,11,28,279.0,1
Landslide,Haputale,Badulla,2006,11,28,279.0,1
Landslide,Haldummulla,Badulla,2006,11,22,279.0,1
Landslide,Haldummulla,Badulla,2005,11,22,279.0,0
Landslide,Kandaketiya,Badulla,2007,1,24,139.0,0
Landslide,Haputale,Badulla,2007,1,21,139.0,1
Landslide,Haldummulla,Badulla,2002,11,21,279.0,0
Landslide,Bambarapana,Badulla,2007,12,15,223.0,0
Landslide,Bandarawela,Badulla,2004,12,5,223.0,0
Landslide,Bandarawela,Badulla,2006,10,13,280.0,0
Landslide,Galahagama,Badulla,2009,9,11,130.0,1
Landslide,Ranasinghagama,Badulla,2006,4,5,169.0,0
Landslide,Uva Paranagama,Badulla,2006,11,11,279.0,0
Landslide,Silmiyapura,Badulla,2003,2,20,94.0,0
Landslide,Silmiyapura,Badulla,2004,12,7,223.0,0
Landslide,Boragas,Badulla,2004,12,18,223.0,0
Landslide,Hulankapolla,Badulla,2004,12,12,223.0,0
Landslide,Boragas,Badulla,2004,12,30,223.0,0
Landslide,Ambewela,Badulla,2004,12,12,223.0,0
Landslide,Pitiyakumbura,Badulla,2006,12,28,223.0,0
Landslide,Wethalawa,Badulla,2006,12,15,223.0,0
Landslide,Galedanda,Badulla,2003,5,3,141.0,0
Landslide,Mudunpitawatta,Badulla,2003,11,25,279.0,0
Landslide,Hulankapolla,Badulla,2003,1,13,139.0,0
Landslide,Ambewela,Badulla,2003,11,14,279.0,0
Landslide,Mahakumbura Ella,Badulla,2003,2,16,94.0,0
Landslide,Welimada Town,Badulla,2003,12,13,223.0,0
Landslide,Ohiya,Badulla,2004,12,2,223.0,0
Landslide,Nallamale,Badulla,2009,12,12,223.0,1
Landslide,Maussagolla,Badulla,2003,3,8,88.0,0
Landslide,Kandaketiya,Badulla,2007,11,24,279.0,0
Landslide,Ella,Badulla,2006,11,14,279.0,0
Landslide,Lunugala,Badulla,2006,12,22,223.0,0
Landslide,Bandarawela,Badulla,2007,1,12,139.0,0
Landslide,Bandarawela,Badulla,2007,4,21,169.0,0
Landslide,Welimada,Badulla,2008,12,15,223.0,0
Landslide,Marangahawela,Badulla,2006,11,7,279.0,0
Landslide,Colombobadulla Railway,Badulla,2006,11,5,279.0,0
Landslide,Ella,Badulla,2006,11,3,279.0,0
Landslide,Welimada,Badulla,2003,12,5,223.0,0
Landslide,Bandarawela,Badulla,2006,11,26,279.0,0
Landslide,Maussagolla,Badulla,2006,11,3,279.0,0
Landslide,Haliela,Badulla,2006,11,20,279.0,0
Landslide,Wewessa,Badulla,2006,11,27,279.0,0
Landslide,Haldummulla,Badulla,2006,4,19,169.0,0
Landslide,Bandarawela,Badulla,2006,10,19,280.0,0
Landslide,Wewessa,Badulla,2006,10,25,280.0,0
Landslide,Kandaketiya,Badulla,2007,2,8,94.0,0
Landslide,Haliela,Badulla,2007,1,10,139.0,0
Landslide,Koslanda,Badulla,2006,11,27,279.0,0
Landslide,Demodara,Badulla,2008,3,24,88.0,0
Landslide,Karawanella,Badulla,2008,3,19,88.0,0
Landslide,Haldummulla,Badulla,2006,11,29,279.0,0
Landslide,Gediyaroda,Badulla,2008,10,16,280.0,0
Landslide,Bandarawela,Badulla,2008,3,12,88.0,0
Landslide,Bandarawela,Badulla,2008,3,5,88.0,0
Landslide,Lunuwatta,Badulla,2006,12,11,223.0,1
Landslide,Unapanna,Badulla,2006,12,11,223.0,1
Landslide,Bandarawela,Badulla,2008,7,15,52.0,0
Landslide,Bandarawela,Badulla,2008,7,21,52.0,0
Landslide,Maha Ulpatha,Badulla,2008,3,10,88.0,0
Landslide,Wewathenna,Badulla,2008,3,2,88.0,0
Landslide,Uda Arawa,Badulla,2008,1,30,139.0,0
Landslide,Bandarawela,Badulla,2008,5,28,141.0,0
Landslide,Bandarawela,Badulla,2008,5,23,141.0,0
Landslide,Liyangahawela,Badulla,2008,5,23,141.0,0
Landslide,Bandarawela,Badulla,2008,5,26,141.0,0
Landslide,Bandarawela,Badulla,2008,5,15,141.0,0
Landslide,Bandarawela,Badulla,2007,12,15,223.0,0
Landslide,Bandarawela,Badulla,2007,12,6,223.0,0
Landslide,Bandarawela,Badulla,2007,2,22,94.0,0
Landslide,Bandarawela,Badulla,2007,2,10,94.0,0
Landslide,Weheragala Thenna,Badulla,2007,10,11,280.0,0
Landslide,Haputhale,Badulla,2006,11,17,279.0,1
Landslide,Kebillawela,Badulla,2007,4,6,169.0,0
Landslide,Komarika,Badulla,2008,1,1,139.0,1
Landslide,Pitamaruwa,Badulla,2008,1,1,139.0,1
Landslide,Bandarawela,Badulla,2007,5,15,141.0,0
Landslide,Ketawatta,Badulla,2008,1,1,139.0,1
Landslide,Bandarawela,Badulla,2007,5,25,141.0,0
Landslide,Meegahakivula,Badulla,2008,1,1,139.0,1
Landslide,Bandarawela,Badulla,2007,5,1,141.0,0
Landslide,Maketilla,Badulla,2008,3,14,88.0,0
Landslide,Bandarawela,Badulla,2007,5,26,141.0,0
Landslide,Dulgolla,Badulla,2007,2,5,94.0,0
Landslide,Hapuwala Kumbura,Badulla,2007,12,14,223.0,1
Landslide,Uduwara,Badulla,2007,12,14,223.0,1
Landslide,Kottalbedda,Badulla,2007,11,11,279.0,1
Landslide,Hopton,Badulla,2007,11,11,279.0,1
Landslide,Haputhalegama,Badulla,2006,11,17,279.0,1
Landslide,Ranjallawa,Badulla,2006,11,17,279.0,1
Landslide,Galkanda,Badulla,2006,11,17,279.0,1
Landslide,Attalapitiya,Badulla,2007,5,25,141.0,0
Landslide,Thaldena,Badulla,2008,1,1,139.0,1
Landslide,Kebillawela North,Badulla,2008,4,4,169.0,0
Landslide,Wewathenna,Badulla,2008,3,1,88.0,0
Landslide,Palleperuwa,Badulla,2006,11,3,279.0,0
Landslide,Vidurupola,Badulla,2008,12,14,223.0,1
Landslide,Idamegama,Badulla,2006,11,5,279.0,0
Landslide,Dowa,Badulla,2006,11,3,279.0,0
Landslide,Rawana Ella,Badulla,2006,11,13,279.0,0
Landslide,Gediyaroda,Badulla,2007,5,4,141.0,1
Landslide,Mathetilla,Badulla,2007,1,18,139.0,1
Landslide,Pupula,Badulla,2006,11,8,279.0,0
Landslide,Batawatta,Badulla,2006,12,20,223.0,1
Landslide,Karandagolla,Badulla,2006,11,5,279.0,0
Landslide,Demodara,Badulla,2002,4,2,169.0,0
Landslide,B Yapamma,Badulla,2006,11,28,279.0,0
Landslide,Metigahathenna,Badulla,2006,12,16,223.0,0
Landslide,Peessagama,Badulla,2006,12,2,223.0,0
Landslide,Medawela West,Badulla,2006,11,11,279.0,1
Landslide,Janathapura North,Badulla,2006,12,18,223.0,0
Landslide,Arawa Kumbura,Badulla,2004,10,16,280.0,0
Landslide,Demodara,Badulla,2006,11,19,279.0,0
Landslide,Yahalawela,Badulla,2006,11,16,279.0,0
Landslide,Halpe,Badulla,2006,11,22,279.0,0
Landslide,Bokanoruwa,Badulla,2007,12,2,223.0,1
Landslide,Nawela East,Badulla,2006,11,1,279.0,0
Landslide,Maduragama,Badulla,2006,11,19,279.0,0
Landslide,Ilukpelessa,Badulla,2006,11,28,279.0,0
Landslide,Yahalawela,Badulla,2006,11,20,279.0,0
Landslide,Ella,Badulla,2006,11,9,279.0,0
Landslide,Pupula East,Badulla,2006,11,4,279.0,0
Landslide,Gawarawela,Badulla,2006,11,16,279.0,0
Landslide,Hettipola,Badulla,2006,11,22,279.0,0
Landslide,Ambegoda,Badulla,2008,3,24,88.0,0
Landslide,Ballaketuwa,Badulla,2006,11,28,279.0,0
Landslide,Beddewela,Badulla,2006,11,2,279.0,0
Landslide,Nawela West,Badulla,2006,11,29,279.0,0
Landslide,Dodamgoda,Badulla,2006,11,16,279.0,0
Landslide,Kithalella,Badulla,2006,11,28,279.0,0
Landslide,Newberg,Badulla,2006,11,4,279.0,0
Landslide,Navulla,Badulla,2006,11,20,279.0,0
Landslide,Kirinda,Badulla,2006,11,10,279.0,0
Landslide,Udakubalwela,Badulla,2006,11,16,279.0,0
Landslide,Piyarapandoowagm,Badulla,2006,11,22,279.0,0
Landslide,Liyannawela,Badulla,2007,2,20,94.0,0
Landslide,Udaperuwa,Badulla,2007,10,23,280.0,0
Landslide,Bandarawela,Badulla,2007,5,6,141.0,0
Landslide,Mirahawatta,Badulla,2006,11,18,279.0,0
Landslide,Mirahawatta,Badulla,2006,11,26,279.0,0
Landslide,Amunudowa,Badulla,2006,11,16,279.0,0
Landslide,Amunudowa,Badulla,2006,11,10,279.0,0
Landslide,Makulella,Badulla,2006,10,6,280.0,0
Landslide,Diganathenna,Badulla,2006,9,15,130.0,0
Landslide,Pahala Kotasa,Badulla,2006,11,21,279.0,0
Landslide,Pahala Kotasa,Badulla,2006,11,9,279.0,0
Landslide,Bandarawela,Badulla,2006,10,29,280.0,0
Landslide,Bandarawela,Badulla,2006,10,8,280.0,0
Landslide,Bandarawela,Badulla,2006,10,14,280.0,0
Landslide,Bandarawela,Badulla,2006,10,10,280.0,0
Landslide,Wewathenna,Badulla,2006,11,15,279.0,0
Landslide,Bandarawela,Badulla,2006,11,11,279.0,0
Landslide,Bandarawela,Badulla,2006,11,26,279.0,0
Landslide,Kande Arawa,Badulla,2006,11,30,279.0,0
Landslide,Kande Arawa,Badulla,2006,11,27,279.0,0
Landslide,Makul Ella,Badulla,2006,11,5,279.0,0
Landslide,Annalapitiya,Badulla,2006,11,7,279.0,0
Landslide,Annalapitiya,Badulla,2006,11,23,279.0,0
Landslide,Annalapitiya,Badulla,2006,11,29,279.0,0
Landslide,Maussagolla,Badulla,2008,3,4,88.0,0
Landslide,Thalagahagedara,Badulla,2008,12,28,223.0,0
Landslide,Arumadowapassara,Badulla,2008,4,19,169.0,0
Landslide,Withanawewa,Badulla,2006,10,15,280.0,0
Landslide,Ambadandegama,Badulla,2006,10,3,280.0,0
Landslide,Icelab Watta,Badulla,2006,11,21,279.0,0
Landslide,Bambaragama,Badulla,2006,11,11,279.0,0
Landslide,Liyangahawela,Badulla,2006,11,22,279.0,0
Landslide,Kabillawela,Badulla,2006,10,23,280.0,0
Landslide,Bandarawela,Badulla,2006,11,6,279.0,0
Landslide,Ukdaduhena,Badulla,2007,12,21,223.0,1
Landslide,Palagolla,Badulla,2008,12,3,223.0,1
Landslide,Kanawerella East,Badulla,2008,7,1,52.0,1
Landslide,Maussagolla West,Badulla,2008,2,13,94.0,1
Landslide,Werawella,Badulla,2006,7,11,52.0,1
Landslide,Kindigoda,Badulla,2006,2,2,94.0,1
Landslide,Doolgolla,Badulla,2006,11,26,279.0,0
Landslide,Dharmapala Mw,Badulla,2006,11,16,279.0,0
Landslide,Maussagolla,Badulla,2008,12,3,223.0,1
Landslide,Bandarawela,Badulla,2006,10,11,280.0,0
Landslide,Bandarawela,Badulla,2006,10,16,280.0,0
Landslide,Bandarawela,Badulla,2006,10,2,280.0,0
Landslide,Kohovila,Badulla,2008,1,15,139.0,1
Landslide,Makul Ella,Badulla,2007,1,9,139.0,0
Landslide,Kebillawela,Badulla,2007,1,15,139.0,0
Landslide,Stthomas Rd,Badulla,2007,1,23,139.0,0
Landslide,Stthomas Rd,Badulla,2007,1,12,139.0,0
Landslide,Maha Ulpatha,Badulla,2007,1,4,139.0,0
Landslide,Bandarawela Town,Badulla,2006,10,26,280.0,0
Landslide,Bandarawela,Badulla,2007,1,19,139.0,0
Landslide,Obada Ella,Badulla,2007,2,11,94.0,0
Landslide,Godunna,Badulla,2008,2,6,94.0,1
Landslide,Bandarawela,Badulla,2007,1,16,139.0,0
Landslide,Darahitawanagoda,Badulla,2007,9,11,130.0,0
Landslide,Springvally Estate,Badulla,2008,3,13,88.0,1
Landslide,Springvalley,Badulla,2008,3,13,88.0,1
Landslide,Mahaulpatha,Badulla,2006,5,18,141.0,0
Landslide,Bandarawela,Badulla,2006,1,2,139.0,0
Landslide,Bandarawela,Badulla,2006,1,24,139.0,0
Landslide,Bandarawela,Badulla,2007,5,3,141.0,0
Landslide,Weerakongama,Badulla,2007,12,14,223.0,1
Landslide,Kahataruppa,Badulla,2008,3,17,88.0,0
Landslide,Stthomas Rd,Badulla,2007,2,11,94.0,0
Landslide,Bandarawela,Badulla,2006,11,3,279.0,0
Landslide,Bandarawela,Badulla,2006,11,26,279.0,0
Landslide,Bandarawela,Badulla,2006,11,11,279.0,0
Landslide,Bandarawela,Badulla,2006,11,23,279.0,0
Landslide,Ambadandegama,Badulla,2006,11,6,279.0,0
Landslide,Inikam Bedda,Badulla,2006,11,18,279.0,0
Landslide,Badde Arawa,Badulla,2006,5,21,141.0,0
Landslide,Thepal Kanda Area,Badulla,2006,10,25,280.0,0
Landslide,Watagamuwa,Badulla,2006,2,26,94.0,0
Landslide,Galkadapathana,Badulla,2007,2,15,94.0,0
Landslide,Bandarawela,Badulla,2006,11,6,279.0,0
Landslide,Inikam Bedda,Badulla,2006,10,3,280.0,0
Landslide,Kebillawela North,Badulla,2006,12,7,223.0,0
Landslide,Kebillawela,Badulla,2006,1,13,139.0,0
Landslide,Bandarawela,Badulla,2006,11,3,279.0,0
Landslide,Bandarawela,Badulla,2006,11,8,279.0,0
Landslide,Bandarawela,Badulla,2006,11,18,279.0,0
Landslide,Bandarawela,Badulla,2006,11,16,279.0,0
Landslide,Bandarawela,Badulla,2006,11,18,279.0,0
Landslide,Bandarawela,Badulla,2006,5,28,141.0,0
Landslide,Welimada,Badulla,2004,12,12,223.0,1
Landslide,Haldummulla,Badulla,2006,12,4,223.0,1
Landslide,Kandaketiya,Badulla,2006,12,9,223.0,0
Landslide,Ambathenna,Badulla,2009,5,15,141.0,1
Landslide,Welimada,Badulla,2013,2,14,158.7,1
Landslide,Bandarawela,Badulla,2006,11,26,279.0,0
Landslide,Bandarawela,Badulla,2006,10,2,280.0,0
Landslide,Bandarawela,Badulla,2006,11,1,279.0,0
Landslide,Bandarawela,Badulla,2006,11,12,279.0,0
Landslide,Bandarawela,Badulla,2006,11,18,279.0,0
Landslide,Bandarawela,Badulla,2006,11,4,279.0,0
Landslide,Ella,Badulla,2012,5,29,0.4,1
Landslide,Bandarawela,Badulla,2006,12,30,223.0,0
Landslide,Bandarawela,Badulla,2006,12,16,223.0,0
Landslide,Bandarawela,Badulla,2006,11,26,279.0,0
Landslide,Bandarawela,Badulla,2006,11,26,279.0,0
Landslide,Badulla,Badulla,2011,1,10,579.7,1
Landslide,Badulla,Badulla,2011,1,6,579.7,1
Landslide,Bandarawela,Badulla,2006,11,1,279.0,0
Landslide,Bandarawela,Badulla,2007,2,6,94.0,0
Landslide,Meeriyabedda,Badulla,2009,5,15,141.0,1
Landslide,Haldummulla,Badulla,2010,11,25,440.3,1
Landslide,Welgolla,Badulla,2009,5,15,141.0,1
Landslide,Haldummulla,Badulla,2011,11,10,225.4,1
Landslide,Mahiyanganaya,Badulla,2014,12,27,669.5,1
Landslide,Soranathota,Badulla,2014,12,27,669.5,1
Landslide,Bandarawela,Badulla,2014,12,25,669.5,1
Landslide,Welimada,Badulla,2014,12,25,669.5,1
Landslide,Haputale,Badulla,2014,12,23,669.5,1
Landslide,Kandaketiya,Badulla,2014,12,26,669.5,1
Landslide,Rideemaliyadda,Badulla,2014,12,26,669.5,1
Landslide,Lunugala,Badulla,2014,12,26,669.5,1
Landslide,Haliela,Badulla,2014,12,26,669.5,1
Landslide,Passara,Badulla,2014,12,22,669.5,1
Landslide,Uva Paranagama,Badulla,2014,12,22,669.5,1
Landslide,Badulla,Badulla,2014,12,26,669.5,1
Landslide,Bandarawela,Badulla,2006,11,11,279.0,0
Landslide,Bandarawela,Badulla,2006,11,11,279.0,0
Landslide,Haldummulla,Badulla,2014,11,20,278.4,1
Landslide,Haldummulla,Badulla,2014,10,29,491.3,1
Landslide,Bandarawela,Badulla,2006,11,4,279.0,0
Landslide,Palawatta,Badulla,2009,5,15,141.0,1
Landslide,Bandarawela,Badulla,2007,2,21,94.0,0
Landslide,Bandarawela,Badulla,2007,1,24,139.0,0
Landslide,Bandarawela,Badulla,2007,1,25,139.0,0
Landslide,Lunugala,Badulla,2006,1,12,139.0,0
Landslide,Lunugala,Badulla,2006,12,13,223.0,0
Landslide,Lunugala,Badulla,2004,12,17,223.0,0
Landslide,Lunugala,Badulla,2004,12,7,223.0,0
Landslide,Kandaketiya,Badulla,2007,1,11,139.0,1
Landslide,Bandarawela,Badulla,2008,10,20,280.0,1
Landslide,Soranathota,Badulla,2008,1,15,139.0,1
Landslide,Haliela,Badulla,2008,1,15,139.0,1
Landslide,Haldummulla,Badulla,2010,4,26,328.9,1
Landslide,Haldummulla,Badulla,2010,5,26,175.2,1
Landslide,Lunugala,Badulla,2004,12,5,223.0,0
Landslide,Lunugala,Badulla,2004,12,6,223.0,0
Landslide,Lunugala,Badulla,2004,12,7,223.0,0
Landslide,Passara,Badulla,2009,5,15,141.0,1
Landslide,Soranathota,Badulla,2009,12,1,223.0,1
Landslide,Lunugala,Badulla,2004,12,27,223.0,0
Landslide,Lunugala,Badulla,2007,1,28,139.0,0
Landslide,Ella,Badulla,2002,4,4,169.0,0
Landslide,Bandarawela,Badulla,2008,3,15,88.0,0
Landslide,Bandarawela,Badulla,2008,3,25,88.0,0
Landslide,Bandarawela,Badulla,2008,4,1,169.0,0
Landslide,Bandarawela,Badulla,2007,1,4,139.0,0
Landslide,Bandarawela,Badulla,2006,10,4,280.0,0
Landslide,Bandarawela,Badulla,2007,2,11,94.0,0
Landslide,Bandarawela,Badulla,2007,2,16,94.0,0
Landslide,Bandarawela,Badulla,2006,12,6,223.0,0
Landslide,Bandarawela,Badulla,2006,12,29,223.0,0
Landslide,Bandarawela,Badulla,2007,4,1,169.0,0
Landslide,Bandarawela,Badulla,2007,4,15,169.0,0
Landslide,Bandarawela,Badulla,2006,11,4,279.0,0
Landslide,Bandarawela,Badulla,2007,7,17,52.0,0
Landslide,Bandarawela,Badulla,2007,7,28,52.0,0
Landslide,Bandarawela,Badulla,2007,4,6,169.0,0
Landslide,Bandarawela,Badulla,2008,3,1,94.0,0
Landslide,Bandarawela,Badulla,2008,3,11,88.0,0
Landslide,Bandarawela,Badulla,2008,3,15,88.0,0
Landslide,Bandarawela,Badulla,2008,2,4,94.0,0
Landslide,Bandarawela,Badulla,2008,1,6,139.0,0
Landslide,Bandarawela,Badulla,2008,3,4,88.0,0
Landslide,Bandarawela,Badulla,2007,7,17,52.0,0
Landslide,Bandarawela,Badulla,2006,11,26,279.0,0
Landslide,Passara,Badulla,2015,5,12,97.8,1
Landslide,Bandarawela,Badulla,2006,11,7,279.0,0
Landslide,Haldummulla,Badulla,2006,12,6,223.0,0
Landslide,Welimada,Badulla,2003,6,26,54.0,0
Landslide,Welimada,Badulla,2004,12,22,223.0,0
Landslide,Welimada,Badulla,2004,12,18,223.0,0
Landslide,Welimada,Badulla,2003,5,19,141.0,0
Landslide,Welimada,Badulla,2003,1,15,139.0,0
Landslide,Welimada,Badulla,2003,12,28,223.0,0
Landslide,Beragala,Badulla,2010,11,25,440.3,1
Landslide,Welimada,Badulla,2003,11,12,279.0,0
Landslide,Welimada,Badulla,2003,5,20,141.0,0
Landslide,Welimada,Badulla,2003,12,15,223.0,0
Landslide,Uva Paranagama,Badulla,2007,12,14,223.0,0
Landslide,Uva Paranagama,Badulla,2006,12,7,223.0,0
Landslide,Haldummulla,Badulla,2006,11,29,279.0,0
Landslide,Uva Paranagama,Badulla,2007,5,19,141.0,0
Landslide,Kailagoda,Badulla,2011,6,1,5.4,1
Landslide,Thalhenapuswallawa,Badulla,2011,10,1,334.5,1
Landslide,Haputale,Badulla,2006,11,25,279.0,0
Landslide,Ella,Badulla,2006,11,26,279.0,0
Landslide,Haldummulla,Badulla,2006,11,1,279.0,0
Landslide,Passara,Badulla,2006,11,9,279.0,0
Landslide,Creig Watta,Badulla,2008,10,20,280.0,1
Landslide,Godunna,Badulla,2007,11,1,279.0,1
Landslide,Madugamuwa,Badulla,2007,11,1,279.0,1
Landslide,Kirivehera,Badulla,2007,11,1,279.0,1
Landslide,Kivulegedara,Badulla,2007,11,1,279.0,1
Landslide,Thalakumbura,Badulla,2007,11,1,279.0,1
Landslide,Galauda,Badulla,2007,11,1,279.0,1
Landslide,Thennapanguwa,Badulla,2007,11,1,279.0,1
Landslide,Kotabasna,Badulla,2011,10,11,334.5,1
Landslide,Beramada,Badulla,2007,11,1,279.0,1
