Disaster,Location,District,Year,Month,Day,Rainfall(mm),Landslide
Landslide,Penithuduwa,Kandy,2006,1,15,97.6,0
Landslide,Delgasgoda,Kandy,2006,11,8,373.6,0
Landslide,Kurundugahaela,Kandy,2006,10,28,469.2,0
Landslide,Rathukohodigala,Kandy,2006,10,3,469.2,0
Landslide,Rathukohodigala,Kandy,2006,10,28,469.2,0
Landslide,Delgasgoda,Kandy,2006,4,9,351.5,0
Landslide,Rambuke Ela,Kandy,2006,4,5,351.5,0
Landslide,Uggala,Kandy,2006,5,19,302.6,0
Landslide,Walahena,Kandy,2006,11,9,373.6,0
Landslide,Walahena,Kandy,2006,11,1,373.6,0
Landslide,Walahena,Kandy,2006,11,25,373.6,0
Landslide,Balalkaduwa,Kandy,2006,11,6,373.6,0
Landslide,Deegala,Kandy,2006,11,9,373.6,0
Landslide,Malgamadeniya,Kandy,2006,11,23,373.6,0
Landslide,Kurugoda,Kandy,2006,11,13,373.6,0
Landslide,Pallewelketiya,Kandy,2006,11,12,373.6,0
Landslide,Kurugoda,Kandy,2006,11,6,373.6,0
Landslide,Kasawatta,Kandy,2006,11,25,373.6,0
Landslide,Marahela,Kandy,2006,11,28,373.6,0
Landslide,Nawalapitiya South,Kandy,2006,10,24,469.2,0
Landslide,Kasawatta,Kandy,2006,11,3,373.6,0
Landslide,Kapuliyadda,Kandy,2006,11,13,373.6,0
Landslide,Kandy,Kandy,2006,11,12,373.6,0
Landslide,Waragashinna,Kandy,2006,4,30,351.5,0
Landslide,Mawathupola,Kandy,2006,5,14,302.6,0
Landslide,Thelambugahawattagn,Kandy,2006,10,1,469.2,0
Landslide,Waragashinna,Kandy,2006,11,7,373.6,0
Landslide,Waragashinna,Kandy,2006,12,26,233.5,0
Landslide,Alawathugoda,Kandy,2007,10,17,469.2,0
Landslide,Neerella,Kandy,2007,10,19,469.2,0
Landslide,Alawathugoda,Kandy,2007,8,10,148.6,0
Landslide,Konakalagala,Kandy,2007,8,19,148.6,0
Landslide,Kurugoda,Kandy,2006,1,11,97.6,0
Landslide,Marahela,Kandy,2007,2,5,148.2,0
Landslide,Bulugohothenna,Kandy,2007,7,7,142.5,0
Landslide,Rathukoho,Kandy,2007,12,20,233.5,0
Landslide,Delgsthenna,Kandy,2007,12,9,233.5,0
Landslide,Akurana,Kandy,2007,12,14,233.5,0
Landslide,Akurana,Kandy,2007,12,16,233.5,0
Landslide,Alawathugoda,Kandy,2007,12,14,233.5,0
Landslide,Kurugoda,Kandy,2007,12,17,233.5,0
Landslide,Delgasgoda,Kandy,2008,2,17,148.2,0
Landslide,Delgasgoda,Kandy,2008,5,9,302.6,0
Landslide,Delgasgoda,Kandy,2007,7,4,142.5,0
Landslide,Udaweliketiya,Kandy,2006,11,16,373.6,0
Landslide,Malgahamandeniya,Kandy,2006,11,11,373.6,0
Landslide,Malgahamandeniya,Kandy,2006,11,1,373.6,0
Landslide,Rathukoho,Kandy,2006,11,21,373.6,0
Landslide,Udaweliketiya,Kandy,2006,11,1,373.6,0
Landslide,Akurana Town,Kandy,2006,11,12,373.6,0
Landslide,Vilanagama,Kandy,2006,11,1,373.6,0
Landslide,Kasawatta,Kandy,2006,11,13,373.6,0
Landslide,Arambepola,Kandy,2006,11,16,373.6,0
Landslide,Alawathugoda,Kandy,2006,11,12,373.6,0
Landslide,Neerella,Kandy,2006,11,1,373.6,0
Landslide,Konakahagala,Kandy,2006,11,10,373.6,0
Landslide,Konakahagala,Kandy,2006,12,10,233.5,0
Landslide,Alawathugoda,Kandy,2006,12,4,233.5,0
Landslide,Dippitiya,Kandy,2006,12,8,233.5,0
Landslide,Arambepola,Kandy,2006,12,17,233.5,0
Landslide,Vilana Pallegama,Kandy,2006,11,17,373.6,0
Landslide,Rathukoho,Kandy,2006,11,1,373.6,0
Landslide,Bulugohothenna,Kandy,2006,11,27,373.6,0
Landslide,Vilana Pallegama,Kandy,2006,11,29,373.6,0
Landslide,Dunuvila,Kandy,2006,11,4,373.6,0
Landslide,Alawathugoda,Kandy,2006,11,21,373.6,0
Landslide,Alawathugoda,Kandy,2006,11,6,373.6,0
Landslide,Bulugohothenna,Kandy,2006,11,1,373.6,0
Landslide,Uggala,Kandy,2008,12,27,233.5,0
Landslide,Kandy,Kandy,2006,11,22,373.6,0
Landslide,Udaweliketiya,Kandy,2008,4,16,351.5,0
Landslide,Udaweliketiya,Kandy,2008,10,24,469.2,0
Landslide,Hiddavulla West,Kandy,2009,10,19,469.2,0
Landslide,Hiddamulla West,Kandy,2009,11,29,373.6,0
Landslide,Angunawala East,Kandy,2006,12,14,233.5,0
Landslide,Hendeniya West,Kandy,2009,10,23,469.2,0
Landslide,Bawlana,Kandy,2006,10,15,469.2,0
Landslide,Haputhale Udagama,Kandy,2006,12,12,233.5,0
Landslide,Nehiniwela,Kandy,2006,1,27,97.6,0
Landslide,Thalathuoya,Kandy,2006,10,1,469.2,0
Landslide,Kapuliyadda,Kandy,2006,8,21,148.6,0
Landslide,Uda Aludeniya,Kandy,2008,11,1,373.6,0
Landslide,Thalathuoya,Kandy,2006,11,7,373.6,0
Landslide,Godamunna,Kandy,2006,11,8,373.6,0
Landslide,Nehihiwela,Kandy,2006,11,1,373.6,0
Landslide,Uduwela,Kandy,2006,11,30,373.6,0
Landslide,Maha Medagama,Kandy,2006,11,6,373.6,0
Landslide,Maha Medagama,Kandy,2006,11,5,373.6,0
Landslide,Hewavissa,Kandy,2006,11,1,373.6,0
Landslide,Udawela,Kandy,2006,11,29,373.6,0
Landslide,Nugaliyedda,Kandy,2006,11,8,373.6,0
Landslide,Haputhale Udagama,Kandy,2006,11,6,373.6,0
Landslide,Unuvinna,Kandy,2006,11,23,373.6,0
Landslide,Dehipagoda East,Kandy,2006,12,26,233.5,0
Landslide,Penideniya,Kandy,2006,11,18,373.6,0
Landslide,Hendeniya East,Kandy,2006,11,3,373.6,0
Landslide,Palleweliketiya,Kandy,2008,11,6,373.6,0
Landslide,Alawathugoda,Kandy,2008,11,2,373.6,0
Landslide,Dunuvila,Kandy,2008,11,8,373.6,0
Landslide,Vilanagama,Kandy,2008,11,3,373.6,0
Landslide,Vilanagama,Kandy,2008,11,1,373.6,0
Landslide,Bulugohothenna,Kandy,2008,11,14,373.6,0
Landslide,Alawathugoda,Kandy,2008,3,1,148.2,0
Landslide,Malwanahinna,Kandy,2009,3,16,158.5,0
Landslide,Delgasthenna,Kandy,2009,5,22,302.6,0
Landslide,Thelambugahawatta,Kandy,2009,5,4,302.6,0
Landslide,Walahena,Kandy,2009,5,5,302.6,0
Landslide,Alawathugoda,Kandy,2009,7,6,142.5,0
Landslide,Dunuvila,Kandy,2009,8,28,148.6,0
Landslide,Thelambugahawatta,Kandy,2009,10,27,469.2,0
Landslide,Kasawatta,Kandy,2009,11,8,373.6,0
Landslide,Neerellagn,Kandy,2009,11,3,373.6,0
Landslide,Alawathugoda,Kandy,2009,11,30,373.6,0
Landslide,Wattappola,Kandy,2009,10,30,469.2,0
Landslide,Aluthkanda,Kandy,2008,4,8,351.5,0
Landslide,Ihalapethiyagoda,Kandy,2008,4,30,351.5,0
Landslide,Alapalawala West,Kandy,2009,10,8,469.2,0
Landslide,Udaweliketiya,Kandy,2008,5,19,302.6,0
Landslide,Vilana Udagama,Kandy,2006,11,24,373.6,0
Landslide,Meegammana,Kandy,2007,12,28,233.5,0
Landslide,Gangasirigama,Kandy,2006,4,5,351.5,0
Landslide,Kotabogoda,Kandy,2006,4,11,351.5,1
Landslide,Wanahapuwa,Kandy,2007,12,15,233.5,0
Landslide,Aniwatta West,Kandy,2007,12,5,233.5,0
Landslide,Hathale,Kandy,2007,12,4,233.5,0
Landslide,Hathale,Kandy,2007,10,11,469.2,0
Landslide,Deiyannewela,Kandy,2007,12,21,233.5,0
Landslide,Maligathenna,Kandy,2006,4,11,351.5,1
Landslide,Yatinuwara,Kandy,2008,7,11,142.5,0
Landslide,Delthota,Kandy,2007,12,23,233.5,1
Landslide,Parakatawella,Kandy,2006,4,11,351.5,1
Landslide,Kendakaduwa,Kandy,2007,8,12,148.6,0
Landslide,Werathanna,Kandy,2007,7,19,142.5,0
Landslide,Godigamuwa,Kandy,2006,4,11,351.5,1
Landslide,Bathgoda,Kandy,2006,4,11,351.5,1
Landslide,Gorakadeniya,Kandy,2006,4,11,351.5,1
Landslide,Danthure,Kandy,2006,4,11,351.5,1
Landslide,Munwathugoda,Kandy,2006,4,11,351.5,1
Landslide,Uda Eriyagama,Kandy,2006,4,11,351.5,1
Landslide,Mudaliwatta,Kandy,2006,4,11,351.5,1
Landslide,Kandy Four Gravets Gangawata,Kandy,2007,12,24,233.5,1
Landslide,Panvila,Kandy,2007,12,24,233.5,1
Landslide,Panvila,Kandy,2007,10,17,469.2,1
Landslide,Pathahewaheta,Kandy,2006,11,20,373.6,1
Landslide,Viguhumpola,Kandy,2008,10,19,469.2,1
Landslide,Kurunduwatta,Kandy,2008,10,14,469.2,1
Landslide,Udapalatha,Kandy,2005,12,5,233.5,1
Landslide,Udapalatha,Kandy,2005,9,5,207.1,1
Landslide,Thittapajjala,Kandy,2008,11,26,373.6,1
Landslide,Yahalathenna Kanda,Kandy,2008,11,26,373.6,1
Landslide,Owathenna,Kandy,2008,11,29,373.6,1
Landslide,Hapugoda,Kandy,2009,7,6,142.5,1
Landslide,Haloluwa Pallegama,Kandy,2006,5,24,302.6,1
Landslide,Panabokka,Kandy,2006,4,11,351.5,1
Landslide,Udarathmeewala,Kandy,2006,4,11,351.5,1
Landslide,Panvila,Kandy,2008,1,21,97.6,0
Landslide,Pelawa Ihala Meda,Kandy,2007,11,29,373.6,1
Landslide,Yatinuwara,Kandy,2007,9,8,207.1,1
Landslide,Pasbage Korale,Kandy,2007,10,19,469.2,0
Landslide,Kirimetiyawatta,Kandy,2006,4,11,351.5,1
Landslide,Kadugannawa Town,Kandy,2006,4,11,351.5,1
Landslide,Kandy Four Gravets Gangawata,Kandy,2007,12,18,233.5,1
Landslide,Dehideniya West,Kandy,2006,4,11,351.5,1
Landslide,Hamangoda North,Kandy,2008,10,20,469.2,1
Landslide,Yahalathenna,Kandy,2006,4,11,351.5,1
Landslide,Maligathenna,Kandy,2006,10,14,469.2,1
Landslide,Giddawa,Kandy,2007,10,1,469.2,1
Landslide,Udadumbara,Kandy,2002,3,1,148.2,0
Landslide,Retiyagama,Kandy,2007,12,18,233.5,1
Landslide,Werathenna,Kandy,2007,7,31,142.5,1
Landslide,Wathuliyedda,Kandy,2007,11,3,373.6,1
Landslide,Kiribattalawa,Kandy,2006,11,21,373.6,1
Landslide,Meeriyagolla,Kandy,2006,11,20,373.6,1
Landslide,Pallebage,Kandy,2006,11,21,373.6,1
Landslide,Pallebage,Kandy,2007,8,30,148.6,1
Landslide,Bulathwatta,Kandy,2006,12,29,233.5,1
Landslide,Siridigana,Kandy,2006,6,7,112.0,1
Landslide,Galambalama,Kandy,2005,12,22,233.5,1
Landslide,Karaliyedda,Kandy,2006,4,18,351.5,1
Landslide,Bulathwatta,Kandy,2006,12,19,233.5,1
Landslide,Embalagama,Kandy,2006,4,11,351.5,1
Landslide,Dunhinna,Kandy,2006,11,21,373.6,1
Landslide,Poddalgoda,Kandy,2006,1,23,97.6,1
Landslide,Pallebage,Kandy,2006,11,11,373.6,1
Landslide,Panvila,Kandy,2007,12,2,233.5,0
Landslide,Werathenna,Kandy,2007,1,20,97.6,1
Landslide,Delthota,Kandy,2007,12,11,233.5,0
Landslide,Rambukpotha,Kandy,2008,8,10,148.6,1
Landslide,Sooriyagoda,Kandy,2006,10,14,469.2,1
Landslide,Gondeniya,Kandy,2006,4,11,351.5,1
Landslide,Gampola,Kandy,2005,5,21,302.6,0
Landslide,Moun Temple,Kandy,2005,5,4,302.6,0
Landslide,Kiribathkumbura,Kandy,2009,10,14,469.2,1
Landslide,Alagalla Ihala,Kandy,2009,10,14,469.2,1
Landslide,Kandy Four Gravets Gangawata,Kandy,2008,4,27,351.5,0
Landslide,Haputhale,Kandy,2006,11,11,373.6,0
Landslide,Galagedara,Kandy,2006,11,24,373.6,0
Landslide,Kadawathgama,Kandy,2009,10,14,469.2,1
Landslide,Kolonyaya,Kandy,2006,12,30,233.5,0
Landslide,Kalotuwawa,Kandy,2009,4,13,351.5,1
Landslide,Walpalagolla South,Kandy,2007,1,11,97.6,1
Landslide,Pattapola Pahalagama,Kandy,2007,4,23,351.5,1
Landslide,Walapalagolla North,Kandy,2002,11,26,373.6,1
Landslide,Aludeniya South,Kandy,2008,11,29,373.6,1
Landslide,Walapalagolla East,Kandy,2008,10,19,469.2,1
Landslide,Kandemeeya,Kandy,2008,10,4,469.2,1
Landslide,Neeloya,Kandy,2009,8,19,148.6,1
Landslide,Pilimathalawa,Kandy,2006,4,11,351.5,1
Landslide,Mangoda,Kandy,2006,2,11,148.2,1
Landslide,Minipe,Kandy,2006,1,12,97.6,1
Landslide,Yatiwawala,Kandy,2008,11,3,373.6,1
Landslide,Uggala,Kandy,2006,7,26,142.5,1
Landslide,Akurana,Kandy,2006,6,16,112.0,1
Landslide,Kurugoda,Kandy,2006,4,21,351.5,1
Landslide,Udadumbara,Kandy,2007,2,5,148.2,1
Landslide,Udadumbara,Kandy,2007,1,18,97.6,1
Landslide,Dunuvila,Kandy,2006,4,18,351.5,1
Landslide,Bulugohothenna,Kandy,2006,4,16,351.5,1
Landslide,Pasbage Korale,Kandy,2005,9,4,207.1,1
Landslide,Rathukoho,Kandy,2006,3,8,158.5,1
Landslide,Neerella,Kandy,2006,10,3,469.2,1
Landslide,Neerella,Kandy,2006,4,2,351.5,1
Landslide,Uggala,Kandy,2006,1,22,97.6,1
Landslide,Thelambugahawatta,Kandy,2006,1,18,97.6,1
Landslide,Konakalagala,Kandy,2006,6,1,112.0,1
Landslide,Waragashinna,Kandy,2006,6,1,112.0,1
Landslide,Vilana Pallegama,Kandy,2006,5,11,302.6,1
Landslide,Watagoda,Kandy,2007,4,26,351.5,1
Landslide,Diddeniya,Kandy,2006,4,11,351.5,1
Landslide,Thelambugahawatta,Kandy,2006,4,3,351.5,1
Landslide,Deegala,Kandy,2006,3,8,158.5,1
Landslide,Delgasthenna,Kandy,2006,8,18,148.6,1
Landslide,Hatharaliyadda,Kandy,2006,10,26,469.2,1
Landslide,Rathukoho,Kandy,2006,11,17,373.6,1
Landslide,Vilana Udagama,Kandy,2006,11,16,373.6,1
Landslide,Alawathugoda,Kandy,2006,11,16,373.6,1
Landslide,Dunuvila,Kandy,2006,11,15,373.6,1
Landslide,Udaweliketiya,Kandy,2006,11,13,373.6,1
Landslide,Bulugohothenna,Kandy,2006,11,13,373.6,1
Landslide,Alawathugoda,Kandy,2006,11,13,373.6,1
Landslide,Malgahamandiya,Kandy,2006,12,11,233.5,1
Landslide,Rathukoho,Kandy,2006,11,11,373.6,1
Landslide,Dunuvila,Kandy,2006,11,11,373.6,1
Landslide,Konakahagala,Kandy,2006,9,11,207.1,1
Landslide,Waragashinna,Kandy,2006,11,11,373.6,1
Landslide,Udaweliketiya,Kandy,2006,5,11,302.6,1
Landslide,Dippitiya,Kandy,2006,4,11,351.5,1
Landslide,Alawathugoda,Kandy,2006,3,11,158.5,1
Landslide,Mawathupola,Kandy,2006,10,25,469.2,1
Landslide,Minipe,Kandy,2007,1,11,97.6,1
Landslide,Dunuvila,Kandy,2006,10,25,469.2,1
Landslide,Hatharaliyadda,Kandy,2006,10,30,469.2,1
Landslide,Kandy Four Gravets Gangawata,Kandy,2002,11,10,373.6,1
Landslide,Uduwawala West,Kandy,2008,4,15,351.5,1
Landslide,Makkanigama,Kandy,2006,11,21,373.6,1
Landslide,Okkanigama,Kandy,2006,12,12,233.5,1
Landslide,Wattehena,Kandy,2006,12,11,233.5,1
Landslide,Kahatapitiya,Kandy,2006,11,11,373.6,1
Landslide,Egoda Kalgamuwa,Kandy,2006,11,15,373.6,1
Landslide,Anagammana East,Kandy,2009,1,19,97.6,1
Landslide,Egoda Kalugamuwa,Kandy,2009,9,11,207.1,1
Landslide,Mavathura,Kandy,2006,4,11,351.5,1
Landslide,Gampola East,Kandy,2006,11,11,373.6,1
Landslide,Warathenna,Kandy,2006,11,11,373.6,1
Landslide,Galgediyawa,Kandy,2006,11,11,373.6,1
Landslide,Medawala,Kandy,2006,11,18,373.6,1
Landslide,Hedeniya,Kandy,2006,11,18,373.6,1
Landslide,Eldeniya,Kandy,2006,7,11,142.5,1
Landslide,Seewaleekanda,Kandy,2006,11,11,373.6,1
Landslide,Senarathgama South,Kandy,2006,11,18,373.6,1
Landslide,Viguhumpola,Kandy,2006,11,18,373.6,1
Landslide,Hamangoda North,Kandy,2006,11,15,373.6,1
Landslide,Uduwewala East,Kandy,2006,11,19,373.6,1
Landslide,Ulladupitiya West,Kandy,2006,11,18,373.6,1
Landslide,Hedeniya,Kandy,2006,1,11,97.6,1
Landslide,Angammana East,Kandy,2006,11,11,373.6,1
Landslide,Bowala,Kandy,2006,11,16,373.6,1
Landslide,Udapalatha,Kandy,2005,11,23,373.6,1
Landslide,Lunuketiyamaditta,Kandy,2007,12,23,233.5,1
Landslide,Near The Narammanawa House,Kandy,2008,1,12,97.6,1
Landslide,Egoda Kalugamuwa,Kandy,2006,7,11,142.5,1
Landslide,Singhapitiya North,Kandy,2006,4,9,351.5,1
Landslide,Amunupura,Kandy,2006,6,12,112.0,1
Landslide,Kandy Four Gravets Gangawata,Kandy,2006,11,15,373.6,1
Landslide,Egoda Kalugamuwa,Kandy,2006,10,11,469.2,1
Landslide,Kirinda,Kandy,2006,10,30,469.2,1
Landslide,Wahugapitiya,Kandy,2006,8,11,148.6,1
Landslide,Angammana West,Kandy,2006,7,11,142.5,1
Landslide,Doluwa,Kandy,2007,1,11,97.6,1
Landslide,Udunuwara,Kandy,2007,1,11,97.6,1
Landslide,Doluwa,Kandy,2006,11,11,373.6,1
Landslide,Kundasale,Kandy,2002,11,27,373.6,1
Landslide,Udadumbara,Kandy,2006,1,23,97.6,1
Landslide,Udadumbara,Kandy,2005,9,13,207.1,1
Landslide,Udadumbara,Kandy,2002,2,10,148.2,1
Landslide,Pathadumbara,Kandy,2006,1,14,97.6,1
Landslide,Pathadumbara,Kandy,2004,9,1,207.1,1
Landslide,Wavinna,Kandy,2007,6,21,112.0,1
Landslide,Udispattuwa,Kandy,2006,11,14,373.6,1
Landslide,Ambale,Kandy,2006,12,20,233.5,1
Landslide,Gunadaha,Kandy,2006,11,29,373.6,0
Landslide,Rokhill,Kandy,2008,11,29,373.6,0
Landslide,Belungala,Kandy,2008,11,27,373.6,0
Landslide,Maligapurana,Kandy,2009,1,5,97.6,0
Landslide,Hasalaka,Kandy,2007,11,1,373.6,1
Landslide,Dekinda,Kandy,2009,5,30,302.6,0
Landslide,Aludeniya,Kandy,2006,11,19,373.6,1
Landslide,Polwatta,Kandy,2006,11,19,373.6,1
Landslide,Gampola,Kandy,2006,12,11,233.5,1
Landslide,Mount Temple,Kandy,2008,10,16,469.2,0
Landslide,Walpalagolla South,Kandy,2006,10,30,469.2,1
Landslide,Kithuldora,Kandy,2006,10,26,469.2,1
Landslide,Peradeniya,Kandy,2006,11,11,373.6,1
Landslide,Pttapola Ihalagama,Kandy,2006,10,26,469.2,1
Landslide,Dolapihilla North,Kandy,2006,11,18,373.6,1
Landslide,Denapitiya,Kandy,2007,11,28,373.6,0
Landslide,Boowelikada,Kandy,2008,3,14,158.5,0
Landslide,Delgasthenna,Kandy,2008,4,25,351.5,0
Landslide,Bonakot,Kandy,2008,11,23,373.6,0
Landslide,Walpalagolla North,Kandy,2006,10,30,469.2,1
Landslide,Tittapajjala,Kandy,2008,10,9,469.2,0
Landslide,Pitawala,Kandy,2007,12,23,233.5,0
Landslide,Padupola,Kandy,2002,5,24,302.6,0
Landslide,Boowelikada,Kandy,2008,3,19,158.5,1
Landslide,Denapitiya,Kandy,2007,11,15,373.6,1
Landslide,Dekinda,Kandy,2009,5,20,302.6,1
Landslide,Maligapurana,Kandy,2009,1,27,97.6,1
Landslide,Medagodatemple,Kandy,2006,11,18,373.6,1
Landslide,Belungala,Kandy,2008,11,26,373.6,1
Landslide,Rokhill,Kandy,2008,11,26,373.6,1
Landslide,Mount Temple,Kandy,2008,10,20,469.2,1
Landslide,Tittapajjala,Kandy,2008,10,19,469.2,1
Landslide,Pitawala,Kandy,2007,12,18,233.5,1
Landslide,Padupola,Kandy,2002,5,2,302.6,1
Landslide,Ampitiya North,Kandy,2008,10,4,469.2,1
Landslide,Uda Eriyagama,Kandy,2008,7,13,142.5,1
Landslide,Nawalapiya North,Kandy,2007,8,10,148.6,1
Landslide,Hathale,Kandy,2008,12,1,233.5,1
Landslide,Hathale,Kandy,2008,12,14,233.5,0
Landslide,Nawalapiya North,Kandy,2007,8,20,148.6,0
Landslide,Uda Eriyagama,Kandy,2008,7,18,142.5,0
Landslide,Ampitiya North,Kandy,2008,10,12,469.2,0
Landslide,Kandekumbura,Kandy,2008,11,27,373.6,0
Landslide,Delgasthenna,Kandy,2008,4,15,351.5,1
Landslide,Kirigankumbura,Kandy,2008,12,16,233.5,0
Landslide,Hapugoda,Kandy,2009,6,7,112.0,0
Landslide,Wattegama,Kandy,2006,10,26,469.2,0
Landslide,Mahaiyawa,Kandy,2005,11,12,373.6,0
Landslide,Eriyagasthenna,Kandy,2007,12,13,233.5,0
Landslide,Udathalavinna Madige,Kandy,2007,1,9,97.6,0
Landslide,Eriyagasthenna,Kandy,2007,7,23,142.5,0
Landslide,Yatawara,Kandy,2007,12,1,233.5,0
Landslide,Meegahawatta,Kandy,2008,12,13,233.5,0
Landslide,Meegammana,Kandy,2008,11,14,373.6,0
Landslide,Yatirawana,Kandy,2006,6,1,112.0,0
Landslide,Kandaliyedda,Kandy,2007,12,6,233.5,0
Landslide,Galewatta,Kandy,2008,11,30,373.6,0
Landslide,Digahawathura,Kandy,2007,1,20,97.6,0
Landslide,Galewatta,Kandy,2008,6,16,112.0,0
Landslide,Eriyagasthenna,Kandy,2008,2,16,148.2,0
Landslide,Ihala Yatawara,Kandy,2006,6,4,112.0,0
Landslide,Yatirawana,Kandy,2006,11,28,373.6,0
Landslide,Gunneoana Madige,Kandy,2006,12,30,233.5,0
Landslide,Galambalama,Kandy,2006,11,27,373.6,0
Landslide,Millanga,Kandy,2007,12,15,233.5,0
Landslide,Yatirawana,Kandy,2006,10,23,469.2,0
Landslide,Yatirawana,Kandy,2006,9,15,207.1,0
Landslide,Madawala,Kandy,2006,12,4,233.5,0
Landslide,Peradeniya Town,Kandy,2009,10,10,469.2,0
Landslide,Pilapitiya,Kandy,2009,10,16,469.2,0
Landslide,Maligathenna,Kandy,2009,10,27,469.2,0
Landslide,Panabokka,Kandy,2009,10,3,469.2,0
Landslide,Ihala Alagalla,Kandy,2009,10,5,469.2,0
Landslide,Doluwa West,Kandy,2009,5,12,302.6,0
Landslide,Poorna Watta East,Kandy,2009,9,26,207.1,0
Landslide,Meegahahena,Kandy,2009,11,18,373.6,0
Landslide,Sinhapitiya North,Kandy,2009,3,7,158.5,0
Landslide,Nawa Peradeniya,Kandy,2000,9,28,207.1,0
Landslide,Ihala Walpola,Kandy,2009,10,14,469.2,0
Landslide,Meegammana,Kandy,2008,12,15,233.5,0
Landslide,Balanagala,Kandy,2006,10,30,469.2,0
Landslide,Yatirawana,Kandy,2006,11,12,373.6,0
Landslide,Pallethalavinnan Ihala,Kandy,2006,11,25,373.6,0
Landslide,Galewatta,Kandy,2006,11,9,373.6,0
Landslide,Udathalavinna,Kandy,2007,1,15,97.6,0
Landslide,Udathalavinna Madige,Kandy,2006,12,29,233.5,0
Landslide,Eriyagasthenna,Kandy,2006,11,25,373.6,0
Landslide,Kadiyanlena,Kandy,2009,5,6,302.6,0
Landslide,Bonakot,Kandy,2008,11,26,373.6,1
Landslide,Kandekumbura,Kandy,2008,11,26,373.6,1
Landslide,Kirigankumbura,Kandy,2008,12,28,233.5,1
Landslide,Nawanagala,Kandy,2006,1,27,97.6,0
Landslide,Penideniya,Kandy,2007,1,2,97.6,0
Landslide,Nattarampotha,Kandy,2002,11,15,373.6,0
Landslide,Millagahamula,Kandy,2006,11,27,373.6,0
Landslide,Sterlanburg Estate,Kandy,2007,11,8,373.6,0
Landslide,Urulewatta,Kandy,2007,11,15,373.6,0
Landslide,Pupuressa,Kandy,2007,11,8,373.6,0
Landslide,Galewatta,Kandy,2008,11,26,373.6,1
Landslide,Kiripattiya,Kandy,2005,9,29,207.1,0
Landslide,Millanga,Kandy,2007,12,19,233.5,1
Landslide,Meegammana,Kandy,2008,11,4,373.6,1
Landslide,Meegahawatta,Kandy,2008,12,3,233.5,1
Landslide,Yatawara,Kandy,2007,12,18,233.5,1
Landslide,Eriyagasthenna,Kandy,2007,7,12,142.5,1
Landslide,Udathalavinna Madige,Kandy,2007,1,14,97.6,1
Landslide,Suduhumpola,Kandy,2006,11,14,373.6,0
Landslide,Eriyagasthenna,Kandy,2007,12,1,233.5,1
Landslide,Meegammana,Kandy,2007,12,18,233.5,1
Landslide,Kandaliyedda,Kandy,2007,12,21,233.5,1
Landslide,Udailuka,Kandy,2002,10,13,469.2,0
Landslide,Gunembill,Kandy,2006,1,7,97.6,0
Landslide,Gunembill,Kandy,2006,1,3,97.6,0
Landslide,Wathuliyadda,Kandy,2006,12,20,233.5,1
Landslide,Randeniya,Kandy,2006,8,12,148.6,1
Landslide,Makuldeniya,Kandy,2006,11,19,373.6,1
Landslide,Ranmulla,Kandy,2006,11,26,373.6,1
Landslide,Gangasirigama,Kandy,2006,4,29,351.5,1
Landslide,Galambalama,Kandy,2006,11,15,373.6,1
Landslide,Gunneoana Madige,Kandy,2006,12,11,233.5,1
Landslide,Yatirawana,Kandy,2006,11,21,373.6,1
Landslide,Paradeka,Kandy,2006,12,17,233.5,0
Landslide,Ihala Yatawara,Kandy,2006,6,18,112.0,1
Landslide,Eriyagasthenna,Kandy,2008,2,1,148.2,1
Landslide,Galewatta,Kandy,2008,6,11,112.0,1
Landslide,Digahawathura,Kandy,2007,1,17,97.6,1
Landslide,Aniwatta West,Kandy,2002,10,13,469.2,0
Landslide,Aniwatta West,Kandy,2006,11,22,373.6,0
Landslide,Kendakaduwa,Kandy,2006,4,29,351.5,0
Landslide,Mount Temple,Kandy,2005,11,12,373.6,0
Landslide,Damunugasthenna,Kandy,2006,11,20,373.6,0
Landslide,Eriyagasthenna,Kandy,2004,1,21,97.6,0
Landslide,Wattegama,Kandy,2006,10,19,469.2,1
Landslide,Yatirawana,Kandy,2006,6,11,112.0,1
Landslide,Yatirawana,Kandy,2006,10,26,469.2,1
Landslide,Yatirawana,Kandy,2006,9,11,207.1,1
Landslide,Poorna Watta East,Kandy,2009,9,11,207.1,1
Landslide,Doluwa West,Kandy,2009,5,11,302.6,1
Landslide,Pttapola Ihalagama,Kandy,2006,10,25,469.2,0
Landslide,Peradeniya,Kandy,2006,11,22,373.6,0
Landslide,Kithuldora,Kandy,2006,10,9,469.2,0
Landslide,Walpalagolla North,Kandy,2006,10,25,469.2,0
Landslide,Walpalagolla South,Kandy,2006,10,2,469.2,0
Landslide,Gampola,Kandy,2006,12,9,233.5,0
Landslide,Dolapihilla North,Kandy,2006,11,8,373.6,0
Landslide,Polwatta,Kandy,2006,11,25,373.6,0
Landslide,Aludeniya,Kandy,2006,11,14,373.6,0
Landslide,Ihala Alagalla,Kandy,2009,10,16,469.2,1
Landslide,Hasalaka,Kandy,2007,11,14,373.6,0
Landslide,Panabokka,Kandy,2009,10,14,469.2,1
Landslide,Maligathenna,Kandy,2009,10,14,469.2,1
Landslide,Pilapitiya,Kandy,2009,10,14,469.2,1
Landslide,Peradeniya Town,Kandy,2009,10,13,469.2,1
Landslide,Hapugoda,Kandy,2009,6,27,112.0,1
