Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Day,Rainfall(mm),Wind Speed(mph)
FLOOD,005,5003,5003030,Seruvila,Trincomalee,2019-12-22,2019,12,22,557.1,12.1
FLOOD,005,5003,5003018,Thambalagamuwa,Trincomalee,2019-12-22,2019,12,22,557.1,12.1
FLOOD,005,5003,5003006,Kuchchaveli,Trincomalee,2019-12-22,2019,12,22,557.1,12.1
FLOOD,005,5003,5003021,Kanthalai,Trincomalee,2019-12-22,2019,12,22,557.1,12.1
FLOOD,005,5003,5003024,Kinniya,Trincomalee,2019-12-22,2019,12,22,557.1,12.1
FLOOD,005,5003,5003033,Verugal Echchalampattai,Trincomalee,2019-12-22,2019,12,22,557.1,12.1
FLOOD,005,5003,5003006,Kuchchaveli,Trincomalee,2019-12-03,2019,12,3,557.1,12.1
FLOOD,005,5003,5003030,Seruvila,Trincomalee,2019-12-03,2019,12,3,557.1,12.1
FLOOD,005,5003,5003021,Kanthalai,Trincomalee,2019-12-03,2019,12,3,557.1,12.1
FLOOD,005,5003,5003024,Kinniya,Trincomalee,2019-12-03,2019,12,3,557.1,12.1
FLOOD,005,5003,5003027,Muttur,Trincomalee,2019-12-03,2019,12,3,557.1,12.1
FLOOD,005,5003,5003033,Verugal Echchalampattai,Trincomalee,2019-12-03,2019,12,3,557.1,12.1
FLOOD,009,9001,9001024,Pelmadulla,Ratnapura,2019-12-05,2019,12,5,348.0,6.7
STRONG WIND,009,9001,9001042,Godakawela,Ratnapura,2019-12-06,2019,12,6,348.0,6.7
FLOOD,006,6002,6002033,Chilaw,Puttalam,2019-12-19,2019,12,19,199.0,12.3
FLOOD,006,6002,6002024,Anamaduwa,Puttalam,2019-12-19,2019,12,19,199.0,12.3
FLOOD,006,6002,6002009,Karuwalagaswewa,Puttalam,2019-12-19,2019,12,19,199.0,12.3
FLOOD,006,6002,6002015,Puttalam,Puttalam,2019-12-19,2019,12,19,199.0,12.3
FLOOD,006,6002,6002006,Vanathavilluwa,Puttalam,2019-12-19,2019,12,19,199.0,12.3
FLOOD,006,6002,6002033,Chilaw,Puttalam,2019-12-04,2019,12,4,199.0,12.3
FLOOD,006,6002,6002039,Mahawewa,Puttalam,2019-12-06,2019,12,6,199.0,12.3
FLOOD,006,6002,6002027,Pallama,Puttalam,2019-12-05,2019,12,5,199.0,12.3
FLOOD,006,6002,6002015,Puttalam,Puttalam,2019-12-01,2019,12,1,199.0,12.3
FLOOD,006,6002,6002012,Nawagattegama,Puttalam,2019-12-01,2019,12,1,199.0,12.3
FLOOD,006,6002,6002021,Mahakumbukkadawala,Puttalam,2019-12-01,2019,12,1,199.0,12.3
FLOOD,006,6002,6002006,Vanathavilluwa,Puttalam,2019-12-01,2019,12,1,199.0,12.3
FLOOD,006,6002,6002003,Kalpitiya,Puttalam,2019-12-01,2019,12,1,199.0,12.3
FLOOD,006,6002,6002018,Mundalama,Puttalam,2019-12-01,2019,12,1,199.0,12.3
FLOOD,007,7002,7002009,Lankapura,Polannaruwa,2019-12-21,2019,12,21,211.9,8.9
FLOOD,007,7002,7002012,Dimbulagala,Polannaruwa,2019-12-21,2019,12,21,211.9,8.9
FLOOD,007,7002,7002015,Thamankaduwa,Polannaruwa,2019-12-21,2019,12,21,211.9,8.9
FLOOD,007,7002,7002018,Elahera,Polannaruwa,2019-12-21,2019,12,21,211.9,8.9
FLOOD,007,7002,7002018,Elahera,Polannaruwa,2020-12-20,2020,12,20,211.9,8.9
FLASH FLOOD,007,7002,7002010,Welikanda,Polannaruwa,2019-12-05,2019,12,5,211.9,8.9
FLASH FLOOD,007,7002,7002009,Lankapura,Polannaruwa,2019-12-01,2019,12,1,211.9,8.9
FLASH FLOOD,007,7002,7002015,Thamankaduwa,Polannaruwa,2019-12-05,2019,12,5,211.9,8.9
STRONG WIND,007,7002,7002018,Elahera,Polannaruwa,2019-12-01,2019,12,1,211.9,8.9
STRONG WIND,007,7002,7002012,Dimbulagala,Polannaruwa,2019-12-02,2019,12,2,211.9,8.9
FLOOD,002,2003,2003012,Nuwara Eliya,Nuwara Eliya,2019-12-20,2019,12,20,235.0,7.0
LANDSLIDE,002,2003,2003012,Nuwara Eliya,Nuwara Eliya,2019-12-19,2019,12,19,235.0,7.0
LANDSLIDE,002,2003,2003012,Nuwara Eliya,Nuwara Eliya,2019-12-04,2019,12,4,235.0,7.0
FLOOD,002,2003,2003015,Ambagamuwakorale,Nuwara Eliya,2019-11-30,2019,11,30,331.0,5.7
ROCK FALL,002,2003,2003009,Walapane,Nuwara Eliya,2019-12-02,2019,12,2,235.0,7.0
FLOOD,002,2003,2003012,Nuwara Eliya,Nuwara Eliya,2019-12-03,2019,12,3,235.0,7.0
ROCK FALL,002,2003,2003003,Kothmale,Nuwara Eliya,2019-11-30,2019,11,30,331.0,5.7
LANDSLIDE,002,2003,2003009,Walapane,Nuwara Eliya,2019-11-30,2019,11,30,331.0,5.7
STRONG WIND,002,2003,2003012,Nuwara Eliya,Nuwara Eliya,2019-11-30,2019,11,30,331.0,5.7
LANDSLIDE,002,2003,2003012,Nuwara Eliya,Nuwara Eliya,2019-11-30,2019,11,30,331.0,5.7
FLOOD,002,2003,2003012,Nuwara Eliya,Nuwara Eliya,2019-11-30,2019,11,30,331.0,5.7
FLOOD,004,4004,4004015,Maritimepattu,Mullaitivu,2019-12-23,2019,12,23,321.0,15.7
FLOOD,004,4004,4004005,Weli Oya,Mullaitivu,2019-12-23,2019,12,23,321.0,15.7
FLOOD,004,4004,4004003,Thunukkai,Mullaitivu,2019-12-06,2019,12,6,321.0,15.7
FLOOD,004,4004,4004012,Oddusuddan,Mullaitivu,2019-12-05,2019,12,5,321.0,15.7
STRONG WIND,004,4004,4004005,Weli Oya,Mullaitivu,2019-12-16,2019,12,16,321.0,15.7
FLOOD,004,4004,4004005,Weli Oya,Mullaitivu,2019-12-05,2019,12,5,321.0,15.7
FLOOD,004,4004,4004015,Maritimepattu,Mullaitivu,2019-12-05,2019,12,5,321.0,15.7
FLOOD,004,4004,4004006,Manthai East,Mullaitivu,2019-12-05,2019,12,5,321.0,15.7
FLOOD,004,4004,4004009,Puthukudiyiruppu,Mullaitivu,2019-12-05,2019,12,5,321.0,15.7
FLOOD,008,8002,8002021,Wellawaya,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002018,Badalkumbura,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002009,Medagama,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002015,Moneragala,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002024,Buttala,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002030,Thanamalvila,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002012,Siyambalanduwa,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002003,Bibile,Monaragala,2019-12-21,2019,12,21,464.8,7.7
FLOOD,008,8002,8002027,Katharagama,Monaragala,2019-12-19,2019,12,19,464.8,7.7
FLOOD,008,8002,8002027,Katharagama,Monaragala,2019-11-30,2019,11,30,371.3,6.1
FLOOD,008,8002,8002009,Medagama,Monaragala,2019-12-30,2019,12,30,464.8,7.7
LANDSLIDE,008,8002,8002009,Medagama,Monaragala,2019-11-30,2019,11,30,371.3,6.1
LANDSLIDE,008,8002,8002003,Bibile,Monaragala,2019-11-30,2019,11,30,371.3,6.1
STRONG WIND,002,2002,2002012,Pallepola,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002033,Ukuwela,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002009,Naula,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002030,Rattota,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002015,Yatawatta,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002021,Ambanganga Korale,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002024,Laggalapallegama,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002027,Wilgamuwa,Matale,2019-12-18,2019,12,18,185.0,4.8
STRONG WIND,002,2002,2002018,Matale,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002006,Dambulla,Matale,2019-12-20,2019,12,20,185.0,4.8
STRONG WIND,002,2002,2002003,Galewela,Matale,2019-12-18,2019,12,18,185.0,4.8
FLOOD,004,4002,4002012,Nanadhan,Mannar,2019-11-30,2019,11,30,144.7,13.0
FLOOD,004,4002,4002006,Manthai West,Mannar,2019-11-30,2019,11,30,144.7,13.0
FLOOD,004,4002,4002009,Madhu,Mannar,2019-11-30,2019,11,30,144.7,13.0
FLOOD,004,4002,4002003,Mannar Town,Mannar,2019-11-30,2019,11,30,144.7,13.0
FLOOD,006,6001,6001049,Bamunukotuwa,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
FLOOD,006,6001,6001021,Nikaweratiya,Kurunegala,2019-12-21,2019,12,21,156.1,9.3
FLOOD,006,6001,6001039,Kobeigane,Kurunegala,2019-12-21,2019,12,21,156.1,9.3
FLOOD,006,6001,6001036,Wariyapola,Kurunegala,2019-12-21,2019,12,21,156.1,9.3
FLOOD,006,6001,6001003,Giribawa,Kurunegala,2019-12-21,2019,12,21,156.1,9.3
FLOOD,006,6001,6001018,Rasnayakapura,Kurunegala,2019-12-21,2019,12,21,156.1,9.3
FLOOD,006,6001,6001033,Ganewatta,Kurunegala,2019-12-21,2019,12,21,156.1,9.3
FLOOD,006,6001,6001012,Ambanpola,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
FLOOD,006,6001,6001042,Bingiriya,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
FLOOD,006,6001,6001024,Mahawa,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
LANDSLIDE,006,6001,6001030,Ibbagamuwa,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
FLOOD,006,6001,6001027,Polpithigama,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
FLOOD,006,6001,6001009,Ehetuwewa,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
FLOOD,006,6001,6001006,Galgamuwa,Kurunegala,2019-12-20,2019,12,20,156.1,9.3
LANDSLIDE,006,6001,6001084,Alawwa,Kurunegala,2019-12-03,2019,12,3,156.1,9.3
FLASH FLOOD,006,6001,6001049,Bamunukotuwa,Kurunegala,2019-11-30,2019,11,30,322.1,7.5
FLOOD,004,4005,4005012,Poonakary,Kilinochchi,2019-12-05,2019,12,5,279.6,13.2
FLOOD,004,4005,4005003,Pachchilaipalli,Kilinochchi,2019-12-05,2019,12,5,279.6,13.2
STRONG WIND,004,4005,4005009,Karachchi,Kilinochchi,2019-12-05,2019,12,5,279.6,13.2
FLOOD,004,4005,4005009,Karachchi,Kilinochchi,2019-12-05,2019,12,5,279.6,13.2
FLOOD,004,4005,4005006,Kandavalai,Kilinochchi,2019-12-05,2019,12,5,279.6,13.2
FLOOD,004,4005,4005012,Poonakary,Kilinochchi,2019-12-04,2019,12,4,279.6,13.2
FLOOD,004,4005,4005003,Pachchilaipalli,Kilinochchi,2019-12-02,2019,12,2,279.6,13.2
FLOOD,004,4005,4005006,Kandavalai,Kilinochchi,2019-12-02,2019,12,2,279.6,13.2
STRONG WIND,009,9002,9002018,Warakapola,Kegalle,2019-12-26,2019,12,26,156.0,4.2
STRONG WIND,009,9002,9002006,Mawanella,Kegalle,2019-12-09,2019,12,9,156.0,4.2
STRONG WIND,009,9002,9002003,Rambukkana,Kegalle,2019-12-05,2019,12,5,156.0,4.2
STRONG WIND,009,9002,9002015,Galigamuwa,Kegalle,2019-12-05,2019,12,5,156.0,4.2
STRONG WIND,009,9002,9002015,Galigamuwa,Kegalle,2019-12-02,2019,12,2,156.0,4.2
STRONG WIND,009,9002,9002018,Warakapola,Kegalle,2019-12-01,2019,12,1,156.0,4.2
STRONG WIND,009,9002,9002021,Ruwanwella,Kegalle,2019-11-30,2019,11,30,314.0,3.3
STRONG WIND,009,9002,9002015,Galigamuwa,Kegalle,2019-12-01,2019,12,1,156.0,4.2
STRONG WIND,009,9002,9002018,Warakapola,Kegalle,2019-12-20,2019,12,20,156.0,4.2
STRONG WIND,009,9002,9002027,Yatiyanthota,Kegalle,2019-12-19,2019,12,19,156.0,4.2
STRONG WIND,009,9002,9002006,Mawanella,Kegalle,2019-12-19,2019,12,19,156.0,4.2
STRONG WIND,009,9002,9002012,Kegalle,Kegalle,2019-12-01,2019,12,1,156.0,4.2
LANDSLIDE,002,2001,2001018,Udadumbara,Kandy,2019-12-20,2019,12,20,164.4,7.6
STRONG WIND,002,2001,2001012,Pathadumbara,Kandy,2019-12-17,2019,12,17,164.4,7.6
LANDSLIDE,002,2001,2001039,Udunuwara,Kandy,2019-12-17,2019,12,17,164.4,7.6
STRONG WIND,002,2001,2001039,Udunuwara,Kandy,2019-12-14,2019,12,14,164.4,7.6
STRONG WIND,002,2001,2001021,Minipe,Kandy,2019-12-20,2019,12,20,164.4,7.6
STRONG WIND,002,2001,2001057,Pasbage Korale,Kandy,2019-12-20,2019,12,20,164.4,7.6
FLOOD,004,4001,4001024,Vadamaradchi East Maruthnkern,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001027,Vadamaradchi North Point Pedr,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001021,Vadamaradchi Southwest Karav,Jaffna,2019-12-07,2019,12,7,225.3,14.2
FLOOD,004,4001,4001030,Thenmaradchi Chavakachcheri,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001012,Valikamam Northtellipallai,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001015,Valikamam South Uduvil,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001009,Valikamam South West Sandili,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001006,Valikamam West Chankanai,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001018,Valikamam East Kopay,Jaffna,2019-12-07,2019,12,7,225.3,14.2
FLOOD,004,4001,4001018,Valikamam East Kopay,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001033,Nallur,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001036,Jaffna,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001045,Kareinagar,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001003,Island Northkayts,Jaffna,2019-12-06,2019,12,6,225.3,14.2
FLOOD,004,4001,4001039,Island South Velanai,Jaffna,2019-12-05,2019,12,5,225.3,14.2
FLOOD,003,3003,3003018,Angunakolapelessa,Hambantota,2019-12-20,2019,12,20,255.2,8.9
FLOOD,003,3003,3003003,Sooriyawewa,Hambantota,2019-12-20,2019,12,20,255.2,8.9
FLOOD,003,3003,3003006,Lunugamvehera,Hambantota,2019-12-19,2019,12,19,255.2,8.9
FLOOD,003,3003,3003012,Hambantota,Hambantota,2019-12-20,2019,12,20,255.2,8.9
FLOOD,003,3003,3003009,Thissamaharama,Hambantota,2019-12-18,2019,12,18,255.2,8.9
STRONG WIND,003,3003,3003021,Weeraketiya,Hambantota,2019-12-09,2019,12,9,255.2,8.9
STRONG WIND,003,3003,3003021,Weeraketiya,Hambantota,2019-12-05,2019,12,5,255.2,8.9
STRONG WIND,003,3003,3003021,Weeraketiya,Hambantota,2019-12-03,2019,12,3,255.2,8.9
STRONG WIND,003,3003,3003021,Weeraketiya,Hambantota,2019-12-01,2019,12,1,255.2,8.9
FLOOD,005,5001,5001039,Koralai Pattu South Kiran,Batticaloa,2019-12-22,2019,12,22,486.1,11.0
FLOOD,005,5001,5001021,Manmunai Westvavunatheivu,Batticaloa,2019-12-21,2019,12,21,486.1,11.0
FLOOD,005,5001,5001009,Koralai Pattu Valachchenai,Batticaloa,2019-12-21,2019,12,21,486.1,11.0
FLOOD,005,5001,5001003,Koralai Pattu Northvakarai,Batticaloa,2019-12-21,2019,12,21,486.1,11.0
STRONG WIND,005,5001,5001003,Koralai Pattu Northvakarai,Batticaloa,2019-12-10,2019,12,10,486.1,11.0
FLOOD,005,5001,5001003,Koralai Pattu Northvakarai,Batticaloa,2019-12-05,2019,12,5,486.1,11.0
FLOOD,005,5001,5001015,Eravur Town Eravur,Batticaloa,2019-12-04,2019,12,4,486.1,11.0
FLOOD,005,5001,5001042,Koralai Pattu Central,Batticaloa,2019-12-19,2019,12,19,486.1,11.0
FLOOD,005,5001,5001042,Koralai Pattu Central,Batticaloa,2019-12-06,2019,12,6,486.1,11.0
FLOOD,005,5001,5001006,Koralai Pattu West Oddamavadi,Batticaloa,2019-12-22,2019,12,22,486.1,11.0
FLOOD,005,5001,5001006,Koralai Pattu West Oddamavadi,Batticaloa,2019-12-04,2019,12,4,486.1,11.0
FLOOD,005,5001,5001018,Manmunai North Batti Town,Batticaloa,2019-12-18,2019,12,18,486.1,11.0
FLOOD,005,5001,5001027,Manmunai Pattu Araipattai,Batticaloa,2019-12-17,2019,12,17,486.1,11.0
FLOOD,005,5001,5001030,Manmunai South West Peddipe,Batticaloa,2019-12-18,2019,12,18,486.1,11.0
FLOOD,005,5001,5001030,Manmunai South West Peddipe,Batticaloa,2019-12-03,2019,12,3,486.1,11.0
FLOOD,005,5001,5001012,Eravur Pattu Chenkalady,Batticaloa,2019-12-03,2019,12,3,486.1,11.0
FLOOD,005,5001,5001012,Eravur Pattu Chenkalady,Batticaloa,2019-12-02,2019,12,2,486.1,11.0
FLOOD,005,5001,5001033,Porativu Pattu Ellavul,Batticaloa,2019-12-17,2019,12,17,486.1,11.0
FLOOD,005,5001,5001033,Porativu Pattu Ellavul,Batticaloa,2019-12-02,2019,12,2,486.1,11.0
FLOOD,005,5001,5001036,Manmunai South Eruvilpattu,Batticaloa,2019-12-17,2019,12,17,486.1,11.0
FLOOD,005,5001,5001036,Manmunai South Eruvilpattu,Batticaloa,2019-12-02,2019,12,2,486.1,11.0
FLOOD,008,8001,8001019,Lunugala,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001027,Uva Paranagama,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001006,Rideemaliyadda,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001021,Badulla,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001009,Meegahakivula,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001036,Ella,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001003,Mahiyanganaya,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001024,Haliela,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001042,Haldummulla,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001012,Kandaketiya,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001018,Passara,Badulla,2019-12-20,2019,12,20,223.0,7.1
FLOOD,008,8001,8001018,Passara,Badulla,2019-12-18,2019,12,18,223.0,7.1
FLOOD,008,8001,8001027,Uva Paranagama,Badulla,2019-12-19,2019,12,19,223.0,7.1
LANDSLIDE,008,8001,8001039,Haputale,Badulla,2019-12-03,2019,12,3,223.0,7.1
STRONG WIND,008,8001,8001006,Rideemaliyadda,Badulla,2019-12-03,2019,12,3,223.0,7.1
FLOOD,008,8001,8001030,Welimada,Badulla,2019-12-01,2019,12,1,223.0,7.1
FLOOD,007,7001,7001039,Nochchiyagama,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001063,Galnewa,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001060,Ipalogama,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001048,Thalawa,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001045,Thambuttegama,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001057,Palugaswewa,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001066,Palagala,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
FLOOD,007,7001,7001042,Rajanganaya,Anuradhapura,2019-12-19,2019,12,19,293.3,9.7
STRONG WIND,005,5002,5002025,Sayinthamarathu,Ampara,2019-12-20,2019,12,20,553.1,9.1
STRONG WIND,005,5002,5002034,Eragama,Ampara,2019-12-22,2019,12,22,553.1,9.1
FLOOD,005,5002,5002034,Eragama,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002024,Kalmunai,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002006,Padiyathalawa,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002012,Uhana,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002042,Damana,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002015,Ampara,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002030,Ninthavur,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002051,Lahugala,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002003,Dehiattakandiya,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002009,Mahaoya,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002048,Pothuvil,Ampara,2019-12-20,2019,12,20,553.1,9.1
FLOOD,005,5002,5002051,Lahugala,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002042,Damana,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002015,Ampara,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002012,Uhana,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002018,Samanthurai,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002048,Pothuvil,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002045,Thirukkovil,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002039,Alayadiwembu,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002024,Kalmunai,Ampara,2019-12-02,2019,12,2,553.1,9.1
FLOOD,005,5002,5002036,Akkaraipattukarunkoditivu,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002033,Addalachchenai,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002030,Ninthavur,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002027,Karativu,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002054,Kalmunai Tamil,Ampara,2019-11-25,2019,11,25,406.8,7.1
FLOOD,005,5002,5002036,Akkaraipattukarunkoditivu,Ampara,2019-12-05,2019,12,5,553.1,9.1
FLOOD,005,5002,5002048,Pothuvil,Ampara,2019-12-05,2019,12,5,553.1,9.1
FLOOD,005,5002,5002045,Thirukkovil,Ampara,2019-11-30,2019,11,30,406.8,7.1
FLOOD,005,5002,5002030,Ninthavur,Ampara,2019-12-04,2019,12,4,553.1,9.1
FLOOD,005,5002,5002015,Ampara,Ampara,2019-12-04,2019,12,4,553.1,9.1
FLOOD,005,5002,5002025,Sayinthamarathu,Ampara,2019-12-04,2019,12,4,553.1,9.1
FLOOD,005,5002,5002033,Addalachchenai,Ampara,2019-12-04,2019,12,4,553.1,9.1
FLOOD,005,5002,5002042,Damana,Ampara,2019-12-03,2019,12,3,553.1,9.1
FLOOD,005,5002,5002051,Lahugala,Ampara,2019-12-03,2019,12,3,553.1,9.1
FLOOD,005,5002,5002027,Karativu,Ampara,2019-11-30,2019,11,30,406.8,7.1
FLOOD,005,5002,5002039,Alayadiwembu,Ampara,2019-11-30,2019,11,30,406.8,7.1
FLOOD,005,5002,5002012,Uhana,Ampara,2019-11-30,2019,11,30,406.8,7.1
FLOOD,005,5002,5002018,Samanthurai,Ampara,2019-12-03,2019,12,3,553.1,9.1
FLOOD,005,5002,5002018,Samanthurai,Ampara,2019-11-28,2019,11,28,406.8,7.1
FLOOD,005,5001,5001021,Manmunai Westvavunatheivu,Batticaloa,2019-11-29,2019,11,29,547.8,8.6
FLOOD,005,5001,5001039,Koralai Pattu South Kiran,Batticaloa,2019-11-29,2019,11,29,547.8,8.6
FLOOD,005,5001,5001009,Koralai Pattu Valachchenai,Batticaloa,2019-11-29,2019,11,29,547.8,8.6
STRONG WIND,002,2001,2001039,Udunuwara,Kandy,2019-11-28,2019,11,28,171.3,6.3
FLOOD,005,5001,5001024,Kattankudy,Batticaloa,2019-11-29,2019,11,29,547.8,8.6
FLOOD,005,5001,5001027,Manmunai Pattu Araipattai,Batticaloa,2019-11-28,2019,11,28,547.8,8.6
STRONG WIND,002,2001,2001018,Udadumbara,Kandy,2019-11-26,2019,11,26,171.3,6.3
STRONG WIND,002,2001,2001051,Udapalatha,Kandy,2019-11-26,2019,11,26,171.3,6.3
LANDSLIDE,008,8001,8001018,Passara,Badulla,2019-11-25,2019,11,25,279.0,5.7
STRONG WIND,002,2001,2001012,Pathadumbara,Kandy,2019-11-26,2019,11,26,171.3,6.3
STRONG WIND,002,2001,2001057,Pasbage Korale,Kandy,2019-11-23,2019,11,23,171.3,6.3
FLOOD,005,5001,5001030,Manmunai South West Peddipe,Batticaloa,2019-11-26,2019,11,26,547.8,8.6
FLOOD,005,5001,5001018,Manmunai North Batti Town,Batticaloa,2019-11-26,2019,11,26,547.8,8.6
FLOOD,005,5001,5001027,Manmunai Pattu Araipattai,Batticaloa,2019-11-26,2019,11,26,547.8,8.6
STRONG WIND,003,3003,3003024,Katuwana,Hambantota,2019-11-22,2019,11,22,197.3,7.3
FLASH FLOOD,004,4004,4004015,Maritimepattu,Mullaitivu,2019-11-25,2019,11,25,456.0,14.3
STRONG WIND,006,6002,6002024,Anamaduwa,Puttalam,2019-11-22,2019,11,22,286.1,10.1
STRONG WIND,002,2001,2001015,Panvila,Kandy,2019-11-16,2019,11,16,171.3,6.3
STRONG WIND,002,2001,2001012,Pathadumbara,Kandy,2019-11-16,2019,11,16,171.3,6.3
STRONG WIND,005,5001,5001003,Koralai Pattu Northvakarai,Batticaloa,2019-11-22,2019,11,22,547.8,8.6
STRONG WIND,008,8002,8002009,Medagama,Monaragala,2019-11-15,2019,11,15,371.3,6.1
STRONG WIND,008,8002,8002015,Moneragala,Monaragala,2019-11-15,2019,11,15,371.3,6.1
STRONG WIND,008,8002,8002021,Wellawaya,Monaragala,2019-11-15,2019,11,15,371.3,6.1
STRONG WIND,008,8002,8002012,Siyambalanduwa,Monaragala,2019-11-15,2019,11,15,371.3,6.1
STRONG WIND,008,8002,8002024,Buttala,Monaragala,2019-11-15,2019,11,15,371.3,6.1
STRONG WIND,008,8002,8002024,Buttala,Monaragala,2019-11-10,2019,11,10,371.3,6.1
LANDSLIDE,008,8002,8002003,Bibile,Monaragala,2019-11-14,2019,11,14,371.3,6.1
