Disaster,Location,District,Month,Day,Rainfall(mm),Landslide
Landslide,Pahala Hanwella,Colombo,11,20,10.33,1
Landslide,Mattakkuliya,Colombo,3,3,4.19,0
Landslide,Moratuwa,Colombo,10,21,11.9,0
Landslide,Homagama,Colombo,8,28,3.68,0
Landslide,Embuldeniya,Colombo,5,8,12.32,0
Landslide,Panagoda Town,Colombo,5,6,12.32,1
Landslide,Moratuwa,Colombo,10,30,11.9,1
Landslide,Uduwana,Colombo,8,20,3.68,0
Landslide,Hanwella,Colombo,11,29,10.33,0
Landslide,Kadalana,Colombo,4,19,8.43,0
Landslide,Hanwella,Colombo,11,20,10.33,1
Landslide,Kaduwela,Colombo,10,25,11.9,0
Landslide,Seethawaka,Colombo,10,30,11.9,1
Landslide,Maharagama,Colombo,5,21,12.32,1
Landslide,Embuldeniya,Colombo,5,21,12.32,1
Landslide,Wellawatta,Colombo,4,28,8.43,0
Landslide,Pahala Hanwella,Colombo,11,29,10.33,0
Landslide,Thimbirigasyaya,Colombo,5,4,12.32,1
Landslide,Weliwatta,Galle,8,28,7.03,1
Landslide,Hangaranwala,Galle,9,15,8.2,0
Landslide,Thawalama,Galle,5,1,9.39,0
Landslide,Akulahena,Galle,10,9,9.0,0
Landslide,Uluvitike,Galle,5,5,9.39,0
Landslide,Pitiwala South,Galle,10,11,9.0,0
Landslide,Pinikahana,Galle,9,17,8.2,0
Landslide,Baddegama Town,Galle,8,13,7.03,1
Landslide,Bopepoddala,Galle,11,5,8.67,1
Landslide,Akulahena,Galle,10,17,9.0,1
Landslide,Niyagama,Galle,12,2,5.0,0
Landslide,Baddegama,Galle,5,17,9.39,0
Landslide,Yakkalamulla,Galle,7,24,7.29,0
Landslide,Akmeemana,Galle,10,4,9.0,0
Landslide,Niyagama,Galle,10,19,9.0,0
Landslide,Niyagama,Galle,9,16,8.2,0
Landslide,Nagoda,Galle,9,29,8.2,0
Landslide,Thawalama,Galle,6,22,8.6,1
Landslide,Ganegoda,Galle,2,8,2.11,0
Landslide,Yakkalamulla,Galle,10,12,9.0,0
Landslide,Benthota,Galle,5,28,9.39,0
Landslide,Niyagama,Galle,12,7,5.0,1
Landslide,Amunukotuwa,Galle,10,31,9.0,1
Landslide,Elpitiya,Galle,10,3,9.0,0
Landslide,Seenigama,Galle,7,15,7.29,1
Landslide,Nagoda,Galle,5,28,9.39,0
Landslide,Akmeemana,Galle,10,31,9.0,1
Landslide,Nakiyadeniya,Galle,4,10,5.37,1
Landslide,Baddegama,Galle,8,13,7.03,1
Landslide,Nagoda,Galle,9,25,8.2,0
Landslide,Akmeemana,Galle,5,2,9.39,1
Landslide,Manampitiya,Galle,10,20,9.0,1
Landslide,Galle Four Gravets,Galle,8,17,7.03,0
Landslide,Yakkalamulla,Galle,10,5,9.0,0
Landslide,Nakiyadeniya,Galle,4,19,5.37,0
Landslide,Baddegama,Galle,5,16,9.39,0
Landslide,Bopepoddala,Galle,5,9,9.39,0
Landslide,Hapugala,Galle,5,31,9.39,1
Landslide,Kirindalahena,Galle,3,5,2.52,1
Landslide,Nagoda,Galle,5,3,9.39,1
Landslide,Thawalama,Galle,6,6,8.6,0
Landslide,Yatalamatta,Galle,3,5,2.52,1
Landslide,Akulahena,Galle,3,7,2.52,1
Landslide,Nagoda,Galle,9,28,8.2,1
Landslide,Dammala,Galle,10,13,9.0,0
Landslide,Uluvitike,Galle,5,11,9.39,1
Landslide,Niyagama,Galle,9,19,8.2,1
Landslide,Nagoda,Galle,5,25,9.39,0
Landslide,Niyagama,Galle,11,16,8.67,1
Landslide,Yakkalamulla,Galle,7,3,7.29,1
Landslide,Mattaka,Galle,7,10,7.29,0
Landslide,Weliwatta,Galle,8,16,7.03,0
Landslide,Mabotuwana,Galle,3,2,2.52,0
Landslide,Hangaranwala,Galle,9,30,8.2,1
Landslide,Galle Four Gravets,Galle,8,28,7.03,1
Landslide,Mabotuwana,Galle,3,10,2.52,1
Landslide,Manampitiya,Galle,10,17,9.0,0
Landslide,Bopepoddala,Galle,11,13,8.67,0
Landslide,Yakkalamulla,Galle,10,4,9.0,1
Landslide,Nagoda,Galle,9,30,8.2,1
Landslide,Hikkaduwa,Galle,7,27,7.29,0
Landslide,Kirindalahena,Galle,3,28,2.52,0
Landslide,Thawalama,Galle,10,20,9.0,1
Landslide,Elpitiya,Galle,10,17,9.0,1
Landslide,Galle Four Gravets,Galle,8,18,7.03,1
Landslide,Weliwatta,Galle,8,6,7.03,0
Landslide,Yakkalamulla,Galle,10,17,9.0,1
Landslide,Bopepoddala,Galle,5,28,9.39,0
Landslide,Thawalama,Galle,11,6,8.67,1
Landslide,Hapugala,Galle,5,9,9.39,0
Landslide,Pitigala,Galle,11,16,8.67,1
Landslide,Dammala,Galle,10,20,9.0,1
Landslide,Elpitiya,Galle,9,15,8.2,0
Landslide,Benthota,Galle,5,17,9.39,1
Landslide,Ganegoda,Galle,2,5,2.11,1
Landslide,Godamuna South,Galle,9,4,8.2,0
Landslide,Pitigala,Galle,11,24,8.67,0
Landslide,Elpitiya,Galle,9,24,8.2,1
Landslide,Niyagama,Galle,11,19,8.67,0
Landslide,Baddegama,Galle,5,3,9.39,1
Landslide,Amunukotuwa,Galle,10,4,9.0,0
Landslide,Nagoda,Galle,5,18,9.39,1
Landslide,Baddegama,Galle,8,9,7.03,0
Landslide,Baddegama Town,Galle,8,11,7.03,0
Landslide,Pinikahana,Galle,9,24,8.2,1
Landslide,Keppitiyagoda South,Galle,5,18,9.39,1
Landslide,Mapalagama,Galle,3,5,2.52,1
Landslide,Niyagama,Galle,10,20,9.0,1
Landslide,Hipanwatta,Galle,5,17,9.39,1
Landslide,Ganegama South,Galle,5,18,9.39,1
Landslide,Uluvitike,Galle,5,22,9.39,1
Landslide,Uluvitike,Galle,5,24,9.39,0
Landslide,Ganegama South,Galle,5,30,9.39,0
Landslide,Hipanwatta,Galle,5,5,9.39,0
Landslide,Keppitiyagoda South,Galle,5,20,9.39,0
Landslide,Hikkaduwa,Galle,7,15,7.29,1
Landslide,Baddegama,Galle,5,18,9.39,1
Landslide,Mattaka,Galle,7,12,7.29,1
Landslide,Godamuna South,Galle,9,19,8.2,1
Landslide,Yakkalamulla,Galle,9,27,8.2,1
Landslide,Imaduwa,Galle,9,27,8.2,1
Landslide,Imaduwa,Galle,9,28,8.2,1
Landslide,Habaraduwa,Galle,9,28,8.2,1
Landslide,Akmeemana,Galle,9,28,8.2,1
Landslide,Ambalangoda,Galle,9,28,8.2,1
Landslide,Nagoda,Galle,9,29,8.2,1
Landslide,Pilagoda,Galle,3,5,2.52,1
Landslide,Godahena,Galle,4,25,5.37,0
Landslide,Thawalama,Galle,11,26,8.67,0
Landslide,Akulahena,Galle,3,20,2.52,0
Landslide,Pilagoda,Galle,3,22,2.52,0
Landslide,Akmeemana,Galle,5,15,9.39,0
Landslide,Thawalama,Galle,5,27,9.39,1
Landslide,Galle Four Gravets,Galle,8,19,7.03,0
Landslide,Bopepoddala,Galle,5,22,9.39,1
Landslide,Seenigama,Galle,7,22,7.29,0
Landslide,Weerahatha North,Galle,5,11,9.39,0
Landslide,Pitiwala South,Galle,10,17,9.0,1
Landslide,Mapalagama,Galle,3,22,2.52,0
Landslide,Weerahatha North,Galle,5,27,9.39,1
Landslide,Akulahena,Galle,4,29,5.37,0
Landslide,Imaduwa,Galle,9,1,8.2,0
Landslide,Godahena,Galle,4,10,5.37,1
Landslide,Habaraduwa,Galle,9,7,8.2,0
Landslide,Ambalangoda,Galle,9,4,8.2,0
Landslide,Bopepoddala,Galle,5,31,9.39,1
Landslide,Imaduwa,Galle,9,10,8.2,0
Landslide,Yakkalamulla,Galle,9,14,8.2,0
Landslide,Dammala,Galle,6,24,8.6,0
Landslide,Nagoda,Galle,9,18,8.2,0
Landslide,Weliwatta,Galle,8,18,7.03,1
Landslide,Thawalama,Galle,10,8,9.0,0
Landslide,Yatalamatta,Galle,3,30,2.52,0
Landslide,Baddegama,Galle,10,8,9.0,0
Landslide,Akulahena,Galle,4,10,5.37,1
Landslide,Baddegama,Galle,10,3,9.0,1
Landslide,Dammala,Galle,6,11,8.6,1
Landslide,Akmeemana,Galle,9,25,8.2,0
Landslide,Mahara,Gampaha,2,19,1.29,1
Landslide,Mahara,Gampaha,9,17,5.1,0
Landslide,Kelaniya,Gampaha,5,4,6.58,1
Landslide,Mahara,Gampaha,10,29,7.23,0
Landslide,Mahara,Gampaha,10,23,7.23,1
Landslide,Nagaha Mula Udana Road,Gampaha,4,5,3.73,1
Landslide,Mahara,Gampaha,2,10,1.29,0
Landslide,Kelaniya,Gampaha,5,10,6.58,1
Landslide,Jaela,Gampaha,5,5,6.58,1
Landslide,Mahara,Gampaha,9,23,5.1,1
Landslide,Kelaniya,Gampaha,6,17,7.7,1
Landslide,Eriyawetiya,Gampaha,10,5,7.23,1
Landslide,Pinnameda,Gampaha,9,23,5.1,1
Landslide,Gongitota,Gampaha,5,8,6.58,0
Landslide,Maeliya,Gampaha,5,5,6.58,1
Landslide,Kelaniya,Gampaha,5,22,6.58,0
Landslide,Jaela,Gampaha,5,1,6.58,0
Landslide,Gongitota,Gampaha,2,19,1.29,1
Landslide,Mirigama,Gampaha,9,24,5.1,0
Landslide,Kelaniya,Gampaha,5,11,6.58,0
Landslide,Gongitota,Gampaha,2,20,1.29,0
Landslide,Gongitota,Gampaha,5,5,6.58,1
Landslide,Kelaniya,Gampaha,6,13,7.7,0
Landslide,Mahara,Gampaha,5,5,6.58,1
Landslide,Nagaha Mula Udana Road,Gampaha,4,3,3.73,0
Landslide,Mirigama,Gampaha,9,13,5.1,1
Landslide,Maeliya,Gampaha,5,19,6.58,0
Landslide,Pinnameda,Gampaha,9,15,5.1,0
Landslide,Mahara,Gampaha,5,3,6.58,0
Landslide,Eriyawetiya,Gampaha,10,21,7.23,0
Landslide,Dangalla Kanda,Hambantota,5,7,3.68,0
Landslide,Lunugamvehera,Hambantota,8,5,2.06,1
Landslide,Walasmulla,Hambantota,3,29,2.16,1
Landslide,Katuwana,Hambantota,11,1,7.9,0
Landslide,Weeraketiya,Hambantota,5,16,3.68,1
Landslide,Walasmulla,Hambantota,5,27,3.68,0
Landslide,Dangalla Kanda,Hambantota,4,5,3.93,0
Landslide,Katuwana,Hambantota,5,4,3.68,0
Landslide,Lunugamvehera,Hambantota,8,24,2.06,0
Landslide,Karavilakanda,Hambantota,5,10,3.68,0
Landslide,Hingurakanda,Hambantota,5,13,3.68,0
Landslide,Weeraketiya,Hambantota,5,18,3.68,1
Landslide,Weeraketiya,Hambantota,5,17,3.68,1
Landslide,Bengamukanda,Hambantota,5,12,3.68,0
Landslide,Medakanda,Hambantota,5,5,3.68,0
Landslide,Katuwana,Hambantota,2,4,1.68,1
Landslide,Keselwatta,Hambantota,4,5,3.93,0
Landslide,Keselwatta,Hambantota,12,8,5.06,0
Landslide,Pallewawwa,Hambantota,8,21,2.06,0
Landslide,Medakanda,Hambantota,11,23,7.9,0
Landslide,Walasmulla,Hambantota,11,4,7.9,1
Landslide,Weeraketiya,Hambantota,5,20,3.68,0
Landslide,Katuwana,Hambantota,11,8,7.9,0
Landslide,Keselwatta,Hambantota,4,10,3.93,1
Landslide,Keselwatta,Hambantota,12,12,5.06,1
Landslide,Okewela,Hambantota,5,18,3.68,0
Landslide,Medakanda,Hambantota,11,1,7.9,1
Landslide,Dangalla Kanda,Hambantota,5,17,3.68,1
Landslide,Pallewawwa,Hambantota,8,5,2.06,1
Landslide,Katuwana,Hambantota,5,1,3.68,0
Landslide,Dangalla Kanda,Hambantota,4,16,3.93,0
Landslide,Raluwa,Hambantota,11,11,7.9,1
Landslide,Katuwana,Hambantota,11,3,7.9,1
Landslide,Kirama,Hambantota,3,29,2.16,1
Landslide,Katuwana,Hambantota,11,4,7.9,1
Landslide,Weeraketiya,Hambantota,11,11,7.9,1
Landslide,Katuwana,Hambantota,1,18,2.19,0
Landslide,Walasmulla,Hambantota,3,23,2.16,0
Landslide,Walasmulla,Hambantota,11,28,7.9,0
Landslide,Weeraketiya,Hambantota,11,19,7.9,0
Landslide,Dangalla Kanda,Hambantota,4,11,3.93,1
Landslide,Walasmulla,Hambantota,5,16,3.68,1
Landslide,Kapugampotha,Hambantota,5,17,3.68,1
Landslide,Walasmulla,Hambantota,5,18,3.68,1
Landslide,Katuwana,Hambantota,12,12,5.06,1
Landslide,Middeniya,Hambantota,11,6,7.9,0
Landslide,Katuwana,Hambantota,2,2,1.68,0
Landslide,Katuwana,Hambantota,11,22,7.9,0
Landslide,Medakanda,Hambantota,12,12,5.06,1
Landslide,Katuwana,Hambantota,10,10,5.0,0
Landslide,Katuwana,Hambantota,5,17,3.68,1
Landslide,Udawelmulla,Hambantota,5,1,3.68,0
Landslide,Rammala,Hambantota,4,11,3.93,1
Landslide,Medakanda,Hambantota,5,17,3.68,1
Landslide,Udawelmulla,Hambantota,5,17,3.68,1
Landslide,Medakanda,Hambantota,12,25,5.06,0
Landslide,Middeniya,Hambantota,11,16,7.9,1
Landslide,Weeraketiya,Hambantota,2,17,1.68,0
Landslide,Raluwa,Hambantota,11,25,7.9,0
Landslide,Beralihela,Hambantota,5,8,3.68,1
Landslide,Welandagoda,Hambantota,4,24,3.93,0
Landslide,Kirama,Hambantota,3,18,2.16,0
Landslide,Dehigahahena,Hambantota,4,11,3.93,1
Landslide,Welandagoda,Hambantota,3,28,2.16,0
Landslide,Welandagoda,Hambantota,4,11,3.93,1
Landslide,Katuwana,Hambantota,12,7,5.06,0
Landslide,Welandagoda,Hambantota,3,11,2.16,1
Landslide,Rammala,Hambantota,4,14,3.93,0
Landslide,Katuwana,Hambantota,10,4,5.0,1
Landslide,Katuwana,Hambantota,11,16,7.9,1
Landslide,Katuwana,Hambantota,1,11,2.19,1
Landslide,Weeraketiya,Hambantota,5,5,3.68,0
Landslide,Katuwana,Hambantota,5,20,3.68,1
Landslide,Kapugampotha,Hambantota,5,20,3.68,0
Landslide,Walasmulla,Hambantota,5,9,3.68,0
Landslide,Weeraketiya,Hambantota,5,10,3.68,0
Landslide,Weeraketiya,Hambantota,2,13,1.68,1
Landslide,Dehigahahena,Hambantota,4,16,3.93,0
Landslide,Bengamukanda,Hambantota,5,17,3.68,1
Landslide,Dangalla Kanda,Hambantota,4,2,3.93,1
Landslide,Karavilakanda,Hambantota,5,17,3.68,1
Landslide,Beralihela,Hambantota,5,7,3.68,0
Landslide,Hingurakanda,Hambantota,5,17,3.68,1
Landslide,Okewela,Hambantota,5,8,3.68,1
Landslide,Walallavita,Kalutara,5,5,0.0,1
Landslide,Dapiligoda,Kalutara,3,25,0.0,0
Landslide,Kamburawala,Kalutara,3,12,0.0,1
Landslide,Gorokgoda,Kalutara,3,9,0.0,0
Landslide,Mathugama,Kalutara,5,3,0.0,1
Landslide,Neboda West,Kalutara,10,2,0.0,0
Landslide,Gurudola,Kalutara,6,5,0.0,1
Landslide,Makeliya Kithukanuwa Hena Kanda,Kalutara,5,15,0.0,1
Landslide,Morapitiya Diganna,Kalutara,1,6,0.0,1
Landslide,Pinnagoda,Kalutara,3,3,0.0,0
Landslide,Horana East,Kalutara,11,21,0.0,1
Landslide,Niyathapalawa,Kalutara,3,14,0.0,0
Landslide,Yatadola,Kalutara,3,28,0.0,0
Landslide,Girikola,Kalutara,3,22,0.0,0
Landslide,Baduraliya,Kalutara,5,30,0.0,1
Landslide,Walallavita,Kalutara,5,27,0.0,0
Landslide,Thennahena,Kalutara,10,17,0.0,0
Landslide,Kudaligama,Kalutara,3,24,0.0,0
Landslide,Uthumgama,Kalutara,5,12,0.0,1
Landslide,Gurudola,Kalutara,9,30,0.0,1
Landslide,Mathugama,Kalutara,5,9,0.0,0
Landslide,Palindanuwara,Kalutara,5,28,0.0,0
Landslide,Beruwala,Kalutara,3,23,0.0,0
Landslide,Midellahena,Kalutara,4,5,0.0,1
Landslide,Pillahena,Kalutara,3,23,0.0,0
Landslide,Kumbagalla,Kalutara,3,10,0.0,0
Landslide,Walallavita,Kalutara,4,9,0.0,0
Landslide,Beruwala,Kalutara,10,15,0.0,0
Landslide,Palindanuwara,Kalutara,5,8,0.0,0
Landslide,Kosgulana,Kalutara,10,8,0.0,0
Landslide,Kalutara,Kalutara,11,17,0.0,1
Landslide,Alwiswatta,Kalutara,11,28,0.0,0
Landslide,Walallavita,Kalutara,5,4,0.0,1
Landslide,Bulathsinhala,Kalutara,5,5,0.0,1
Landslide,Mathugama,Kalutara,5,13,0.0,0
Landslide,Kotapitiya,Kalutara,11,28,0.0,0
Landslide,Beruwala,Kalutara,11,17,0.0,1
Landslide,Maradana,Kalutara,11,25,0.0,0
Landslide,Bulathsinhala,Kalutara,5,12,0.0,0
Landslide,Walallavita,Kalutara,5,26,0.0,0
Landslide,Weyangalla,Kalutara,5,18,0.0,0
Landslide,Pelawatta,Kalutara,4,21,0.0,0
Landslide,Rathmalgoda East,Kalutara,4,22,0.0,0
Landslide,Mahagama,Kalutara,1,5,0.0,1
Landslide,Palindanuwara,Kalutara,12,7,0.0,0
Landslide,Dodangoda,Kalutara,10,28,0.0,1
Landslide,Palindanuwara,Kalutara,10,31,0.0,1
Landslide,Iddagoda West,Kalutara,3,10,0.0,0
Landslide,Godella Gedara Watta,Kalutara,10,7,0.0,0
Landslide,Pareigama North,Kalutara,5,17,0.0,0
Landslide,Bellana,Kalutara,3,15,0.0,0
Landslide,Delgoda,Kalutara,3,6,0.0,1
Landslide,Walallavita,Kalutara,5,28,0.0,0
Landslide,Walallavita,Kalutara,5,3,0.0,1
Landslide,Pareigama South,Kalutara,4,20,0.0,1
Landslide,Kuruppumulla,Kalutara,4,20,0.0,0
Landslide,Pareigama South,Kalutara,5,17,0.0,0
Landslide,Deeyakaduwa East,Kalutara,4,6,0.0,1
Landslide,Panadandukanda,Kalutara,3,3,0.0,0
Landslide,Mahagama,Kalutara,5,18,0.0,1
Landslide,Wagawatta,Kalutara,5,18,0.0,1
Landslide,Hettiyakanda,Kalutara,11,2,0.0,0
Landslide,Katadola,Kalutara,3,2,0.0,0
Landslide,Horana,Kalutara,5,29,0.0,0
Landslide,Kuda Heenatiyangala,Kalutara,10,7,0.0,0
Landslide,Nagoda South,Kalutara,10,21,0.0,1
Landslide,Paregama South,Kalutara,4,20,0.0,1
Landslide,Kamburawala,Kalutara,3,7,0.0,0
Landslide,Kuda Heenatiyangala,Kalutara,10,26,0.0,1
Landslide,Millaniya,Kalutara,6,9,0.0,0
Landslide,Palindanuwara,Kalutara,5,30,0.0,1
Landslide,Horana,Kalutara,5,4,0.0,1
Landslide,Delgoda,Kalutara,3,9,0.0,0
Landslide,Pareigama South,Kalutara,4,23,0.0,0
Landslide,Deeyakaduwa East,Kalutara,4,8,0.0,0
Landslide,Paregama South,Kalutara,4,27,0.0,0
Landslide,Neboda West,Kalutara,10,28,0.0,1
Landslide,Mahagama,Kalutara,5,2,0.0,0
Landslide,Kamburawala,Kalutara,3,22,0.0,0
Landslide,Makeliya Kithukanuwa Hena Kanda,Kalutara,5,23,0.0,0
Landslide,Horana East,Kalutara,11,26,0.0,0
Landslide,Uthumgama,Kalutara,5,21,0.0,0
Landslide,Gurudola,Kalutara,9,17,0.0,0
Landslide,Gurudola,Kalutara,6,17,0.0,0
Landslide,Wagawatta,Kalutara,5,12,0.0,0
Landslide,Gorokgoda,Kalutara,3,5,0.0,1
Landslide,Bellana,Kalutara,3,5,0.0,1
Landslide,Panadandukanda,Kalutara,3,5,0.0,1
Landslide,Kalutara,Kalutara,10,11,0.0,0
Landslide,Beruwala,Kalutara,4,25,0.0,0
Landslide,Sandasirigama,Kalutara,6,28,0.0,0
Landslide,Bopitiya,Kalutara,6,22,0.0,0
Landslide,Gungamuwa,Kalutara,5,15,0.0,0
Landslide,Maradana,Kalutara,11,4,0.0,1
Landslide,Kumbagalla,Kalutara,3,5,0.0,1
Landslide,Baduraliya,Kalutara,5,25,0.0,0
Landslide,Hettiyakanda,Kalutara,3,5,0.0,0
Landslide,Dombagalla Kanda,Kalutara,5,23,0.0,0
Landslide,Bulathsinhala,Kalutara,5,1,0.0,1
Landslide,Gurudola,Kalutara,10,7,0.0,0
Landslide,Walallavita,Kalutara,5,10,0.0,0
Landslide,Kamburawala,Kalutara,3,5,0.0,1
Landslide,Midellahena,Kalutara,4,4,0.0,0
Landslide,Pelawatta Neluwa Road,Kalutara,4,11,0.0,0
Landslide,Dapiligoda,Kalutara,3,5,0.0,1
Landslide,Millaniya,Kalutara,5,27,0.0,1
Landslide,Niyathapalawa,Kalutara,3,5,0.0,1
Landslide,Yatadola,Kalutara,3,5,0.0,1
Landslide,Hettiyakanda,Kalutara,11,4,0.0,1
Landslide,Pillahena,Kalutara,3,5,0.0,1
Landslide,Beruwala,Kalutara,10,13,0.0,0
Landslide,Morapitiya Diganna,Kalutara,1,19,0.0,0
Landslide,Pareigama South,Kalutara,5,5,0.0,1
Landslide,Mahagama,Kalutara,1,10,0.0,0
Landslide,Kalutara,Kalutara,10,21,0.0,1
Landslide,Panadura,Kalutara,1,13,0.0,0
Landslide,Mathugama,Kalutara,9,30,0.0,1
Landslide,Palindanuwara,Kalutara,5,15,0.0,1
Landslide,Walallavita,Kalutara,12,5,0.0,1
Landslide,Horana,Kalutara,11,21,0.0,1
Landslide,Nagoda South,Kalutara,10,23,0.0,0
Landslide,Agalawatta,Kalutara,5,5,0.0,0
Landslide,Pareigama North,Kalutara,5,5,0.0,1
Landslide,Iddagoda West,Kalutara,3,5,0.0,1
Landslide,Palindanuwara,Kalutara,5,20,0.0,0
Landslide,Kosgulana,Kalutara,10,31,0.0,1
Landslide,Mathugama,Kalutara,11,10,0.0,1
Landslide,Alwiswatta,Kalutara,11,17,0.0,1
Landslide,Kotapitiya,Kalutara,11,17,0.0,1
Landslide,Beruwala,Kalutara,11,15,0.0,0
Landslide,Katadola,Kalutara,3,5,0.0,1
Landslide,Kalutara,Kalutara,11,11,0.0,0
Landslide,Pinnagoda,Kalutara,3,5,0.0,1
Landslide,Pelawatta Neluwa Road,Kalutara,4,29,0.0,1
Landslide,Weyangalla,Kalutara,5,5,0.0,1
Landslide,Pelawatta,Kalutara,4,5,0.0,1
Landslide,Girikola,Kalutara,3,5,0.0,1
Landslide,Kudaligama,Kalutara,3,5,0.0,1
Landslide,Palindanuwara,Kalutara,10,27,0.0,0
Landslide,Agalawatta,Kalutara,8,23,0.0,0
Landslide,Dodangoda,Kalutara,10,17,0.0,0
Landslide,Walakada,Kalutara,3,19,0.0,0
Landslide,Ingiriya,Kalutara,4,15,0.0,0
Landslide,Walakada,Kalutara,3,12,0.0,1
Landslide,Kosgulana,Kalutara,3,12,0.0,1
Landslide,Panadura,Kalutara,1,4,0.0,1
Landslide,Beruwala,Kalutara,10,29,0.0,1
Landslide,Beruwala,Kalutara,10,23,0.0,1
Landslide,Bulathsinhala,Kalutara,5,4,0.0,0
Landslide,Kalutara,Kalutara,10,6,0.0,0
Landslide,Rathmalgoda East,Kalutara,4,27,0.0,1
Landslide,Bulathsinhala,Kalutara,10,20,0.0,1
Landslide,Ingiriya,Kalutara,4,27,0.0,1
Landslide,Palindanuwara,Kalutara,12,3,0.0,1
Landslide,Mathugama,Kalutara,11,1,0.0,0
Landslide,Millaniya,Kalutara,5,5,0.0,0
Landslide,Maggona,Kalutara,10,23,0.0,1
Landslide,Palindanuwara,Kalutara,5,2,0.0,0
Landslide,Agalawatta,Kalutara,8,13,0.0,1
Landslide,Horana,Kalutara,11,7,0.0,0
Landslide,Mathugama,Kalutara,9,11,0.0,0
Landslide,Mathugama,Kalutara,4,27,0.0,0
Landslide,Bulathsinhala,Kalutara,6,2,0.0,0
Landslide,Dombagalla Kanda,Kalutara,5,5,0.0,1
Landslide,Walallavita,Kalutara,4,2,0.0,0
Landslide,Bulathsinhala,Kalutara,5,29,0.0,0
Landslide,Gurudola,Kalutara,10,11,0.0,1
Landslide,Ingiriya,Kalutara,5,27,0.0,0
Landslide,Kalutara,Kalutara,10,26,0.0,1
Landslide,Beruwala,Kalutara,4,11,0.0,1
Landslide,Hettiyakanda,Kalutara,3,21,0.0,1
Landslide,Agalawatta,Kalutara,5,3,0.0,1
Landslide,Palindanuwara,Kalutara,5,3,0.0,1
Landslide,Gungamuwa,Kalutara,5,27,0.0,1
Landslide,Bopitiya,Kalutara,6,5,0.0,1
Landslide,Sandasirigama,Kalutara,6,5,0.0,1
Landslide,Walallavita,Kalutara,12,7,0.0,0
Landslide,Walallavita,Kalutara,5,20,0.0,1
Landslide,Palindanuwara,Kalutara,6,8,0.0,0
Landslide,Palindanuwara,Kalutara,6,1,0.0,1
Landslide,Walallavita,Kalutara,4,20,0.0,1
Landslide,Godella Gedara Watta,Kalutara,10,29,0.0,1
Landslide,Bulathsinhala,Kalutara,5,18,0.0,1
Landslide,Bulathsinhala,Kalutara,6,4,0.0,1
Landslide,Mathugama,Kalutara,4,20,0.0,1
Landslide,Millaniya,Kalutara,6,3,0.0,1
Landslide,Beruwala,Kalutara,3,21,0.0,1
Landslide,Maggona,Kalutara,10,4,0.0,0
Landslide,Mathugama,Kalutara,5,6,0.0,1
Landslide,Palindanuwara,Kalutara,5,5,0.0,1
Landslide,Kuruppumulla,Kalutara,4,1,0.0,1
Landslide,Bulathsinhala,Kalutara,10,6,0.0,0
Landslide,Walallavita,Kalutara,4,29,0.0,1
Landslide,Ingiriya,Kalutara,5,18,0.0,1
Landslide,Kosgulana,Kalutara,3,23,0.0,0
Landslide,Thennahena,Kalutara,10,20,0.0,1
Landslide,Pathadumbara,Kandy,1,26,3.15,1
Landslide,Medadumbara,Kandy,11,15,12.45,1
Landslide,Pathadumbara,Kandy,11,9,12.45,1
Landslide,Kundasale,Kandy,11,27,12.45,1
Landslide,Pathadumbara,Kandy,11,24,12.45,1
Landslide,Pathadumbara,Kandy,12,28,7.53,1
Landslide,Pathadumbara,Kandy,11,15,12.45,1
Landslide,Medadumbara,Kandy,4,29,11.72,1
Landslide,Pathadumbara,Kandy,4,12,11.72,1
Landslide,Thumpane,Kandy,12,10,7.53,1
Landslide,Udadumbara,Kandy,2,15,5.29,0
Landslide,Udadumbara,Kandy,1,23,3.15,1
Landslide,Doluwa,Kandy,11,11,12.45,1
Landslide,Udunuwara,Kandy,1,11,3.15,1
Landslide,Udunuwara,Kandy,11,9,12.45,1
Landslide,Doluwa,Kandy,1,11,3.15,1
Landslide,Udapalatha,Kandy,12,3,7.53,1
Landslide,Thumpane,Kandy,11,20,12.45,1
Landslide,Kandy Four Gravets Gangawata,Kandy,11,9,12.45,1
Landslide,Medadumbara,Kandy,11,26,12.45,1
Landslide,Minipe,Kandy,1,11,3.15,1
Landslide,Kandy Four Gravets Gangawata,Kandy,4,24,11.72,0
Landslide,Pathadumbara,Kandy,10,29,15.14,1
Landslide,Pathadumbara,Kandy,10,26,15.14,1
Landslide,Pathadumbara,Kandy,11,6,12.45,1
Landslide,Pathadumbara,Kandy,10,19,15.14,1
Landslide,Pasbage Korale,Kandy,9,4,6.9,1
Landslide,Pathadumbara,Kandy,1,2,3.15,1
Landslide,Medadumbara,Kandy,11,19,12.45,1
Landslide,Medadumbara,Kandy,12,8,7.53,1
Landslide,Pathadumbara,Kandy,11,26,12.45,1
Landslide,Udadumbara,Kandy,1,18,3.15,1
Landslide,Medadumbara,Kandy,12,20,7.53,1
Landslide,Medadumbara,Kandy,11,14,12.45,1
Landslide,Pathadumbara,Kandy,12,19,7.53,1
Landslide,Udapalatha,Kandy,11,23,12.45,1
Landslide,Pathadumbara,Kandy,9,1,6.9,1
Landslide,Kandy Four Gravets Gangawata,Kandy,11,15,12.45,1
Landslide,Medadumbara,Kandy,11,2,12.45,1
Landslide,Pathadumbara,Kandy,12,21,7.53,1
Landslide,Pathadumbara,Kandy,11,12,12.45,1
