Disaster,Location,District,Year,Month,Day,Wind Speed(mph),Cyclone
Cyclone,Erlalai Centre (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Kaduwala(GN),Gampaha,2005,7,24,12.9,1
Cyclone,Rassagala(GN),Ratnapura,2005,3,29,4.1,1
Cyclone,Egoda Waleboda(GN),Ratnapura,2005,11,20,6.1,1
Cyclone,Yagirala(GN),Kaluthara,2005,1,9,7.7,1
Cyclone,Walallavita,Kaluthara,2005,1,9,7.7,1
Cyclone,Horana(GN),Kaluthara,2005,4,20,7.3,1
Cyclone,Bandaragama(GN),Kaluthara,2005,11,17,7.9,1
Cyclone,Durakanda(GN),Ratnapura,2005,11,20,6.1,1
Cyclone,Kamburawala(GN),Kaluthara,2005,3,11,5.4,1
Cyclone,Chunnakam Town East (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Erlalai North (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Divulapitiya,Gampaha,2005,7,24,12.9,0
Cyclone,Walallavita,Kaluthara,2005,9,1,12.2,0
Cyclone,Urumpirai East (GN),Jaffna,2005,5,12,15.5,1
Cyclone,Neervely North (GN),Jaffna,2005,5,12,15.5,1
Cyclone,Punnalaikadduvan South(GN),Jaffna,2005,11,21,12.0,1
Cyclone,Erlalai South (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Chunnakam Town South (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Erlalai East (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Evenai (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Punnalaikadduvan North (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Urumpirai South (GN),Jaffna,2005,5,12,15.5,1
Cyclone,Kantharodai (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Chunnakam Town West (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Chunnakam Town Centre (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Kuppilan South (GN),Jaffna,2005,11,21,12.0,1
Cyclone,Kamburawala(GN),Kaluthara,2005,4,4,7.3,1
Cyclone,Eragama,Ampara,2005,9,23,7.7,1
Cyclone,Udapalatha,Kandy,2005,4,27,4.8,1
Cyclone,Kahawatta,Ratnapura,2005,10,20,8.2,1
Cyclone,Kahawatta,Ratnapura,2005,12,20,6.7,1
Cyclone,Kahawatta,Ratnapura,2005,8,9,12.1,1
Cyclone,Kahawatta,Ratnapura,2005,10,19,8.2,1
Cyclone,Laggala-Pallegama,Matale,2005,5,7,7.0,1
Cyclone,Yakdehiwatta(GN),Ratnapura,2005,11,22,6.1,1
Cyclone,Kumburugamuwa(GN),Ratnapura,2005,11,27,6.1,1
Cyclone,Delwala(GN),Ratnapura,2005,11,22,6.1,1
Cyclone,Panadura,Kaluthara,2005,12,9,8.2,1
Cyclone,Kahawatta,Ratnapura,2005,10,28,8.2,1
Cyclone,Kahawatta,Ratnapura,2005,12,23,6.7,1
Cyclone,Rambewa,Anuradhapura,2005,5,1,12.1,1
Cyclone,Kahawatta,Ratnapura,2005,11,15,6.1,1
Cyclone,Bopitigoda(GN),Ratnapura,2005,2,2,5.0,1
Cyclone,Damana,Ampara,2005,9,24,7.7,1
Cyclone,Elpitiya,Galle,2005,3,5,6.3,1
Cyclone,Welivitiya-Divithura,Galle,2005,3,5,6.3,1
Cyclone,Eragama,Ampara,2005,1,2,9.6,1
Cyclone,Nattandiya,Puttalam,2005,12,1,12.3,1
Cyclone,Beruwala,Kaluthara,2005,6,16,13.5,1
Cyclone,Doctor Road,Colombo,2005,11,21,8.7,1
Cyclone,Nallur,Jaffna,2005,11,24,12.0,1
Cyclone,No 83,Colombo,2005,11,21,8.7,1
Cyclone,Ranajayagama.,Colombo,2005,11,21,8.7,1
Cyclone,Kesbewa(GN),Colombo,2005,8,1,13.2,1
Cyclone,Buttala,Monaragala,2005,9,1,9.8,1
Cyclone,Ingiriya,Kaluthara,2005,4,20,7.3,1
Cyclone,Padukka,Colombo,2005,4,20,7.5,1
Cyclone,Wedikanda(GN),Colombo,2005,10,25,9.8,1
Cyclone,Vihara(GN),Colombo,2005,10,25,9.8,1
Cyclone,Rathmalana West(GN),Colombo,2005,10,24,9.8,1
Cyclone,Rathmalana West(GN),Colombo,2005,5,8,12.0,1
Cyclone,Vihara(GN),Colombo,2005,5,8,12.0,1
Cyclone,Irakkamam 01(GN),Ampara,2005,9,23,7.7,1
Cyclone,Pahala Ellewewa (GN),Polannaruwa,2005,11,11,7.3,1
Cyclone,Ennala(GN),Puttalam,2005,7,26,16.9,0
Cyclone,Asgiriya(GN),Kandy,2005,11,24,6.3,1
Cyclone,Mawathagama,Kurunegala,2005,2,13,8.1,0
Cyclone,Kuliyapitiya West,Kurunegala,2005,9,12,12.6,0
Cyclone,Kuliyapitiya West,Kurunegala,2005,7,27,14.2,0
Cyclone,Kuliyapitiya West,Kurunegala,2005,7,14,14.2,0
Cyclone,Mahawa,Kurunegala,2005,5,2,11.2,0
Cyclone,Rideegama,Kurunegala,2005,3,26,5.7,0
Cyclone,Narammala,Kurunegala,2005,10,26,8.8,0
Cyclone,Ganewatta,Kurunegala,2005,2,8,8.1,0
Cyclone,Mallawapitiya,Kurunegala,2005,3,8,5.7,0
Cyclone,Kuliyapitiya East,Kurunegala,2005,10,26,8.8,0
Cyclone,Wariyapola,Kurunegala,2005,7,27,14.2,0
Cyclone,Kuliyapitiya East,Kurunegala,2005,10,9,8.8,0
Cyclone,Bamunukotuwa,Kurunegala,2005,2,11,8.1,0
Cyclone,Bamunukotuwa,Kurunegala,2005,4,24,5.8,0
Cyclone,Pannala,Kurunegala,2005,7,27,14.2,0
Cyclone,Pannala,Kurunegala,2005,7,26,14.2,0
Cyclone,Pannala,Kurunegala,2005,8,6,13.8,0
Cyclone,Pannala,Kurunegala,2005,11,22,7.5,0
Cyclone,Mawathagama,Kurunegala,2005,5,29,11.2,0
Cyclone,Kuruvita,Ratnapura,2005,3,19,4.1,0
Cyclone,Imbulpe,Ratnapura,2005,11,7,6.1,0
Cyclone,Imbulpe,Ratnapura,2005,9,11,11.2,0
Cyclone,Pannala,Kurunegala,2005,1,20,9.9,0
Cyclone,Polgahawela,Kurunegala,2005,3,8,5.7,0
Cyclone,Polgahawela,Kurunegala,2005,6,10,14.4,0
Cyclone,Alawwa,Kurunegala,2005,11,22,7.5,0
Cyclone,Madampe,Puttalam,2005,10,9,11.0,1
Cyclone,Nivithigala,Ratnapura,2005,7,11,12.5,1
Cyclone,Nivithigala,Ratnapura,2005,8,1,12.1,1
Cyclone,Kuyaoppul,Jaffna,2005,7,29,17.2,0
Cyclone,Nivithigala,Ratnapura,2005,8,31,12.1,1
Cyclone,Padiyathalawa,Ampara,2005,9,24,7.7,1
Cyclone,Moratuwa,Colombo,2005,12,9,10.4,1
Cyclone,Nivithigala,Ratnapura,2005,9,19,11.2,1
Cyclone,Nivithigala,Ratnapura,2005,9,21,11.2,1
Cyclone,Nivithigala,Ratnapura,2005,11,4,6.1,1
Cyclone,Nivithigala,Ratnapura,2005,12,2,6.7,1
Cyclone,Kurunegala,Kurunegala,2005,11,10,7.5,0
Cyclone,Nivithigala,Ratnapura,2005,1,12,6.6,1
Cyclone,Nivithigala,Ratnapura,2005,3,9,4.1,1
Cyclone,Kodayana(GN),Monaragala,2005,6,12,11.3,1
Cyclone,Kodayana(GN),Monaragala,2005,5,10,8.8,1
Cyclone,Karambagoda(GN),Monaragala,2005,8,30,10.9,1
Cyclone,Pahatha Arawa(GN),Monaragala,2005,8,30,10.9,1
Cyclone,Kimbulawela(GN),Monaragala,2005,6,15,11.3,1
Cyclone,Pannalgama(GN),Ampara,2005,9,29,7.7,1
Cyclone,Madawalalanda(GN),Ampara,2005,8,23,8.9,1
Cyclone,Pallegama(GN),Monaragala,2005,12,5,7.7,1
Cyclone,Kodayana(GN),Monaragala,2005,3,22,5.7,1
Cyclone,Imbulpe,Ratnapura,2005,8,3,12.1,0
Cyclone,Imbulpe,Ratnapura,2005,5,29,10.1,0
Cyclone,Imbulpe,Ratnapura,2005,4,24,5.5,0
Cyclone,Imbulpe,Ratnapura,2005,4,18,5.5,0
Cyclone,Gama kumbura south(GN),Badulla,2005,8,28,11.0,0
Cyclone,Imbulpe,Ratnapura,2005,11,7,6.1,1
Cyclone,Eragama,Ampara,2005,12,16,9.1,0
Cyclone,Moragane,Kurunegala,2005,4,14,5.8,0
Cyclone,Eragama,Ampara,2005,9,25,7.7,0
Cyclone,Maliyadewapura,Anuradhapura,2005,6,11,15.7,0
Cyclone,Puttalama East(GN),Puttalam,2005,12,10,12.3,0
Cyclone,Kahathuduwa(GN),Colombo,2005,11,21,8.7,1
Cyclone,Pudukudirippuwa(GN),Puttalam,2005,12,10,12.3,0
Cyclone,Kuruvita,Ratnapura,2005,3,19,4.1,1
Cyclone,Damana,Ampara,2005,8,23,8.9,0
Cyclone,Kumbalgama(GN),Ratnapura,2005,3,8,4.1,0
Cyclone,Belihuloya(GN),Ratnapura,2005,7,11,12.5,0
Cyclone,Helambawewa(GN),Anuradhapura,2005,7,31,15.5,0
Cyclone,Sudarshanagama,Anuradhapura,2005,4,19,6.6,0
Cyclone,Siyambalagaswewa,Anuradhapura,2005,4,19,6.6,0
Cyclone,Navithanveli,Ampara,2005,5,28,7.5,0
Cyclone,Maha Kumbukgollewa(GN),Anuradhapura,2005,6,10,15.7,0
Cyclone,Poonewa(GN),Anuradhapura,2005,6,10,15.7,0
Cyclone,Balangoda,Ratnapura,2005,3,29,4.1,1
Cyclone,Balangoda,Ratnapura,2005,11,20,6.1,1
Cyclone,Sangamam(GN),Ampara,2005,4,7,5.7,1
Cyclone,Kuyaoppul,Jaffna,2005,7,29,17.2,1
Cyclone,Imbulpe,Ratnapura,2005,11,4,6.1,1
Cyclone,Nivithigala,Ratnapura,2005,6,24,12.6,1
Cyclone,Moragane,Kurunegala,2005,7,27,14.2,1
Cyclone,Diyakombala(GN),Badulla,2005,11,28,5.7,0
Cyclone,Imbulpe,Ratnapura,2005,4,18,5.5,1
Cyclone,Nivithigala,Ratnapura,2005,3,9,4.1,0
Cyclone,Nivithigala,Ratnapura,2005,1,12,6.6,0
Cyclone,Nivithigala,Ratnapura,2005,9,21,11.2,0
Cyclone,Nivithigala,Ratnapura,2005,9,19,11.2,0
Cyclone,Nivithigala,Ratnapura,2005,8,1,12.1,0
Cyclone,Nivithigala,Ratnapura,2005,7,11,12.5,0
Cyclone,Nivithigala,Ratnapura,2005,6,24,12.6,0
Cyclone,Nivithigala,Ratnapura,2005,6,10,12.6,0
Cyclone,Imbulpe,Ratnapura,2005,4,24,5.5,1
Cyclone,Norochchola(GN),Puttalam,2005,2,21,10.7,0
Cyclone,Egodagoda(GN),Puttalam,2005,4,9,8.2,0
Cyclone,Kiriella,Ratnapura,2005,5,19,10.1,0
Cyclone,Kiriella,Ratnapura,2005,10,19,8.2,0
Cyclone,Kiriella,Ratnapura,2005,9,17,11.2,0
Cyclone,Kiriella,Ratnapura,2005,3,10,4.1,0
Cyclone,Imbulpe,Ratnapura,2005,5,29,10.1,1
Cyclone,Imbulpe,Ratnapura,2005,8,3,12.1,1
Cyclone,Imbulpe,Ratnapura,2005,9,11,11.2,1
Cyclone,Ralapanawagama(GN),Anuradhapura,2005,9,20,13.6,0
Cyclone,Ulugala(GN)),Badulla,2005,5,13,8.4,1
Cyclone,Yahala arawa(GN,Badulla,2005,5,13,8.4,1
Cyclone,Hangiliella(GN),Badulla,2005,5,13,8.4,1
Cyclone,Imbulpe,Ratnapura,2005,10,29,8.2,1
Cyclone,Nivithigala,Ratnapura,2005,6,10,12.6,1
Cyclone,Nivithigala,Ratnapura,2005,5,2,10.1,1
Cyclone,Ulugala(GN)),Badulla,2005,5,13,8.4,0
Cyclone,Karambagoda(GN),Monaragala,2005,8,30,10.9,0
Cyclone,Pamunuwa(GN),Kandy,2005,7,11,13.2,0
Cyclone,Kalalella(GN),Ratnapura,2005,8,12,12.1,0
Cyclone,Manmunai West(Vavunatheivu),Batticaloa,2005,8,31,11.3,0
Cyclone,Madalagama Colony(GN),Ratnapura,2005,6,9,12.6,0
Cyclone,Madawalalanda(GN),Ampara,2005,8,23,8.9,0
Cyclone,Atakalapanna(GN),Ratnapura,2005,10,15,8.2,0
Cyclone,Weladura(GN),Ratnapura,2005,6,11,12.6,0
Cyclone,Dimbulagala,Polannaruwa,2005,11,11,7.3,1
Cyclone,Dimbulagala,Polannaruwa,2005,11,14,7.3,1
Cyclone,Pannila(GN),Ratnapura,2005,11,30,6.1,0
Cyclone,Weladura(GN),Ratnapura,2005,10,28,8.2,0
Cyclone,Dodampe West(GN),Ratnapura,2005,6,15,12.6,0
Cyclone,Ellawala(GN),Ratnapura,2005,10,19,8.2,0
Cyclone,Kanuggalla(GN),Ratnapura,2005,5,19,10.1,0
Cyclone,Nambuluwa(GN),Ratnapura,2005,10,27,8.2,0
Cyclone,Yainna(GN),Ratnapura,2005,4,9,5.5,0
Cyclone,Centralcamp - 3,Ampara,2005,5,28,7.5,0
Cyclone,Kiranodagama(GN),Ratnapura,2005,4,9,5.5,0
Cyclone,Panapitiya South(GN),Ratnapura,2005,12,2,6.7,0
Cyclone,Yainna(GN),Ratnapura,2005,1,25,6.6,0
Cyclone,Madalagama Colony(GN),Ratnapura,2005,1,20,6.6,0
Cyclone,Gabbela(GN),Ratnapura,2005,12,5,6.7,0
Cyclone,Pallegama(GN),Monaragala,2005,12,5,7.7,0
Cyclone,Navithanveli,Ampara,2005,5,28,7.5,1
Cyclone,Ipalogama,Anuradhapura,2005,5,1,12.1,1
Cyclone,Soranathota,Badulla,2005,12,25,7.1,1
Cyclone,Damana,Ampara,2005,9,29,7.7,1
Cyclone,Panapitiya South(GN),Ratnapura,2005,10,19,8.2,0
Cyclone,Thambuttegama,Anuradhapura,2005,4,29,6.6,1
Cyclone,Kuliyapitiya West,Kurunegala,2005,12,11,9.3,1
Cyclone,Yainna(GN),Ratnapura,2005,12,23,6.7,0
Cyclone,Panapitiya South(GN),Ratnapura,2005,9,8,11.2,0
Cyclone,Panduwasnuwara East,Kurunegala,2005,4,14,5.8,1
Cyclone,Damana,Ampara,2005,8,23,8.9,1
Cyclone,Kirianodagama(GN),Ratnapura,2005,12,20,6.7,0
Cyclone,Rideemaliyadda,Badulla,2005,8,28,11.0,1
Cyclone,Rideemaliyadda,Badulla,2005,11,28,5.7,1
Cyclone,Pavathkodichenai(GN),Batticaloa,2005,8,31,11.3,1
Cyclone,Erakkamam(GN),Ampara,2005,12,16,9.1,0
Cyclone,Gandhi Nagar(GM),Batticaloa,2005,8,31,11.3,1
Cyclone,Unnichchai(GN),Batticaloa,2005,8,31,11.3,1
Cyclone,Viripathanchenai(GN),Ampara,2005,9,25,7.7,0
Cyclone,Viripathanchenai(GN),Ampara,2005,1,14,9.6,0
Cyclone,Thambuttegama,Anuradhapura,2005,7,31,15.5,1
Cyclone,Thambuttegama,Anuradhapura,2005,4,19,6.6,1
Cyclone,Nochchiyagama,Anuradhapura,2005,11,11,8.0,1
Cyclone,Kalalella(GN),Ratnapura,2005,11,15,6.1,0
Cyclone,Nochchiyagama,Anuradhapura,2005,9,20,13.6,1
Cyclone,Medawachchiya,Anuradhapura,2005,10,6,9.3,1
Cyclone,Kodayana(GN),Monaragala,2005,3,22,5.7,0
Cyclone,Balangoda,Ratnapura,2005,9,5,11.2,1
Cyclone,Thamankaduwa,Polannaruwa,2005,10,8,8.3,1
Cyclone,Hatangala(GN),Ratnapura,2005,4,13,5.5,0
Cyclone,Eragama,Ampara,2005,1,14,9.6,1
Cyclone,Eragama,Ampara,2005,9,25,7.7,1
Cyclone,Eragama,Ampara,2005,10,10,6.2,1
Cyclone,Eragama,Ampara,2005,12,16,9.1,1
Cyclone,Kotavehera,Kurunegala,2005,3,9,5.7,1
Cyclone,Weligepola,Ratnapura,2005,6,1,12.6,0
Cyclone,Weligepola,Ratnapura,2005,7,25,12.5,0
Cyclone,Weligepola,Ratnapura,2005,3,21,4.1,0
Cyclone,Weligepola,Ratnapura,2005,4,13,5.5,0
Cyclone,Weligepola,Ratnapura,2005,4,25,5.5,0
Cyclone,Kiriella,Ratnapura,2005,3,10,4.1,1
Cyclone,Centralcamp - 3,Ampara,2005,5,28,7.5,1
Cyclone,4 Salambaikeni - 1,Ampara,2005,5,28,7.5,1
Cyclone,4,Ampara,2005,5,28,7.5,1
Cyclone,Kiriella,Ratnapura,2005,5,24,10.1,1
Cyclone,Kiriella,Ratnapura,2005,9,17,11.2,1
Cyclone,Kiriella,Ratnapura,2005,2,24,5.0,1
Cyclone,Kiriella,Ratnapura,2005,10,19,8.2,1
Cyclone,Kiriella,Ratnapura,2005,6,15,12.6,1
Cyclone,Kiriella,Ratnapura,2005,5,19,10.1,1
Cyclone,Kalpitiya,Puttalam,2005,2,21,10.7,0
Cyclone,Nuwara Eliya,Nuwara Eliya,2005,3,14,4.3,1
Cyclone,Nuwaragam Palatha Central,Anuradhapura,2005,10,16,9.3,1
Cyclone,Ratmalana,Colombo,2005,11,21,8.7,1
Cyclone,Ranwala(GN),Ratnapura,2005,1,6,6.6,0
Cyclone,Kahawatta,Ratnapura,2005,3,9,4.1,0
Cyclone,Kahawatta,Ratnapura,2005,9,5,11.2,0
Cyclone,Bopitigoda(GN),Ratnapura,2005,2,2,5.0,0
Cyclone,Siyambalanduwa,Monaragala,2005,12,6,7.7,0
Cyclone,Siyambalanduwa,Monaragala,2005,8,30,10.9,0
Cyclone,Doloswalakanda(GN),Ratnapura,2005,2,5,5.0,0
Cyclone,Uda Karavita(GN),Ratnapura,2005,2,5,5.0,0
Cyclone,Uda Karavita(GN),Ratnapura,2005,1,8,6.6,0
Cyclone,Delwala(GN),Ratnapura,2005,8,31,12.1,0
Cyclone,Horangala(GN),Ratnapura,2005,4,11,5.5,0
Cyclone,Doloswalakanda(GN),Ratnapura,2005,2,12,5.0,0
Cyclone,Uda Karavita(GN),Ratnapura,2005,2,12,5.0,0
Cyclone,Horangala(GN),Ratnapura,2005,12,1,6.7,0
Cyclone,Delwala(GN),Ratnapura,2005,9,3,11.2,0
Cyclone,Bulathkohupitiya,Kegalle,2005,3,13,3.1,1
Cyclone,Kahawatta,Ratnapura,2005,10,20,8.2,0
Cyclone,Kahawatta,Ratnapura,2005,12,20,6.7,0
Cyclone,Kahawatta,Ratnapura,2005,12,8,6.7,0
Cyclone,Kahawatta,Ratnapura,2005,11,6,6.1,0
Cyclone,Handessa(GN),Kandy,2005,11,20,6.3,1
Cyclone,Pamunuwa(GN),Kandy,2005,7,11,13.2,1
Cyclone,Kurunegala,Kurunegala,2005,11,10,7.5,1
Cyclone,Kahawatta,Ratnapura,2005,11,30,6.1,0
Cyclone,Kahawatta,Ratnapura,2005,10,27,8.2,0
Cyclone,Kahawatta,Ratnapura,2005,9,7,11.2,0
Cyclone,Kahawatta,Ratnapura,2005,2,12,5.0,0
Cyclone,Aluth Wewa East (GN),Polannaruwa,2005,8,10,14.0,0
Cyclone,Thambuttegama,Anuradhapura,2005,11,6,8.0,1
Cyclone,Mahawa,Kurunegala,2005,8,3,13.8,1
Cyclone,Homagama,Colombo,2005,11,21,8.7,1
Cyclone,Pannala,Kurunegala,2005,1,20,9.9,1
Cyclone,Thirukkovil,Ampara,2005,7,4,9.6,1
Cyclone,Alawwa,Kurunegala,2005,4,20,5.8,1
Cyclone,Rideemaliyadda,Badulla,2005,8,28,11.0,0
Cyclone,Meddepola Pahala(GN),Kurunegala,2005,1,20,9.9,0
Cyclone,Diyakombala(GN),Badulla,2005,11,28,5.7,1
Cyclone,Moragane,Kurunegala,2005,4,14,5.8,1
Cyclone,Hiriyalegama,Anuradhapura,2005,11,11,8.0,1
Cyclone,Pannala,Kurunegala,2005,4,21,5.8,1
Cyclone,Pubbiliya(GN),Kurunegala,2005,11,18,7.5,0
Cyclone,Valikamam South -West (Sandili,Jaffna,2005,7,29,17.2,1
Cyclone,Ralapanawagama(GN),Anuradhapura,2005,9,20,13.6,1
Cyclone,Kuliyapitiya West,Kurunegala,2005,9,21,12.6,1
Cyclone,Nochchiyagama(GN),Anuradhapura,2005,9,20,13.6,1
Cyclone,Muruthenge(GN),Kurunegala,2005,10,26,8.8,0
Cyclone,Walpolakanda(GN),Kurunegala,2005,8,3,13.8,0
Cyclone,Ambahera(GN),Kurunegala,2005,4,30,5.8,0
Cyclone,Alawwa,Kurunegala,2005,11,22,7.5,1
Cyclone,Panwewa(GN),Kurunegala,2005,2,5,8.1,0
Cyclone,Alawwa,Kurunegala,2005,11,15,7.5,1
Cyclone,Rideepana(GN),Badulla,2005,12,25,7.1,1
Cyclone,Kuliyapitiya East,Kurunegala,2005,11,22,7.5,1
Cyclone,Siyambalagaswewa,Anuradhapura,2005,4,19,6.6,1
Cyclone,Erakkamam(GN),Ampara,2005,12,16,9.1,1
Cyclone,Ketawalegedara(GN),Kurunegala,2005,7,14,14.2,0
Cyclone,Mawela(GN),Kurunegala,2005,7,27,14.2,0
Cyclone,Kithalawa(GN),Kurunegala,2005,12,9,9.3,0
Cyclone,Hengawa(GN),Kurunegala,2005,4,20,5.8,0
Cyclone,Polgahawela,Kurunegala,2005,1,30,9.9,1
Cyclone,Gama kumbura south(GN),Badulla,2005,8,28,11.0,1
Cyclone,Pannala,Kurunegala,2005,11,22,7.5,1
Cyclone,Uva Paranagama,Badulla,2005,5,13,8.4,1
Cyclone,Nikaweratiya,Kurunegala,2005,7,27,14.2,1
Cyclone,Polgahawela,Kurunegala,2005,3,8,5.7,1
Cyclone,Polgahawela,Kurunegala,2005,6,10,14.4,1
Cyclone,Polgahawela,Kurunegala,2005,10,13,8.8,1
Cyclone,Bamunukotuwa,Kurunegala,2005,4,24,5.8,1
Cyclone,Sudarshanagama,Anuradhapura,2005,4,19,6.6,1
Cyclone,Helambawewa(GN),Anuradhapura,2005,7,31,15.5,1
Cyclone,Miyanadeniya(GN),Ratnapura,2005,3,19,4.1,0
Cyclone,Pahalagama(GN),Ratnapura,2005,3,19,4.1,0
Cyclone,Ovitigama(GN),Ratnapura,2005,3,19,4.1,0
Cyclone,Panwalakumbura(GN),Kurunegala,2005,6,8,14.4,0
Cyclone,Narangoda(GN),Kurunegala,2005,7,26,14.2,0
Cyclone,Mahawa,Kurunegala,2005,5,2,11.2,1
Cyclone,Labbala(GN),Kurunegala,2005,2,11,8.1,0
Cyclone,Ambanpola,Kurunegala,2005,4,15,5.8,1
Cyclone,Irakkamam 5 (GN),Ampara,2005,10,10,6.2,1
Cyclone,Viripathanchenai(GN),Ampara,2005,9,25,7.7,1
Cyclone,Viripathanchenai(GN),Ampara,2005,1,14,9.6,1
Cyclone,Mawathagama,Kurunegala,2005,2,13,8.1,1
Cyclone,Pannala,Kurunegala,2005,11,2,7.5,1
Cyclone,Pannala,Kurunegala,2005,8,6,13.8,1
Cyclone,Pannala,Kurunegala,2005,7,27,14.2,1
Cyclone,Bamunukotuwa,Kurunegala,2005,2,11,8.1,1
Cyclone,Kelimune(GN),Kurunegala,2005,11,2,7.5,0
Cyclone,Kuliyapitiya West,Kurunegala,2005,12,11,9.3,0
Cyclone,Panduwasnuwara East,Kurunegala,2005,4,14,5.8,0
Cyclone,Pannala,Kurunegala,2005,7,26,14.2,1
Cyclone,Wariyapola,Kurunegala,2005,7,27,14.2,1
Cyclone,Pahamuddana,Kurunegala,2005,2,13,8.1,0
Cyclone,Panduwasnuwara East,Kurunegala,2005,7,27,14.2,1
Cyclone,Maha Kumbukgollewa(GN),Anuradhapura,2005,6,10,15.7,1
Cyclone,Kuliyapitiya West,Kurunegala,2005,9,12,12.6,1
Cyclone,Halmillewa(GN),Kurunegala,2005,7,27,14.2,0
Cyclone,Kaduruwela,Polannaruwa,2005,8,10,14.0,0
Cyclone,Ahugoda West(GN),Kurunegala,2005,8,3,13.8,0
Cyclone,Kethsirigama(GN),Ampara,2005,7,20,9.6,0
Cyclone,Thambuttegama,Anuradhapura,2005,7,31,15.5,0
Cyclone,Ekgaloya(GN),Ampara,2005,7,20,9.6,0
Cyclone,Wedinigama(GN),Anuradhapura,2005,1,5,10.0,1
Cyclone,Kuliyapitiya East,Kurunegala,2005,10,26,8.8,1
Cyclone,Kehel Ulla (GN),Ampara,2005,9,24,7.7,0
Cyclone,Soysapura South (GN),Colombo,2005,9,12,12.5,0
Cyclone,Medawachchiya,Anuradhapura,2005,10,6,9.3,0
Cyclone,Mruthagaspitiya(GN),Ampara,2005,2,5,8.2,0
Cyclone,Mallawapitiya,Kurunegala,2005,3,8,5.7,1
Cyclone,Panduwasnuwara East,Kurunegala,2005,7,27,14.2,0
Cyclone,Thelbedda (GN),Badulla,2005,5,27,8.4,0
Cyclone,Imbulgoda(GN),Kurunegala,2005,10,6,8.8,0
Cyclone,Horawala (GN),Kaluthara,2005,12,3,8.2,0
Cyclone,Medagampola(GN),Kurunegala,2005,11,22,7.5,0
Cyclone,Nungamuwa Pahala(GN),Kurunegala,2005,11,15,7.5,0
Cyclone,Kureepotta(GN),Kurunegala,2005,1,30,9.9,0
Cyclone,Dimbulagala,Polannaruwa,2005,11,11,7.3,0
Cyclone,Dimbulagala,Polannaruwa,2005,11,14,7.3,0
Cyclone,Ganewatta,Kurunegala,2005,2,8,8.1,1
Cyclone,Weerambugedara,Kurunegala,2005,4,30,5.8,1
Cyclone,Thamankaduwa,Polannaruwa,2005,10,8,8.3,0
Cyclone,Narammala,Kurunegala,2005,10,26,8.8,1
Cyclone,Rideegama,Kurunegala,2005,3,26,5.7,1
Cyclone,Tammennawa(GN),Anuradhapura,2005,4,29,6.6,1
Cyclone,Kuliyapitiya West,Kurunegala,2005,7,14,14.2,1
Cyclone,Badugama (GN),Kaluthara,2005,12,3,8.2,0
Cyclone,Kobeigane,Kurunegala,2005,11,18,7.5,1
Cyclone,Kuliyapitiya West,Kurunegala,2005,7,27,14.2,1
Cyclone,Badulla,Badulla,2005,5,27,8.4,1
Cyclone,Punehela(GN),Kegalle,2005,3,13,3.1,0
Cyclone,Mathugama,Kaluthara,2005,3,12,5.4,1
Cyclone,Pannala,Kurunegala,2005,4,20,5.8,1
Cyclone,Balangoda(GN),Ratnapura,2005,5,9,10.1,0
Cyclone,Moratuwa,Colombo,2005,10,24,9.8,1
Cyclone,Moratuwa,Colombo,2005,12,13,10.4,1
Cyclone,Mawathagama,Kurunegala,2005,5,29,11.2,1
Cyclone,Poonewa(GN),Anuradhapura,2005,6,10,15.7,1
Cyclone,Kuliyapitiya East,Kurunegala,2005,10,9,8.8,1
Cyclone,Ketawalegedara (GN),Kurunegala,2005,11,12,7.5,1
Cyclone,Rangalla(GN),Kegalle,2005,3,13,3.1,0
Cyclone,Malwana(GN),Kurunegala,2005,7,27,14.2,0
Cyclone,Dayagama,Nuwara Eliya,2005,3,14,4.3,0
Cyclone,Nevimiyar Ihala(GN),Kegalle,2005,3,13,3.1,0
Cyclone,Maliyadewapura,Anuradhapura,2005,6,11,15.7,1
Cyclone,Pahamunupanna(GN),Ratnapura,2006,7,11,12.5,1
Cyclone,Gabbela(GN),Ratnapura,2006,7,11,12.5,1
Cyclone,Doluwa,Kandy,2006,11,19,6.3,1
Cyclone,Udapalatha,Kandy,2006,6,23,13.3,1
Cyclone,Pahamunupanna(GN),Ratnapura,2006,11,23,6.1,1
Cyclone,Bungiriya(GN),Ratnapura,2006,10,15,8.2,1
Cyclone,Kalalella(GN),Ratnapura,2006,10,25,8.2,1
Cyclone,Yainna(GN),Ratnapura,2006,10,15,8.2,1
Cyclone,Medadumbara,Kandy,2006,4,30,4.8,1
Cyclone,Pahamunupanna(GN),Ratnapura,2006,11,18,6.1,1
Cyclone,Atakalapanna(GN),Ratnapura,2006,11,18,6.1,1
Cyclone,Panapitiya North(GN),Ratnapura,2006,3,8,4.1,1
