Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Day,Rainfall(mm),Wind Speed(mph)
STRONG WIND,9,9001,009001024,Alupotha(GN),Ratnapura,2007-08-15,2007,8,15,300.6,12.1
STRONG WIND,9,9001,009001024,Pelmadulla Town(GN),Ratnapura,2007-08-20,2007,8,20,300.6,12.1
STRONG WIND,9,9001,009001024,Kattange(GN),Ratnapura,2007-08-27,2007,8,27,300.6,12.1
STRONG WIND,9,9001,009001024,Kahahengama(GN),Ratnapura,2007-08-20,2007,8,20,300.6,12.1
LANDSLIDE,9,9001,009001012,Thiriwanaketiya(GN),Ratnapura,2004-04-27,2004,4,27,517.6,5.5
STRONG WIND,9,9001,009001045,Elamalpe(GN),Ratnapura,2002-10-25,2002,10,25,561.4,8.2
STRONG WIND,9,9001,009001045,Kongasthenna(GN),Ratnapura,2003-04-15,2003,4,15,517.6,5.5
STRONG WIND,9,9001,009001045,Hatangala(GN),Ratnapura,2003-05-21,2003,5,21,473.2,10.1
ROCK FALL,9,9001,009001045,Uda Ranwala(GN),Ratnapura,2003-04-20,2003,4,20,517.6,5.5
STRONG WIND,9,9001,009001045,Galgodagama(GN),Ratnapura,2003-12-09,2003,12,9,348.0,6.7
STRONG WIND,9,9001,009001045,Handagiriya(GN),Ratnapura,2003-05-10,2003,5,10,473.2,10.1
STRONG WIND,9,9001,009001045,Handagiriya(GN),Ratnapura,2003-06-10,2003,6,10,300.3,12.6
STRONG WIND,9,9001,009001045,Bopitigoda(GN),Ratnapura,2004-04-14,2004,4,14,517.6,5.5
STRONG WIND,9,9001,009001045,Bopitigoda(GN),Ratnapura,2005-02-02,2005,2,2,241.0,5.0
STRONG WIND,9,9001,009001045,Ilukkumbura(GN),Ratnapura,2005-04-25,2005,4,25,517.6,5.5
STRONG WIND,9,9001,009001045,Hatangala(GN),Ratnapura,2005-04-13,2005,4,13,517.6,5.5
STRONG WIND,9,9001,009001045,Udaranwala(GN),Ratnapura,2005-03-20,2005,3,20,273.9,4.1
STRONG WIND,9,9001,009001045,Uda Gangoda(GN),Ratnapura,2005-03-21,2005,3,21,273.9,4.1
STRONG WIND,9,9001,009001045,Weligepala(GN),Ratnapura,2005-07-25,2005,7,25,291.0,12.5
STRONG WIND,9,9001,009001045,Ranwala(GN),Ratnapura,2005-01-06,2005,1,6,195.0,6.6
STRONG WIND,9,9001,009001045,Handagiriya(GN),Ratnapura,2006-10-05,2006,10,5,561.4,8.2
STRONG WIND,9,9001,009001045,Hatangala(GN),Ratnapura,2008-03-20,2008,3,20,273.9,4.1
LAND SUBSIDENCE,9,9001,009001045,Kottimbulwala(GN),Ratnapura,2008-07-04,2008,7,4,291.0,12.5
STRONG WIND,9,9001,009001045,Weligepala(GN),Ratnapura,2008-08-06,2008,8,6,300.6,12.1
STRONG WIND,9,9001,009001045,Thalagaskanda(GN),Ratnapura,2008-10-18,2008,10,18,561.4,8.2
STRONG WIND,9,9001,009001045,Ammaduwa(GN),Ratnapura,2009-04-06,2009,4,6,517.6,5.5
STRONG WIND,9,9001,009001045,Panana(GN),Ratnapura,2009-05-19,2009,5,19,473.2,10.1
STRONG WIND,9,9001,009001045,Udaranwala(GN),Ratnapura,2009-01-07,2009,1,7,195.0,6.6
STRONG WIND,9,9001,009001045,Badullegama(GN),Ratnapura,2008-01-08,2008,1,8,195.0,6.6
STRONG WIND,9,9001,009001045,Paragahamaditta(GN),Ratnapura,2003-05-21,2003,5,21,473.2,10.1
STRONG WIND,9,9001,009001045,Ammaduwa(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001045,Galgodagama(GN),Ratnapura,2007-03-01,2007,3,1,273.9,4.1
STRONG WIND,9,9001,009001045,Panana(GN),Ratnapura,2007-01-29,2007,1,29,195.0,6.6
STRONG WIND,9,9001,009001045,Belimaliyedda(GN),Ratnapura,2007-06-24,2007,6,24,300.3,12.6
STRONG WIND,9,9001,009001045,Bopitigoda(GN),Ratnapura,2007-03-07,2007,3,7,273.9,4.1
STRONG WIND,9,9001,009001045,Ilukkumbura(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001045,Handagiriya(GN),Ratnapura,2000-10-07,2000,10,7,561.4,8.2
STRONG WIND,9,9001,009001045,Udangoda(GN),Ratnapura,2007-07-16,2007,7,16,291.0,12.5
STRONG WIND,9,9001,009001045,Udangoda(GN),Ratnapura,2007-10-07,2007,10,7,561.4,8.2
STRONG WIND,9,9001,009001045,Urawala(GN),Ratnapura,2007-10-08,2007,10,8,561.4,8.2
FLOOD,9,9001,009001051,Kolonna(GN),Ratnapura,2005-12-05,2005,12,5,348.0,6.7
FLOOD,9,9001,009001051,Ereporuwa(GN),Ratnapura,2007-10-05,2007,10,5,561.4,8.2
FLOOD,9,9001,009001051,Walakada(GN),Ratnapura,2006-12-05,2006,12,5,348.0,6.7
FLOOD,9,9001,009001051,Kella(GN),Ratnapura,2005-12-05,2005,12,5,348.0,6.7
LANDSLIDE,9,9001,009001051,Henegoda(GN),Ratnapura,2005-12-05,2005,12,5,348.0,6.7
FLOOD,9,9001,009001051,Omalpe(GN),Ratnapura,2006-05-04,2006,5,4,473.2,10.1
FLOOD,9,9001,009001051,Ittakanda(GN),Ratnapura,2005-12-05,2005,12,5,348.0,6.7
FLOOD,9,9001,009001051,Poddana(GN),Ratnapura,2005-12-05,2005,12,5,348.0,6.7
FLOOD,9,9001,009001051,Habbeliara(GN),Ratnapura,2006-11-03,2006,11,3,547.8,6.1
FLOOD,9,9001,009001051,Pupulaketiya(GN),Ratnapura,2006-11-03,2006,11,3,547.8,6.1
FLOOD,9,9001,009001051,Dorapane(GN),Ratnapura,2001-07-20,2001,7,20,291.0,12.5
FLOOD,9,9001,009001051,Maduwanwela(GN),Ratnapura,2006-12-05,2006,12,5,348.0,6.7
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2008-07-25,2008,7,25,291.0,12.5
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2008-07-11,2008,7,11,291.0,12.5
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2008-07-10,2008,7,10,291.0,12.5
STRONG WIND,9,9001,009001039,Nambuluwa(GN),Ratnapura,2008-06-28,2008,6,28,300.3,12.6
STRONG WIND,9,9001,009001039,Nugawela East(GN),Ratnapura,2008-03-20,2008,3,20,273.9,4.1
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2009-02-27,2009,2,27,241.0,5.0
STRONG WIND,9,9001,009001039,Uda Hawpe(GN),Ratnapura,2009-01-19,2009,1,19,195.0,6.6
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2007-06-25,2007,6,25,300.3,12.6
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2008-02-20,2008,2,20,241.0,5.0
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2008-07-23,2008,7,23,291.0,12.5
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2008-11-07,2008,11,7,547.8,6.1
STRONG WIND,9,9001,009001039,Nambuluwa(GN),Ratnapura,2007-10-12,2007,10,12,561.4,8.2
STRONG WIND,9,9001,009001039,Nambuluwa(GN),Ratnapura,2007-04-29,2007,4,29,517.6,5.5
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2008-07-22,2008,7,22,291.0,12.5
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2008-04-15,2008,4,15,517.6,5.5
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2007-12-30,2007,12,30,348.0,6.7
ROCK FALL,9,9001,009001039,Weladura(GN),Ratnapura,2008-09-16,2008,9,16,353.5,11.2
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2008-04-15,2008,4,15,517.6,5.5
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2008-06-02,2008,6,2,300.3,12.6
STRONG WIND,9,9001,009001039,Weladura(GN),Ratnapura,2008-06-13,2008,6,13,300.3,12.6
STRONG WIND,9,9001,009001039,Panapitiya North(GN),Ratnapura,2008-08-19,2008,8,19,300.6,12.1
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2008-07-23,2008,7,23,291.0,12.5
STRONG WIND,9,9001,009001039,Nugawela East(GN),Ratnapura,2009-07-04,2009,7,4,291.0,12.5
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2008-06-09,2008,6,9,300.3,12.6
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2006-11-24,2006,11,24,547.8,6.1
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2007-01-15,2007,1,15,195.0,6.6
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2006-01-12,2006,1,12,195.0,6.6
STRONG WIND,9,9001,009001039,Madalagama Colony(GN),Ratnapura,2006-12-26,2006,12,26,348.0,6.7
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2007-06-01,2007,6,1,300.3,12.6
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2007-09-28,2007,9,28,353.5,11.2
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2006-01-12,2006,1,12,195.0,6.6
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2006-12-18,2006,12,18,348.0,6.7
STRONG WIND,9,9001,009001039,Miyanavita West(GN),Ratnapura,2007-12-01,2007,12,1,348.0,6.7
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2007-01-09,2007,1,9,195.0,6.6
STRONG WIND,9,9001,009001039,Endana(GN),Ratnapura,2007-06-20,2007,6,20,300.3,12.6
STRONG WIND,9,9001,009001039,Pannila(GN),Ratnapura,2006-11-16,2006,11,16,547.8,6.1
STRONG WIND,9,9001,009001039,Nabuluwa(GN),Ratnapura,2007-09-22,2007,9,22,353.5,11.2
STRONG WIND,9,9001,009001039,Nambuluwa(GN),Ratnapura,2007-02-25,2007,2,25,241.0,5.0
STRONG WIND,9,9001,009001039,Nambuluwa(GN),Ratnapura,2006-11-22,2006,11,22,547.8,6.1
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2006-12-11,2006,12,11,348.0,6.7
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2007-09-18,2007,9,18,353.5,11.2
STRONG WIND,9,9001,009001039,Weladura(GN),Ratnapura,2007-05-07,2007,5,7,473.2,10.1
STRONG WIND,9,9001,009001039,Miyanavita East(GN),Ratnapura,2008-06-01,2008,6,1,300.3,12.6
STRONG WIND,9,9001,009001039,Weladura(GN),Ratnapura,2004-10-19,2004,10,19,561.4,8.2
STRONG WIND,9,9001,009001039,Bungiriya(GN),Ratnapura,2004-04-08,2004,4,8,517.6,5.5
STRONG WIND,9,9001,009001039,Bungiriya(GN),Ratnapura,2004-03-01,2004,3,1,273.9,4.1
STRONG WIND,9,9001,009001039,Uda Hawpe(GN),Ratnapura,2004-07-29,2004,7,29,291.0,12.5
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2004-09-30,2004,9,30,353.5,11.2
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2004-10-18,2004,10,18,561.4,8.2
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2006-04-06,2006,4,6,517.6,5.5
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2004-07-28,2004,7,28,291.0,12.5
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2004-07-10,2004,7,10,291.0,12.5
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2004-12-12,2004,12,12,348.0,6.7
STRONG WIND,9,9001,009001039,Pahamunupanna(GN),Ratnapura,2004-03-12,2004,3,12,273.9,4.1
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2004-10-13,2004,10,13,561.4,8.2
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2004-05-10,2004,5,10,473.2,10.1
STRONG WIND,9,9001,009001039,Nugawela East(GN),Ratnapura,2004-10-23,2004,10,23,561.4,8.2
STRONG WIND,9,9001,009001039,Udahawpe(GN),Ratnapura,2004-09-20,2004,9,20,353.5,11.2
STRONG WIND,9,9001,009001039,Nugawela East(GN),Ratnapura,2005-03-20,2005,3,20,273.9,4.1
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2005-12-05,2005,12,5,348.0,6.7
STRONG WIND,9,9001,009001039,Madalagama Colony(GN),Ratnapura,2005-01-20,2005,1,20,195.0,6.6
STRONG WIND,9,9001,009001039,Madalagama Colony(GN),Ratnapura,2004-12-24,2004,12,24,348.0,6.7
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2005-09-03,2005,9,3,353.5,11.2
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2005-01-25,2005,1,25,195.0,6.6
STRONG WIND,9,9001,009001039,Panapitiya North(GN),Ratnapura,2004-03-12,2004,3,12,273.9,4.1
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2005-12-02,2005,12,2,348.0,6.7
STRONG WIND,9,9001,009001039,Bungiriya(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
STRONG WIND,9,9001,009001039,Bungiriya(GN),Ratnapura,2004-12-23,2004,12,23,348.0,6.7
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2005-04-09,2005,4,9,517.6,5.5
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2006-04-09,2006,4,9,517.6,5.5
STRONG WIND,9,9001,009001039,Madalagama Colony(GN),Ratnapura,2005-07-09,2005,7,9,291.0,12.5
STRONG WIND,9,9001,009001039,Kiranodagama(GN),Ratnapura,2005-04-09,2005,4,9,517.6,5.5
STRONG WIND,9,9001,009001039,Panapitiya North(GN),Ratnapura,2005-09-20,2005,9,20,353.5,11.2
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2005-04-09,2005,4,9,517.6,5.5
STRONG WIND,9,9001,009001039,Nambuluwa(GN),Ratnapura,2005-10-27,2005,10,27,561.4,8.2
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2005-11-20,2005,11,20,547.8,6.1
STRONG WIND,9,9001,009001039,Weladura(GN),Ratnapura,2005-10-28,2005,10,28,561.4,8.2
STRONG WIND,9,9001,009001039,Pannila(GN),Ratnapura,2005-11-30,2005,11,30,547.8,6.1
STRONG WIND,9,9001,009001039,Weladura(GN),Ratnapura,2005-06-11,2005,6,11,300.3,12.6
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2005-10-15,2005,10,15,561.4,8.2
STRONG WIND,9,9001,009001039,Madalagama Colony(GN),Ratnapura,2005-06-09,2005,6,9,300.3,12.6
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2005-12-21,2005,12,21,348.0,6.7
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2006-10-01,2006,10,1,561.4,8.2
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2005-08-12,2005,8,12,300.6,12.1
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2006-02-01,2006,2,1,241.0,5.0
STRONG WIND,9,9001,009001039,Kalalella(GN),Ratnapura,2005-11-15,2005,11,15,547.8,6.1
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2005-12-23,2005,12,23,348.0,6.7
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2005-10-28,2005,10,28,561.4,8.2
STRONG WIND,9,9001,009001039,Nugawela West(GN),Ratnapura,2006-01-13,2006,1,13,195.0,6.6
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2006-08-02,2006,8,2,300.6,12.1
STRONG WIND,9,9001,009001033,Kalalella(GN),Ratnapura,2006-02-11,2006,2,11,241.0,5.0
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2005-10-19,2005,10,19,561.4,8.2
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2005-09-08,2005,9,8,353.5,11.2
STRONG WIND,9,9001,009001039,Nabuluwa(GN),Ratnapura,2006-02-03,2006,2,3,241.0,5.0
STRONG WIND,9,9001,009001039,Kirianodagama(GN),Ratnapura,2005-12-20,2005,12,20,348.0,6.7
STRONG WIND,9,9001,009001039,Nugawela East(GN),Ratnapura,2006-05-26,2006,5,26,473.2,10.1
STRONG WIND,9,9001,009001039,Pannila(GN),Ratnapura,2005-10-20,2005,10,20,561.4,8.2
STRONG WIND,9,9001,009001039,Panapitiya South(GN),Ratnapura,2006-05-28,2006,5,28,473.2,10.1
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2006-01-03,2006,1,3,195.0,6.6
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2006-02-01,2006,2,1,241.0,5.0
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2006-01-28,2006,1,28,195.0,6.6
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2006-06-03,2006,6,3,300.3,12.6
STRONG WIND,9,9001,009001039,Madalagama Colony(GN),Ratnapura,2004-06-05,2004,6,5,300.3,12.6
STRONG WIND,9,9001,009001039,Madalagama Colony(GN),Ratnapura,2004-06-16,2004,6,16,300.3,12.6
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2004-05-30,2004,5,30,473.2,10.1
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2004-02-06,2004,2,6,241.0,5.0
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2004-10-06,2004,10,6,561.4,8.2
STRONG WIND,9,9001,009001039,Yainna(GN),Ratnapura,2004-06-30,2004,6,30,300.3,12.6
STRONG WIND,9,9001,009001039,Nugawela East(GN),Ratnapura,2004-02-06,2004,2,6,241.0,5.0
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2004-04-07,2004,4,7,517.6,5.5
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2004-03-06,2004,3,6,273.9,4.1
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2003-10-30,2003,10,30,561.4,8.2
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2003-05-17,2003,5,17,473.2,10.1
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2003-05-16,2003,5,16,473.2,10.1
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2003-08-20,2003,8,20,300.6,12.1
STRONG WIND,9,9001,009001039,Gabbela(GN),Ratnapura,2004-08-07,2004,8,7,300.6,12.1
STRONG WIND,9,9001,009001039,Atakalapanna(GN),Ratnapura,2004-11-05,2004,11,5,547.8,6.1
FLOOD,9,9001,009001024,Denawaka Pathakada(GN),Ratnapura,2003-05-17,2003,5,17,473.2,10.1
FLOOD,9,9001,009001024,Dombagasvinna(GN),Ratnapura,2009-02-12,2009,2,12,241.0,5.0
FLOOD,9,9001,009001024,Godagama(GN),Ratnapura,2003-05-17,2003,5,17,473.2,10.1
FLOOD,9,9001,009001024,Godagama(GN),Ratnapura,2009-11-30,2009,11,30,547.8,6.1
STRONG WIND,9,9001,009001006,Medagama(GN),Ratnapura,2007-04-23,2007,4,23,517.6,5.5
STRONG WIND,9,9001,009001006,Ihalagama(GN),Ratnapura,2007-04-23,2007,4,23,517.6,5.5
STRONG WIND,9,9001,009001006,Millavitiya(GN),Ratnapura,2007-04-23,2007,4,23,517.6,5.5
STRONG WIND,9,9001,009001006,Kandagoda(GN),Ratnapura,2007-04-23,2007,4,23,517.6,5.5
STRONG WIND,9,9001,009001006,Theppanawa Pahalagama(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Kosgoda(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Iahalagama(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Kithulpe(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Pahala Kuruvita(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Pathagama(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Thalavitiya(GN),Ratnapura,2006-06-21,2006,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Lassakanda(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001006,Udakada(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
FLOOD,9,9001,009001006,Medagama(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Ihalagama(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Kosgoda(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Kahengama West(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Ovitigama(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Galukagama(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Miyanadeniya(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Pahalagama(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Kahengama(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Pussella(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Kithulpe(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Kandangoda South(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Kiragala(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Pathagama(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001006,Kuruvita(GN),Ratnapura,2003-05-31,2003,5,31,473.2,10.1
FLOOD,9,9001,009001039,Yainna(GN),Ratnapura,2003-05-17,2003,5,17,473.2,10.1
FLOOD,9,9001,009001024,Denawaka Pathakada(GN),Ratnapura,2005-10-05,2005,10,5,561.4,8.2
FLOOD,9,9001,009001024,Rilhena(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Narangoda(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Gonakumbura(GN),Ratnapura,2005-07-01,2005,7,1,291.0,12.5
FLOOD,9,9001,009001024,Poronuwa(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Pahala Hakamuwa(GN),Ratnapura,2005-07-09,2005,7,9,291.0,12.5
FLOOD,9,9001,009001024,Kapuhenthota(GN),Ratnapura,2005-09-15,2005,9,15,353.5,11.2
FLOOD,9,9001,009001024,Welimaluwa(GN),Ratnapura,2005-08-09,2005,8,9,300.6,12.1
FLOOD,9,9001,009001024,Marapana(GN),Ratnapura,2005-08-09,2005,8,9,300.6,12.1
FLOOD,9,9001,009001024,Sannasgama(GN),Ratnapura,2005-07-09,2005,7,9,291.0,12.5
FLOOD,9,9001,009001024,Pelmadullagama(GN),Ratnapura,2005-08-20,2005,8,20,300.6,12.1
FLOOD,9,9001,009001024,Halpawala(GN),Ratnapura,2005-03-03,2005,3,3,273.9,4.1
FLOOD,9,9001,009001024,Bopetta(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Morathota(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Porottakanda(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Dombagasvinna(GN),Ratnapura,2005-09-21,2005,9,21,353.5,11.2
FLOOD,9,9001,009001024,Ihala Bopitiya(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Pelmadulla Town(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
FLOOD,9,9001,009001024,Pahala Bopitiya(GN),Ratnapura,2005-05-09,2005,5,9,473.2,10.1
STRONG WIND,9,9001,009001012,Samagipura(GN),Ratnapura,2007-05-21,2007,5,21,473.2,10.1
STRONG WIND,9,9001,009001012,Godigamuwa(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Amunuthenna(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Mapalana(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Sri Palabaddala(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Ratnapura Town(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Galabada(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Balakotunna(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Gurubevilagama(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Kahangama(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Amuthagoda(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
STRONG WIND,9,9001,009001012,Ellagedara(GN),Ratnapura,2007-06-21,2007,6,21,300.3,12.6
FLOOD,9,9001,009001012,Pagoda(GN),Ratnapura,2008-04-28,2008,4,28,517.6,5.5
STRONG WIND,9,9001,009001012,Batugedara(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001012,Rathgama(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Kospelavinna(Gn),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Pagoda(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Balakotunna(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Gurubevilagama(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Ketaliyampalla(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
LANDSLIDE,1,1003,001003036,Morapitiya(GN)/ Diganna(GN),Kaluthara,2008-01-06,2008,1,6,58.4,7.7
GALE,1,1003,001003018,Gungamuwa (GN),Kaluthara,2008-09-03,2008,9,3,111.8,12.2
STRONG WIND,1,1003,001003039,Ittepana,Kaluthara,2008-07-12,2008,7,12,66.0,13.2
STRONG WIND,1,1003,001003039,Galatara,Kaluthara,2008-07-12,2008,7,12,66.0,13.2
LANDSLIDE,1,1003,001003012,Mahagama(GN),Kaluthara,2008-01-05,2008,1,5,58.4,7.7
GALE,8,8002,008002012,Siyambalanduwa(GN),Monaragala,2000-08-23,2000,8,23,118.0,10.9
GALE,8,8002,008002012,Wattegama(GN),Monaragala,2000-08-23,2000,8,23,118.0,10.9
GALE,8,8002,008002012,Ambagahapitiya(GN),Monaragala,2000-04-09,2000,4,9,182.0,5.3
GALE,8,8002,008002012,Buddama(GN),Monaragala,2000-11-09,2000,11,9,334.0,6.1
