Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Day,Rainfall(mm),Wind Speed(mph)
GALE,9,9001,009001018,Thotupalathenna(GN),Ratnapura,2008-10-10,2008,10,10,561.4,8.2
GALE,9,9001,009001018,Mawela(GN),Ratnapura,2008-10-10,2008,10,10,561.4,8.2
GALE,9,9001,009001018,Damahana(GN),Ratnapura,2008-10-10,2008,10,10,561.4,8.2
STRONG WIND,9,9001,009001051,Kolonna(GN),Ratnapura,2008-07-23,2008,7,23,291.0,12.5
STRONG WIND,9,9001,009001051,Buthkanda(GN),Ratnapura,2008-07-23,2008,7,23,291.0,12.5
STRONG WIND,9,9001,009001051,Ereporuwa(GN),Ratnapura,2008-07-23,2008,7,23,291.0,12.5
STRONG WIND,9,9001,009001051,Kella(GN),Ratnapura,2008-07-23,2008,7,23,291.0,12.5
STRONG WIND,9,9001,009001051,Kumburugamuwa(GN),Ratnapura,2008-07-23,2008,7,23,291.0,12.5
FLOOD,9,9001,009001030,Udugala(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001030,Udugala North(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001030,Pallekada(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001030,Galathura(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001030,Pahala Galathura(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001030,Madabaddara(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001030,Ketepola(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Thaqpassarakanda(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Pitigalakanda(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Kukulegama South(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Meepagama(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Weddagala West(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Weddagala East(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Kukulegama North(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Jathuwangoda(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Koswatta(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Dawulagama(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Kalawana West(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Thuduwa(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001033,Kodippilikanda(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Kahawatta(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Dambuluwana(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Raddella(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Haldola(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Samangama(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Karanagoda(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Dellabada(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Amuwala(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Kotamulla(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Hangamuwa(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Magurugoda(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Palawela(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Batakada(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Elapatha(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001027,Pallegedara(GN),Ratnapura,2008-07-18,2008,7,18,291.0,12.5
FLOOD,9,9001,009001003,Napawala(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001003,Uduwaka(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001003,Haldoowa(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001003,Nedurana(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001003,Pahalagama East(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001003,Asgangula North(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001003,Kalatuwawa(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001003,Karandana West(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001003,Sirisamanpura(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001003,Divurumpitiya(GN),Ratnapura,2008-05-30,2008,5,30,473.2,10.1
FLOOD,9,9001,009001033,Thapassarakanda(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Wembiyagoda(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Pitigalakanda(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Kukulegama South(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Meepagama(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Wewelkandura(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Wewagama(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Hangarangala(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Weddagala West(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Weddagala East(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Wathurawa(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Rambuka(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Kukulegama North(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Jathuwangoda(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Koswatta(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Dawulagama(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Kalawana West(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Samanpura(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Hapugoda(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Kuduwa(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Kudumeeriya(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Gangalagamuwa(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Kalawana East(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Delgoda West(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Delgoda East(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
FLOOD,9,9001,009001033,Ilumbakanda(GN),Ratnapura,2008-05-31,2008,5,31,473.2,10.1
STRONG WIND,9,9001,009001024,Marapana(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001024,Pottakanda(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001024,Ihala Hakamuwa(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001024,Pahala Hakamuwa(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Ethoya(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Mudduwa(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Mudduwa East(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Muwagama(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Batugedara(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Angammana(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Thiriwanaketiya(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Ratnapura Town(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
STRONG WIND,9,9001,009001012,Rathnapura Town North(GN),Ratnapura,2009-02-24,2009,2,24,241.0,5.0
FLOOD,9,9001,009001027,Niriella(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001027,Haldola(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001027,Raddella(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001027,Karangoda(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001027,Palawela(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001027,Batakada(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001027,Hangamuwa(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001027,Kahawatta(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001030,Udugala(GN),Ratnapura,2009-09-16,2009,9,16,353.5,11.2
FLOOD,9,9001,009001030,Udugala North(GN),Ratnapura,2009-09-16,2009,9,16,353.5,11.2
FLOOD,9,9001,009001030,Pimbura(GN),Ratnapura,2009-09-16,2009,9,16,353.5,11.2
FLOOD,9,9001,009001030,Nikagoda(GN),Ratnapura,2009-09-16,2009,9,16,353.5,11.2
GALE,9,9001,009001036,Doloswala(GN),Ratnapura,2009-03-23,2009,3,23,273.9,4.1
GALE,9,9001,009001036,Halkandaliya(GN),Ratnapura,2009-03-23,2009,3,23,273.9,4.1
STRONG WIND,9,9001,009001006,Walandura(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001006,Nadukaradeniya(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001006,Kosgoda(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001006,Kahengama(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001006,Pussella(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001006,Kuruvita(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001012,Ellegedara(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001012,Amuthagoda(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001012,Malangama(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001012,New Town(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001012,Embuldeniya(GN),Ratnapura,2009-04-26,2009,4,26,517.6,5.5
STRONG WIND,9,9001,009001015,Karagasthalawa(GN),Ratnapura,2009-05-25,2009,5,25,473.2,10.1
STRONG WIND,6,6002,006002009,Saliyawewa(GN),Puttalam,2007-04-14,2007,4,14,146.7,8.2
STRONG WIND,6,6002,006002033,Weralabada South(GN),Puttalam,2006-05-29,2006,5,29,179.8,14.2
STRONG WIND,6,6002,006002033,Alutwatta(GN),Puttalam,2006-05-29,2006,5,29,179.8,14.2
FLOOD,6,6002,006002045,Aluttota(GN),Puttalam,2005-11-21,2005,11,21,345.4,10.1
FLOOD,6,6002,006002045,Waikkala(GN),Puttalam,2005-11-21,2005,11,21,345.4,10.1
COASTLINE,6,6002,006002042,Meda Pahala Katuneriya(GN),Puttalam,2006-05-19,2006,5,19,179.8,14.2
FLOOD,6,6002,006002018,Pulichchakulama(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Tharakudivilluwa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Kattakaduwa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Poonapitiya(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Sinapaduwa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Kottanthievu(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Palli Wasalpaduwa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Pokuruwatawana(GN,Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Sameeragama(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Kadayamotai(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Mukkuthoduwawa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Kandathoduwawa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Kanamulla North(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Kanamulla South(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Viruthodai(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Welusumanapura(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Weerapura(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Madurankuliya(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
STRONG WIND,2,2003,002003012,Glasgow(GN),Nuwara Eliya,2007-12-06,2007,12,6,235.0,7.0
FLOOD,2,2003,002003012,Weverly(GN),Nuwara Eliya,2007-12-18,2007,12,18,235.0,7.0
FLOOD,2,2003,002003012,Sammerset(GN),Nuwara Eliya,2006-05-25,2006,5,25,217.0,8.9
STRONG WIND,2,2003,002003012,Dayagama East (GN),Nuwara Eliya,2007-06-13,2007,6,13,179.0,12.1
FLOOD,6,6002,006002018,Pubudugama(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Puludiviyal(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Mundalama(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Kudirippuwa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Mangala Eliya(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Nawadamkulama(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Palasola(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Nallandaluwa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Uduppuwa(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,6,6002,006002018,Adimune(GN),Puttalam,2008-10-21,2008,10,21,320.7,11.0
FLOOD,1,1001,001001024,Welikanda east(GN),Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,1,1001,001001024,Welikanda north(GN),Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,3,3003,003003012,Samodagama(GN),Hambantota,2008-11-29,2008,11,29,237.0,7.3
FLOOD,1,1003,001003003,Molligoda South(GN),Kaluthara,2009-11-17,2009,11,17,218.4,7.9
LANDSLIDE,1,1003,001003024,Near The (No.63,Kaluthara,2009-11-17,2009,11,17,218.4,7.9
LANDSLIDE,1,1003,001003024,Samad Mawatha)House,Kaluthara,2009-11-17,2009,11,17,218.4,7.9
LANDSLIDE,1,1003,001003024,Kotapitiya(GN),Kaluthara,2009-11-17,2009,11,17,218.4,7.9
LANDSLIDE,1,1003,001003021,Alwiswatta(GN),Kaluthara,2009-11-17,2009,11,17,218.4,7.9
STRONG WIND,1,1001,001001027,Thimbirigasyaya,Colombo,2009-10-31,2009,10,31,369.0,9.8
STRONG WIND,1,1001,001001027,Horton Place,Colombo,2009-10-31,2009,10,31,369.0,9.8
STRONG WIND,1,1001,001001027,Malalasekara Mw(BMICH),Colombo,2009-10-31,2009,10,31,369.0,9.8
LANDSLIDE,2,2001,002001030,Peradeniya Town,Kandy,2009-10-13,2009,10,13,469.2,7.7
LANDSLIDE,2,2003,002003003,Thelissagala(GN),Nuwara Eliya,2009-05-24,2009,5,24,217.0,8.9
LANDSLIDE,2,2003,002003003,Weerasekarapura(GN),Nuwara Eliya,2009-05-24,2009,5,24,217.0,8.9
LANDSLIDE,2,2003,002003003,Hedunuwewa(GN),Nuwara Eliya,2009-05-24,2009,5,24,217.0,8.9
STRONG WIND,8,8002,008002012,Karambagoda(GN),Monaragala,2009-06-28,2009,6,28,82.0,11.3
STRONG WIND,8,8002,008002012,Madugama(GN),Monaragala,2009-06-28,2009,6,28,82.0,11.3
STRONG WIND,8,8002,008002012,Wijayapura(GN),Monaragala,2009-06-28,2009,6,28,82.0,11.3
LANDSLIDE,9,9002,009002006,Dambuluwewa(GN),Kegalle,2009-06-27,2009,6,27,234.0,8.4
LANDSLIDE,9,9001,009001024,Dewalegama(GN),Ratnapura,2009-06-25,2009,6,25,300.3,12.6
STRONG WIND,6,6001,006001069,Medelpola(GN),Kurunegala,2009-07-06,2009,7,6,114.0,14.2
STRONG WIND,6,6001,006001069,Pothuhera(GN),Kurunegala,2009-07-06,2009,7,6,114.0,14.2
LAND SUBSIDENCE,2,2003,002003015,Shanon(GN),Nuwara Eliya,2009-07-18,2009,7,18,186.0,12.1
STRONG WIND,1,1002,001002009,Nariyamulla(GN),Gampaha,2009-07-15,2009,7,15,177.0,12.9
STRONG WIND,1,1002,001002009,Kaluaggala Pahalagama(GN),Gampaha,2009-07-15,2009,7,15,177.0,12.9
STRONG WIND,1,1002,001002009,Halpe(GN),Gampaha,2009-07-15,2009,7,15,177.0,12.9
STRONG WIND,1,1002,001002009,Wattemulla(GN),Gampaha,2009-07-15,2009,7,15,177.0,12.9
STRONG WIND,1,1002,001002009,Kuleegedara(GN),Gampaha,2009-07-15,2009,7,15,177.0,12.9
LANDSLIDE,2,2003,002003012,Lindula(GN),Nuwara Eliya,2009-03-07,2009,3,7,120.0,4.3
LANDSLIDE,9,9002,009002030,Ingiriya Maha Vidyalaya,Kegalle,2009-06-22,2009,6,22,234.0,8.4
FLOOD,9,9001,009001027,kahawatta(GN),Ratnapura,2009-06-30,2009,6,30,300.3,12.6
FLOOD,9,9001,009001024,Ihala Hakamuwa(GN),Ratnapura,2009-06-30,2009,6,30,300.3,12.6
FLOOD,9,9001,009001024,Pottakanda(GN),Ratnapura,2009-06-30,2009,6,30,300.3,12.6
FLOOD,9,9001,009001006,parakaduwa(GN),Ratnapura,2009-06-30,2009,6,30,300.3,12.6
FLOOD,9,9001,009001009,Kiriella(GN),Ratnapura,2009-06-30,2009,6,30,300.3,12.6
FLOOD,9,9001,009001030,Galathura(GN),Ratnapura,2009-06-30,2009,6,30,300.3,12.6
LANDSLIDE,2,2003,002003012,Summerset(GN),Nuwara Eliya,2009-02-07,2009,2,7,108.0,5.9
LANDSLIDE,2,2003,002003012,Elbedda(GN),Nuwara Eliya,2009-02-07,2009,2,7,108.0,5.9
STRONG WIND,1,1003,001003018,Kelesgamuwa(GN),Kaluthara,2009-01-07,2009,1,7,58.4,7.7
STRONG WIND,3,3001,003001012,Ketapola(GN),Galle,2009-02-10,2009,2,10,59.0,6.2
STRONG WIND,3,3001,003001039,Galawadugoda(GN),Galle,2009-02-10,2009,2,10,59.0,6.2
STRONG WIND,3,3001,003001024,Mapalagama(GN),Galle,2009-02-10,2009,2,10,59.0,6.2
GALE,2,2003,002003012,Stonycliff(GN),Nuwara Eliya,2009-01-10,2009,1,10,130.0,7.4
GALE,2,2003,002003012,Kotagala(GN),Nuwara Eliya,2009-01-10,2009,1,10,130.0,7.4
LANDSLIDE,2,2003,002003012,Kirimetiya(GN),Nuwara Eliya,2009-09-30,2009,9,30,232.0,10.3
COASTLINE,6,6002,006002042,Mudukatuwa South(GN),Puttalam,2009-09-29,2009,9,29,141.5,15.2
STRONG WIND,2,2001,002001048,Perawatta West(GN),Kandy,2009-09-29,2009,9,29,207.1,11.3
GALE,9,9001,009001036,Yakdehiwatta(GN),Ratnapura,2009-03-09,2009,3,9,273.9,4.1
STRONG WIND,8,8001,008001027,Galahagama(GN),Badulla,2009-04-09,2009,4,9,169.0,4.6
STRONG WIND,8,8001,008001027,Perawella(GN),Badulla,2009-04-09,2009,4,9,169.0,4.6
STRONG WIND,8,8001,008001027,Hathkinda(GN),Badulla,2009-04-09,2009,4,9,169.0,4.6
STRONG WIND,8,8001,008001027,Medagodagama(GN),Badulla,2009-04-09,2009,4,9,169.0,4.6
LANDSLIDE,9,9002,009002012,Golahela(GN),Kegalle,2009-08-19,2009,8,19,197.0,7.2
FLOOD,9,9001,009001006,Keneligoda(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001006,parakaduwa(GN),Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001012,Kahangama(GN),Ratnapura,2009-08-17,2009,8,17,300.6,12.1
FLOOD,9,9001,009001033,On Rakwana -Pothupitiya Road,Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,9,9001,009001009,Kiriella(GN),Ratnapura,2009-08-17,2009,8,17,300.6,12.1
LANDSLIDE,9,9001,009001033,Near The Kalawana Police Station,Ratnapura,2009-08-16,2009,8,16,300.6,12.1
FLOOD,1,1003,001003036,Diggoda(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Midalana(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Midalana West(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Penigala(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Kapugedara(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Maragahadeniya(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Pelenda(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Morapitiya North(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Athale(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Morapitiya(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Galahitiya(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Pelenda West(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Athwelthota(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Batagodavila(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003012,Molkawa(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003012,Galahitiya(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003012,Paragoda East(GN),Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,3,3001,003001021,Mawita(GN),Galle,2009-08-16,2009,8,16,218.0,14.9
FLOOD,3,3001,003001021,Batuwangala West(GN),Galle,2009-08-16,2009,8,16,218.0,14.9
FLOOD,3,3001,003001018,Habarakada(GN),Galle,2009-08-16,2009,8,16,218.0,14.9
FLOOD,3,3001,003001018,Hiniduma North(GN),Galle,2009-08-16,2009,8,16,218.0,14.9
FLOOD,3,3001,003001012,Pahal Omatta(GN),Galle,2009-08-16,2009,8,16,218.0,14.9
FLOOD,3,3001,003001012,Kahadoowa(GN),Galle,2009-08-16,2009,8,16,218.0,14.9
FLOOD,3,3001,003001012,Goluwamulla(GN),Galle,2009-08-16,2009,8,16,218.0,14.9
LANDSLIDE,1,1001,001001012,Uduwana(GN),Colombo,2009-08-16,2009,8,16,114.0,13.2
GALE,7,7001,,Thambuttegama,Anuradhapura,2009-08-13,2009,8,13,56.4,15.0
STRONG WIND,7,7001,007001015,Pethispura(GN),Anuradhapura,2009-08-13,2009,8,13,56.4,15.0
STRONG WIND,7,7001,007001012,Thantirimale(GN),Anuradhapura,2009-08-13,2009,8,13,56.4,15.0
STRONG WIND,9,9001,009001012,Gileemale South(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Muwagama(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,New Town(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Dewalayaga Gawa(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Kahagama(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Malangama(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Samagipura(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001012,Kahangama(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001033,Wewelkadura(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001051,Buluthota(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
STRONG WIND,9,9001,009001009,Kiriella(GN),Ratnapura,2009-01-10,2009,1,10,195.0,6.6
