Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Day,Rainfall(mm),Wind Speed(mph)
LANDSLIDE,2,2001,2001009.0,Delgasgoda(Gn),Kandy,2007-07-11,2007,7,11,142.5,13.2
LANDSLIDE,2,2001,2001009.0,Bulugohothenna(Gn),Kandy,2007-07-11,2007,7,11,142.5,13.2
LANDSLIDE,2,2001,2001009.0,Rathukoho(Gn),Kandy,2007-12-13,2007,12,13,233.5,7.6
LANDSLIDE,2,2001,2001009.0,Delgsthenna(Gn),Kandy,2007-12-13,2007,12,13,233.5,7.6
LANDSLIDE,2,2001,2001009.0,"Kurugoda North, Akurana",Kandy,2007-12-13,2007,12,13,233.5,7.6
LANDSLIDE,2,2001,2001009.0,Alawathugoda(Gn),Kandy,2007-12-13,2007,12,13,233.5,7.6
LANDSLIDE,2,2001,2001009.0,Kurugoda(Gn),Kandy,2007-12-30,2007,12,30,233.5,7.6
LANDSLIDE,2,2001,2001009.0,Delgasgoda(Gn),Kandy,2008-02-04,2008,2,4,148.2,6.8
LANDSLIDE,2,2001,2001009.0,Delgasgoda(Gn),Kandy,2008-05-04,2008,5,4,302.6,9.8
LANDSLIDE,2,2001,2001009.0,Uggala(Gn,Kandy,2008-12-04,2008,12,4,233.5,7.6
LANDSLIDE,2,2001,2001009.0,Udaweliketiya(Gn),Kandy,2008-04-17,2008,4,17,351.5,4.8
LANDSLIDE,2,2001,2001009.0,Udaweliketiya(Gn),Kandy,2008-05-10,2008,5,10,302.6,9.8
LANDSLIDE,2,2001,2001009.0,Udaweliketiya(Gn),Kandy,2008-10-25,2008,10,25,469.2,7.7
LANDSLIDE,2,2001,2001009.0,Palleweliketiya(Gn),Kandy,2008-11-16,2008,11,16,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Alawathugoda(Gn),Kandy,2008-11-25,2008,11,25,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Dunuvila(Gn),Kandy,2008-11-25,2008,11,25,373.6,6.3
LANDSLIDE,2,2001,2001009.0,"Ellekade, Vilanagama",Kandy,2008-11-26,2008,11,26,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Bulugohothenna(Gn),Kandy,2008-11-29,2008,11,29,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Alawathugoda(Gn),Kandy,2008-02-12,2008,2,12,148.2,6.8
LANDSLIDE,2,2001,2001009.0,Malwanahinna(Gn),Kandy,2009-03-01,2009,3,1,158.5,5.0
LANDSLIDE,2,2001,2001009.0,Delgasthenna(Gn),Kandy,2009-05-15,2009,5,15,302.6,9.8
LANDSLIDE,2,2001,2001009.0,Thelambugahawatta(Gn),Kandy,2009-05-24,2009,5,24,302.6,9.8
LANDSLIDE,2,2001,2001009.0,Walahena(Gn),Kandy,2009-05-06,2009,5,6,302.6,9.8
LANDSLIDE,2,2001,2001009.0,Alawathugoda(Gn),Kandy,2009-07-15,2009,7,15,142.5,13.2
LANDSLIDE,2,2001,2001009.0,Dunuvila(Gn),Kandy,2009-08-20,2009,8,20,148.6,12.7
LANDSLIDE,2,2001,2001009.0,Thelambugahawatta(Gn),Kandy,2009-10-14,2009,10,14,469.2,7.7
LANDSLIDE,2,2001,2001009.0,Kasawatta(Gn),Kandy,2009-11-18,2009,11,18,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Neerella(Gn),Kandy,2009-11-19,2009,11,19,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Alawathugoda(Gn),Kandy,2009-11-26,2009,11,26,373.6,6.3
GALE,2,2001,2001039.0,Kooradeniya(N),Kandy,2008-02-20,2008,2,20,148.2,6.8
GALE,2,2001,2001039.0,Gadaladeniya South(Gn),Kandy,2009-09-03,2009,9,3,207.1,11.3
LANDSLIDE,2,2001,2001039.0,Wattappola(Gn),Kandy,2009-10-13,2009,10,13,469.2,7.7
LANDSLIDE,2,2001,2001039.0,Aluthkanda(Gn),Kandy,2008-04-28,2008,4,28,351.5,4.8
LANDSLIDE,2,2001,2001039.0,Ihalapethiyagoda(Gn),Kandy,2008-04-27,2008,4,27,351.5,4.8
LANDSLIDE,2,2001,2001039.0,Alapalawala West,Kandy,2009-10-14,2009,10,14,469.2,7.7
LANDSLIDE,2,2001,2001039.0,Hendeniya East(Gn),Kandy,2006-11-11,2006,11,11,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Penideniya(Gn),Kandy,2006-11-11,2006,11,11,373.6,6.3
LANDSLIDE,2,2001,2001009.0,Dehipagoda East(Gn),Kandy,2006-12-11,2006,12,11,233.5,7.6
LANDSLIDE,2,2001,2001039.0,Uda Aludeniya(Gn),Kandy,2008-11-28,2008,11,28,373.6,6.3
STRONG WIND,2,2001,2001039.0,Pethiyagoda East(Gn),Kandy,2007-06-12,2007,6,12,112.0,13.3
STRONG WIND,2,2001,2001039.0,Sadikkawatta(Gn),Kandy,2009-09-24,2009,9,24,207.1,11.3
STRONG WIND,2,2001,2001039.0,Nikahetiya(Gn),Kandy,2009-02-10,2009,2,10,148.2,6.8
STRONG WIND,2,2001,2001039.0,Siyambalagoda(Gn),Kandy,2008-07-21,2008,7,21,142.5,13.2
STRONG WIND,2,2001,2001039.0,Belungala(Gn),Kandy,2008-07-04,2008,7,4,142.5,13.2
STRONG WIND,2,2001,2001039.0,Watadeniya(Gn),Kandy,2008-04-04,2008,4,4,351.5,4.8
STRONG WIND,2,2001,2001039.0,Siyambalagoda(Gn),Kandy,2007-09-17,2007,9,17,207.1,11.3
STRONG WIND,2,2001,2001039.0,Rangoda(Gn),Kandy,2009-01-10,2009,1,10,97.6,8.1
STRONG WIND,2,2001,2001039.0,Lagamuwa(Gn),Kandy,2008-07-04,2008,7,4,142.5,13.2
STRONG WIND,2,2001,2001039.0,Siyambalagoda(Gn),Kandy,2008-03-17,2008,3,17,158.5,5.0
STRONG WIND,2,2001,2001039.0,Deliwala(Gn),Kandy,2009-09-30,2009,9,30,207.1,11.3
STRONG WIND,2,2001,2001039.0,Mampitiya(Gn),Kandy,2009-04-10,2009,4,10,351.5,4.8
STRONG WIND,2,2001,2001039.0,Lagamuwa(Gn),Kandy,2009-07-09,2009,7,9,142.5,13.2
STRONG WIND,2,2001,2001039.0,Boowelikada(Gn),Kandy,2009-10-19,2009,10,19,469.2,7.7
STRONG WIND,2,2001,2001039.0,Pamunuwa East(Gn),Kandy,2006-03-04,2006,3,4,158.5,5.0
STRONG WIND,2,2001,2001039.0,Palle Aludeniya(Gn),Kandy,2008-11-24,2008,11,24,373.6,6.3
STRONG WIND,2,2001,2001039.0,Palle Aludeniya(Gn),Kandy,2007-07-12,2007,7,12,142.5,13.2
STRONG WIND,2,2001,2001039.0,Bambaradeniya(Gn),Kandy,2009-07-08,2009,7,8,142.5,13.2
STRONG WIND,2,2001,2001039.0,Pilapitiya(Gn),Kandy,2009-08-18,2009,8,18,148.6,12.7
STRONG WIND,2,2001,2001039.0,Gangoda North(Gn),Kandy,2008-12-17,2008,12,17,233.5,7.6
STRONG WIND,2,2001,2001039.0,Rabbegamuwa North(Gn),Kandy,2009-01-08,2009,1,8,97.6,8.1
LANDSLIDE,2,2001,2001039.0,Hiddavulla West(Gn),Kandy,2009-10-14,2009,10,14,469.2,7.7
LANDSLIDE,2,2001,2001039.0,Hiddamulla West(Gn),Kandy,2009-11-10,2009,11,10,373.6,6.3
LANDSLIDE,2,2001,2001039.0,Angunawala East(Gn),Kandy,2006-12-11,2006,12,11,233.5,7.6
STRONG WIND,2,2001,2001039.0,Karamada South(Gn),Kandy,2008-06-12,2008,6,12,112.0,13.3
LANDSLIDE,2,2001,2001039.0,Hendeniya West(Gn),Kandy,2009-10-03,2009,10,3,469.2,7.7
LANDSLIDE,2,2001,2001045.0,Bawlana(Gn),Kandy,2006-10-30,2006,10,30,469.2,7.7
LANDSLIDE,2,2001,2001045.0,Haputhale Udagama(Gn),Kandy,2006-12-01,2006,12,1,233.5,7.6
LANDSLIDE,2,2001,2001045.0,Nehiniwela(Gn),Kandy,2006-01-13,2006,1,13,97.6,8.1
LANDSLIDE,2,2001,2001045.0,Thalathuoya(Gn),Kandy,2006-10-26,2006,10,26,469.2,7.7
LANDSLIDE,2,2001,2001045.0,Kapuliyadda(Gn),Kandy,2006-08-11,2006,8,11,148.6,12.7
LANDSLIDE,2,2001,2001045.0,Thalathuoya(Gn),Kandy,2006-11-11,2006,11,11,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Unuvinna(Gn),Kandy,2006-11-11,2006,11,11,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Godamunna(Gn),Kandy,2006-11-11,2006,11,11,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Nehihiwela(Gn),Kandy,2006-11-13,2006,11,13,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Uduwela(Gn),Kandy,2006-11-15,2006,11,15,373.6,6.3
LANDSLIDE,2,2001,2001045.0,"No.103/C,Yalwala, Maha Medagama",Kandy,2006-11-16,2006,11,16,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Hewavissa(Gn),Kandy,2006-11-16,2006,11,16,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Udawela(Gn),Kandy,2006-11-16,2006,11,16,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Nugaliyedda(Gn),Kandy,2006-11-17,2006,11,17,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Haputhale Udagama(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LAND SUBSIDENCE,2,2001,2001045.0,"Hanthana, Kandy",Kandy,2006-11-18,2006,11,18,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Kapuliyadda(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Godamunna(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Haputhale Udagama(Gn),Kandy,2006-11-21,2006,11,21,373.6,6.3
LANDSLIDE,2,2001,2001045.0,Kossinna(Gn),Kandy,2006-12-17,2006,12,17,233.5,7.6
LANDSLIDE,2,2001,2001045.0,Bawlana(Gn),Kandy,2006-12-19,2006,12,19,233.5,7.6
STRONG WIND,2,2001,2001045.0,Haputhale Udagama(Gn),Kandy,2006-03-07,2006,3,7,158.5,5.0
STRONG WIND,2,2001,2001045.0,Pussathenna(Gn),Kandy,2006-05-07,2006,5,7,302.6,9.8
STRONG WIND,2,2001,2001045.0,Thalathuoya(Gn),Kandy,2006-05-07,2006,5,7,302.6,9.8
STRONG WIND,2,2001,2001045.0,Galthenna(Gn),Kandy,2007-06-13,2007,6,13,112.0,13.3
STRONG WIND,2,2001,2001045.0,Haputhale Udagama(Gn),Kandy,2007-06-20,2007,6,20,112.0,13.3
STRONG WIND,2,2001,2001045.0,Thalathuoya(Gn),Kandy,2007-06-21,2007,6,21,112.0,13.3
LANDSLIDE,2,2001,2001045.0,Thalathuoya(Gn),Kandy,2008-03-13,2008,3,13,158.5,5.0
STRONG WIND,2,2001,2001045.0,Thalathuoya(Gn),Kandy,2008-09-09,2008,9,9,207.1,11.3
GALE,2,2001,2001045.0,Kawliyedda(Gn),Kandy,2008-01-07,2008,1,7,97.6,8.1
STRONG WIND,2,2001,2001045.0,Dambagahathenna(Gn),Kandy,2009-02-10,2009,2,10,148.2,6.8
STRONG WIND,2,2001,2001045.0,"Somananda Rd, Mailapitiya",Kandy,2009-09-30,2009,9,30,207.1,11.3
GALE,2,2001,2001045.0,Kapuliyedda(Gn),Kandy,2009-03-20,2009,3,20,158.5,5.0
GALE,2,2001,2001045.0,Ethulgama(Gn),Kandy,2009-05-22,2009,5,22,302.6,9.8
GALE,2,2001,2001045.0,Gomadiwela(Gn),Kandy,2009-08-06,2009,8,6,148.6,12.7
LANDSLIDE,2,2001,2001015.0,Panvila(Gn),Kandy,2006-01-13,2006,1,13,97.6,8.1
LANDSLIDE,2,2001,2001015.0,Gomaraya(Gn),Kandy,2007-04-17,2007,4,17,351.5,4.8
LANDSLIDE,2,2001,2001015.0,Hathale(Gn),Kandy,2007-12-22,2007,12,22,233.5,7.6
LANDSLIDE,2,2001,2001015.0,Pitawala(Gn),Kandy,2006-01-16,2006,1,16,97.6,8.1
FLOOD,2,2001,2001003.0,Haddapitiya(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
FLOOD,2,2001,2001003.0,Ethamulla(Gn),Kandy,2006-12-22,2006,12,22,233.5,7.6
GALE,2,2001,2001003.0,Ponnila(Gn),Kandy,2008-10-04,2008,10,4,469.2,7.7
GALE,2,2001,2001003.0,Hikgodawalpola(Gn),Kandy,2008-08-09,2008,8,9,148.6,12.7
GALE,2,2001,2001003.0,Galabawa(Gn),Kandy,2009-03-17,2009,3,17,158.5,5.0
GALE,2,2001,2001003.0,Kuragama(Gn),Kandy,2009-05-31,2009,5,31,302.6,9.8
GALE,2,2001,2001003.0,Paranagama(Gn),Kandy,2009-07-09,2009,7,9,142.5,13.2
LAND SUBSIDENCE,2,2001,2001003.0,Haddapitiya(Gn),Kandy,2006-08-11,2006,8,11,148.6,12.7
LANDSLIDE,2,2001,2001003.0,Medagoda Pahala(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Haddapitiya(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Palukopi Watta(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LAND SUBSIDENCE,2,2001,2001003.0,Gunadaha(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Ambagahahena(Gn),Kandy,2006-11-18,2006,11,18,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Galabawa(Gn),Kandy,2006-11-19,2006,11,19,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Haddapitiya(Gn),Kandy,2006-11-19,2006,11,19,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Ambagahahena(Gn),Kandy,2006-11-19,2006,11,19,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Udapitiya(Gn),Kandy,2006-11-19,2006,11,19,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Ambagahahena(Gn),Kandy,2007-06-11,2007,6,11,112.0,13.3
LANDSLIDE,2,2001,2001003.0,Rokhill(Gn),Kandy,2007-11-30,2007,11,30,373.6,6.3
LANDSLIDE,2,2001,2001003.0,Rokhill(Gn),Kandy,2007-07-11,2007,7,11,142.5,13.2
LANDSLIDE,2,2001,2001003.0,Akkarawatta(Gn),Kandy,2007-06-11,2007,6,11,112.0,13.3
LANDSLIDE,2,2001,2001003.0,Adungama Palkumbura(Gn),Kandy,2008-03-20,2008,3,20,158.5,5.0
LANDSLIDE,2,2001,2001018.0,Pitawala Udagammedda(Gn),Kandy,2006-01-20,2006,1,20,97.6,8.1
LANDSLIDE,2,2001,2001018.0,Madugalla North(Gn),Kandy,2007-01-17,2007,1,17,97.6,8.1
LANDSLIDE,2,2001,2001018.0,Ilukthenna(Gn),Kandy,2006-10-10,2006,10,10,469.2,7.7
STRONG WIND,2,2001,2001018.0,Near The Andideniya Main Road,Kandy,2009-06-24,2009,6,24,112.0,13.3
STRONG WIND,2,2001,2001018.0,Dumbaragama(Gn),Kandy,2009-12-07,2009,12,7,233.5,7.6
STRONG WIND,2,2001,2001018.0,Halyala(Gn),Kandy,2009-07-14,2009,7,14,142.5,13.2
STRONG WIND,2,2001,2001018.0,Kumbukgolla(Gn),Kandy,2009-03-05,2009,3,5,158.5,5.0
STRONG WIND,2,2001,2001018.0,Karambaketiya(Gn),Kandy,2009-03-05,2009,3,5,158.5,5.0
STRONG WIND,2,2001,2001018.0,Pusseela(Gn),Kandy,2009-05-25,2009,5,25,302.6,9.8
STRONG WIND,2,2001,2001018.0,Pitawala Udagammedda(Gn),Kandy,2006-05-20,2006,5,20,302.6,9.8
STRONG WIND,2,2001,2001018.0,Hunnasgiriya(Gn),Kandy,2009-06-15,2009,6,15,112.0,13.3
STRONG WIND,2,2001,2001018.0,Dumbaragama(Gn),Kandy,2006-02-25,2006,2,25,148.2,6.8
STRONG WIND,2,2001,2001018.0,Mediwaka(Gn),Kandy,2006-10-25,2006,10,25,469.2,7.7
STRONG WIND,2,2001,2001018.0,Mediwaka(Gn),Kandy,2006-09-06,2006,9,6,207.1,11.3
STRONG WIND,2,2001,2001018.0,Thalathune(Gn),Kandy,2006-11-13,2006,11,13,373.6,6.3
STRONG WIND,2,2001,2001018.0,Udailuka(Gn),Kandy,2006-07-04,2006,7,4,142.5,13.2
STRONG WIND,2,2001,2001018.0,Pallekanda(Gn),Kandy,2008-08-18,2008,8,18,148.6,12.7
STRONG WIND,2,2001,2001018.0,Dumbaragama(Gn),Kandy,2008-02-09,2008,2,9,148.2,6.8
STRONG WIND,2,2001,2001018.0,Dumbaragama(Gn),Kandy,2008-10-03,2008,10,3,469.2,7.7
STRONG WIND,2,2001,2001018.0,Kalugala(Gn),Kandy,2008-08-18,2008,8,18,148.6,12.7
STRONG WIND,2,2001,2001018.0,Hunnasgiriya(Gn),Kandy,2007-01-06,2007,1,6,97.6,8.1
STRONG WIND,2,2001,2001018.0,Hunnasgiriya(Gn),Kandy,2007-08-25,2007,8,25,148.6,12.7
STRONG WIND,2,2001,2001018.0,Madugalla North(Gn),Kandy,2007-06-29,2007,6,29,112.0,13.3
STRONG WIND,2,2001,2001018.0,Madugalla Udugambedda(Gn),Kandy,2007-09-06,2007,9,6,207.1,11.3
STRONG WIND,2,2001,2001018.0,Kandaegama(Gn),Kandy,2008-01-23,2008,1,23,97.6,8.1
STRONG WIND,2,2001,2001018.0,Denapitiya(Gn),Kandy,2007-01-31,2007,1,31,97.6,8.1
STRONG WIND,2,2001,2001018.0,Ilukthenna,Kandy,2007-11-08,2007,11,8,373.6,6.3
STRONG WIND,2,2001,2001018.0,Ilukthenna,Kandy,2007-12-08,2007,12,8,233.5,7.6
STRONG WIND,2,2001,2001018.0,Poppitiya(Gn),Kandy,2007-12-08,2007,12,8,233.5,7.6
STRONG WIND,2,2001,2001018.0,Weweldambe,Kandy,2007-12-08,2007,12,8,233.5,7.6
STRONG WIND,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2006-05-20,2006,5,20,302.6,9.8
STRONG WIND,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2006-12-14,2006,12,14,233.5,7.6
STRONG WIND,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2006-11-20,2006,11,20,373.6,6.3
STRONG WIND,2,2001,2001018.0,Mendiriya(Gn),Kandy,2006-07-06,2006,7,6,142.5,13.2
STRONG WIND,2,2001,2001018.0,Bambarabedda West(Gn),Kandy,2006-11-07,2006,11,7,373.6,6.3
STRONG WIND,2,2001,2001018.0,Ilukthenna,Kandy,2006-11-13,2006,11,13,373.6,6.3
GALE,2,2001,2001018.0,Nugethenna West(Gn),Kandy,2006-05-01,2006,5,1,302.6,9.8
GALE,2,2001,2001018.0,Gerandigala(Gn),Kandy,2006-02-03,2006,2,3,148.2,6.8
GALE,2,2001,2001018.0,Bambarabedda West(Gn),Kandy,2006-03-21,2006,3,21,158.5,5.0
GALE,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2006-04-20,2006,4,20,351.5,4.8
GALE,2,2001,2001018.0,Madugalla Udagammedda(Gn),Kandy,2006-07-06,2006,7,6,142.5,13.2
GALE,2,2001,2001018.0,Madugalla Udagammedda(Gn),Kandy,2006-06-23,2006,6,23,112.0,13.3
GALE,2,2001,2001018.0,Denapitiya(Gn),Kandy,2006-07-07,2006,7,7,142.5,13.2
GALE,2,2001,2001018.0,Kalugaloya(Gn),Kandy,2006-10-07,2006,10,7,469.2,7.7
GALE,2,2001,2001018.0,Bambarabaedda West(Gn),Kandy,2006-11-07,2006,11,7,373.6,6.3
GALE,2,2001,2001018.0,Udadumbara(Gn),Kandy,2006-11-07,2006,11,7,373.6,6.3
GALE,2,2001,2001018.0,Hapugaskumbura(Gn),Kandy,2006-11-07,2006,11,7,373.6,6.3
GALE,2,2001,2001018.0,Denapitiya(Gn),Kandy,2006-07-18,2006,7,18,142.5,13.2
GALE,2,2001,2001018.0,Wadawalakanda(Gn),Kandy,2006-09-20,2006,9,20,207.1,11.3
GALE,2,2001,2001018.0,Gerandigala(Gn),Kandy,2006-09-29,2006,9,29,207.1,11.3
GALE,2,2001,2001018.0,Kalalgamuwa(Gn),Kandy,2006-10-20,2006,10,20,469.2,7.7
GALE,2,2001,2001018.0,Nugethenna West(Gn),Kandy,2006-10-20,2006,10,20,469.2,7.7
GALE,2,2001,2001018.0,Bamabarabedda West(Gn),Kandy,2006-11-13,2006,11,13,373.6,6.3
GALE,2,2001,2001018.0,Kalawala(Gn),Kandy,2006-06-12,2006,6,12,112.0,13.3
GALE,2,2001,2001018.0,Bambarabedda West(Gn),Kandy,2006-07-12,2006,7,12,142.5,13.2
GALE,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2006-12-14,2006,12,14,233.5,7.6
GALE,2,2001,2001018.0,Hapukanda West(Gn),Kandy,2007-02-01,2007,2,1,148.2,6.8
GALE,2,2001,2001018.0,Wadawalakanda(Gn),Kandy,2007-08-01,2007,8,1,148.6,12.7
GALE,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2007-12-01,2007,12,1,233.5,7.6
GALE,2,2001,2001018.0,Pamunethenna(Gn),Kandy,2007-01-17,2007,1,17,97.6,8.1
GALE,2,2001,2001018.0,Wadawalakanda(Gn),Kandy,2007-01-28,2007,1,28,97.6,8.1
GALE,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2007-10-02,2007,10,2,469.2,7.7
GALE,2,2001,2001018.0,Rambukwella West(Gn),Kandy,2007-05-07,2007,5,7,302.6,9.8
GALE,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2007-07-20,2007,7,20,142.5,13.2
GALE,2,2001,2001018.0,Poppitiya(Gn),Kandy,2007-12-08,2007,12,8,233.5,7.6
GALE,2,2001,2001018.0,Kandegama(Gn),Kandy,2007-08-18,2007,8,18,148.6,12.7
GALE,2,2001,2001018.0,Wadawalakanda(Gn),Kandy,2007-09-20,2007,9,20,207.1,11.3
GALE,2,2001,2001018.0,Munamalpelessa(Gn),Kandy,2007-10-23,2007,10,23,469.2,7.7
GALE,2,2001,2001018.0,Kandegama(Gn),Kandy,2008-01-23,2008,1,23,97.6,8.1
GALE,2,2001,2001018.0,Bambarabedda West(Gn),Kandy,2008-02-15,2008,2,15,148.2,6.8
GALE,2,2001,2001018.0,Bambarabedda East(Gn),Kandy,2008-02-18,2008,2,18,148.2,6.8
GALE,2,2001,2001018.0,Madabaddara East(Gn),Kandy,2008-09-06,2008,9,6,207.1,11.3
GALE,2,2001,2001018.0,Devinnegama(Gn),Kandy,2008-12-16,2008,12,16,233.5,7.6
GALE,2,2001,2001018.0,Denapitiya(Gn),Kandy,2009-11-03,2009,11,3,373.6,6.3
GALE,2,2001,2001018.0,Oyathenna(Gn),Kandy,2009-05-24,2009,5,24,302.6,9.8
GALE,2,2001,2001018.0,Kaikawala(Gn),Kandy,2009-05-25,2009,5,25,302.6,9.8
GALE,2,2001,2001018.0,Dumbaragama(Gn),Kandy,2006-10-29,2006,10,29,469.2,7.7
GALE,2,2001,2001018.0,Pusseela(Gn),Kandy,2009-05-25,2009,5,25,302.6,9.8
GALE,2,2001,2001018.0,Rambukwella East(Gn),Kandy,2009-06-20,2009,6,20,112.0,13.3
GALE,2,2001,2001018.0,Nisaruwa(Gn),Kandy,2009-11-07,2009,11,7,373.6,6.3
GALE,2,2001,2001018.0,Wadawalakanda(Gn),Kandy,2009-09-20,2009,9,20,207.1,11.3
GALE,2,2001,2001018.0,Bambarabedda West(Gn),Kandy,2006-10-20,2006,10,20,469.2,7.7
STRONG WIND,2,2001,2001042.0,Gampolawatta(Gn),Kandy,2008-07-20,2008,7,20,142.5,13.2
STRONG WIND,2,2001,2001042.0,"Nawa Gurukele(Gn), Hunugala(Gn)",Kandy,2006-03-07,2006,3,7,158.5,5.0
LANDSLIDE,2,2001,2001042.0,Pupuressa(Gn),Kandy,2008-03-19,2008,3,19,158.5,5.0
LANDSLIDE,2,2001,2001042.0,Millagahamula(Gn),Kandy,2008-10-18,2008,10,18,469.2,7.7
LANDSLIDE,2,2001,2001042.0,Galoya(Gn),Kandy,2009-08-17,2009,8,17,148.6,12.7
GALE,2,2001,2001042.0,Rajathalawa(Gn),Kandy,2006-11-19,2006,11,19,373.6,6.3
GALE,2,2001,2001042.0,Inguruwatta(Gn),Kandy,2007-06-21,2007,6,21,112.0,13.3
GALE,2,2001,2001042.0,Naranvita(Gn),Kandy,2007-06-21,2007,6,21,112.0,13.3
GALE,2,2001,2001042.0,Hunugala(Gn),Kandy,2007-06-21,2007,6,21,112.0,13.3
GALE,2,2001,2001042.0,Ududeniya(Gn),Kandy,2009-12-01,2009,12,1,233.5,7.6
GALE,2,2001,2001042.0,Thundeniya(Gn),Kandy,2009-10-14,2009,10,14,469.2,7.7
LANDSLIDE,2,2001,2001042.0,Gapolawatta(Gn),Kandy,2008-10-19,2008,10,19,469.2,7.7
LANDSLIDE,2,2001,2001015.0,Thawalathenna(Gn),Kandy,2006-12-20,2006,12,20,233.5,7.6
LANDSLIDE,2,2001,2001015.0,Gomaraya(Gn),Kandy,2005-10-11,2005,10,11,469.2,7.7
LANDSLIDE,2,2001,2001015.0,Hathale(Gn),Kandy,2006-09-11,2006,9,11,207.1,11.3
LANDSLIDE,2,2001,2001015.0,Thawalanthenna(Gn),Kandy,2006-11-21,2006,11,21,373.6,6.3
LANDSLIDE,2,2001,2001015.0,Hathale(Gn),Kandy,2006-02-11,2006,2,11,148.2,6.8
LANDSLIDE,2,2001,2001030.0,Ogastawatta(Gn),Kandy,2006-11-17,2006,11,17,373.6,6.3
LANDSLIDE,2,2001,2001030.0,Suduhumpola(Gn),Kandy,2006-11-16,2006,11,16,373.6,6.3
LANDSLIDE,2,2001,2001030.0,Bowalawatta(Gn),Kandy,2006-11-17,2006,11,17,373.6,6.3
LANDSLIDE,2,2001,2001030.0,Wttaranthenna(Gn),Kandy,2007-12-12,2007,12,12,233.5,7.6
LANDSLIDE,2,2001,2001030.0,Getambe(Gn),Kandy,2006-11-11,2006,11,11,373.6,6.3
STRONG WIND,2,2001,2001051.0,Ilangawatta(Gn),Kandy,2007-06-22,2007,6,22,112.0,13.3
LANDSLIDE,2,2001,2001051.0,Mount Temple(Gn),Kandy,2006-11-20,2006,11,20,373.6,6.3
LANDSLIDE,2,2001,2001051.0,Pallegama(Gn),Kandy,2006-11-11,2006,11,11,373.6,6.3
LANDSLIDE,2,2001,2001042.0,Masgolla(Gn),Kandy,2009-05-22,2009,5,22,302.6,9.8
LAND SUBSIDENCE,2,2001,2001042.0,Sterlanburg Watta,Kandy,2007-01-29,2007,1,29,97.6,8.1
LANDSLIDE,2,2001,2001057.0,Dekinda(Gn),Kandy,2009-05-29,2009,5,29,302.6,9.8
FLOOD,2,2001,2001057.0,Dekinda(Gn),Kandy,2009-05-20,2009,5,20,302.6,9.8
LANDSLIDE,2,2001,2001057.0,Nawalapitiya North(Gn),Kandy,2007-08-11,2007,8,11,148.6,12.7
LANDSLIDE,2,2001,2001057.0,Nawalapitiya West(Gn),Kandy,2006-10-11,2006,10,11,469.2,7.7
LANDSLIDE,2,2001,2001057.0,Nawalapitiya South(Gn),Kandy,2006-10-11,2006,10,11,469.2,7.7
STRONG WIND,2,2001,2001057.0,Bawwagama(Gn),Kandy,2006-10-16,2006,10,16,469.2,7.7
LANDSLIDE,2,2001,2001057.0,Pallegama(Gn),Kandy,2006-11-15,2006,11,15,373.6,6.3
LANDSLIDE,2,2001,2001057.0,Karahandunugala(Gn),Kandy,2006-07-11,2006,7,11,142.5,13.2
