Disaster,Code Region,Code District,Code Commune,Location,District,Year,Month,Day,Wind Speed(mph),Cyclone
Cyclone,7,7001,7001024,Horowpothana,Anuradhapura,2010,5,9,12.1,0
Cyclone,7,7001,7001027,Galenbindunuwewa,Anuradhapura,2010,4,26,6.6,0
Cyclone,7,7001,7001066,Palagala,Anuradhapura,2010,4,17,6.6,0
Cyclone,7,7001,7001033,Nuwaragam Palatha East,Anuradhapura,2010,3,29,6.8,0
Cyclone,7,7001,7001066,Palagala,Anuradhapura,2010,3,26,6.8,0
Cyclone,4,4001,4001036,Jaffna,Jaffna,2010,5,21,15.5,0
Cyclone,9,9001,9001006,Kuruvita,Ratnapura,2010,4,12,5.5,0
Cyclone,4,4001,4001036,Muruthady(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,New Moor Street(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,Sriampiyady(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,2,2001,2001048,Delthota,Kandy,2010,6,10,13.3,0
Cyclone,2,2001,2001048,Delthota,Kandy,2010,6,11,13.3,0
Cyclone,2,2001,2001033,Harispattuwa,Kandy,2010,7,10,13.2,0
Cyclone,2,2001,2001003,Thumpane,Kandy,2010,10,7,7.7,0
Cyclone,2,2001,2001034,Hatharaliyadda,Kandy,2010,10,7,7.7,0
Cyclone,5,5003,5003015,Trincomalee Town And Gravets,Trincomalee,2010,1,10,12.0,0
Cyclone,1,1003,1003024,Beruwala,Kaluthara,2010,11,10,7.9,0
Cyclone,1,1003,1003024,Beruwala,Kaluthara,2010,11,11,7.9,0
Cyclone,6,6002,6002033,Ambakandavila(Gn),Puttalam,2010,12,5,12.3,1
Cyclone,1,1002,1002024,Gampaha,Gampaha,2010,10,15,9.2,0
Cyclone,6,6002,6002033,Weralabada South(Gn),Puttalam,2010,12,5,12.3,1
Cyclone,6,6002,6002033,Egodawatta(Gn),Puttalam,2010,12,5,12.3,1
Cyclone,3,3001,3001042,Wakwella(Gn),Galle,2010,11,6,8.5,1
Cyclone,3,3001,3001054,Pelessa(Gn),Galle,2010,11,6,8.5,1
Cyclone,6,6001,6001087,Gammana(Gn),Kurunegala,2010,12,1,9.3,1
Cyclone,6,6001,6001087,Amunagama(Gn),Kurunegala,2010,12,1,9.3,1
Cyclone,6,6001,6001087,Kureepotta(Gn),Kurunegala,2010,12,1,9.3,1
Cyclone,6,6001,6001087,Pothuhera East(Gn),Kurunegala,2010,12,1,9.3,1
Cyclone,6,6001,6001087,Pothuhera West(Gn),Kurunegala,2010,12,1,9.3,1
Cyclone,6,6001,6001006,Peddogama(Gn),Kurunegala,2010,4,26,5.8,1
Cyclone,6,6002,6002033,Weralabada North(Gn),Puttalam,2010,12,5,12.3,1
Cyclone,3,3001,3001042,Bope-Poddala,Galle,2010,6,23,15.4,0
Cyclone,3,3001,3001057,Goonapeenuwala,Galle,2010,6,12,15.4,0
Cyclone,5,5002,5002042,Damana,Ampara,2010,9,13,7.7,0
Cyclone,2,2003,2003012,Nuwara Eliya,Nuwara Eliya,2010,10,7,7.1,0
Cyclone,2,2003,2003012,Nuwara Eliya,Nuwara Eliya,2010,10,8,7.1,0
Cyclone,3,3002,3002009,Pasgoda,Matara,2010,11,10,8.6,0
Cyclone,3,3002,3002027,Kamburupitiya,Matara,2010,11,10,8.6,0
Cyclone,3,3002,3002015,Athuraliya,Matara,2010,11,10,8.6,0
Cyclone,7,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2010,7,9,15.5,0
Cyclone,7,7001,7001036,Nachchadoowa,Anuradhapura,2010,9,20,13.6,0
Cyclone,4,4002,4002003,Mannar Town,Mannar,2010,11,20,13.0,0
Cyclone,9,9001,9001012,Ratnapura,Ratnapura,2010,6,8,12.6,0
Cyclone,9,9001,9001024,Pelmadulla,Ratnapura,2010,6,11,12.6,0
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2010,7,9,12.5,0
Cyclone,6,6001,6001015,Kotavehera,Kurunegala,2010,7,9,14.2,0
Cyclone,6,6001,6001006,Galgamuwa,Kurunegala,2010,7,10,14.2,0
Cyclone,6,6001,6001042,Bingiriya,Kurunegala,2010,7,14,14.2,0
Cyclone,6,6001,6001051,Maspotha,Kurunegala,2010,8,19,13.8,0
Cyclone,8,8002,8002024,Buttala,Monaragala,2010,9,2,9.8,0
Cyclone,8,8002,8002012,Siyambalanduwa,Monaragala,2010,9,3,9.8,0
Cyclone,8,8002,8002024,Buttala,Monaragala,2010,9,3,9.8,0
Cyclone,5,5003,5003009,Gomarankadawala,Trincomalee,2010,9,30,14.2,0
Cyclone,5,5002,5002015,Ampara,Ampara,2010,8,19,8.9,0
Cyclone,5,5002,5002042,Damana,Ampara,2010,8,19,8.9,0
Cyclone,6,6002,6002042,Muhudukattuwa South(Gn),Puttalam,2010,12,5,12.3,1
Cyclone,4,4001,4001036,Aththiady(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,6,6002,6002042,Mudukattuwa North(Gn),Puttalam,2010,5,17,14.2,1
Cyclone,6,6002,6002033,Ambakandavila(Gn),Puttalam,2010,5,14,14.2,1
Cyclone,4,4001,4001033,Kondavil South West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001033,Ariyalai Centre West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Sandilipay West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Ilavalai(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Pandatharippu(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Sandilipayb North(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Manipay West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Manipay East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Manipay North(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001033,Kondavil Centre West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Savalkadu(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Vadaliyadaippu(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Uyarappullam(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Anaikkoddai(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,Moor Street North(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,Navanthurai North(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,Navanthurai South(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,Vannarpannai(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,Fort(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001036,Grand Bazaar(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001009,Navali East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001033,Kondavil Centre East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001018,Kopay South(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001018,Kopay Centre(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,6,6002,6002042,Mudukatuwa North(Gn),Puttalam,2010,12,5,12.3,1
Cyclone,5,5003,5003003,Padavi Sri Pura(Gn),Trincomalee,2010,5,17,13.4,1
Cyclone,5,5003,5003012,"Morawewa(Gn),Mahadivulwewa(Gn)",Trincomalee,2010,5,17,13.4,1
Cyclone,4,4001,4001027,Velvettithurai North East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001045,Karainagar South(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001045,Karainagar East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001012,Alaveddy East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001012,Alaveddy North(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001012,Mallakam North(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Chankanai Centre(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Chankanai South(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Chankanai West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Sithankerney(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Chulipuram East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Chulipuram Centre(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Chulipurama West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Araly North(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Moolai(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Araly East(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001006,Sangarathai(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,4,4001,4001018,Urumpirai South(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,6,6002,6002018,Kudirippuwa(Gn),Puttalam,2010,5,14,14.2,1
Cyclone,4,4001,4001045,Karainagar West(Gn),Jaffna,2010,5,21,15.5,1
Cyclone,2,2003,2003003,"Ambathalawa(Gn), Rambodagama(Gn)",Nuwara Eliya,2010,1,1,7.4,0
Cyclone,9,9001,9001024,Pathakada(Gn),Ratnapura,2010,11,6,6.1,1
Cyclone,4,4001,4001009,Sandilipayb North(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Manipay East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Manipay North(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Savalkadu(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Vadaliyadaippu(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Uyarappullam(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Anaikkoddai(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Moor Street North(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Navanthurai North(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Navanthurai South(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Vannarpannai(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,8,8002,8002012,Ethimale(Gn),Monaragala,2010,1,15,8.3,1
Cyclone,4,4001,4001036,Fort(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Grand Bazaar(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Aththiady(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Muruthady(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Jaffna Town East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Jaffna Town West(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Gurunagar East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Pandatharippu(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Reclamation West(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001009,Ilavalai(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001033,Kondavil South West(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001027,Velvettithurai North East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001045,Karainagar West(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001045,Karainagar East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001012,Alaveddy East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001012,Alaveddy North(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001012,Mallakam North(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Chankanai South(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Sithankerney(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Chulipuram East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Chulipuram Centre(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Chulipurama West(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Araly North(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Moolai(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Araly East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001006,Sangarathai(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001018,Urumpirai South(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001018,Kopay Centre(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001033,Kondavil Centre East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001033,Kondavil Centre West(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001033,Ariyalai Centre West(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,6,6002,6002042,Mudukatuwa North(Gn),Puttalam,2010,12,5,12.3,0
Cyclone,4,4001,4001036,Reclamation East(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,4,4001,4001036,Passaiyoor East,Jaffna,2010,5,21,15.5,0
Cyclone,2,2003,2003003,Katukithula(Gn),Nuwara Eliya,2010,6,5,12.1,0
Cyclone,1,1002,1002015,Thammita(Gn),Gampaha,2010,5,14,11.5,0
Cyclone,1,1001,1001031,Vihara(Gn),Colombo,2010,8,6,13.2,0
Cyclone,1,1001,1001031,Attidiya North(Gn),Colombo,2010,8,6,13.2,0
Cyclone,1,1001,1001031,Kandawala(Gn),Colombo,2010,8,6,13.2,0
Cyclone,1,1001,1001031,Priwena(Gn),Colombo,2010,7,6,13.4,0
Cyclone,1,1001,1001031,Wedikanda(Gn),Colombo,2010,7,6,13.4,0
Cyclone,1,1001,1001033,Indibedda(Gn),Colombo,2010,7,6,13.4,0
Cyclone,1,1001,1001033,Kadalana(Gn),Colombo,2010,7,6,13.4,0
Cyclone,1,1001,1001033,Rawathawatta South(Gn),Colombo,2010,7,6,13.4,0
Cyclone,1,1001,1001033,"Angulana North(Gn), Angulana South(Gn)",Colombo,2010,4,25,7.5,0
Cyclone,1,1001,1001033,Egoda Uyana South(Gn),Colombo,2010,4,21,7.5,0
Cyclone,1,1001,1001033,Moratuwella South(Gn),Colombo,2010,4,21,7.5,0
Cyclone,1,1001,1001027,Pagoda(Gn),Colombo,2010,5,14,12.0,0
Cyclone,8,8002,8002012,Ethimale(Gn),Monaragala,2010,1,15,8.3,0
Cyclone,2,2002,2002006,Etha Bendiwewa(Gn),Matale,2010,3,20,3.8,0
Cyclone,2,2002,2002006,Pannampitiya(Gn),Matale,2010,3,20,3.8,0
Cyclone,2,2002,2002033,Raithalawela(Gn),Matale,2010,3,29,3.8,0
Cyclone,2,2002,2002033,Raithalawela(Gn),Matale,2010,3,29,3.8,1
Cyclone,3,3002,3002021,Beraleliya(Gn),Matara,2010,11,6,8.6,0
Cyclone,4,4001,4001036,Thirunagar(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,3,3002,3002021,Ibbawala(Gn),Matara,2010,11,6,8.6,0
Cyclone,9,9001,9001021,Meegahawela(Gn),Ratnapura,2010,11,6,6.1,0
Cyclone,4,4001,4001036,Nedunkulam(Gn),Jaffna,2010,5,21,15.5,0
Cyclone,7,7001,7001066,Pelbendiyawa(Gn),Anuradhapura,2010,3,26,6.8,0
Cyclone,7,7001,7001033,Kudanelukulama(Gn),Anuradhapura,2010,3,29,6.8,0
Cyclone,7,7001,7001066,Ellawewa(Gn),Anuradhapura,2010,4,17,6.6,0
Cyclone,7,7001,7001027,"Aluthdivulwewa(Gn), Kokawewa(Gn), Palugollagama(Gn)",Anuradhapura,2010,4,26,6.6,0
Cyclone,7,7001,7001024,Horowpothana Town,Anuradhapura,2010,9,5,13.6,0
Cyclone,7,7002,7002012,Wijayabahupura(Gn),Polannaruwa,2010,4,27,5.9,0
Cyclone,7,7002,7002012,Rathmalkandiya(Gn),Polannaruwa,2010,4,27,5.9,0
Cyclone,7,7002,7002012,Gothamiyaya(Gn),Polannaruwa,2010,4,27,5.9,0
Cyclone,7,7002,7002012,Aralaganvila(Gn),Polannaruwa,2010,4,27,5.9,0
Cyclone,7,7002,7002003,Unagalawehera West(Gn),Polannaruwa,2010,6,5,14.6,0
Cyclone,7,7002,7002003,Unagalavehera East(Gn),Polannaruwa,2010,6,5,14.6,0
Cyclone,7,7001,7001024,Thalahena(Gn),Anuradhapura,2010,4,17,6.6,0
Cyclone,9,9001,9001006,Kahengala West(Gn),Ratnapura,2010,4,13,5.5,0
Cyclone,9,9001,9001006,Kosgala,Ratnapura,2010,4,13,5.5,0
Cyclone,9,9001,9001006,Kithulpe(Gn),Ratnapura,2010,4,13,5.5,0
Cyclone,9,9001,9001048,"Pallegama(Gn), Kalagedi Ara(Gn), Moraketiya(Gn)",Ratnapura,2010,3,5,4.1,0
Cyclone,9,9001,9001006,"Endiriyanwala(Gn), Devipahala(Gn)",Ratnapura,2010,12,4,6.7,0
Cyclone,9,9001,9001006,"Kuruvita(Gn), Kithulpe(Gn), Kosgoda(Gn), ",Ratnapura,2010,4,17,5.5,0
Cyclone,9,9001,9001024,Pelmadullagama(Gn),Ratnapura,2010,11,6,6.1,0
Cyclone,9,9001,9001027,Karangoda(Gn),Ratnapura,2010,11,6,6.1,1
Cyclone,6,6002,6002033,Ambakandavila(Gn),Puttalam,2010,5,14,14.2,0
Cyclone,6,6002,6002042,Muhudukattuwa South(Gn),Puttalam,2010,12,5,12.3,0
Cyclone,5,5003,5003015,Perunthoru(Gn),Trincomalee,2010,10,1,10.5,0
Cyclone,2,2001,2001034,Welivita Ihala(Gn),Kandy,2010,7,10,13.2,0
Cyclone,2,2001,2001003,Niyangoda(Gn),Kandy,2010,7,10,13.2,0
Cyclone,2,2001,2001033,Uguressapitiya(Gn),Kandy,2010,10,7,7.7,0
Cyclone,2,2001,2001048,Suduwella(Gn),Kandy,2010,10,6,7.7,0
Cyclone,1,1002,1002024,Aluthgama Bogamuwa North(Gn),Gampaha,2010,10,15,9.2,0
Cyclone,3,3001,3001042,Mampitiya(Gn),Galle,2010,6,23,15.4,0
Cyclone,3,3001,3001057,Thilakagama(Gn),Galle,2010,12,6,7.9,0
Cyclone,7,7002,7002015,Palugasdamana 3 Ela(Gn),Polannaruwa,2010,11,7,7.3,0
Cyclone,7,7002,7002015,Divulanagama(Gn),Polannaruwa,2010,11,7,7.3,0
Cyclone,5,5002,5002042,Kithsirigama(Gn),Ampara,2010,9,13,7.7,0
Cyclone,5,5002,5002042,Deviyagala(Gn),Ampara,2010,8,19,8.9,0
Cyclone,5,5002,5002015,Vavinna South(Gn),Ampara,2010,8,19,8.9,0
Cyclone,5,5003,5003009,Kalyanapura(Gn),Trincomalee,2010,9,30,14.2,0
Cyclone,5,5003,5003024,Kinniya,Trincomalee,2010,5,17,13.4,0
Cyclone,8,8002,8002024,"Unawatuna(Gn), Horabokka(Gn)",Monaragala,2010,3,9,5.7,0
Cyclone,8,8002,8002024,"Ulugala(Gn), Maligavila(Gn), Minipuragama(Gn)",Monaragala,2010,2,9,7.2,0
Cyclone,6,6001,6001051,Siyambalangamuwa(Gn),Kurunegala,2010,8,19,13.8,0
Cyclone,6,6001,6001051,Oggamuwa(Gn),Kurunegala,2010,8,19,13.8,0
Cyclone,1,1003,1003024,Pinidiya(Gn),Kaluthara,2010,11,11,7.9,0
Cyclone,6,6001,6001051,Thittawella(Gn),Kurunegala,2010,8,19,13.8,0
Cyclone,1,1001,1001027,"Nagaviharaya, Kotte",Colombo,2010,5,14,12.0,1
Cyclone,1,1001,1001033,Moratuwella West(Gn),Colombo,2010,4,21,7.5,1
Cyclone,9,9001,9001024,Pelmadullagama(Gn),Ratnapura,2010,11,6,6.1,1
Cyclone,3,3002,3002021,Ibbawala(Gn),Matara,2010,11,6,8.6,1
Cyclone,3,3002,3002021,Beraleliya(Gn),Matara,2010,11,6,8.6,1
Cyclone,2,2001,2001051,Gampola(Gn),Kandy,2010,4,17,4.8,1
Cyclone,2,2003,2003003,Katukithula(Gn),Nuwara Eliya,2010,6,5,12.1,1
Cyclone,1,1002,1002015,Thammita(Gn),Gampaha,2010,5,14,11.5,1
Cyclone,1,1001,1001031,Vihara(Gn),Colombo,2010,8,6,13.2,1
Cyclone,1,1001,1001031,Attidiya North(Gn),Colombo,2010,8,6,13.2,1
Cyclone,1,1001,1001031,Kandawala(Gn),Colombo,2010,8,6,13.2,1
Cyclone,1,1001,1001031,Priwena(Gn),Colombo,2010,7,6,13.4,1
Cyclone,1,1001,1001031,Wedikanda(Gn),Colombo,2010,7,6,13.4,1
Cyclone,1,1001,1001033,Indibedda(Gn),Colombo,2010,7,6,13.4,1
Cyclone,1,1001,1001033,Kadalana(Gn),Colombo,2010,7,6,13.4,1
Cyclone,1,1001,1001033,Rawathawatta South(Gn),Colombo,2010,7,6,13.4,1
Cyclone,1,1001,1001033,Lunawa(Gn),Colombo,2010,7,6,13.4,1
Cyclone,1,1001,1001033,"Angulana North(Gn), Angulana South(Gn)",Colombo,2010,4,25,7.5,1
Cyclone,1,1001,1001033,Egoda Uyana South(Gn),Colombo,2010,4,21,7.5,1
Cyclone,1,1001,1001033,Indibedda(Gn),Colombo,2010,4,21,7.5,1
Cyclone,1,1001,1001033,Moratuwella South(Gn),Colombo,2010,4,21,7.5,1
Cyclone,1,1001,1001027,Pagoda(Gn),Colombo,2010,5,14,12.0,1
Cyclone,6,6002,6002018,Kudirippuwa(Gn),Puttalam,2010,5,14,14.2,0
Cyclone,6,6001,6001051,Kudagalgamuwa(Gn),Kurunegala,2010,8,19,13.8,0
Cyclone,6,6001,6001051,Maragama(Gn),Kurunegala,2010,8,19,13.8,0
Cyclone,1,1001,1001031,Wedikanda (Gn),Colombo,2010,12,8,10.4,0
Cyclone,6,6002,6002042,Mudukatuwa South(Gn),Puttalam,2010,5,21,14.2,0
Cyclone,3,3001,3001012,Rekadahena(Gn),Galle,2010,5,14,13.2,0
Cyclone,2,2003,2003012,Sandathenna(Gn),Nuwara Eliya,2010,5,14,8.9,0
Cyclone,2,2001,2001039,Kovilakanda(Gn),Kandy,2010,5,24,9.8,0
Cyclone,9,9001,9001027,"Kahawatta(Gn), Raddella(Gn)",Ratnapura,2010,7,4,12.5,0
Cyclone,4,4002,4002012,Rasamadhu(Gn),Mannar,2010,5,18,18.0,0
Cyclone,4,4002,4002015,Palaikuli(Gn),Mannar,2010,5,18,18.0,0
Cyclone,6,6002,6002033,Ambakandavila(Gn),Puttalam,2010,12,5,12.3,0
Cyclone,6,6002,6002033,Weralabada South(Gn),Puttalam,2010,12,5,12.3,0
Cyclone,6,6002,6002033,Weralabada North(Gn),Puttalam,2010,12,5,12.3,0
Cyclone,6,6002,6002033,Egodawatta(Gn),Puttalam,2010,12,5,12.3,0
Cyclone,3,3001,3001042,Wakwella(Gn),Galle,2010,11,6,8.5,0
Cyclone,3,3001,3001054,Pelessa(Gn),Galle,2010,11,6,8.5,0
Cyclone,6,6001,6001087,Gammana(Gn),Kurunegala,2010,12,1,9.3,0
Cyclone,6,6001,6001087,Kureepotta(Gn),Kurunegala,2010,12,1,9.3,0
Cyclone,6,6001,6001087,Pothuhera East(Gn),Kurunegala,2010,12,1,9.3,0
Cyclone,6,6001,6001087,Pothuhera West(Gn),Kurunegala,2010,12,1,9.3,0
Cyclone,6,6001,6001006,Peddogama(Gn),Kurunegala,2010,4,26,5.8,0
Cyclone,2,2002,2002033,Ukuwela,Matale,2010,3,29,3.8,0
Cyclone,6,6001,6001051,Hanwella(Gn),Kurunegala,2010,8,19,13.8,0
Cyclone,2,2003,2003012,Bangalahatha(Gn),Nuwara Eliya,2010,7,18,12.1,0
Cyclone,2,2003,2003012,Stonycliff(Gn),Nuwara Eliya,2010,8,10,11.6,0
Cyclone,6,6001,6001006,Mahagalkadawala(Gn),Kurunegala,2010,10,7,8.8,0
Cyclone,6,6001,6001006,Siyambalewa(Gn),Kurunegala,2010,10,7,8.8,0
Cyclone,6,6001,6001015,Sirisethagama(Gn),Kurunegala,2010,9,7,12.6,0
Cyclone,6,6001,6001015,Nawana(Gn),Kurunegala,2010,9,7,12.6,0
Cyclone,9,9001,9001039,Atakalapanna(Gn),Ratnapura,2010,6,10,12.6,0
Cyclone,9,9001,9001018,Viteriya,Ratnapura,2010,9,7,11.2,0
Cyclone,9,9001,9001024,Karangoda(Gn),Ratnapura,2010,11,6,6.1,0
Cyclone,9,9001,9001012,Gallella(Gn),Ratnapura,2010,8,6,12.1,0
Cyclone,9,9001,9001021,Hakamuwa North,Ratnapura,2010,8,6,12.1,0
Cyclone,4,4002,4002003,"Eluthur(Gn), Mannar",Mannar,2010,11,20,13.0,0
Cyclone,5,5001,5001021,Eachethivu(Gn),Batticaloa,2010,11,30,8.6,0
Cyclone,5,5001,5001012,Koppavely(Gn),Batticaloa,2010,11,7,8.6,0
Cyclone,7,7001,7001036,"Suhadagama(Gn), Kaluvila(Gn)",Anuradhapura,2010,9,20,13.6,0
Cyclone,7,7001,7001009,Yakawewa(Gn),Anuradhapura,2010,9,20,13.6,0
Cyclone,7,7001,7001009,Kuda Kumbukgollewa(Gn),Anuradhapura,2010,9,20,13.6,0
Cyclone,7,7001,7001015,"Pusiyankulama(Gn), Diganegama(Gn)",Anuradhapura,2010,9,7,13.6,0
Cyclone,3,3002,3002012,Beragama South(Gn),Matara,2010,11,24,8.6,0
Cyclone,3,3002,3002015,Thalahagama West(Gn),Matara,2010,10,11,11.6,0
Cyclone,3,3002,3002009,Pasgoda,Matara,2010,10,11,11.6,0
Cyclone,2,2003,2003012,Nuwara Eliya Central(Gn),Nuwara Eliya,2010,7,10,12.1,0
Cyclone,2,2002,2002006,Pannampitiya(Gn),Matale,2010,3,20,3.8,1
Cyclone,2,2002,2002006,Etha Bendiwewa(Gn),Matale,2010,3,20,3.8,1
Cyclone,9,9001,9001039,Kahawatta,Ratnapura,2010,10,6,8.2,1
Cyclone,6,6001,6001015,Sirisethagama(Gn),Kurunegala,2010,9,7,12.6,1
Cyclone,3,3001,3001057,Thilakagama(Gn),Galle,2010,12,6,7.9,1
Cyclone,7,7002,7002015,Palugasdamana 3 Ela(Gn),Polannaruwa,2010,11,7,7.3,1
Cyclone,7,7002,7002015,Divulanagama(Gn),Polannaruwa,2010,11,7,7.3,1
Cyclone,5,5002,5002042,Kithsirigama(Gn),Ampara,2010,9,13,7.7,1
Cyclone,5,5002,5002042,Pahalalantha(Gn),Ampara,2010,8,19,8.9,1
Cyclone,6,6001,6001015,Nawana(Gn),Kurunegala,2010,9,7,12.6,1
Cyclone,9,9001,9001039,Atakalapanna(Gn),Ratnapura,2010,6,10,12.6,1
Cyclone,5,5002,5002042,Damana,Ampara,2010,8,19,8.9,1
Cyclone,5,5002,5002042,Deviyagala(Gn),Ampara,2010,8,19,8.9,1
Cyclone,9,9001,9001018,Viteriya,Ratnapura,2010,9,7,11.2,1
Cyclone,9,9001,9001024,Karangoda(Gn),Ratnapura,2010,11,6,6.1,1
