Disaster,Code Region,Code District,Code Commune,Location,District,Year,Month,Day,Wind Speed(mph),Cyclone
Cyclone,9,9001,9001039,Bungiriya(Gn),Ratnapura,2006,10,8,8.2,0
Cyclone,9,9001,9001039,Madalagama Colony(Gn),Ratnapura,2006,8,18,12.1,0
Cyclone,9,9001,9001039,Madalagama(Gn),Ratnapura,2006,3,4,4.1,0
Cyclone,9,9001,9001039,Gabbela(Gn),Ratnapura,2006,2,7,5.0,0
Cyclone,9,9001,9001039,Gabbela(Gn),Ratnapura,2006,3,6,4.1,0
Cyclone,9,9001,9001039,Atakalapanna(Gn),Ratnapura,2006,2,5,5.0,0
Cyclone,6,6002,6002042,Ihala Thabbowa(Gn),Puttalam,2006,6,23,17.4,0
Cyclone,7,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2006,9,3,13.6,0
Cyclone,6,6002,6002039,Gal Amuna(Gn),Puttalam,2006,5,21,14.2,0
Cyclone,6,6002,6002015,Sella Kandal(Gn),Puttalam,2006,3,11,8.0,0
Cyclone,6,6001,6001078,Panwalakumbura(Gn),Kurunegala,2006,8,14,13.8,0
Cyclone,6,6001,6001084,Kandegedara(Gn),Kurunegala,2006,6,3,14.4,0
Cyclone,7,7001,7001045,Thambuttegama,Anuradhapura,2006,8,20,15.0,0
Cyclone,1,1001,1001021,Maharagama,Colombo,2006,10,21,9.8,1
Cyclone,6,6001,6001057,Morathenna(Gn),Kurunegala,2006,12,19,9.3,0
Cyclone,8,8001,8001019,Lunugala,Badulla,2006,12,19,7.1,0
Cyclone,8,8001,8001019,Lunugala,Badulla,2006,9,14,9.7,0
Cyclone,7,7002,7002012,Dimbulagala,Polannaruwa,2006,8,26,14.0,0
Cyclone,1,1001,1001012,Homagama,Colombo,2006,10,24,9.8,1
Cyclone,7,7001,7001057,Palugaswewa,Anuradhapura,2006,5,2,12.1,0
Cyclone,6,6002,6002045,Nainamadama(Gn),Puttalam,2006,9,19,15.2,0
Cyclone,6,6001,6001060,Mawathagama,Kurunegala,2006,7,3,14.2,1
Cyclone,6,6001,6001060,Mawathagama,Kurunegala,2006,3,8,5.7,1
Cyclone,6,6001,6001087,Dewategedara(Gn),Kurunegala,2006,3,7,5.7,0
Cyclone,5,5001,5001027,Manmunai Pattu (Araipattai),Batticaloa,2006,5,20,9.0,1
Cyclone,5,5001,5001027,Manmunai Pattu (Araipattai),Batticaloa,2006,1,11,11.3,1
Cyclone,5,5002,5002018,Samanthurai,Ampara,2006,1,10,9.6,1
Cyclone,5,5001,5001033,Porativu Pattu (Ellavul),Batticaloa,2006,4,23,6.7,1
Cyclone,5,5001,5001036,Manmunai South & Eruvilpattu (,Batticaloa,2006,12,1,11.0,1
Cyclone,5,5001,5001012,Eravur Pattu (Chenkalady),Batticaloa,2006,6,5,12.5,1
Cyclone,5,5001,5001036,Manmunai South & Eruvilpattu (,Batticaloa,2006,10,27,7.6,1
Cyclone,2,2001,2001045,Pathahewaheta,Kandy,2006,12,30,7.6,1
Cyclone,5,5002,5002012,Uhana,Ampara,2006,12,1,9.1,1
Cyclone,3,3003,3003003,Sooriyawewa,Hambantota,2006,3,26,8.3,1
Cyclone,6,6001,6001063,Rideegama,Kurunegala,2006,1,22,9.9,1
Cyclone,1,1001,1001031,Ratmalana,Colombo,2006,7,5,13.4,1
Cyclone,6,6001,6001063,Rideegama,Kurunegala,2006,5,30,11.2,1
Cyclone,6,6001,6001069,Kuliyapitiya East,Kurunegala,2006,10,5,8.8,1
Cyclone,6,6001,6001030,Ibbagamuwa,Kurunegala,2006,6,8,14.4,1
Cyclone,6,6001,6001030,Ibbagamuwa,Kurunegala,2006,7,3,14.2,1
Cyclone,6,6001,6001030,Ibbagamuwa,Kurunegala,2006,10,15,8.8,1
Cyclone,6,6001,6001072,Kuliyapitiya West,Kurunegala,2006,3,8,5.7,1
Cyclone,6,6001,6001075,Udubaddawa,Kurunegala,2006,5,29,11.2,1
Cyclone,6,6001,6001075,Udubaddawa,Kurunegala,2006,1,25,9.9,1
Cyclone,2,2001,2001042,Doluwa,Kandy,2006,7,13,13.2,1
Cyclone,2,2001,2001042,Doluwa,Kandy,2006,3,8,5.0,1
Cyclone,9,9001,9001018,Welakumbura(Gn),Ratnapura,2006,5,28,10.1,0
Cyclone,9,9001,9001018,Meddekanda(Gn),Ratnapura,2006,1,7,6.6,0
Cyclone,6,6001,6001063,Rideegama,Kurunegala,2006,4,20,5.8,1
Cyclone,5,5002,5002003,Dehiattakandiya,Ampara,2006,9,2,7.7,1
Cyclone,6,6001,6001081,Puskoladeniya(Gn),Kurunegala,2006,6,3,14.4,0
Cyclone,6,6001,6001081,Kudagammana(Gn),Kurunegala,2006,6,23,14.4,0
Cyclone,6,6001,6001060,Mawathagama,Kurunegala,2006,5,10,11.2,1
Cyclone,6,6001,6001060,Mawathagama,Kurunegala,2006,5,29,11.2,1
Cyclone,6,6001,6001057,Mallawapitiya,Kurunegala,2006,5,29,11.2,1
Cyclone,6,6001,6001057,Mallawapitiya,Kurunegala,2006,8,25,13.8,1
Cyclone,6,6001,6001060,Mawathagama,Kurunegala,2006,1,13,9.9,1
Cyclone,6,6001,6001063,Rideegama,Kurunegala,2006,7,4,14.2,1
Cyclone,6,6001,6001063,Rideegama,Kurunegala,2006,5,27,11.2,1
Cyclone,6,6001,6001063,Rideegama,Kurunegala,2006,5,29,11.2,1
Cyclone,2,2001,2001024,Medadumbara,Kandy,2006,4,30,4.8,1
Cyclone,6,6001,6001087,Polgahawela,Kurunegala,2006,7,4,14.2,1
Cyclone,6,6001,6001087,Polgahawela,Kurunegala,2006,6,23,14.4,1
Cyclone,6,6001,6001087,Polgahawela,Kurunegala,2006,7,3,14.2,1
Cyclone,6,6001,6001063,Gallawa(Gn),Kurunegala,2006,5,27,11.2,0
Cyclone,6,6001,6001063,Minirangama(Gn),Kurunegala,2006,4,7,5.8,0
Cyclone,6,6001,6001057,Kolapalikanda(Gn),Kurunegala,2006,8,25,13.8,0
Cyclone,6,6001,6001060,Tigola(Gn),Kurunegala,2006,5,29,11.2,0
Cyclone,6,6001,6001060,Pallegama(Gn),Kurunegala,2006,3,7,5.7,0
Cyclone,6,6001,6001060,Welikumbura(Gn),Kurunegala,2006,3,7,5.7,0
Cyclone,6,6001,6001036,Horombuwa(Gn),Kurunegala,2006,3,7,5.7,0
Cyclone,1,1002,1002027,Attanagalla,Gampaha,2006,10,21,9.2,1
Cyclone,6,6001,6001036,Rathmale(Gn),Kurunegala,2006,6,23,14.4,0
Cyclone,6,6001,6001027,Hathigamuwa(Gn),Kurunegala,2006,2,9,8.1,0
Cyclone,6,6001,6001009,Ehetuwewa(Gn),Kurunegala,2006,10,16,8.8,0
Cyclone,6,6001,6001009,Hunugallewa(Gn),Kurunegala,2006,10,15,8.8,0
Cyclone,3,3001,3001039,Galle Four Gravets,Galle,2006,7,10,15.2,1
Cyclone,9,9001,9001039,Bungiriya(Gn),Ratnapura,2006,10,15,8.2,0
Cyclone,9,9001,9001018,Jahinkanda(Gn),Ratnapura,2006,7,16,12.5,0
Cyclone,9,9001,9001039,Panapitiya North(Gn),Ratnapura,2006,3,8,4.1,0
Cyclone,9,9001,9001039,Gabbela(Gn),Ratnapura,2006,7,11,12.5,0
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,4,24,4.8,0
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,3,22,5.0,0
Cyclone,3,3002,3002003,Pitabeddara,Matara,2006,10,18,11.6,0
Cyclone,5,5002,5002042,Damana,Ampara,2006,5,24,7.5,0
Cyclone,5,5002,5002042,Damana,Ampara,2006,12,27,9.1,0
Cyclone,2,2003,2003003,Kothmale,Nuwara Eliya,2006,7,3,12.1,0
Cyclone,2,2003,2003003,Kothmale,Nuwara Eliya,2006,7,2,12.1,0
Cyclone,2,2003,2003009,Walapane,Nuwara Eliya,2006,8,18,11.6,0
Cyclone,2,2001,2001042,Doluwa,Kandy,2006,3,9,5.0,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,12,14,7.6,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,12,7,7.6,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,1,5,8.1,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,12,6,7.6,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,7,7,13.2,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,3,2,5.0,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,7,11,13.2,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,2,25,6.8,0
Cyclone,2,2001,2001045,Pathahewaheta,Kandy,2006,7,5,13.2,0
Cyclone,2,2001,2001039,Udunuwara,Kandy,2006,4,3,4.8,0
Cyclone,2,2001,2001006,Poojapitiya,Kandy,2006,9,6,11.3,0
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,10,19,7.7,0
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,7,7,13.2,0
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,5,26,9.8,0
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,4,26,4.8,0
Cyclone,2,2001,2001018,Udadumbara,Kandy,2006,9,29,11.3,0
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,6,26,11.5,1
Cyclone,7,7001,7001054,Kekirawa,Anuradhapura,2006,3,29,6.8,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,11,27,6.1,1
Cyclone,7,7002,7002012,Dimbulagala,Polannaruwa,2006,8,26,14.0,1
Cyclone,9,9002,9002003,Rambukkana,Kegalle,2006,11,5,3.3,1
Cyclone,7,7001,7001051,Thirappane,Anuradhapura,2006,11,12,8.0,1
Cyclone,9,9002,9002003,Rambukkana,Kegalle,2006,12,26,4.2,1
Cyclone,9,9001,9001039,Nabuluwa(Gn),Ratnapura,2006,2,3,5.0,0
Cyclone,8,8001,8001033,Bandarawela,Badulla,2006,11,18,5.7,1
Cyclone,9,9001,9001009,Kiriella,Ratnapura,2006,3,15,4.1,0
Cyclone,8,8001,8001018,Passara,Badulla,2006,11,18,5.7,1
Cyclone,7,7001,7001057,Palugaswewa,Anuradhapura,2006,5,2,12.1,1
Cyclone,9,9002,9002027,Yatiyanthota,Kegalle,2006,11,22,3.3,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,11,9,5.7,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,12,19,6.7,1
Cyclone,9,9001,9001039,Panapitiya South(Gn),Ratnapura,2006,8,2,12.1,0
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,1,12,6.6,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,3,9,4.1,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,5,22,10.1,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,5,29,10.1,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,6,7,12.6,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,6,23,12.6,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,7,17,12.5,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,9,5,11.2,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,9,27,11.2,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,10,13,8.2,1
Cyclone,9,9001,9001036,Nivithigala,Ratnapura,2006,10,18,8.2,1
Cyclone,9,9001,9001039,Kalalella(Gn),Ratnapura,2006,2,1,5.0,0
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,6,1,11.5,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,6,22,11.5,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,4,20,4.6,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,6,19,11.5,1
Cyclone,2,2001,2001034,Hatharaliyadda,Kandy,2006,9,20,11.3,0
Cyclone,2,2001,2001024,Medadumbara,Kandy,2006,7,14,13.2,0
Cyclone,2,2001,2001024,Medadumbara,Kandy,2006,7,8,13.2,0
Cyclone,2,2001,2001024,Medadumbara,Kandy,2006,5,20,9.8,0
Cyclone,2,2001,2001012,Pathadumbara,Kandy,2006,7,2,13.2,0
Cyclone,9,9002,9002030,Dehiovita,Kegalle,2006,2,27,4.4,1
Cyclone,9,9002,9002030,Dehiovita,Kegalle,2006,11,1,3.3,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,7,2,11.5,1
Cyclone,3,3003,3003021,Weeraketiya,Hambantota,2006,6,22,16.4,0
Cyclone,9,9002,9002030,Dehiovita,Kegalle,2006,11,20,3.3,1
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,12,26,7.6,0
Cyclone,9,9002,9002030,Dehiovita,Kegalle,2006,10,20,4.2,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,7,4,11.5,0
Cyclone,9,9001,9001039,Panapitiya South(Gn),Ratnapura,2006,1,12,6.6,0
Cyclone,5,5002,5002045,Thirukkovil,Ampara,2006,8,20,8.9,0
Cyclone,2,2002,2002009,Naula,Matale,2006,8,26,8.8,0
Cyclone,2,2002,2002030,Rattota,Matale,2006,12,5,4.8,0
Cyclone,6,6001,6001063,Rideegama,Kurunegala,2006,7,11,14.2,0
Cyclone,6,6001,6001075,Udubaddawa,Kurunegala,2006,12,25,9.3,0
Cyclone,8,8001,8001015,Soranathota,Badulla,2006,7,4,11.5,0
Cyclone,8,8001,8001006,Rideemaliyadda,Badulla,2006,3,12,4.7,0
Cyclone,6,6001,6001078,Pannala,Kurunegala,2006,11,12,7.5,1
Cyclone,9,9001,9001039,Pahamunupanna(Gn),Ratnapura,2006,8,11,12.1,0
Cyclone,8,8001,8001042,Haldummulla,Badulla,2006,6,1,11.5,0
Cyclone,9,9002,9002030,Dehiovita,Kegalle,2006,5,26,5.8,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,7,6,11.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,17,12.5,1
Cyclone,7,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2006,9,3,13.6,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,6,20,11.5,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,7,3,11.5,1
Cyclone,9,9001,9001015,Imbulpe,Ratnapura,2006,6,21,12.6,1
Cyclone,9,9001,9001015,Imbulpe,Ratnapura,2006,7,13,12.5,1
Cyclone,9,9001,9001015,Imbulpe,Ratnapura,2006,8,14,12.1,1
Cyclone,9,9001,9001015,Imbulpe,Ratnapura,2006,8,28,12.1,1
Cyclone,2,2001,2001051,Udapalatha,Kandy,2006,4,27,4.8,0
Cyclone,9,9001,9001015,Imbulpe,Ratnapura,2006,7,1,12.5,1
Cyclone,8,8001,8001027,Uva Paranagama,Badulla,2006,5,23,8.4,1
Cyclone,9,9001,9001033,Kalawana,Ratnapura,2006,11,27,6.1,1
Cyclone,9,9001,9001033,Kalawana,Ratnapura,2006,10,29,8.2,1
Cyclone,9,9001,9001033,Kalawana,Ratnapura,2006,11,17,6.1,1
Cyclone,9,9001,9001033,Kalawana,Ratnapura,2006,7,4,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,6,22,12.6,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,12,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,2,4,5.0,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,4,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,16,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,10,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,3,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,6,5,12.6,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,1,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,7,25,12.5,1
Cyclone,9,9001,9001018,Balangoda,Ratnapura,2006,5,28,10.1,1
Cyclone,9,9001,9001039,Yatagare(Gn),Ratnapura,2006,10,15,8.2,0
Cyclone,5,5001,5001036,Manmunai South & Eruvilpattu (,Batticaloa,2006,6,27,12.5,1
Cyclone,4,4001,4001042,Delft Centre(Gn),Jaffna,2006,10,28,11.4,1
Cyclone,6,6002,6002036,Pambala(Gn),Puttalam,2006,8,3,16.4,1
Cyclone,9,9001,9001015,Budunwela(Gn),Ratnapura,2006,1,7,6.6,1
Cyclone,2,2001,2001051,Hapugaspitiya(Gn),Kandy,2006,10,7,7.7,1
Cyclone,2,2001,2001051,Hunukotugama(Gn),Kandy,2006,7,24,13.2,1
Cyclone,2,2001,2001051,Weliganga(Gn),Kandy,2006,4,27,4.8,1
Cyclone,2,2001,2001051,Mount Temple(Gn),Kandy,2006,7,26,13.2,1
Cyclone,2,2001,2001051,Weliganga(Gn),Kandy,2006,6,25,13.3,1
Cyclone,6,6001,6001081,Meewewa(Gn),Kurunegala,2006,6,18,14.4,1
Cyclone,2,2001,2001051,Dunukeulla(Gn),Kandy,2006,12,26,7.6,1
Cyclone,2,2001,2001051,Pussellewagama(Gn),Kandy,2006,12,20,7.6,1
Cyclone,6,6001,6001081,Riligala(Gn),Kurunegala,2006,5,28,11.2,1
Cyclone,6,6001,6001081,Athuruwala(Gn),Kurunegala,2006,6,23,14.4,1
Cyclone,6,6002,6002018,Karathanvilluwa(Gn),Puttalam,2006,5,19,14.2,1
Cyclone,9,9001,9001045,Handagiriya(Gn),Ratnapura,2006,10,5,8.2,1
Cyclone,9,9001,9001036,Horangala(Gn),Ratnapura,2006,6,23,12.6,1
Cyclone,2,2001,2001051,Unambuwa(Gn),Kandy,2006,6,23,13.3,1
Cyclone,2,2002,2002030,Welangahawatta(Gn),Matale,2006,5,12,7.0,1
Cyclone,9,9001,9001015,Imbulpe(Gn),Ratnapura,2006,1,7,6.6,1
Cyclone,2,2001,2001051,Bowala(Gn),Kandy,2006,6,25,13.3,1
Cyclone,8,8001,8001027,Paranagama(Gn),Badulla,2006,1,6,7.5,1
Cyclone,8,8001,8001027,Hangunnawa(Gn),Badulla,2006,1,7,7.5,1
Cyclone,2,2001,2001051,Ranawala(Gn),Kandy,2006,7,7,13.2,1
Cyclone,2,2001,2001051,Angammana East(Gn),Kandy,2006,5,27,9.8,1
Cyclone,2,2001,2001051,Nawadevita(Gn),Kandy,2006,9,8,11.3,1
Cyclone,2,2001,2001051,Angammana East(Gn),Kandy,2006,5,26,9.8,1
Cyclone,2,2002,2002030,Karagahalanda,Matale,2006,11,27,3.8,1
Cyclone,2,2001,2001051,Egoda Kalugamuwa(Gn),Kandy,2006,4,11,4.8,1
Cyclone,8,8001,8001027,Hapennawa(Gn),Badulla,2006,6,26,11.5,1
Cyclone,2,2001,2001051,Weliganga(Gn),Kandy,2006,1,4,8.1,1
Cyclone,2,2001,2001051,Hunukotugama(Gn),Kandy,2006,4,26,4.8,1
Cyclone,2,2001,2001051,Pussellawagama(Gn),Kandy,2006,11,18,6.3,1
Cyclone,9,9001,9001036,Watapatha(Gn),Ratnapura,2006,7,6,12.5,1
Cyclone,6,6001,6001009,Hunugallewa(Gn),Kurunegala,2006,10,15,8.8,1
Cyclone,2,2001,2001051,Kekulanda(Gn),Kandy,2006,1,4,8.1,1
Cyclone,2,2001,2001051,Navadevita(Gn),Kandy,2006,4,14,4.8,1
Cyclone,6,6001,6001036,Rathmale(Gn),Kurunegala,2006,6,23,14.4,1
Cyclone,7,7001,7001045,Thulana-Gurugama,Anuradhapura,2006,6,7,15.7,1
Cyclone,6,6001,6001057,Morathenna(Gn),Kurunegala,2006,12,19,9.3,1
Cyclone,6,6001,6001030,Bakmeegolla(Gn),Kurunegala,2006,10,15,8.8,1
Cyclone,6,6001,6001063,Hadiramulla (Gn),Kurunegala,2006,8,7,13.8,1
Cyclone,2,2001,2001034,Nikathenna(Gn),Kandy,2006,9,20,11.3,1
Cyclone,6,6001,6001084,Galgamuwa South(Gn),Kurunegala,2006,6,3,14.4,1
Cyclone,6,6001,6001063,Kandegedara(Gn),Kurunegala,2006,8,11,13.8,1
Cyclone,6,6002,6002033,Weralabada(Gn),Puttalam,2006,8,24,16.4,1
Cyclone,6,6002,6002045,"Sirigampala North(Gn), Srigampala South(Gn), ",Puttalam,2006,10,24,11.0,1
Cyclone,6,6001,6001063,Pusselikanda (Gn),Kurunegala,2006,11,17,7.5,1
Cyclone,6,6001,6001063,Kandegedara (Gn),Kurunegala,2006,4,20,5.8,1
Cyclone,6,6002,6002048,Kirimetiyana(Gn),Puttalam,2006,10,24,11.0,1
Cyclone,6,6001,6001063,Narangoda,Kurunegala,2006,11,7,7.5,1
Cyclone,2,2001,2001034,Mawathagama(Gn),Kandy,2006,11,19,6.3,1
Cyclone,2,2001,2001034,Weligodapola(Gn),Kandy,2006,11,19,6.3,1
Cyclone,6,6001,6001063,Pahala Udattapola (Gn),Kurunegala,2006,11,19,7.5,1
Cyclone,6,6001,6001036,Horombuwa(Gn),Kurunegala,2006,3,7,5.7,1
Cyclone,6,6001,6001084,Wilgamuwa(Gn),Kurunegala,2006,6,3,14.4,1
Cyclone,6,6001,6001084,Wewlikare(Gn),Kurunegala,2006,6,3,14.4,1
Cyclone,9,9002,9002003,Weligamuwa(Gn),Kegalle,2006,11,22,3.3,1
Cyclone,9,9002,9002003,Kudagama North(Gn),Kegalle,2006,11,22,3.3,1
Cyclone,2,2001,2001034,Galdola(Gn),Kandy,2006,11,19,6.3,1
Cyclone,2,2001,2001034,Polwatta(Gn),Kandy,2006,11,19,6.3,1
Cyclone,9,9001,9001036,Doloswalakanda(Gn),Ratnapura,2006,7,17,12.5,1
Cyclone,6,6001,6001081,Kudagammana(Gn),Kurunegala,2006,6,23,14.4,1
Cyclone,2,2001,2001048,Wanahapuwa(Gn),Kandy,2006,10,11,7.7,1
Cyclone,9,9001,9001033,Kukulegama North(Gn),Ratnapura,2006,11,27,6.1,1
Cyclone,9,9001,9001033,Galagamuwa(Gn),Ratnapura,2006,10,29,8.2,1
Cyclone,9,9001,9001033,Gagalagamuwa(Gn),Ratnapura,2006,11,17,6.1,1
Cyclone,9,9001,9001033,Gagalagamuwa(Gn),Ratnapura,2006,4,7,5.5,1
Cyclone,6,6001,6001081,Pahamune(Gn),Kurunegala,2006,5,29,11.2,1
Cyclone,6,6001,6001081,Pahamune(Gn),Kurunegala,2006,4,7,5.8,1
Cyclone,6,6001,6001072,Anukkane(Gn),Kurunegala,2006,8,3,13.8,1
Cyclone,6,6001,6001081,Dambadeniya South(Gn),Kurunegala,2006,5,7,11.2,1
Cyclone,8,8001,8001027,Ranhawadigama(Gn),Badulla,2006,6,22,11.5,1
Cyclone,2,2001,2001051,Doragala(Gn),Kandy,2006,10,19,7.7,1
Cyclone,2,2001,2001051,Kekulanda(Gn),Kandy,2006,7,6,13.2,1
Cyclone,2,2001,2001018,Bootalanda,Kandy,2006,5,1,9.8,1
Cyclone,4,4001,4001009,Manipay North(Gn),Jaffna,2006,12,20,14.2,1
Cyclone,9,9001,9001039,Yainna(Gn),Ratnapura,2006,10,15,8.2,1
Cyclone,9,9002,9002003,Padavigampala(Gn),Kegalle,2006,11,15,3.3,1
Cyclone,3,3003,3003033,Nidahasgama West(Gn),Hambantota,2006,6,10,16.4,1
Cyclone,2,2001,2001039,Pamunuwa East(Gn),Kandy,2006,3,4,5.0,1
Cyclone,2,2001,2001045,Haputhale Udagama(Gn),Kandy,2006,3,7,5.0,1
Cyclone,9,9002,9002003,Puwakmote(Gn),Kegalle,2006,11,15,3.3,1
Cyclone,9,9001,9001015,Naluwela(Gn),Ratnapura,2006,6,21,12.6,1
Cyclone,9,9001,9001015,Karadiyamulla(Gn),Ratnapura,2006,7,13,12.5,1
Cyclone,9,9001,9001015,Wegapitiya(Gn),Ratnapura,2006,8,14,12.1,1
Cyclone,9,9001,9001015,Bellankanda(Gn),Ratnapura,2006,8,28,12.1,1
Cyclone,9,9002,9002003,Minwana(Gn),Kegalle,2006,11,30,3.3,1
Cyclone,9,9002,9002003,Rambukkana Town(Gn),Kegalle,2006,11,22,3.3,1
Cyclone,9,9002,9002003,Marukwathura(Gn),Kegalle,2006,11,15,3.3,1
Cyclone,9,9002,9002003,Kavudaulla(Gn),Kegalle,2006,11,30,3.3,1
Cyclone,6,6002,6002033,"Egodawatta (Gn), Maikkulama (Gn), Wattakkaliya (Gn)",Puttalam,2006,5,29,14.2,1
Cyclone,2,2001,2001045,Thalathuoya(Gn),Kandy,2006,5,7,9.8,1
Cyclone,9,9001,9001039,Pahamunupanna(Gn),Ratnapura,2006,7,11,12.5,1
Cyclone,9,9001,9001039,Pahamunupanna(Gn),Ratnapura,2006,11,18,6.1,1
Cyclone,2,2001,2001051,Ranawala(Gn),Kandy,2006,3,22,5.0,1
Cyclone,2,2001,2001051,Angammana East(Gn),Kandy,2006,5,7,9.8,1
Cyclone,2,2001,2001051,Kirinda(Gn),Kandy,2006,4,24,4.8,1
Cyclone,2,2001,2001051,Amuhena(Gn),Kandy,2006,6,30,13.3,1
Cyclone,2,2001,2001045,Pussathenna(Gn),Kandy,2006,5,7,9.8,1
Cyclone,2,2001,2001051,Kahatapitiya(Gn),Kandy,2006,1,25,8.1,1
Cyclone,9,9001,9001039,Atakalapanna(Gn),Ratnapura,2006,11,18,6.1,1
Cyclone,3,3003,3003021,Mandaduwa(Gn),Hambantota,2006,6,22,16.4,1
Cyclone,9,9001,9001039,Kalalella(Gn),Ratnapura,2006,10,22,8.2,1
Cyclone,3,3003,3003027,Modarawana(Gn),Hambantota,2006,10,23,10.4,1
Cyclone,4,4001,4001039,Nainativu,Jaffna,2006,10,27,11.4,1
Cyclone,9,9001,9001003,"Nakandala(Gn),Kiriporuwa(Gn),Meegaswela,Pahalagama,",Ratnapura,2006,1,4,6.6,1
Cyclone,2,2001,2001051,Weliganga(Gn),Kandy,2006,5,4,9.8,1
Cyclone,1,1001,1001012,Kahathuduwa(Gn)Panagoda(Gn),Colombo,2006,10,24,9.8,1
Cyclone,6,6001,6001063,"Dodangaslanda(Gn),Koswatta (Gn),Udakendawala(Gn) ",Kurunegala,2006,4,20,5.8,1
Cyclone,6,6001,6001027,Amunakole(Gn),Kurunegala,2006,9,5,12.6,1
Cyclone,9,9002,9002030,"Galabalana Kanda(Gn),Batangala(Gn)",Kegalle,2006,1,11,4.8,1
Cyclone,8,8001,8001027,Bambarapana(Gn),Badulla,2006,4,20,4.6,1
Cyclone,9,9002,9002030,Kurupetta(Gn),Kegalle,2006,2,27,4.4,1
Cyclone,8,8001,8001027,Kohilegama(Gn),Badulla,2006,1,7,7.5,1
Cyclone,8,8001,8001027,Yalagamuwa(Gn),Badulla,2006,6,19,11.5,1
Cyclone,9,9002,9002030,"Pahala Thaldoowa(Gn),Kurupetta(Gn)",Kegalle,2006,5,26,5.8,1
Cyclone,8,8001,8001027,Ilukwela(Gn),Badulla,2006,2,7,6.2,1
Cyclone,8,8001,8001027,Maspanna(Gn),Badulla,2006,4,7,4.6,1
Cyclone,8,8001,8001027,Perawella(Gn),Badulla,2006,5,23,8.4,1
Cyclone,8,8001,8001027,Medawela(Gn),Badulla,2006,4,7,4.6,1
Cyclone,8,8001,8001027,Thawalampola(Gn),Badulla,2006,3,7,4.7,1
Cyclone,8,8001,8001027,Madapanna,Badulla,2006,6,20,11.5,1
Cyclone,7,7001,7001015,Vihara Kallanchiya(Gn),Anuradhapura,2006,3,9,6.8,1
Cyclone,2,2001,2001051,Bowala(Gn),Kandy,2006,5,28,9.8,1
