Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month
LA2004,LANDSLIDE,lka002,lka002003,lka002003009,Kumbukwala(GN),Nuwara Eliya,2004-12-19,2004,12
LA2005,LANDSLIDE,lka002,lka002001,lka002001051,Gampola(GN),Kandy,2005-05-09,2005,5
LA2005,LANDSLIDE,lka002,lka002003,lka002003003,Ramboda(GN),Nuwara Eliya,2005-05-09,2005,5
LA2005,LANDSLIDE,lka002,lka002001,lka002001051,Moun temple(GN),Kandy,2005-05-12,2005,5
LA2005,LANDSLIDE,lka008,lka008001,lka008001027,Alugolla(GN),Badulla,2005-12-15,2005,12
LA2006,LANDSLIDE,lka002,lka002002,lka002002030,,Matale,2006-01-14,2006,1
LA2006,LANDSLIDE,lka002,lka002003,lka002003003,Palagolla (GN),Nuwara Eliya,2006-05-03,2006,5
RA2007,RAINS,lka006,lka006001,lka006001024,Ambagaswewa(GN),Kurunegala,2007-12-23,2007,12
LA2007,LANDSLIDE,lka002,lka002003,lka002003009,Udamadura(GN),Nuwara Eliya,2007-12-16,2007,12
LA2006,LANDSLIDE,lka002,lka002002,lka002002024,Kahagala(GN),Matale,2006-11-20,2006,11
LA2004,LANDSLIDE,lka002,lka002003,lka002003012,Kandapola(GN),Nuwara Eliya,2004-10-12,2004,10
LA2006,LANDSLIDE,lka009,lka009001,lka009001030,Gangodakanda (GN),Ratnapura,2006-08-11,2006,8
