Disaster,Code Region,Code District,Code Commune,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,1,1003,1003036,Palindanuwara,Kaluthara,2000,9,17,111.8,0
Flood,7,7002,7002003,Hingurakgoda,Polannaruwa,2000,11,19,262.3,0
Flood,5,5002,5002045,Thirukkovil,Ampara,2000,2,4,207.6,0
Flood,5,5002,5002015,Ampara,Ampara,2000,2,4,207.6,0
Flood,8,8001,8001006,Rideemaliyadda,Badulla,2000,1,1,139.0,0
Flood,5,5001,5001003,Koralai Pattu North(Vakarai),Batticaloa,2000,12,26,305.0,0
Flood,5,5002,5002048,Pothuvil,Ampara,2000,2,4,207.6,0
Flood,5,5002,5002045,Thirukkovil,Ampara,2000,11,18,406.8,0
Flood,4,4002,4002003,Mannar Town,Mannar,2000,11,19,387.9,0
Flood,9,9001,9001009,Kiriella,Ratnapura,2000,7,25,291.0,0
Flood,5,5002,5002024,Kalmunai,Ampara,2000,11,18,406.8,0
Flood,7,7001,7001063,Galnewa,Anuradhapura,2000,12,26,191.9,0
Flood,8,8001,8001003,Mahiyanganaya,Badulla,2000,1,1,139.0,0
Flood,7,7001,7001009,Medawachchiya,Anuradhapura,2000,12,26,191.9,0
Flood,5,5002,5002003,Dehiattakandiya,Ampara,2000,11,18,406.8,0
Flood,6,6002,6002015,Puttalam,Puttalam,2000,12,26,265.9,0
Flood,5,5001,5001030,Manmunai South - West (Peddipe,Batticaloa,2000,12,26,305.0,0
Flood,5,5001,5001012,Eravur Pattu (Chenkalady),Batticaloa,2000,12,26,305.0,0
Flood,8,8002,8002006,Madulla,Monaragala,2000,11,19,334.0,0
Flood,7,7002,7002009,Lankapura,Polannaruwa,2001,1,29,80.1,100
Flood,3,3001,3001039,Galle Four Gravets,Galle,2001,7,23,226.0,100
Flood,9,9001,9001018,Jahinkanda(GN),Ratnapura,2001,4,21,517.6,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,10,17,306.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,2,22,241.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,4,21,517.6,100
Flood,6,6002,6002045,Wennappuwa,Puttalam,2001,10,3,320.7,100
Flood,6,6001,6001036,"Ebawalapitiya(GN),Wanduressa Welgala(GN)",Kurunegala,2001,7,18,114.0,100
Flood,9,9001,9001018,Polwathugoda(GN),Ratnapura,2001,12,31,348.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,22,517.6,0
Flood,5,5001,5001009,Valachchenai(GN),Batticaloa,2001,10,12,162.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,1,26,195.0,100
Flood,5,5002,5002009,Mahaoya(GN),Ampara,2001,1,18,271.1,0
Flood,5,5002,5002027,Karativu(GN),Ampara,2001,1,30,271.1,0
Flood,5,5001,5001021,Manmunai West(Vavunatheivu),Batticaloa,2001,12,6,305.0,100
Flood,5,5002,5002009,Mahaoya(GN),Ampara,2001,1,18,271.1,100
Flood,3,3001,3001039,Weliwatta(GN),Galle,2001,7,23,226.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,20,517.6,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,3,15,273.9,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,5,21,473.2,100
Flood,5,5001,5001021,Mandapththady,Batticaloa,2001,6,12,25.0,100
Flood,7,7002,7002015,Thamankaduwa,Polannaruwa,2001,1,29,80.1,100
Flood,7,7002,7002006,Medirigiriya,Polannaruwa,2001,1,29,80.1,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,12,31,348.0,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,2,5,241.0,100
Flood,5,5002,5002027,Karativu(GN),Ampara,2001,1,30,271.1,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,2,2,241.0,100
Flood,7,7002,7002012,manampitiya(GN),Polannaruwa,2001,1,29,80.1,100
Flood,9,9001,9001018,Rassagala(GN),Ratnapura,2001,12,31,348.0,100
Flood,6,6001,6001036,Ebawalapitiya(GN),Kurunegala,2001,1,30,62.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,1,15,195.0,100
Flood,5,5001,5001006,Koralai Pattu West (Oddamavadi,Batticaloa,2001,12,10,305.0,0
Flood,5,5001,5001033,Porativu Pattu (Ellavul),Batticaloa,2001,12,10,305.0,0
Flood,5,5002,5002003,Dehiattakandiya,Ampara,2001,1,18,271.1,100
Flood,7,7002,7002003,Hingurakgoda,Polannaruwa,2001,1,29,80.1,100
Flood,5,5002,5002003,"Sandunpura(GN),Wewmedagama(GN),Mawanagama(GN)",Ampara,2001,1,18,271.1,100
Flood,9,9001,9001009,Kiriella,Ratnapura,2001,10,25,561.4,0
Flood,7,7002,7002018,Elahera,Polannaruwa,2001,1,29,80.1,100
Flood,3,3003,3003015,Ambalantota,Hambantota,2001,7,30,57.0,100
Flood,3,3003,3003030,aranwala(GN),Hambantota,2001,7,11,57.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,4,21,517.6,100
Flood,9,9001,9001009,Kiriella,Ratnapura,2001,6,7,300.3,0
Flood,7,7002,7002012,Dimbulagala,Polannaruwa,2001,1,29,80.1,100
Flood,5,5002,5002030,Ninthavur(GN),Ampara,2001,10,12,304.5,0
Flood,6,6001,6001060,Mawathagama,Kurunegala,2001,1,30,62.0,100
Flood,5,5002,5002027,Karativu,Ampara,2001,1,30,271.1,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,12,31,348.0,100
Flood,1,1003,1003021,Kalutara,Kaluthara,2001,9,19,111.8,100
Flood,4,4001,4001033,Valikamam East (Kopay),Jaffna,2001,12,23,293.6,100
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2001,2,8,241.0,0
Flood,5,5001,5001006,"Oddamavadi(GN),Meeravodai(GN),Mansoolai(GN)",Batticaloa,2001,10,12,162.0,0
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2001,11,22,547.8,0
Flood,5,5002,5002030,Ninthavur,Ampara,2001,12,10,553.1,0
Flood,2,2002,2002033,Ukuwela,Matale,2001,1,30,90.0,0
Flood,6,6001,6001036,Goluwawa(GN),Kurunegala,2001,1,30,62.0,100
Flood,3,3001,3001054,Ahangama(GN),Galle,2001,7,11,226.0,0
Flood,9,9001,9001051,Kolonna,Ratnapura,2001,7,20,291.0,100
Flood,6,6002,6002003,kandakuliya beach,Puttalam,2001,7,14,114.1,0
Flood,4,4005,4005012,Nalloor(GN),Kilinochchi,2001,9,10,95.8,100
Flood,6,6001,6001036,Muwanwellegedara(GN),Kurunegala,2001,1,30,62.0,100
Flood,3,3001,3001054,Habaraduwa,Galle,2001,11,7,260.0,0
Flood,3,3003,3003030,aranwala(GN),Hambantota,2001,7,11,57.0,0
Flood,9,9001,9001018,Kiridigala(GN),Ratnapura,2001,12,31,348.0,100
Flood,6,6002,6002045,"kadawatha,ulhitiyawa,kolinjadiya(GN3)",Puttalam,2001,3,10,82.0,100
Flood,6,6002,6002003,kandakuliya beach,Puttalam,2001,7,14,114.1,100
Flood,3,3002,3002039,"weligama(GN),midigama(GN)",Matara,2001,7,11,170.0,100
Flood,3,3001,3001054,Ahangama(GN),Galle,2001,7,11,226.0,100
Flood,2,2001,2001009,Akurana Town,Kandy,2001,1,29,97.6,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,7,20,291.0,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,18,517.6,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,14,517.6,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,10,517.6,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,3,24,273.9,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,1,15,195.0,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,1,14,195.0,0
Flood,7,7002,7002015,Gallella(GN),Polannaruwa,2001,1,29,80.1,100
Flood,9,9001,9001018,Welekumbura(GN),Ratnapura,2001,12,31,348.0,100
Flood,6,6002,6002003,Kalpitiya,Puttalam,2001,7,14,114.1,100
Flood,7,7002,7002009,Sungavila(GN),Polannaruwa,2001,1,29,80.1,100
Flood,7,7002,7002003,Unagalavehera (GN),Polannaruwa,2001,1,29,80.1,100
Flood,7,7002,7002018,Atharagallewa (GN),Polannaruwa,2001,1,29,80.1,100
Flood,1,1003,1003021,"Kaluthara-North,South(GN),Katukurunda(GN)",Kaluthara,2001,9,19,111.8,100
Flood,4,4001,4001033,Valikamam East (Kopay),Jaffna,2001,12,23,293.6,100
Flood,9,9001,9001051,Dorapane(GN),Ratnapura,2001,7,20,291.0,100
Flood,6,6001,6001036,"Ebawalapitiya(GN),Wanduressa Welgala(GN)",Kurunegala,2001,7,18,114.0,0
Flood,6,6001,6001036,Muwanwellegedara(GN),Kurunegala,2001,1,30,62.0,0
Flood,6,6001,6001036,Ebawalapitiya(GN),Kurunegala,2001,1,30,62.0,0
Flood,6,6001,6001036,Goluwawa(GN),Kurunegala,2001,1,30,62.0,0
Flood,6,6001,6001018,Polonthalawade ,Kurunegala,2001,1,30,62.0,0
Flood,6,6002,6002003,Kalpitiya,Puttalam,2001,7,14,114.1,0
Flood,3,3002,3002039,Weligama,Matara,2001,11,7,305.0,0
Flood,4,4005,4005012,Poonakary,Kilinochchi,2001,10,9,319.9,100
Flood,7,7002,7002006,"Meegaswewa(GN),Palliyagodella(GN)",Polannaruwa,2001,1,29,80.1,100
Flood,3,3002,3002039,Weligama,Matara,2001,11,7,305.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,1,20,195.0,100
Flood,2,2001,2001009,Akurana,Kandy,2001,1,29,97.6,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,8,22,118.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,10,17,306.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,11,5,334.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,12,3,235.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,6,20,82.0,100
Flood,5,5002,5002030,Ninthavur(GN),Ampara,2001,10,12,304.5,100
Flood,6,6001,6001018,Nammuwawa(GN),Kurunegala,2001,1,30,62.0,0
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2001,11,22,547.8,100
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2001,2,8,241.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,7,20,291.0,100
Flood,5,5002,5002009,Mahaoya,Ampara,2001,1,18,271.1,100
Flood,7,7002,7002015,Thamankaduwa,Polannaruwa,2001,1,29,80.1,0
Flood,7,7002,7002012,manampitiya(GN),Polannaruwa,2001,1,29,80.1,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,20,517.6,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,22,517.6,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,12,3,235.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,5,21,117.0,100
Flood,3,3001,3001054,Habaraduwa,Galle,2001,11,7,260.0,100
Flood,5,5002,5002003,"Sandunpura(GN),Wewmedagama(GN),Mawanagama(GN)",Ampara,2001,1,18,271.1,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,4,30,182.0,100
Flood,4,4001,4001033,Valikamam East (Kopay),Jaffna,2001,12,23,293.6,0
Flood,1,1003,1003021,Kalutara,Kaluthara,2001,9,19,111.8,0
Flood,7,7002,7002018,Elahera,Polannaruwa,2001,1,29,80.1,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,7,23,113.0,0
Flood,7,7002,7002003,Hingurakgoda,Polannaruwa,2001,1,29,80.1,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,5,2,117.0,100
Flood,3,3003,3003015,Kalametiya(GN),Hambantota,2001,7,30,57.0,0
Flood,5,5001,5001033,"Veeranchenai(GN),Vanninagar(GN)",Batticaloa,2001,10,12,162.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,1,3,137.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,12,31,348.0,100
Flood,5,5002,5002027,Karativu,Ampara,2001,1,30,271.1,100
Flood,7,7002,7002006,Medirigiriya,Polannaruwa,2001,1,29,80.1,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,6,20,82.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,5,2,117.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,4,30,182.0,0
Flood,6,6002,6002030,Arachchikattuwa,Puttalam,2001,10,1,320.7,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,7,23,113.0,100
Flood,5,5001,5001009,Koralai Pattu (Valachchenai),Batticaloa,2001,12,10,305.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,8,22,118.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,11,5,334.0,100
Flood,4,4005,4005006,Kandavalai,Kilinochchi,2001,11,22,388.4,0
Flood,8,8001,8001036,Ella,Badulla,2001,2,4,94.0,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,1,1,195.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,2,5,241.0,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,1,26,195.0,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,5,21,473.2,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,3,15,273.9,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,2,2,241.0,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,1,14,195.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,1,4,195.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,3,23,103.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,4,21,517.6,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,3,24,273.9,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,3,23,103.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,3,12,103.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,3,7,103.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,2,17,93.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,1,5,137.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,2,8,93.0,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2001,12,31,348.0,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,19,517.6,100
Flood,9,9001,9001009,Kiriella,Ratnapura,2001,10,25,561.4,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,18,517.6,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,14,517.6,100
Flood,9,9001,9001051,Kolonna,Ratnapura,2001,7,20,291.0,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,10,517.6,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2001,4,8,517.6,100
Flood,9,9001,9001009,Kiriella,Ratnapura,2001,6,7,300.3,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,3,12,103.0,100
Flood,9,9001,9001051,Dorapane(GN),Ratnapura,2001,7,20,291.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,2,17,93.0,100
Flood,8,8001,8001036,Ella (GN),Badulla,2001,4,2,169.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,3,7,103.0,100
Flood,2,2002,2002033,Ukuwela,Matale,2001,1,30,90.0,100
Flood,7,7001,7001045,Thambuttegama,Anuradhapura,2001,6,18,31.3,100
Flood,6,6002,6002018,Mundalama,Puttalam,2001,4,20,146.7,100
Flood,3,3003,3003030,Beliatta,Hambantota,2001,11,7,237.0,100
Flood,5,5001,5001009,Valachchenai(GN),Batticaloa,2001,10,12,162.0,0
Flood,6,6001,6001060,Mawathagama,Kurunegala,2001,1,30,62.0,0
Flood,7,7002,7002012,Dimbulagala,Polannaruwa,2001,1,29,80.1,0
Flood,3,3003,3003015,Ambalantota,Hambantota,2001,7,30,57.0,0
Flood,6,6001,6001018,Polonthalawade ,Kurunegala,2001,1,30,62.0,100
Flood,5,5002,5002003,Dehiattakandiya,Ampara,2001,1,18,271.1,0
Flood,4,4005,4005012,Poonakary,Kilinochchi,2001,10,9,319.9,0
Flood,2,2002,2002033,Ukuwela,Matale,2001,1,30,90.0,100
Flood,3,3003,3003030,Beliatta,Hambantota,2001,11,7,237.0,0
Flood,4,4005,4005006,"Punnaineeravi(GN),Puliyampokkanai(GN)",Kilinochchi,2001,11,22,388.4,0
Flood,5,5002,5002030,Ninthavur,Ampara,2001,12,10,553.1,100
Flood,7,7002,7002012,manampitiya(GN),Polannaruwa,2001,1,29,80.1,100
Flood,6,6001,6001018,Nammuwawa(GN),Kurunegala,2001,1,30,62.0,100
Flood,6,6001,6001060,Sinhapura(GN),Kurunegala,2001,1,30,62.0,100
Flood,6,6001,6001036,"Muwanwellegedara(GN),Medagama(GN)",Kurunegala,2001,1,30,62.0,100
Flood,4,4005,4005006,"Punnaineeravi(GN),Puliyampokkanai(GN)",Kilinochchi,2001,11,22,388.4,100
Flood,5,5001,5001033,Porativu Pattu (Ellavul),Batticaloa,2001,12,10,305.0,100
Flood,6,6001,6001018,Rasnayakapura,Kurunegala,2001,1,30,62.0,0
Flood,5,5001,5001009,Koralai Pattu (Valachchenai),Batticaloa,2001,12,10,305.0,100
Flood,3,3002,3002039,"weligama(GN),midigama(GN)",Matara,2001,7,11,170.0,0
Flood,5,5001,5001006,Koralai Pattu West (Oddamavadi,Batticaloa,2001,12,10,305.0,100
Flood,8,8001,8001036,Ella (GN),Badulla,2001,4,2,169.0,100
Flood,6,6002,6002030,Arachchikattuwa,Puttalam,2001,10,1,320.7,100
Flood,8,8001,8001036,Ella,Badulla,2001,2,4,94.0,100
Flood,4,4005,4005006,Kandavalai,Kilinochchi,2001,11,22,388.4,100
Flood,6,6002,6002018,Mundalama,Puttalam,2001,4,20,146.7,0
Flood,6,6002,6002030,Periya kurukupane,Puttalam,2001,1,10,81.3,0
Flood,7,7002,7002015,Gallella(GN),Polannaruwa,2001,1,29,80.1,0
Flood,6,6002,6002030,Periya kurukupane,Puttalam,2001,1,10,81.3,100
Flood,7,7001,7001045,Thambuttegama,Anuradhapura,2001,6,18,31.3,0
Flood,4,4005,4005012,Nalloor(GN),Kilinochchi,2001,9,10,95.8,0
Flood,6,6001,6001018,Rasnayakapura,Kurunegala,2001,1,30,62.0,100
Flood,3,3003,3003015,Kalametiya(GN),Hambantota,2001,7,30,57.0,100
Flood,9,9001,9001018,Polwathugoda(GN),Ratnapura,2001,12,31,348.0,0
Flood,9,9001,9001018,Jahinkanda(GN),Ratnapura,2001,4,21,517.6,0
Flood,9,9001,9001018,Welekumbura(GN),Ratnapura,2001,12,31,348.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,1,5,137.0,100
Flood,9,9001,9001018,Rassagala(GN),Ratnapura,2001,12,31,348.0,0
Flood,5,5001,5001006,"Oddamavadi(GN),Meeravodai(GN),Mansoolai(GN)",Batticaloa,2001,10,12,162.0,100
Flood,4,4001,4001033,Valikamam East (Kopay),Jaffna,2001,12,23,293.6,0
Flood,6,6001,6001036,Wariyapola,Kurunegala,2001,1,30,62.0,100
Flood,1,1003,1003021,"Kaluthara-North,South(GN),Katukurunda(GN)",Kaluthara,2001,9,19,111.8,0
Flood,6,6001,6001036,Wariyapola,Kurunegala,2001,7,18,114.0,100
Flood,7,7002,7002018,Atharagallewa (GN),Polannaruwa,2001,1,29,80.1,0
Flood,7,7002,7002009,Sungavila(GN),Polannaruwa,2001,1,29,80.1,0
Flood,7,7002,7002006,"Meegaswewa(GN),Palliyagodella(GN)",Polannaruwa,2001,1,29,80.1,0
Flood,9,9001,9001018,Kiridigala(GN),Ratnapura,2001,12,31,348.0,0
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2001,2,8,93.0,100
Flood,4,4005,4005006,Kandavalai,Kilinochchi,2002,11,2,388.4,100
Flood,4,4005,4005006,Kandavalai,Kilinochchi,2002,1,7,74.8,100
Flood,6,6001,6001018,Rasnayakapura (GN),Kurunegala,2002,12,15,139.0,100
Flood,5,5002,5002018,"Valathapitly(GN),Sammanthurai(GN)",Ampara,2002,5,11,165.0,100
Flood,5,5002,5002009,Mahaoya(GN),Ampara,2002,1,2,271.1,100
Flood,6,6001,6001018,Makele,Kurunegala,2002,11,30,327.0,100
Flood,5,5001,5001030,"Kokkadichcholai(GN),Munikkaduwa(GN)",Batticaloa,2002,5,11,53.0,100
Flood,5,5003,5003024,Kinniya,Trincomalee,2002,10,12,196.0,0
Flood,7,7002,7002010,Mahindagama (GN),Polannaruwa,2002,12,20,211.9,0
Flood,1,1001,1001027,Thimbirigasyaya,Colombo,2002,10,20,369.0,0
Flood,1,1001,1001033,Moratuwa,Colombo,2002,10,20,369.0,0
Flood,7,7001,7001045,Thambuttegama,Anuradhapura,2002,12,18,191.9,0
Flood,7,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2002,12,12,191.9,0
Flood,4,4005,4005006,"Tharmapuram West(GN),Punnaineeravi(GN),",Kilinochchi,2002,7,1,54.0,0
Flood,5,5001,5001018,Kallady Veloor(GN),Batticaloa,2002,12,16,305.0,100
Flood,5,5003,5003018,mollipothana(GN),Trincomalee,2002,10,12,196.0,0
Flood,1,1001,1001003,Colombo,Colombo,2002,10,20,369.0,0
Flood,4,4005,4005006,Periyakulam(GN),Kilinochchi,2002,2,11,75.4,0
Flood,5,5001,5001033,"Veeranchenai(GN),Vanninagar(GN)",Batticaloa,2002,12,16,305.0,100
Flood,6,6002,6002042,Nattandiya,Puttalam,2002,10,23,320.7,0
Flood,1,1001,1001024,Sri Jayawardanapura Kotte,Colombo,2002,10,20,369.0,100
Flood,5,5003,5003003,Kavanthissapura(GN),Trincomalee,2002,10,12,196.0,100
Flood,7,7001,7001009,Medawachchiya,Anuradhapura,2002,12,17,191.9,100
Flood,6,6002,6002012,"Maha Andarawewa(GN), Kirimetiyawa(GN), Moragahawewa(GN), ",Puttalam,2002,11,21,345.4,100
Flood,6,6002,6002033,"Munneshwaram(GN),Thimbilla(GN),Maikkulama(GN)",Puttalam,2002,11,21,345.4,100
Flood,7,7001,7001060,Ipalogama,Anuradhapura,2002,5,2,125.3,100
Flood,7,7001,7001060,Ipalogama,Anuradhapura,2002,4,27,217.9,100
Flood,7,7001,7001060,Ipalogama,Anuradhapura,2002,4,20,217.9,100
Flood,7,7002,7002010,Welikanda,Polannaruwa,2002,12,26,211.9,100
Flood,6,6002,6002042,"pahala Katuneriya,katuneriya(GN2)",Puttalam,2002,5,6,179.8,100
Flood,7,7002,7002010,Welikanda,Polannaruwa,2002,12,20,211.9,100
Flood,6,6002,6002039,Mahawewa,Puttalam,2002,11,21,345.4,100
Flood,7,7002,7002010,Welikanda,Polannaruwa,2002,12,18,211.9,100
Flood,7,7002,7002010,Welikanda,Polannaruwa,2002,12,30,211.9,100
Flood,4,4001,4001009,Vadaliadaippu(GN),Jaffna,2002,10,11,335.8,100
Flood,6,6002,6002039,"Medagoda(GN),Pahalamahawewa(GN)Iranavila(GN)Adapparagama(GN)",Puttalam,2002,5,31,179.8,100
Flood,9,9001,9001042,Godakawela,Ratnapura,2002,6,25,300.3,100
Flood,7,7002,7002010,Welikanda,Polannaruwa,2002,12,25,211.9,100
Flood,9,9001,9001042,Godakawela,Ratnapura,2002,11,11,547.8,100
Flood,7,7002,7002010,Welikanda,Polannaruwa,2002,12,22,211.9,100
Flood,7,7002,7002015,Thamankaduwa,Polannaruwa,2002,12,20,211.9,100
Flood,4,4001,4001009,Pandatheruppu(GN),Jaffna,2002,10,11,335.8,100
Flood,7,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2002,12,12,191.9,100
Flood,4,4001,4001009,Sillalai Noth(GN),Jaffna,2002,10,11,335.8,100
Flood,4,4001,4001009,Sandilipay Noth(GN),Jaffna,2002,10,11,335.8,100
Flood,4,4001,4001009,Navali East(GN),Jaffna,2002,10,11,335.8,100
Flood,5,5003,5003024,Kinniya,Trincomalee,2002,12,10,275.0,0
Flood,7,7001,7001045,Thambuttegama,Anuradhapura,2002,12,27,191.9,100
Flood,1,1001,1001003,Colombo,Colombo,2002,10,20,369.0,100
Flood,4,4001,4001009,Mathagal west(GN),Jaffna,2002,10,11,335.8,100
Flood,6,6001,6001018,Rasnayakapura,Kurunegala,2002,12,15,139.0,100
Flood,4,4001,4001009,Mullanai(GN),Jaffna,2002,10,11,335.8,100
Flood,4,4005,4005006,Kandavalai,Kilinochchi,2002,1,7,74.8,0
Flood,4,4005,4005006,Kandavalai,Kilinochchi,2002,11,2,388.4,0
Flood,9,9001,9001021,Opanayaka,Ratnapura,2002,11,18,547.8,100
Flood,9,9001,9001021,Opanayaka,Ratnapura,2002,4,22,517.6,100
Flood,1,1001,1001033,Koralawella South(GN),Colombo,2002,6,8,186.0,100
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2002,11,11,547.8,100
Flood,5,5002,5002009,Mahaoya,Ampara,2002,11,4,406.8,100
Flood,2,2003,2003003,Kothmale,Nuwara Eliya,2002,11,8,331.0,100
Flood,2,2001,2001034,Hatharaliyadda,Kandy,2002,4,15,351.5,100
Flood,6,6001,6001030,Ibbagamuwa,Kurunegala,2002,11,30,327.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2002,1,1,195.0,100
Flood,3,3003,3003025,Walasmulla,Hambantota,2002,12,18,157.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2002,6,24,300.3,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2002,11,15,547.8,100
Flood,4,4001,4001009,Valikamam South -West (Sandili,Jaffna,2002,11,10,407.8,100
Flood,6,6002,6002015,"Manalthivu(GN),Thiladiya(GN),Puttalam South(GN)",Puttalam,2002,11,21,345.4,100
Flood,4,4001,4001021,Vadamaradchi South-west (Karav,Jaffna,2002,11,10,407.8,100
Flood,4,4001,4001009,Mathagal east(GN),Jaffna,2002,10,11,335.8,100
Flood,5,5003,5003018,Thambalagamuwa,Trincomalee,2002,12,10,275.0,0
Flood,4,4001,4001009,Piranpattai(GN),Jaffna,2002,10,11,335.8,100
Flood,4,4001,4001009,Maresankoodal(GN),Jaffna,2002,10,11,335.8,100
Flood,4,4001,4001009,Periyavillan(GN),Jaffna,2002,10,11,335.8,100
Flood,1,1001,1001024,"Welikada(GN),Nawala West(GN),Koswatte(GN)",Colombo,2002,10,20,369.0,100
Flood,6,6001,6001018,Rasnayakapura,Kurunegala,2002,11,30,327.0,100
Flood,6,6001,6001081,Narammala,Kurunegala,2002,10,8,359.0,100
Flood,1,1001,1001027,Thimbirigasyaya,Colombo,2002,10,20,369.0,100
Flood,4,4001,4001009,Anaikoddai(GN),Jaffna,2002,10,11,335.8,100
Flood,5,5002,5002009,Mahaoya,Ampara,2002,2,1,207.6,0
Flood,6,6002,6002033,Chilaw,Puttalam,2002,11,21,345.4,0
Flood,6,6002,6002042,Nattandiya,Puttalam,2002,6,5,135.0,0
Flood,9,9001,9001018,Balangoda,Ratnapura,2002,4,29,517.6,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2002,11,15,547.8,100
Flood,6,6002,6002039,Mahawewa,Puttalam,2002,5,31,179.8,0
Flood,6,6002,6002039,Mahawewa,Puttalam,2002,5,31,179.8,100
