Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Rainfall(mm),Wind Speed(mph),Cyclone
ST2009,STRONG WIND,lka006,lka006001,lka006001057,Mallawapitiya,Kurunegala,2009-06-26,2009,6,156.0,14.4,1
ST2009,STRONG WIND,lka003,lka003003,lka003003024,"Medakanda(GN), Kehelwatta(GN)",Hambantota,2009-06-26,2009,6,76.0,16.4,1
ST2009,STRONG WIND,lka006,lka006001,lka006001057,Doratiyawa(GN),Kurunegala,2009-06-26,2009,6,156.0,14.4,1
ST2009,STRONG WIND,lka008,lka008002,lka008002012,Wijayapura(GN),Monaragala,2009-06-28,2009,6,82.0,11.3,1
ST2009,STRONG WIND,lka008,lka008002,lka008002012,Karambagoda(GN),Monaragala,2009-06-28,2009,6,82.0,11.3,1
ST2009,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2009-06-28,2009,6,82.0,11.3,1
ST2009,STRONG WIND,lka008,lka008002,lka008002012,Madugama(GN),Monaragala,2009-06-28,2009,6,82.0,11.3,1
GA2009,GALE,lka009,lka009001,lka009001039,Weladura(GN),Ratnapura,2009-06-29,2009,6,300.3,12.6,1
GA2009,GALE,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2009-06-29,2009,6,300.3,12.6,1
CE2009,COASTLINE,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2009-07-01,2009,7,114.1,16.9,1
GA2009,STRONG WIND,lka003,lka003002,lka003002012,Mulatiyana,Matara,2009-07-01,2009,7,170.0,15.6,1
ST2009,STRONG WIND,lka009,lka009001,lka009001045,Weligepola,Ratnapura,2009-07-01,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka008,lka008002,lka008002015,Moneragala,Monaragala,2009-07-01,2009,7,113.0,11.2,1
ST2009,STRONG WIND,lka001,lka001003,lka001003018,Millaniya,Kaluthara,2009-07-01,2009,7,66.0,13.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001021,Opanayaka,Ratnapura,2009-07-01,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2009-07-01,2009,7,114.0,9.7,1
GA2009,GALE,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2009-07-01,2009,7,291.0,12.5,1
GA2009,GALE,lka001,lka001002,lka001002024,Gampaha,Gampaha,2009-07-02,2009,7,177.0,12.9,1
ST2009,STRONG WIND,lka003,lka003003,lka003003027,Okewela,Hambantota,2009-07-02,2009,7,57.0,16.3,1
GA2009,GALE,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2009-07-02,2009,7,142.5,13.2,1
GA2009,GALE,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2009-07-02,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2009-07-03,2009,7,114.0,9.7,1
GA2009,GALE,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2009-07-04,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka002,lka002001,lka002001012,Madawala(GN),Kandy,2009-07-04,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001039,Nugawela East(GN),Ratnapura,2009-07-04,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2009-07-05,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka006,lka006001,lka006001069,Karagahagedara(GN),Kurunegala,2009-07-06,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001069,"Medelpola(GN), Pothuhera(GN)",Kurunegala,2009-07-06,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001063,Wewegedara(GN),Kurunegala,2009-07-06,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001069,Medelpola(GN),Kurunegala,2009-07-06,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001069,Pothuhera(GN),Kurunegala,2009-07-06,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Bambaradeniya(GN),Kandy,2009-07-08,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Lagamuwa(GN),Kandy,2009-07-09,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka006,lka006002,lka006002015,Puttalam East(GN),Puttalam,2009-07-09,2009,7,114.1,16.9,1
GA2009,GALE,lka009,lka009001,lka009001036,Uda Karavita(GN),Ratnapura,2009-07-09,2009,7,291.0,12.5,1
GA2009,GALE,lka002,lka002001,lka002001003,Paranagama(GN),Kandy,2009-07-09,2009,7,142.5,13.2,1
GA2009,GALE,lka003,lka003002,lka003002012,Kudapana(GN),Matara,2009-07-09,2009,7,170.0,15.6,1
GA2009,GALE,lka003,lka003002,lka003002012,Makandura West(GN),Matara,2009-07-09,2009,7,170.0,15.6,1
GA2009,GALE,lka002,lka002002,lka002002024,Rathninda(GN),Matale,2009-07-09,2009,7,114.0,9.7,1
ST2009,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2009-07-10,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2009-07-10,2009,7,114.1,16.9,1
GA2009,GALE,lka002,lka002001,lka002001018,Udadumbara,Kandy,2009-07-11,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001018,Udadumbara,Kandy,2009-07-12,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2009-07-13,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Uma Ela(GN),Badulla,2009-07-13,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Karagahauipatha(GN),Badulla,2009-07-13,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2009-07-13,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Bamabarapana(GN),Badulla,2009-07-13,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Ranhawadigama(GN),Badulla,2009-07-13,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka009,lka009001,lka009001018,Kalupedigama(GN),Ratnapura,2009-07-13,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Daragala(GN),Badulla,2009-07-13,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka002,lka002001,lka002001018,Udadumbara,Kandy,2009-07-14,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001018,Halyala(GN),Kandy,2009-07-14,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2009-07-15,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Karagahaulpatha(GN),Badulla,2009-07-15,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka001,lka001002,lka001002009,Kaluaggala Pahalagama(GN),Gampaha,2009-07-15,2009,7,177.0,12.9,1
ST2009,STRONG WIND,lka006,lka006002,lka006002033,"Egodawatta(GN), Wattakkaliya(GN), Weralabada(GN), ",Puttalam,2009-07-15,2009,7,114.1,16.9,1
ST2009,STRONG WIND,lka001,lka001002,lka001002009,Divulapitiya,Gampaha,2009-07-15,2009,7,177.0,12.9,1
ST2009,STRONG WIND,lka009,lka009001,lka009001009,Hadukanda(GN),Ratnapura,2009-07-15,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka001,lka001002,lka001002009,Nariyamulla(GN),Gampaha,2009-07-15,2009,7,177.0,12.9,1
ST2009,STRONG WIND,lka006,lka006002,lka006002033,Chilaw,Puttalam,2009-07-15,2009,7,114.1,16.9,1
ST2009,STRONG WIND,lka001,lka001002,lka001002009,Kuleegedara(GN),Gampaha,2009-07-15,2009,7,177.0,12.9,1
ST2009,STRONG WIND,lka001,lka001002,lka001002009,Halpe(GN),Gampaha,2009-07-15,2009,7,177.0,12.9,1
ST2009,STRONG WIND,lka001,lka001002,lka001002009,Wattemulla(GN),Gampaha,2009-07-15,2009,7,177.0,12.9,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2009-07-15,2009,7,52.0,11.5,1
GA2009,STRONG WIND,lka006,lka006001,lka006001081,Narammala,Kurunegala,2009-07-16,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2009-07-16,2009,7,186.0,12.1,1
ST2009,STRONG WIND,lka006,lka006001,lka006001069,Dehigama(GN),Kurunegala,2009-07-16,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001069,Kuliyapitiya East,Kurunegala,2009-07-16,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001009,Melchena(GN),Kandy,2009-07-16,2009,7,142.5,13.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001009,Akurana,Kandy,2009-07-16,2009,7,142.5,13.2,1
GA2009,GALE,lka006,lka006001,lka006001081,Pahamune(GN),Kurunegala,2009-07-16,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka002,lka002003,lka002003015,Newvalleyagama(GN),Nuwara Eliya,2009-07-16,2009,7,186.0,12.1,1
ST2009,STRONG WIND,lka008,lka008001,lka008001006,Rideemaliyadda,Badulla,2009-07-17,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka006,lka006001,lka006001054,Vilbawa(GN),Kurunegala,2009-07-17,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka005,lka005002,lka005002042,Pannalgama(GN),Ampara,2009-07-17,2009,7,80.1,9.6,1
ST2009,STRONG WIND,lka008,lka008001,lka008001006,Kandegama(GN),Badulla,2009-07-17,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka006,lka006001,lka006001081,Karalappala(GN),Kurunegala,2009-07-17,2009,7,114.0,14.2,1
GA2009,STRONG WIND,lka006,lka006001,lka006001049,Bamunukotuwa,Kurunegala,2009-07-17,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka005,lka005002,lka005002042,Damana,Ampara,2009-07-17,2009,7,80.1,9.6,1
GA2009,GALE,lka006,lka006001,lka006001049,Walpola(GN),Kurunegala,2009-07-17,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001081,Narammala,Kurunegala,2009-07-17,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2009-07-17,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka008,lka008001,lka008001003,Senanigama(GN),Badulla,2009-07-19,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka008,lka008001,lka008001003,Mahiyanganaya,Badulla,2009-07-19,2009,7,52.0,11.5,1
ST2009,STRONG WIND,lka006,lka006001,lka006001081,Narammala,Kurunegala,2009-07-20,2009,7,114.0,14.2,1
GA2009,GALE,lka009,lka009001,lka009001036,Yakdehiwatta(GN),Ratnapura,2009-07-20,2009,7,291.0,12.5,1
GA2009,GALE,lka009,lka009001,lka009001036,Wathupitiya(GN),Ratnapura,2009-07-20,2009,7,291.0,12.5,1
GA2009,GALE,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2009-07-20,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka006,lka006001,lka006001081,Pahamune(GN),Kurunegala,2009-07-20,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001060,Mawathagama,Kurunegala,2009-07-23,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001060,Madawa(GN),Kurunegala,2009-07-23,2009,7,114.0,14.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001027,Raddella(GN),Ratnapura,2009-07-24,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka009,lka009001,lka009001027,Elapatha,Ratnapura,2009-07-24,2009,7,291.0,12.5,1
GA2009,GALE,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2009-07-29,2009,7,291.0,12.5,1
GA2009,GALE,lka009,lka009001,lka009001036,Kolambugama(GN),Ratnapura,2009-07-29,2009,7,291.0,12.5,1
GA2009,GALE,lka009,lka009001,lka009001036,Pahala Karavita(GN),Ratnapura,2009-07-29,2009,7,291.0,12.5,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2009-08-01,2009,8,148.6,12.7,1
GA2009,GALE,lka009,lka009001,lka009001048,Embilipitiya,Ratnapura,2009-08-03,2009,8,300.6,12.1,1
ST2009,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2009-08-03,2009,8,300.6,12.1,1
GA2009,GALE,lka006,lka006002,lka006002009,Iahala Puliyankulama(GN),Puttalam,2009-08-04,2009,8,109.4,16.4,1
GA2009,GALE,lka006,lka006002,lka006002009,Aluthgama(GN),Puttalam,2009-08-04,2009,8,109.4,16.4,1
GA2009,GALE,lka006,lka006002,lka006002009,Ihala Puliyankulama(GN),Puttalam,2009-08-04,2009,8,109.4,16.4,1
GA2009,GALE,lka006,lka006002,lka006002009,Medagama(GN),Puttalam,2009-08-04,2009,8,109.4,16.4,1
ST2009,STRONG WIND,lka006,lka006001,lka006001027,Mal Asna(GN),Kurunegala,2009-08-06,2009,8,93.0,13.8,1
ST2009,STRONG WIND,lka001,lka001001,lka001001033,Koralawella West(GN),Colombo,2009-08-06,2009,8,114.0,13.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001018,Ellepola(GN),Ratnapura,2009-08-06,2009,8,300.6,12.1,1
GA2009,GALE,lka002,lka002001,lka002001045,Gomadiwela(GN),Kandy,2009-08-06,2009,8,148.6,12.7,1
GA2009,GALE,lka002,lka002001,lka002001012,Pitiyegedara(GN),Kandy,2009-08-06,2009,8,148.6,12.7,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2009-08-07,2009,8,148.6,12.7,1
ST2009,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2009-08-09,2009,8,300.6,12.1,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2009-08-09,2009,8,74.0,11.0,1
ST2009,STRONG WIND,lka005,lka005001,lka005001033,Vivehanandapura(GN),Batticaloa,2009-08-10,2009,8,34.0,11.3,1
ST2009,STRONG WIND,lka006,lka006002,lka006002039,Samidugama,Puttalam,2009-08-12,2009,8,109.4,16.4,1
ST2009,STRONG WIND,lka007,lka007001,lka007001012,Thantirimale(GN),Anuradhapura,2009-08-13,2009,8,56.4,15.0,1
ST2009,STRONG WIND,lka007,lka007001,lka007001015,,Anuradhapura,2009-08-13,2009,8,56.4,15.0,1
GA2009,GALE,lka007,lka007001,,,Anuradhapura,2009-08-13,2009,8,56.4,15.0,1
GA2009,STRONG WIND,lka007,lka007001,,,Anuradhapura,2009-08-13,2009,8,56.4,15.0,1
ST2009,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2009-08-13,2009,8,56.4,15.0,1
ST2009,STRONG WIND,lka007,lka007001,lka007001012,Mahavilachchiya,Anuradhapura,2009-08-13,2009,8,56.4,15.0,1
ST2009,STRONG WIND,lka008,lka008002,lka008002006,Obbegoda(GN),Monaragala,2009-08-15,2009,8,118.0,10.9,1
ST2009,STRONG WIND,lka008,lka008002,lka008002006,Madulla,Monaragala,2009-08-15,2009,8,118.0,10.9,1
ST2009,STRONG WIND,lka002,lka002002,lka002002024,Guruwela(GN),Matale,2009-08-16,2009,8,109.0,8.8,1
ST2009,STRONG WIND,lka008,lka008002,lka008002024,Buttala,Monaragala,2009-08-16,2009,8,118.0,10.9,1
ST2009,STRONG WIND,lka008,lka008002,lka008002024,Dikyaya(GN),Monaragala,2009-08-16,2009,8,118.0,10.9,1
ST2009,STRONG WIND,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2009-08-16,2009,8,109.0,8.8,1
ST2009,STRONG WIND,lka008,lka008002,lka008002024,Veheragala(GN),Monaragala,2009-08-16,2009,8,118.0,10.9,1
GA2009,GALE,lka006,lka006001,lka006001030,Kahatawela(GN),Kurunegala,2009-08-17,2009,8,93.0,13.8,1
GA2009,STRONG WIND,lka006,lka006001,lka006001030,Ibbagamuwa,Kurunegala,2009-08-17,2009,8,93.0,13.8,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Pilapitiya(GN),Kandy,2009-08-18,2009,8,148.6,12.7,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2009-08-18,2009,8,148.6,12.7,1
ST2009,STRONG WIND,lka005,lka005002,lka005002012,Galahitiyagoda(GN),Ampara,2009-08-19,2009,8,113.5,8.9,1
ST2009,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2009-08-19,2009,8,113.5,8.9,1
GA2009,GALE,lka006,lka006001,lka006001078,Narangoda(GN),Kurunegala,2009-08-20,2009,8,93.0,13.8,1
GA2009,STRONG WIND,lka006,lka006001,lka006001078,Pannala,Kurunegala,2009-08-20,2009,8,93.0,13.8,1
GA2009,GALE,lka003,lka003003,lka003003030,Beligala South(GN),Hambantota,2009-08-30,2009,8,64.0,16.2,1
GA2009,STRONG WIND,lka003,lka003003,lka003003030,Beliatta,Hambantota,2009-08-30,2009,8,64.0,16.2,1
ST2009,STRONG WIND,lka005,lka005002,lka005002042,"Ambalaoya(GN),Bogahawela, 18A Janapadaya(GN)       ",Ampara,2009-08-31,2009,8,113.5,8.9,1
GA2009,GALE,lka009,lka009001,lka009001036,Uda Karavita(GN),Ratnapura,2009-08-31,2009,8,300.6,12.1,1
ST2009,STRONG WIND,lka005,lka005002,lka005002042,Damana,Ampara,2009-08-31,2009,8,113.5,8.9,1
GA2009,GALE,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2009-08-31,2009,8,300.6,12.1,1
ST2009,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2009-09-01,2009,9,153.0,12.0,1
ST2009,STRONG WIND,lka006,lka006001,lka006001087,Polgahawela,Kurunegala,2009-09-02,2009,9,159.0,12.6,1
GA2009,STRONG WIND,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2009-09-03,2009,9,353.5,11.2,1
GA2009,GALE,lka002,lka002001,lka002001039,Gadaladeniya South(GN),Kandy,2009-09-03,2009,9,207.1,11.3,1
GA2009,GALE,lka008,lka008001,lka008001012,Kandaketiya,Badulla,2009-09-04,2009,9,130.0,9.7,1
ST2009,STRONG WIND,lka009,lka009001,lka009001027,Karangoda(GN),Ratnapura,2009-09-04,2009,9,353.5,11.2,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2009-09-04,2009,9,130.0,9.7,1
ST2009,STRONG WIND,lka006,lka006001,lka006001072,Kuliyapitiya West,Kurunegala,2009-09-05,2009,9,159.0,12.6,1
ST2009,STRONG WIND,lka006,lka006002,lka006002006,Vanathavilluwa,Puttalam,2009-09-05,2009,9,141.5,15.2,1
GA2009,STRONG WIND,lka003,lka003002,lka003002012,Mulatiyana,Matara,2009-09-05,2009,9,203.0,14.5,1
CE2009,COASTLINE,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2009-09-06,2009,9,141.5,15.2,1
ST2009,STRONG WIND,lka005,lka005002,lka005002042,Thimbirigolla(GN),Ampara,2009-09-06,2009,9,172.5,7.7,1
ST2009,STRONG WIND,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2009-09-06,2009,9,141.5,15.2,1
GA2009,GALE,lka002,lka002001,lka002001003,Thumpane,Kandy,2009-09-07,2009,9,207.1,11.3,1
GA2009,GALE,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2009-09-07,2009,9,112.0,8.2,1
ST2009,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2009-09-07,2009,9,141.5,15.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2009-09-07,2009,9,207.1,11.3,1
GA2009,STRONG WIND,lka003,lka003002,lka003002012,Mulatiyana,Matara,2009-09-07,2009,9,203.0,14.5,1
GA2009,GALE,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2009-09-07,2009,9,353.5,11.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001018,Watawala(GN),Ratnapura,2009-09-08,2009,9,353.5,11.2,1
ST2009,STRONG WIND,lka008,lka008001,lka008001027,Bambarapana(GN),Badulla,2009-09-08,2009,9,130.0,9.7,1
GA2009,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2009-09-10,2009,9,353.5,11.2,1
ST2009,STRONG WIND,lka006,lka006001,lka006001087,Polgahawela,Kurunegala,2009-09-11,2009,9,159.0,12.6,1
GA2009,GALE,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2009-09-18,2009,9,353.5,11.2,1
GA2009,GALE,lka009,lka009001,lka009001036,Delwala(GN),Ratnapura,2009-09-18,2009,9,353.5,11.2,1
GA2009,GALE,lka002,lka002001,lka002001018,Udadumbara,Kandy,2009-09-20,2009,9,207.1,11.3,1
GA2009,GALE,lka002,lka002001,lka002001018,Wadawalakanda(GN),Kandy,2009-09-20,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Sadikkawatta(GN),Kandy,2009-09-24,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2009-09-24,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001048,Perawatta West(GN),Kandy,2009-09-29,2009,9,207.1,11.3,1
CE2009,COASTLINE,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2009-09-29,2009,9,141.5,15.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001048,Delthota,Kandy,2009-09-29,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002002,lka002002033,Elkaduwa(GN),Matale,2009-09-29,2009,9,112.0,8.2,1
ST2009,STRONG WIND,lka002,lka002002,lka002002033,Ukuwela,Matale,2009-09-29,2009,9,112.0,8.2,1
CE2009,COASTLINE,lka006,lka006002,lka006002042,Mudukatuwa South(GN),Puttalam,2009-09-29,2009,9,141.5,15.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2009-09-30,2009,9,207.1,11.3,1
GA2009,GALE,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2009-09-30,2009,9,232.0,10.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2009-09-30,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001045,"Somananda Rd, Mailapitiya",Kandy,2009-09-30,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Deliwala(GN),Kandy,2009-09-30,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001033,Gohagoda(GN),Kandy,2009-09-30,2009,9,207.1,11.3,1
ST2009,STRONG WIND,lka002,lka002002,lka002002012,Pallepola,Matale,2009-09-30,2009,9,112.0,8.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2009-09-30,2009,9,207.1,11.3,1
GA2009,GALE,lka002,lka002003,lka002003012,Kirimetiya(GN),Nuwara Eliya,2009-09-30,2009,9,232.0,10.3,1
ST2009,STRONG WIND,lka002,lka002002,lka002002012,Pallepola North(GN),Matale,2009-09-30,2009,9,112.0,8.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001033,Kalawana,Ratnapura,2009-10-01,2009,10,561.4,8.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001051,Kolonna,Ratnapura,2009-10-01,2009,10,561.4,8.2,1
ST2009,STRONG WIND,lka002,lka002001,lka002001048,Delthota,Kandy,2009-10-01,2009,10,469.2,7.7,1
ST2009,STRONG WIND,lka002,lka002002,lka002002018,Matale,Matale,2009-10-01,2009,10,341.0,5.1,1
GA2009,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2009-10-01,2009,10,374.0,7.1,1
GA2009,GALE,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2009-10-01,2009,10,469.2,7.7,1
GA2009,GALE,lka002,lka002001,lka002001024,Medadumbara,Kandy,2009-10-01,2009,10,469.2,7.7,1
GA2009,STRONG WIND,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2009-10-01,2009,10,374.0,7.1,1
GA2009,STRONG WIND,lka003,lka003001,lka003001006,Balapitiya,Galle,2009-10-01,2009,10,279.0,11.3,1
ST2009,STRONG WIND,lka003,lka003001,lka003001003,Benthota,Galle,2009-10-01,2009,10,279.0,11.3,1
ST2009,STRONG WIND,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2009-10-01,2009,10,469.2,7.7,1
ST2009,STRONG WIND,lka009,lka009001,lka009001027,Elapatha,Ratnapura,2009-10-01,2009,10,561.4,8.2,1
GA2009,GALE,lka002,lka002001,lka002001009,Akurana,Kandy,2009-10-01,2009,10,469.2,7.7,1
ST2009,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2009-10-01,2009,10,224.0,9.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001030,Ayagama,Ratnapura,2009-10-01,2009,10,561.4,8.2,1
GA2009,GALE,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2009-10-01,2009,10,341.0,5.1,1
GA2009,GALE,lka003,lka003002,lka003002015,Athuraliya,Matara,2009-10-01,2009,10,268.0,11.6,1
ST2009,STRONG WIND,lka003,lka003001,lka003001012,Elpitiya,Galle,2009-10-01,2009,10,279.0,11.3,1
ST2009,STRONG WIND,lka003,lka003001,lka003001024,Nagoda,Galle,2009-10-01,2009,10,279.0,11.3,1
ST2009,STRONG WIND,lka002,lka002002,lka002002033,Ukuwela,Matale,2009-10-01,2009,10,341.0,5.1,1
GA2009,STRONG WIND,lka006,lka006001,lka006001078,Pannala,Kurunegala,2009-10-01,2009,10,359.0,8.8,1
ST2009,STRONG WIND,lka003,lka003003,lka003003030,Beliatta,Hambantota,2009-10-01,2009,10,155.0,10.4,1
ST2009,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2009-10-01,2009,10,561.4,8.2,1
GA2009,STRONG WIND,lka009,lka009002,lka009002024,Bulathkohupitiya,Kegalle,2009-10-01,2009,10,374.0,4.2,1
GA2009,GALE,lka002,lka002001,lka002001048,Delthota,Kandy,2009-10-01,2009,10,469.2,7.7,1
ST2009,STRONG WIND,lka002,lka002002,lka002002015,Yatawatta,Matale,2009-10-01,2009,10,341.0,5.1,1
ST2009,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2009-10-01,2009,10,469.2,7.7,1
ST2009,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2009-10-01,2009,10,561.4,8.2,1
ST2009,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2009-10-01,2009,10,561.4,8.2,1
GA2009,GALE,lka002,lka002002,lka002002030,Rattota,Matale,2009-10-02,2009,10,341.0,5.1,1
ST2009,STRONG WIND,lka003,lka003002,lka003002027,Kamburupitiya,Matara,2009-10-02,2009,10,268.0,11.6,1
ST2009,STRONG WIND,lka003,lka003001,lka003001024,Nagoda,Galle,2009-10-02,2009,10,279.0,11.3,1
