Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Rainfall(mm),Wind Speed(mph),Cyclone
ST2003,STRONG WIND,lka001,lka001001,lka001001009,Dedigamuwa (GN),Colombo,2003-11-05,2003,11,310.0,8.7,1
GA2003,GALE,lka001,lka001002,lka001002030,,Gampaha,2003-11-05,2003,11,174.0,8.2,1
ST2003,STRONG WIND,lka001,lka001001,lka001001009,Kalapaluwawa (GN),Colombo,2003-11-05,2003,11,310.0,8.7,1
ST2003,STRONG WIND,lka001,lka001001,lka001001009,Malambe East (GN),Colombo,2003-11-05,2003,11,310.0,8.7,1
GA2003,STRONG WIND,lka008,lka008001,lka008001039,Haputale,Badulla,2003-11-06,2003,11,279.0,5.7,1
ST2003,STRONG WIND,lka001,lka001001,lka001001033,"Angulana (GN), Uyana South (GN), Uyana North (GN)           ",Colombo,2003-11-06,2003,11,310.0,8.7,1
GA2003,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2003-11-08,2003,11,279.0,5.7,1
GA2003,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2003-11-09,2003,11,279.0,5.7,1
GA2003,GALE,lka008,lka008001,lka008001027,Kiriwanagama(GN),Badulla,2003-11-15,2003,11,279.0,5.7,1
GA2003,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2003-11-15,2003,11,279.0,5.7,1
GA2003,STRONG WIND,lka009,lka009001,lka009001045,Weligepola,Ratnapura,2003-11-17,2003,11,547.8,6.1,1
GA2003,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2003-11-17,2003,11,334.0,6.1,1
GA2003,GALE,lka009,lka009001,lka009001045,Pussathota (GN),Ratnapura,2003-11-17,2003,11,547.8,6.1,1
GA2003,GALE,lka008,lka008002,lka008002012,Meeyagala(GN),Monaragala,2003-11-17,2003,11,334.0,6.1,1
GA2003,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2003-11-18,2003,11,279.0,5.7,1
GA2003,GALE,lka008,lka008001,lka008001027,Ranhawadigama(GN),Badulla,2003-11-18,2003,11,279.0,5.7,1
GA2003,GALE,lka008,lka008001,lka008001027,Paranagama(GN),Badulla,2003-11-19,2003,11,279.0,5.7,1
GA2003,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2003-11-19,2003,11,334.0,6.1,1
GA2003,GALE,lka008,lka008002,lka008002012,Pallewela(GN),Monaragala,2003-11-19,2003,11,334.0,6.1,1
GA2003,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2003-11-19,2003,11,279.0,5.7,1
GA2003,GALE,lka001,lka001003,lka001003024,Kalavilakanda(GN),Kaluthara,2003-11-23,2003,11,218.4,7.9,1
GA2003,STRONG WIND,lka001,lka001001,lka001001003,Colombo,Colombo,2003-11-23,2003,11,310.0,8.7,1
GA2003,GALE,lka001,lka001001,lka001001003,"Modara(GN),Kotahena",Colombo,2003-11-23,2003,11,310.0,8.7,1
GA2003,STRONG WIND,lka001,lka001003,lka001003024,Beruwala,Kaluthara,2003-11-23,2003,11,218.4,7.9,1
GA2003,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2003-11-24,2003,11,279.0,5.7,1
GA2003,GALE,lka008,lka008001,lka008001030,Idamegama(GN),Badulla,2003-11-24,2003,11,279.0,5.7,1
ST2003,STRONG WIND,lka001,lka001001,lka001001033,Korala Wella East(GN),Colombo,2003-11-28,2003,11,310.0,8.7,1
ST2003,STRONG WIND,lka001,lka001001,lka001001033,Moratuwa,Colombo,2003-11-28,2003,11,310.0,8.7,1
GA2003,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2003-12-01,2003,12,223.0,7.1,1
ST2003,STRONG WIND,lka005,lka005003,lka005003027,,Trincomalee,2003-12-05,2003,12,275.0,12.1,1
ST2003,STRONG WIND,lka003,lka003001,lka003001042,Poddala(GN),Galle,2003-12-05,2003,12,155.0,7.9,1
ST2003,STRONG WIND,lka003,lka003002,lka003002042,Meddawatta(GN),Matara,2003-12-05,2003,12,204.0,8.6,1
ST2003,STRONG WIND,lka001,lka001002,lka001002036,Peliyagoda(GN),Gampaha,2003-12-05,2003,12,139.0,9.8,1
ST2003,STRONG WIND,lka001,lka001001,lka001001015,,Colombo,2003-12-05,2003,12,168.0,10.4,1
ST2003,STRONG WIND,lka005,lka005001,lka005001021,"Paruthichchenai, Kathiyapula, Unnichchai,Kannankudi,",Batticaloa,2003-12-05,2003,12,305.0,11.0,1
ST2003,STRONG WIND,lka001,lka001001,lka001001003,Maradana(GN),Colombo,2003-12-05,2003,12,168.0,10.4,1
ST2003,STRONG WIND,lka001,lka001001,lka001001027,"Kollupitiya(GN),Narahenpita(GN),Kiralapane(GN)",Colombo,2003-12-05,2003,12,168.0,10.4,1
ST2003,STRONG WIND,lka006,lka006002,lka006002015,"Puttalam South (GN), Thiladiya (GN), ",Puttalam,2003-12-05,2003,12,265.9,12.3,1
HA2003,HAILSTORM,lka005,lka005002,lka005002006,Padiyathalawa,Ampara,2003-12-05,2003,12,553.1,9.1,1
ST2003,STRONG WIND,lka005,lka005001,lka005001018,,Batticaloa,2003-12-05,2003,12,305.0,11.0,1
ST2003,STRONG WIND,lka008,lka008001,lka008001039,"Pitarathmale(GN),thotalagala(GN)",Badulla,2003-12-07,2003,12,223.0,7.1,1
ST2003,STRONG WIND,lka009,lka009001,lka009001045,Galgodagama(GN),Ratnapura,2003-12-09,2003,12,348.0,6.7,1
GA2003,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2003-12-10,2003,12,223.0,7.1,1
GA2003,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2003-12-12,2003,12,223.0,7.1,1
GA2003,GALE,lka008,lka008001,lka008001030,Welikadagama(GN),Badulla,2003-12-12,2003,12,223.0,7.1,1
GA2003,GALE,lka008,lka008002,lka008002009,,Monaragala,2003-12-17,2003,12,235.0,7.7,1
GA2003,STRONG WIND,lka008,lka008002,lka008002009,Medagama,Monaragala,2003-12-17,2003,12,235.0,7.7,1
ST2003,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2003-12-19,2003,12,348.0,6.7,1
ST2003,STRONG WIND,lka009,lka009001,lka009001018,Meddekanda(GN),Ratnapura,2003-12-19,2003,12,348.0,6.7,1
GA2003,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2003-12-20,2003,12,223.0,7.1,1
GA2003,GALE,lka008,lka008001,lka008001030,Erabadda(GN),Badulla,2003-12-20,2003,12,223.0,7.1,1
GA2003,STRONG WIND,lka008,lka008001,lka008001039,Haputale,Badulla,2003-12-22,2003,12,223.0,7.1,1
GA2003,GALE,lka008,lka008001,lka008001039,"Diyathalawa(GN),Pahala Kadurugamuwa(GN),Ellagama(GN)",Badulla,2003-12-22,2003,12,223.0,7.1,1
ST2003,STRONG WIND,lka007,lka007001,lka007001018,Rambewa,Anuradhapura,2003-12-26,2003,12,191.9,9.7,1
ST2003,STRONG WIND,lka007,lka007001,lka007001018,"Kallanchiya(GN),Gonewa(GN),",Anuradhapura,2003-12-26,2003,12,191.9,9.7,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-01-03,2004,1,195.0,6.6,1
ST2004,STRONG WIND,lka003,lka003003,lka003003030,,Hambantota,2004-01-03,2004,1,68.0,10.4,1
GA2004,GALE,lka001,lka001001,lka001001027,Borella North(GN),Colombo,2004-01-04,2004,1,62.0,10.7,1
CE2004,COASTLINE,lka006,lka006002,lka006002045,Wennappuwa (GN),Puttalam,2004-01-04,2004,1,81.3,12.8,1
GA2004,GALE,lka002,lka002001,lka002001054,,Kandy,2004-01-05,2004,1,97.6,8.1,1
CE2004,COASTLINE,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2004-01-06,2004,1,111.0,8.9,1
ST2004,STRONG WIND,lka008,lka008002,lka008002027,Sella Katharagama (GN),Monaragala,2004-01-09,2004,1,137.0,8.3,1
GA2004,GALE,lka005,lka005002,lka005002012,,Ampara,2004-01-11,2004,1,271.1,9.6,1
GA2004,GALE,lka001,lka001001,lka001001018,,Colombo,2004-01-11,2004,1,62.0,10.7,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,Musalpitiya(GN),Anuradhapura,2004-02-03,2004,2,80.1,8.7,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,Ikiriwewa (GN),Anuradhapura,2004-02-04,2004,2,80.1,8.7,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Dimuthugama(GN),Badulla,2004-02-05,2004,2,94.0,6.2,1
GA2004,GALE,lka001,lka001001,lka001001027,Wanathamulla(GN),Colombo,2004-02-05,2004,2,69.0,7.8,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Yainna(GN),Ratnapura,2004-02-06,2004,2,241.0,5.0,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Nugawela East(GN),Ratnapura,2004-02-06,2004,2,241.0,5.0,1
GA2004,GALE,lka001,lka001001,lka001001027,Narahenpita (GN),Colombo,2004-02-09,2004,2,69.0,7.8,1
GA2004,GALE,lka001,lka001001,lka001001018,,Colombo,2004-02-10,2004,2,69.0,7.8,1
GA2004,GALE,lka001,lka001001,lka001001033,Koralawella North(GN),Colombo,2004-02-11,2004,2,69.0,7.8,1
ST2004,STRONG WIND,lka005,lka005002,lka005002034,Varipathanchenai 02 (GN),Ampara,2004-02-11,2004,2,207.6,8.2,1
GA2004,GALE,lka001,lka001001,lka001001033,Koralawella South(GN),Colombo,2004-02-11,2004,2,69.0,7.8,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Bungiriya(GN),Ratnapura,2004-03-01,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka003,lka003003,lka003003030,Beliatta,Hambantota,2004-03-01,2004,3,67.0,8.3,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2004-03-02,2004,3,85.2,6.8,1
ST2004,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2004-03-03,2004,3,103.0,5.7,1
ST2004,STRONG WIND,lka008,lka008002,lka008002012,Kodayana(GN),Monaragala,2004-03-03,2004,3,103.0,5.7,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Diwrumgama(GN),Badulla,2004-03-05,2004,3,88.0,4.7,1
GA2004,GALE,lka009,lka009001,lka009001009,Halkadaliya(GN),Ratnapura,2004-03-05,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Landegama(GN),Badulla,2004-03-05,2004,3,88.0,4.7,1
GA2004,GALE,lka009,lka009001,lka009001036,Kolambugama(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Watapatha(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Horangala(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Doloswala(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Delwala(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Uda Karavita(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Atakalapanna(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Pebotuwa(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Pinkanda(GN),Ratnapura,2004-03-06,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001015,Mamalgaha(GN),Ratnapura,2004-03-08,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001015,Karagasthalawa(GN),Ratnapura,2004-03-08,2004,3,273.9,4.1,1
GA2004,GALE,lka001,lka001001,lka001001018,,Colombo,2004-03-11,2004,3,130.0,6.0,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Pahamunupanna(GN),Ratnapura,2004-03-12,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Panapitiya North(GN),Ratnapura,2004-03-12,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Bulathgama(GN),Ratnapura,2004-03-13,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2004-03-13,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Wijanathkumbura(GN),Ratnapura,2004-03-13,2004,3,273.9,4.1,1
ST2004,STRONG WIND,lka001,lka001001,lka001001036,,Colombo,2004-03-25,2004,3,130.0,6.0,1
ST2004,STRONG WIND,lka001,lka001001,lka001001036,Kesbewa,Colombo,2004-03-25,2004,3,130.0,6.0,1
GA2004,GALE,lka001,lka001001,lka001001036,,Colombo,2004-03-25,2004,3,130.0,6.0,1
GA2004,STRONG WIND,lka001,lka001001,lka001001036,Kesbewa,Colombo,2004-03-25,2004,3,130.0,6.0,1
ST2004,STRONG WIND,lka007,lka007002,lka007002006,Medirigiriya,Polannaruwa,2004-03-28,2004,3,94.0,6.6,1
ST2004,STRONG WIND,lka007,lka007002,lka007002006,,Polannaruwa,2004-03-28,2004,3,94.0,6.6,1
CE2004,COASTLINE,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2004-04-01,2004,4,146.7,8.2,1
GA2004,STRONG WIND,lka001,lka001001,lka001001027,Thimbirigasyaya,Colombo,2004-04-01,2004,4,253.0,7.5,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2004-04-02,2004,4,217.9,6.6,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2004-04-04,2004,4,217.9,6.6,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,"Lunuwewa (GN),Musalpitiya (GN),",Anuradhapura,2004-04-04,2004,4,217.9,6.6,1
GA2004,GALE,lka001,lka001001,lka001001031,Wedikanda (GN),Colombo,2004-04-05,2004,4,253.0,7.5,1
GA2004,GALE,lka001,lka001001,lka001001031,Wedikanda (GN),Colombo,2004-04-06,2004,4,253.0,7.5,1
GA2004,GALE,lka001,lka001001,lka001001031,Watarappala(GN),Colombo,2004-04-06,2004,4,253.0,7.5,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Welage(GN),Ratnapura,2004-04-07,2004,4,517.6,5.5,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Atakalapanna(GN),Ratnapura,2004-04-07,2004,4,517.6,5.5,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Hewanakumbura(GN),Badulla,2004-04-07,2004,4,169.0,4.6,1
ST2004,STRONG WIND,lka007,lka007002,lka007002003,Hingurakgoda,Polannaruwa,2004-04-08,2004,4,240.6,5.9,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Bungiriya(GN),Ratnapura,2004-04-08,2004,4,517.6,5.5,1
ST2004,STRONG WIND,lka006,lka006002,lka006002033,Muthupanthiya ,Puttalam,2004-04-08,2004,4,146.7,8.2,1
ST2004,STRONG WIND,lka001,lka001002,lka001002039,Biyagama South(GN),Gampaha,2004-04-08,2004,4,112.0,7.1,1
GA2004,GALE,lka004,lka004001,lka004001036,Navanthurai,Jaffna,2004-04-10,2004,4,93.9,9.9,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2004-04-10,2004,4,517.6,5.5,1
GA2004,GALE,lka009,lka009001,lka009001009,Dodampe(GN),Ratnapura,2004-04-13,2004,4,517.6,5.5,1
GA2004,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2004-04-13,2004,4,517.6,5.5,1
ST2004,STRONG WIND,lka009,lka009001,lka009001045,Bopitigoda(GN),Ratnapura,2004-04-14,2004,4,517.6,5.5,1
ST2004,STRONG WIND,lka009,lka009001,lka009001045,Weligepola,Ratnapura,2004-04-14,2004,4,517.6,5.5,1
ST2004,STRONG WIND,lka002,lka002001,lka002001054,"Ulapane North (GN), Ulapane South (GN), ",Kandy,2004-04-21,2004,4,351.5,4.8,1
ST2004,STRONG WIND,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2004-04-21,2004,4,351.5,4.8,1
GA2004,STRONG WIND,lka007,lka007001,lka007001054,Kekirawa,Anuradhapura,2004-04-22,2004,4,217.9,6.6,1
GA2004,GALE,lka009,lka009001,lka009001048,Kolambage Ara(GN),Ratnapura,2004-04-22,2004,4,517.6,5.5,1
GA2004,GALE,lka009,lka009001,lka009001048,Embilipitiya,Ratnapura,2004-04-22,2004,4,517.6,5.5,1
GA2004,GALE,lka007,lka007001,lka007001054,Dambewatana(GN),Anuradhapura,2004-04-22,2004,4,217.9,6.6,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2004-04-29,2004,4,217.9,6.6,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2004-04-29,2004,4,169.0,4.6,1
ST2004,STRONG WIND,lka005,lka005002,lka005002003,Dehiattakandiya,Ampara,2004-04-29,2004,4,115.9,5.7,1
ST2004,STRONG WIND,lka005,lka005002,lka005002003,"Wewagama, Kelagama ",Ampara,2004-04-29,2004,4,115.9,5.7,1
ST2004,STRONG WIND,lka007,lka007001,lka007001045,Hureegaswewa(GN),Anuradhapura,2004-04-29,2004,4,217.9,6.6,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Helayalkumbura(GN),Badulla,2004-04-29,2004,4,169.0,4.6,1
GA2004,STRONG WIND,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2004-05-01,2004,5,302.6,9.8,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2004-05-02,2004,5,141.0,8.4,1
GA2004,STRONG WIND,lka001,lka001001,lka001001027,Thimbirigasyaya,Colombo,2004-05-02,2004,5,382.0,12.0,1
GA2004,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2004-05-03,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2004-05-03,2004,5,141.0,8.4,1
GA2004,STRONG WIND,lka001,lka001001,lka001001031,Ratmalana,Colombo,2004-05-04,2004,5,382.0,12.0,1
ST2004,STRONG WIND,lka003,lka003001,lka003001012,"Rekadahena(GN),Kahaduwa South(GN)",Galle,2004-05-05,2004,5,291.0,13.2,1
ST2004,STRONG WIND,lka007,lka007001,lka007001054,Kekirawa,Anuradhapura,2004-05-05,2004,5,125.3,12.1,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Welimada,Badulla,2004-05-05,2004,5,141.0,8.4,1
ST2004,STRONG WIND,lka001,lka001003,lka001003036,,Kaluthara,2004-05-05,2004,5,157.5,11.6,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Kalubululanda(GN),Badulla,2004-05-05,2004,5,141.0,8.4,1
ST2004,STRONG WIND,lka001,lka001003,lka001003036,Palindanuwara,Kaluthara,2004-05-05,2004,5,157.5,11.6,1
ST2004,STRONG WIND,lka007,lka007001,lka007001054,Heenukkiriyawa(GN),Anuradhapura,2004-05-05,2004,5,125.3,12.1,1
ST2004,STRONG WIND,lka006,lka006002,lka006002015,"Puttalam North(GN),Thiladiya(GN)",Puttalam,2004-05-05,2004,5,179.8,14.2,1
ST2004,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2004-05-05,2004,5,179.8,14.2,1
ST2004,STRONG WIND,lka003,lka003001,lka003001012,Elpitiya,Galle,2004-05-05,2004,5,291.0,13.2,1
ST2004,STRONG WIND,lka006,lka006002,lka006002003,Kalpitiya,Puttalam,2004-05-06,2004,5,179.8,14.2,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-05-06,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka008,lka008001,lka008001030,Hulankapolla(GN),Badulla,2004-05-07,2004,5,141.0,8.4,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Yainna(GN),Ratnapura,2004-05-10,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-05-11,2004,5,473.2,10.1,1
GA2004,GALE,lka008,lka008001,lka008001039,"Ellagama(GN),Kahattewela(GN),Eranawela(GN),Kahagolla(GN)",Badulla,2004-05-12,2004,5,141.0,8.4,1
GA2004,GALE,lka009,lka009001,lka009001009,Ellagawa(GN),Ratnapura,2004-05-15,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2004-05-15,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001009,Kiriella(GN),Ratnapura,2004-05-16,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2004-05-16,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Thumbagoda(GN),Ratnapura,2004-05-19,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2004-05-19,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Kiribathgala(GN),Ratnapura,2004-05-20,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Horangala(GN),Ratnapura,2004-05-20,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Doloswalakanda(GN),Ratnapura,2004-05-20,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Molamure(GN),Ratnapura,2004-05-20,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Yakdehiwatta(GN),Ratnapura,2004-05-20,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2004-05-20,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2004-05-20,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Doloswala(GN),Ratnapura,2004-05-20,2004,5,473.2,10.1,1
GA2004,GALE,lka009,lka009001,lka009001036,Wathupitiya(GN),Ratnapura,2004-05-20,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2004-05-25,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001015,Passaramulla(GN),Ratnapura,2004-05-25,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001015,Kumburunethiwela(GN),Ratnapura,2004-05-26,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2004-05-26,2004,5,473.2,10.1,1
GA2004,GALE,lka001,lka001001,lka001001027,Kollupitiya(GN),Colombo,2004-05-27,2004,5,382.0,12.0,1
GA2004,STRONG WIND,lka001,lka001001,lka001001027,Thimbirigasyaya,Colombo,2004-05-27,2004,5,382.0,12.0,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-05-30,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Bowatta(GN),Ratnapura,2004-05-30,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2004-05-30,2004,5,473.2,10.1,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Yainna(GN),Ratnapura,2004-05-30,2004,5,473.2,10.1,1
CE2004,COASTLINE,lka003,lka003002,lka003002042,matara beach area,Matara,2004-06-01,2004,6,202.0,15.7,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-06-02,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-06-03,2004,6,300.3,12.6,1
GA2004,GALE,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2004-06-03,2004,6,300.3,12.6,1
GA2004,STRONG WIND,lka001,lka001001,lka001001031,Ratmalana,Colombo,2004-06-04,2004,6,186.0,13.9,1
ST2004,STRONG WIND,lka006,lka006002,lka006002003,"Kalpitiya (GN),Karaba (GN),Daluwa (GN),",Puttalam,2004-06-05,2004,6,135.0,17.4,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Madalagama Colony(GN),Ratnapura,2004-06-05,2004,6,300.3,12.6,1
GA2004,GALE,lka001,lka001001,lka001001033,Moratumulla East(GN),Colombo,2004-06-06,2004,6,186.0,13.9,1
GA2004,STRONG WIND,lka001,lka001001,lka001001033,Moratuwa,Colombo,2004-06-06,2004,6,186.0,13.9,1
GA2004,STRONG WIND,lka003,lka003001,lka003001015,Niyagama,Galle,2004-06-08,2004,6,258.0,15.4,1
ST2004,STRONG WIND,lka003,lka003003,lka003003030,Beliatta,Hambantota,2004-06-09,2004,6,76.0,16.4,1
ST2004,STRONG WIND,lka001,lka001003,lka001003036,Palindanuwara,Kaluthara,2004-06-09,2004,6,106.7,13.5,1
ST2004,STRONG WIND,lka003,lka003003,lka003003027,Okewela,Hambantota,2004-06-09,2004,6,76.0,16.4,1
GA2004,GALE,lka009,lka009001,lka009001009,Noragalla(GN),Ratnapura,2004-06-09,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka003,lka003003,lka003003021,Weeraketiya,Hambantota,2004-06-09,2004,6,76.0,16.4,1
ST2004,STRONG WIND,lka003,lka003003,lka003003033,Tangalle,Hambantota,2004-06-09,2004,6,76.0,16.4,1
GA2004,GALE,lka009,lka009001,lka009001036,Uda Karavita(GN),Ratnapura,2004-06-09,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-06-10,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka006,lka006002,lka006002033,Chilaw,Puttalam,2004-06-12,2004,6,135.0,17.4,1
ST2004,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2004-06-12,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka003,lka003002,lka003002021,"Kokmadoowa(GN),Wellana(GN),Walatiya",Matara,2004-06-15,2004,6,202.0,15.7,1
ST2004,STRONG WIND,lka003,lka003002,lka003002021,Welipitiya,Matara,2004-06-15,2004,6,202.0,15.7,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2004-06-16,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka009,lka009001,lka009001039,Madalagama Colony(GN),Ratnapura,2004-06-16,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2004-06-16,2004,6,82.0,11.3,1
ST2004,STRONG WIND,lka008,lka008002,lka008002012,Govindupura(GN),Monaragala,2004-06-16,2004,6,82.0,11.3,1
ST2004,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2004-06-24,2004,6,300.3,12.6,1
ST2004,STRONG WIND,lka009,lka009001,lka009001009,Dodampe West(GN),Ratnapura,2004-06-24,2004,6,300.3,12.6,1
GA2004,GALE,lka009,lka009001,lka009001009,Bamunukotuwa West(GN),Ratnapura,2004-06-25,2004,6,300.3,12.6,1
GA2004,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2004-06-25,2004,6,300.3,12.6,1
