Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Cyclone
142501,STRONG WIND,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2019-07-18,2019,7,1
142503,STRONG WIND,lka002,lka002001,lka002001036,Yatinuwara,Kandy,2019-07-18,2019,7,1
142504,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2019-07-18,2019,7,1
142506,STRONG WIND,lka003,lka003001,lka003001054,Habaraduwa,Galle,2019-07-18,2019,7,1
142452,STRONG WIND,lka009,lka009002,lka009002024,Bulathkohupitiya,Kegalle,2019-07-18,2019,7,1
142463,STRONG WIND,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2019-07-18,2019,7,1
142464,STRONG WIND,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2019-07-18,2019,7,1
142465,STRONG WIND,lka006,lka006002,lka006002048,Dankotuwa,Puttalam,2019-07-18,2019,7,1
142466,STRONG WIND,lka006,lka006002,lka006002036,Madampe,Puttalam,2019-07-18,2019,7,1
142496,STRONG WIND,lka002,lka002001,lka002001057,Pasbage Korale,Kandy,2019-07-18,2019,7,1
142494,STRONG WIND,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2019-07-18,2019,7,1
142493,STRONG WIND,lka002,lka002001,lka002001018,Udadumbara,Kandy,2019-07-18,2019,7,1
142491,STRONG WIND,lka002,lka002001,lka002001003,Thumpane,Kandy,2019-07-18,2019,7,1
142489,STRONG WIND,lka002,lka002001,lka002001009,Akurana,Kandy,2019-07-18,2019,7,1
142443,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2019-07-18,2019,7,1
142529,STRONG WIND,lka001,lka001002,lka001002015,Minuwangoda,Gampaha,2019-07-18,2019,7,1
142536,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2019-07-18,2019,7,1
142507,STRONG WIND,lka003,lka003001,lka003001027,Baddegama,Galle,2019-07-18,2019,7,1
142468,STRONG WIND,lka002,lka002003,lka002003009,Walapane,Nuwara Eliya,2019-07-18,2019,7,1
142469,STRONG WIND,lka002,lka002003,lka002003009,Walapane,Nuwara Eliya,2019-07-18,2019,7,1
142531,STRONG WIND,lka001,lka001002,lka001002003,Negombo,Gampaha,2019-07-18,2019,7,1
142472,STRONG WIND,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2019-07-18,2019,7,1
142532,STRONG WIND,lka001,lka001002,lka001002036,Kelaniya,Gampaha,2019-07-18,2019,7,1
142500,STRONG WIND,lka002,lka002001,lka002001051,Udapalatha,Kandy,2019-07-18,2019,7,1
142499,STRONG WIND,lka002,lka002001,lka002001021,Minipe,Kandy,2019-07-18,2019,7,1
142484,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2019-07-18,2019,7,1
142487,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2019-07-18,2019,7,1
142488,STRONG WIND,lka002,lka002001,lka002001015,Panvila,Kandy,2019-07-18,2019,7,1
142479,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-07-18,2019,7,1
142502,STRONG WIND,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2019-07-18,2019,7,1
142473,STRONG WIND,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2019-07-19,2019,7,1
142470,STRONG WIND,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2019-07-19,2019,7,1
142622,STRONG WIND,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2019-07-19,2019,7,1
142485,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2019-07-19,2019,7,1
142599,STRONG WIND,lka008,lka008002,lka008002033,Sevanagala,Monaragala,2019-07-19,2019,7,1
142505,STRONG WIND,lka002,lka002001,lka002001039,Udunuwara,Kandy,2019-07-19,2019,7,1
142541,STRONG WIND,lka003,lka003003,lka003003025,Walasmulla,Hmabantota,2019-07-19,2019,7,1
142490,STRONG WIND,lka002,lka002001,lka002001009,Akurana,Kandy,2019-07-19,2019,7,1
142540,STRONG WIND,lka003,lka003003,lka003003024,Katuwana,Hmabantota,2019-07-19,2019,7,1
142492,STRONG WIND,lka002,lka002001,lka002001048,Delthota,Kandy,2019-07-19,2019,7,1
142539,STRONG WIND,lka003,lka003003,lka003003018,Angunakolapelessa,Hmabantota,2019-07-19,2019,7,1
142538,STRONG WIND,lka003,lka003003,lka003003033,Tangalle,Hmabantota,2019-07-19,2019,7,1
142495,STRONG WIND,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2019-07-19,2019,7,1
142537,STRONG WIND,lka003,lka003003,lka003003003,Sooriyawewa,Hmabantota,2019-07-19,2019,7,1
142613,STRONG WIND,lka003,lka003003,lka003003030,Beliatta,Hmabantota,2019-07-19,2019,7,1
142480,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-07-19,2019,7,1
142573,STRONG WIND,lka003,lka003003,lka003003033,Tangalle,Hmabantota,2019-07-19,2019,7,1
142497,STRONG WIND,lka002,lka002001,lka002001057,Pasbage Korale,Kandy,2019-07-19,2019,7,1
142486,STRONG WIND,lka002,lka002001,lka002001027,Kundasale,Kandy,2019-07-20,2019,7,1
142498,STRONG WIND,lka002,lka002001,lka002001057,Pasbage Korale,Kandy,2019-07-20,2019,7,1
142568,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-07-20,2019,7,1
142616,STRONG WIND,lka005,lka005003,lka005003030,Seruvila,Trincolmalee,2019-07-20,2019,7,1
142595,STRONG WIND,lka005,lka005001,lka005001024,Kattankudy,Batticaloa,2019-07-20,2019,7,1
142481,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-07-20,2019,7,1
142561,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2019-07-21,2019,7,1
142602,STRONG WIND,lka002,lka002003,lka002003009,Walapane,Nuwara Eliya,2019-07-21,2019,7,1
142603,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2019-07-21,2019,7,1
142562,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2019-07-22,2019,7,1
142563,STRONG WIND,lka009,lka009002,lka009002015,Galigamuwa,Kegalle,2019-07-22,2019,7,1
142564,STRONG WIND,lka009,lka009002,lka009002012,Kegalle,Kegalle,2019-07-22,2019,7,1
142610,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2019-07-23,2019,7,1
142617,STRONG WIND,lka005,lka005002,lka005002042,Damana,Ampara,2019-07-24,2019,7,1
142607,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2019-07-25,2019,7,1
142618,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2019-07-26,2019,7,1
142608,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2019-07-26,2019,7,1
142619,STRONG WIND,lka005,lka005002,lka005002048,Pothuvil,Ampara,2019-07-27,2019,7,1
142620,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2019-07-28,2019,7,1
142612,STRONG WIND,lka003,lka003003,lka003003015,Ambalantota,Hmabantota,2019-07-28,2019,7,1
142611,STRONG WIND,lka009,lka009002,lka009002012,Kegalle,Kegalle,2019-07-29,2019,7,1
44243,STRONG WIND,lka005,lka005003,lka005003021,Kanthalai,Trincolmalee,2019-07-30,2019,7,0
44259,STRONG WIND,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2019-07-30,2019,7,0
44298,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2019-07-30,2019,7,0
44300,STRONG WIND,lka005,lka005002,lka005002048,Pothuvil,Ampara,2019-07-30,2019,7,0
44294,STRONG WIND,lka005,lka005003,lka005003030,Seruvila,Trincolmalee,2019-07-30,2019,7,0
142623,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2019-07-31,2019,7,1
142624,STRONG WIND,lka008,lka008002,lka008002003,Bibile,Monaragala,2019-07-31,2019,7,1
142629,STRONG WIND,lka005,lka005002,lka005002015,Ampara,Ampara,2019-08-01,2019,8,1
142626,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2019-08-01,2019,8,1
142625,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2019-08-01,2019,8,1
142627,STRONG WIND,lka008,lka008001,lka008001036,Ella,Badulla,2019-08-01,2019,8,1
44351,STRONG WIND,lka001,lka001003,lka001003018,Millaniya,Kaluthara,2019-08-02,2019,8,0
44348,STRONG WIND,lka003,lka003003,lka003003018,Angunakolapelessa,Hmabantota,2019-08-02,2019,8,0
44354,STRONG WIND,lka009,lka009002,lka009002006,Mawanella,Kegalle,2019-08-02,2019,8,0
44326,STRONG WIND,lka001,lka001003,lka001003009,Horana,Kaluthara,2019-08-02,2019,8,0
44329,STRONG WIND,lka007,lka007002,lka007002010,Welikanda,Polannaruwa,2019-08-02,2019,8,0
44355,STRONG WIND,lka003,lka003001,lka003001009,Karandeniya,Galle,2019-08-02,2019,8,0
44325,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2019-08-02,2019,8,0
44304,STRONG WIND,lka002,lka002001,lka002001034,Hatharaliyadda,Kandy,2019-08-02,2019,8,0
44336,STRONG WIND,lka002,lka002001,lka002001015,Panvila,Kandy,2019-08-02,2019,8,0
44356,STRONG WIND,lka003,lka003001,lka003001012,Elpitiya,Galle,2019-08-02,2019,8,0
44316,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2019-08-02,2019,8,0
44315,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-08-03,2019,8,0
44321,STRONG WIND,lka006,lka006001,lka006001049,Bamunukotuwa,Kurunegala,2019-08-03,2019,8,0
44350,STRONG WIND,lka009,lka009002,lka009002018,Warakapola,Kegalle,2019-08-03,2019,8,0
44349,STRONG WIND,lka009,lka009002,lka009002015,Galigamuwa,Kegalle,2019-08-03,2019,8,0
44331,STRONG WIND,lka001,lka001003,lka001003003,Panadura,Kaluthara,2019-08-03,2019,8,0
44332,STRONG WIND,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2019-08-03,2019,8,0
44334,STRONG WIND,lka009,lka009002,lka009002006,Mawanella,Kegalle,2019-08-03,2019,8,0
44335,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2019-08-03,2019,8,0
44338,STRONG WIND,lka002,lka002001,lka002001057,Pasbage Korale,Kandy,2019-08-03,2019,8,0
44340,STRONG WIND,lka009,lka009001,lka009001030,Ayagama,Ratnapura,2019-08-03,2019,8,0
44358,STRONG WIND,lka003,lka003002,lka003002045,Devinuwara,Matara,2019-08-04,2019,8,0
44314,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2019-08-04,2019,8,0
44327,STRONG WIND,lka003,lka003001,lka003001033,Ambalangoda,Galle,2019-08-04,2019,8,0
44359,STRONG WIND,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2019-08-04,2019,8,0
44344,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2019-08-04,2019,8,0
44345,STRONG WIND,lka003,lka003003,lka003003024,Katuwana,Hmabantota,2019-08-04,2019,8,0
142630,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2019-08-05,2019,8,1
142818,STRONG WIND,lka002,lka002001,lka002001034,Hatharaliyadda,Kandy,2019-08-06,2019,8,1
142635,STRONG WIND,lka006,lka006002,lka006002018,Mundalama,Puttalam,2019-08-06,2019,8,1
142632,STRONG WIND,lka009,lka009002,lka009002009,Aranayaka,Kegalle,2019-08-06,2019,8,1
142631,STRONG WIND,lka009,lka009002,lka009002024,Bulathkohupitiya,Kegalle,2019-08-06,2019,8,1
142684,STRONG WIND,lka006,lka006001,lka006001051,Maspotha,Kurunegala,2019-08-07,2019,8,1
142670,STRONG WIND,lka006,lka006002,lka006002033,Chilaw,Puttalam,2019-08-07,2019,8,1
142713,STRONG WIND,lka003,lka003002,lka003002030,Hakmana,Matara,2019-08-07,2019,8,1
142671,STRONG WIND,lka006,lka006002,lka006002021,Mahakumbukkadawala,Puttalam,2019-08-07,2019,8,1
142689,STRONG WIND,lka007,lka007001,lka007001039,Nochchiyagama,Anuradhapura,2019-08-07,2019,8,1
142688,STRONG WIND,lka007,lka007001,lka007001018,Rambewa,Anuradhapura,2019-08-07,2019,8,1
142675,STRONG WIND,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2019-08-07,2019,8,1
142682,STRONG WIND,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2019-08-07,2019,8,1
142676,STRONG WIND,lka006,lka006001,lka006001027,Polpithigama,Kurunegala,2019-08-07,2019,8,1
142687,STRONG WIND,lka006,lka006001,lka006001045,Panduwasnuwara East,Kurunegala,2019-08-07,2019,8,1
142686,STRONG WIND,lka006,lka006001,lka006001039,Kobeigane,Kurunegala,2019-08-07,2019,8,1
142677,STRONG WIND,lka006,lka006001,lka006001024,Mahawa,Kurunegala,2019-08-07,2019,8,1
142685,STRONG WIND,lka006,lka006001,lka006001015,Kotavehera,Kurunegala,2019-08-07,2019,8,1
142673,STRONG WIND,lka006,lka006002,lka006002027,Pallama,Puttalam,2019-08-07,2019,8,1
142679,STRONG WIND,lka006,lka006001,lka006001030,Ibbagamuwa,Kurunegala,2019-08-07,2019,8,1
142680,STRONG WIND,lka006,lka006001,lka006001012,Ambanpola,Kurunegala,2019-08-07,2019,8,1
142672,STRONG WIND,lka006,lka006002,lka006002048,Dankotuwa,Puttalam,2019-08-07,2019,8,1
142674,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2019-08-07,2019,8,1
142678,STRONG WIND,lka006,lka006001,lka006001021,Nikaweratiya,Kurunegala,2019-08-07,2019,8,1
142681,STRONG WIND,lka006,lka006001,lka006001018,Rasnayakapura,Kurunegala,2019-08-07,2019,8,1
142665,STRONG WIND,lka006,lka006002,lka006002003,Kalpitiya,Puttalam,2019-08-07,2019,8,1
142659,STRONG WIND,lka005,lka005003,lka005003021,Kanthalai,Trincolmalee,2019-08-07,2019,8,1
142712,STRONG WIND,lka003,lka003002,lka003002033,Kirinda Puhulwella,Matara,2019-08-07,2019,8,1
142669,STRONG WIND,lka006,lka006002,lka006002018,Mundalama,Puttalam,2019-08-07,2019,8,1
142668,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2019-08-07,2019,8,1
142667,STRONG WIND,lka006,lka006002,lka006002009,Karuwalagaswewa,Puttalam,2019-08-07,2019,8,1
142666,STRONG WIND,lka006,lka006002,lka006002012,Nawagattegama,Puttalam,2019-08-07,2019,8,1
142664,STRONG WIND,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2019-08-07,2019,8,1
142663,STRONG WIND,lka004,lka004004,lka004004009,Puthukudiyiruppu,Mullaitivu,2019-08-07,2019,8,1
142660,STRONG WIND,lka005,lka005003,lka005003033,Verugal/ Echchalampattai,Trincolmalee,2019-08-07,2019,8,1
142799,STRONG WIND,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2019-08-07,2019,8,1
142658,STRONG WIND,lka005,lka005003,lka005003027,Muttur,Trincolmalee,2019-08-07,2019,8,1
142633,STRONG WIND,lka006,lka006002,lka006002006,Vanathavilluwa,Puttalam,2019-08-07,2019,8,1
142751,STRONG WIND,lka005,lka005003,lka005003024,Kinniya,Trincolmalee,2019-08-07,2019,8,1
142805,STRONG WIND,lka003,lka003003,lka003003030,Beliatta,Hmabantota,2019-08-07,2019,8,1
142657,STRONG WIND,lka005,lka005003,lka005003018,Thambalagamuwa,Trincolmalee,2019-08-07,2019,8,1
142812,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2019-08-07,2019,8,1
142750,STRONG WIND,lka005,lka005003,lka005003009,Gomarankadawala,Trincolmalee,2019-08-07,2019,8,1
142636,STRONG WIND,lka004,lka004003,lka004003003,Vavuniya North,Vavuniya,2019-08-07,2019,8,1
142634,STRONG WIND,lka006,lka006002,lka006002024,Anamaduwa,Puttalam,2019-08-07,2019,8,1
142637,STRONG WIND,lka004,lka004003,lka004003003,Vavuniya North,Vavuniya,2019-08-07,2019,8,1
142703,STRONG WIND,lka001,lka001002,lka001002027,Attanagalla,Gampaha,2019-08-08,2019,8,1
142704,STRONG WIND,lka001,lka001002,lka001002018,Wattala,Gampaha,2019-08-08,2019,8,1
142705,STRONG WIND,lka001,lka001002,lka001002006,Katana,Gampaha,2019-08-08,2019,8,1
142706,STRONG WIND,lka001,lka001002,lka001002012,Mirigama,Gampaha,2019-08-08,2019,8,1
142707,STRONG WIND,lka001,lka001002,lka001002021,Ja-Ela,Gampaha,2019-08-08,2019,8,1
142656,STRONG WIND,lka005,lka005001,lka005001012,Eravur Pattu (Chenkalady),Batticaloa,2019-08-08,2019,8,1
142708,STRONG WIND,lka003,lka003003,lka003003012,Hambantota,Hmabantota,2019-08-08,2019,8,1
142710,STRONG WIND,lka003,lka003001,lka003001024,Nagoda,Galle,2019-08-08,2019,8,1
142695,STRONG WIND,lka001,lka001003,lka001003006,Bandaragama,Kaluthara,2019-08-08,2019,8,1
142651,STRONG WIND,lka009,lka009001,lka009001003,Eheliyagoda,Ratnapura,2019-08-08,2019,8,1
142644,STRONG WIND,lka009,lka009002,lka009002030,Dehiovita,Kegalle,2019-08-08,2019,8,1
142645,STRONG WIND,lka009,lka009002,lka009002009,Aranayaka,Kegalle,2019-08-08,2019,8,1
142732,STRONG WIND,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2019-08-08,2019,8,1
142645,STRONG WIND,lka009,lka009002,lka009002033,Deraniyagala,Kegalle,2019-08-08,2019,8,1
142646,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2019-08-08,2019,8,1
142662,STRONG WIND,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2019-08-08,2019,8,1
142733,STRONG WIND,lka003,lka003001,lka003001042,Bope-Poddala,Galle,2019-08-08,2019,8,1
142647,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2019-08-08,2019,8,1
142683,STRONG WIND,lka006,lka006001,lka006001049,Bamunukotuwa,Kurunegala,2019-08-08,2019,8,1
142690,STRONG WIND,lka001,lka001003,lka001003021,Kalutara,Kaluthara,2019-08-08,2019,8,1
142693,STRONG WIND,lka001,lka001003,lka001003036,Palindanuwara,Kaluthara,2019-08-08,2019,8,1
142714,STRONG WIND,lka003,lka003002,lka003002027,Kamburupitiya,Matara,2019-08-08,2019,8,1
142643,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2019-08-08,2019,8,1
142661,STRONG WIND,lka004,lka004003,lka004003003,Vavuniya North,Vavuniya,2019-08-08,2019,8,1
142702,STRONG WIND,lka001,lka001002,lka001002039,Biyagama,Gampaha,2019-08-08,2019,8,1
142696,STRONG WIND,lka001,lka001003,lka001003033,Agalawatta,Kaluthara,2019-08-08,2019,8,1
142648,STRONG WIND,lka009,lka009001,lka009001036,Nivithigala,Ratnapura,2019-08-08,2019,8,1
142649,STRONG WIND,lka009,lka009001,lka009001027,Elapatha,Ratnapura,2019-08-08,2019,8,1
142745,STRONG WIND,lka003,lka003001,lka003001006,Balapitiya,Galle,2019-08-08,2019,8,1
142650,STRONG WIND,lka009,lka009001,lka009001030,Ayagama,Ratnapura,2019-08-08,2019,8,1
142744,STRONG WIND,lka003,lka003001,lka003001021,Neluwa,Galle,2019-08-08,2019,8,1
142743,STRONG WIND,lka003,lka003001,lka003001015,Niyagama,Galle,2019-08-08,2019,8,1
142742,STRONG WIND,lka003,lka003001,lka003001045,Akmeemana,Galle,2019-08-08,2019,8,1
142692,STRONG WIND,lka001,lka001003,lka001003030,Mathugama,Kaluthara,2019-08-08,2019,8,1
142741,STRONG WIND,lka003,lka003001,lka003001033,Ambalangoda,Galle,2019-08-08,2019,8,1
142740,STRONG WIND,lka003,lka003001,lka003001036,Hikkaduwa,Galle,2019-08-08,2019,8,1
142642,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2019-08-08,2019,8,1
142739,STRONG WIND,lka003,lka003001,lka003001003,Benthota,Galle,2019-08-08,2019,8,1
142737,STRONG WIND,lka003,lka003001,lka003001012,Elpitiya,Galle,2019-08-08,2019,8,1
142736,STRONG WIND,lka003,lka003001,lka003001030,Welivitiya-Divithura,Galle,2019-08-08,2019,8,1
142735,STRONG WIND,lka003,lka003001,lka003001054,Habaraduwa,Galle,2019-08-08,2019,8,1
142734,STRONG WIND,lka003,lka003001,lka003001018,Thawalama,Galle,2019-08-08,2019,8,1
142773,STRONG WIND,lka003,lka003002,lka003002039,Weligama,Matara,2019-08-08,2019,8,1
142691,STRONG WIND,lka001,lka001003,lka001003027,Dodangoda,Kaluthara,2019-08-08,2019,8,1
142697,STRONG WIND,lka001,lka001003,lka001003009,Horana,Kaluthara,2019-08-08,2019,8,1
142774,STRONG WIND,lka003,lka003002,lka003002018,Akuressa,Matara,2019-08-08,2019,8,1
142769,STRONG WIND,lka003,lka003003,lka003003024,Katuwana,Hmabantota,2019-08-08,2019,8,1
142641,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-08-08,2019,8,1
142767,STRONG WIND,lka001,lka001003,lka001003015,Madurawala,Kaluthara,2019-08-08,2019,8,1
142738,STRONG WIND,lka003,lka003001,lka003001009,Karandeniya,Galle,2019-08-08,2019,8,1
142701,STRONG WIND,lka001,lka001002,lka001002033,Mahara,Gampaha,2019-08-08,2019,8,1
142719,STRONG WIND,lka001,lka001001,lka001001012,Homagama,Colombo,2019-08-08,2019,8,1
142699,STRONG WIND,lka001,lka001003,lka001003018,Millaniya,Kaluthara,2019-08-08,2019,8,1
142700,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2019-08-08,2019,8,1
142839,STRONG WIND,lka005,lka005003,lka005003030,Seruvila,Trincolmalee,2019-08-08,2019,8,1
142815,STRONG WIND,lka002,lka002001,lka002001021,Minipe,Kandy,2019-08-08,2019,8,1
142800,STRONG WIND,lka004,lka004005,lka004005006,Kandavalai,Kilinochchi,2019-08-08,2019,8,1
142791,STRONG WIND,lka009,lka009001,lka009001021,Opanayaka,Ratnapura,2019-08-08,2019,8,1
142709,STRONG WIND,lka003,lka003001,lka003001051,Imaduwa,Galle,2019-08-08,2019,8,1
142653,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2019-08-08,2019,8,1
142639,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-08-08,2019,8,1
142720,STRONG WIND,lka001,lka001001,lka001001024,Sri Jayawardanapura Kotte,Colombo,2019-08-08,2019,8,1
142722,STRONG WIND,lka001,lka001001,lka001001018,Padukka,Colombo,2019-08-08,2019,8,1
142723,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela,Colombo,2019-08-08,2019,8,1
142718,STRONG WIND,lka003,lka003002,lka003002009,Pasgoda,Matara,2019-08-08,2019,8,1
142721,STRONG WIND,lka001,lka001001,lka001001003,Colombo,Colombo,2019-08-08,2019,8,1
142726,STRONG WIND,lka001,lka001001,lka001001021,Maharagama,Colombo,2019-08-08,2019,8,1
142698,STRONG WIND,lka001,lka001003,lka001003039,Walallavita,Kaluthara,2019-08-08,2019,8,1
142698,STRONG WIND,lka001,lka001003,lka001003024,Beruwala,Kaluthara,2019-08-08,2019,8,1
142724,STRONG WIND,lka001,lka001001,lka001001036,Kesbewa,Colombo,2019-08-08,2019,8,1
142716,STRONG WIND,lka003,lka003002,lka003002036,Thihagoda,Matara,2019-08-08,2019,8,1
142717,STRONG WIND,lka003,lka003002,lka003002006,Kotapola,Matara,2019-08-08,2019,8,1
142725,STRONG WIND,lka001,lka001001,lka001001030,Dehiwala,Colombo,2019-08-08,2019,8,1
142715,STRONG WIND,lka003,lka003002,lka003002012,Mulatiyana,Matara,2019-08-08,2019,8,1
142730,STRONG WIND,lka003,lka003001,lka003001027,Baddegama,Galle,2019-08-08,2019,8,1
142694,STRONG WIND,lka001,lka001003,lka001003010,Ingiriya,Kaluthara,2019-08-08,2019,8,1
142655,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2019-08-08,2019,8,1
142652,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2019-08-08,2019,8,1
142731,STRONG WIND,lka003,lka003001,lka003001057,Goonapeenuwala,Galle,2019-08-08,2019,8,1
142729,STRONG WIND,lka003,lka003003,lka003003015,Ambalantota,Hmabantota,2019-08-09,2019,8,1
142711,STRONG WIND,lka003,lka003001,lka003001048,Yakkalamulla,Galle,2019-08-09,2019,8,1
142762,STRONG WIND,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2019-08-09,2019,8,1
142813,STRONG WIND,lka002,lka002001,lka002001018,Udadumbara,Kandy,2019-08-09,2019,8,1
142747,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2019-08-09,2019,8,1
142816,STRONG WIND,lka002,lka002001,lka002001003,Thumpane,Kandy,2019-08-09,2019,8,1
142827,STRONG WIND,lka007,lka007002,lka007002010,Welikanda,Polannaruwa,2019-08-09,2019,8,1
142838,STRONG WIND,lka005,lka005003,lka005003009,Gomarankadawala,Trincolmalee,2019-08-09,2019,8,1
142728,STRONG WIND,lka003,lka003003,lka003003030,Beliatta,Hmabantota,2019-08-09,2019,8,1
142748,STRONG WIND,lka009,lka009002,lka009002018,Warakapola,Kegalle,2019-08-09,2019,8,1
142727,STRONG WIND,lka001,lka001003,lka001003003,Panadura,Kaluthara,2019-08-10,2019,8,1
142771,STRONG WIND,lka003,lka003002,lka003002003,Pitabeddara,Matara,2019-08-10,2019,8,1
142857,STRONG WIND,lka005,lka005003,lka005003018,Thambalagamuwa,Trincolmalee,2019-08-10,2019,8,1
142770,STRONG WIND,lka003,lka003003,lka003003025,Walasmulla,Hmabantota,2019-08-10,2019,8,1
142819,STRONG WIND,lka003,lka003003,lka003003024,Katuwana,Hmabantota,2019-08-10,2019,8,1
142640,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2019-08-11,2019,8,1
142761,STRONG WIND,lka002,lka002003,lka002003009,Walapane,Nuwara Eliya,2019-08-11,2019,8,1
142803,STRONG WIND,lka005,lka005001,lka005001012,Eravur Pattu (Chenkalady),Batticaloa,2019-08-11,2019,8,1
142775,STRONG WIND,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2019-08-11,2019,8,1
142772,STRONG WIND,lka003,lka003002,lka003002048,Dickwella,Matara,2019-08-11,2019,8,1
142768,STRONG WIND,lka003,lka003003,lka003003027,Okewela,Hmabantota,2019-08-12,2019,8,1
142821,STRONG WIND,lka003,lka003003,lka003003033,Tangalle,Hmabantota,2019-08-12,2019,8,1
142746,STRONG WIND,lka009,lka009002,lka009002024,Bulathkohupitiya,Kegalle,2019-08-12,2019,8,1
142807,STRONG WIND,lka003,lka003003,lka003003033,Tangalle,Hmabantota,2019-08-12,2019,8,1
142749,STRONG WIND,lka009,lka009002,lka009002006,Mawanella,Kegalle,2019-08-12,2019,8,1
142758,STRONG WIND,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2019-08-13,2019,8,1
142764,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2019-08-13,2019,8,1
