Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Cyclone
ST2007,STRONG WIND,lka009,lka009002,lka009002033,Basnagala(GN),Kegalle,2007-04-27,2007,4,1
ST2007,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2007-04-27,2007,4,1
ST2007,STRONG WIND,lka009,lka009002,lka009002033,Dodawatta(GN),Kegalle,2007-04-27,2007,4,1
ST2007,STRONG WIND,lka006,lka006002,lka006002039,Muttibendivila(GN),Puttalam,2007-04-27,2007,4,1
ST2007,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2007-04-27,2007,4,1
ST2007,STRONG WIND,lka007,lka007001,lka007001039,Nochchiyagama,Anuradhapura,2007-04-28,2007,4,1
ST2007,STRONG WIND,lka002,lka002002,lka002002027,Wilgamuwa,Matale,2007-04-28,2007,4,1
GA2007,GALE,lka008,lka008001,lka008001042,Welanvita(GN),Badulla,2007-04-28,2007,4,1
GA2007,STRONG WIND,lka008,lka008001,lka008001042,Haldummulla,Badulla,2007-04-28,2007,4,1
ST2007,STRONG WIND,lka007,lka007001,lka007001039,"Pahamunegama(GN),Dunupothagama(GN)",Anuradhapura,2007-04-28,2007,4,1
ST2007,STRONG WIND,lka002,lka002002,lka002002027,"Dewagiriya(GN),Perakanatta(GN),Wanarawa(GN)",Matale,2007-04-28,2007,4,1
ST2007,STRONG WIND,lka007,lka007001,lka007001045,Lunuwewa(GN),Anuradhapura,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka007,lka007001,lka007001045,Kudabilinewa,Anuradhapura,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka007,lka007001,lka007001039,"Pahamunegama(GN),Dombawalagama(GN),Galadivulwewa(GN)",Anuradhapura,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka009,lka009001,lka009001039,Nambuluwa(GN),Ratnapura,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2007-04-29,2007,4,1
GA2007,STRONG WIND,lka002,lka002002,lka002002015,Yatawatta,Matale,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka007,lka007002,lka007002018,Nikapitiya (GN),Polannaruwa,2007-04-29,2007,4,1
GA2007,GALE,lka002,lka002002,lka002002015,Matale North(GN),Matale,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka007,lka007001,lka007001039,Nochchiyagama,Anuradhapura,2007-04-29,2007,4,1
ST2007,STRONG WIND,lka007,lka007002,lka007002018,Nikapitiya (GN),Polannaruwa,2007-04-30,2007,4,1
ST2007,STRONG WIND,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2007-04-30,2007,4,1
GA2007,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2007-04-30,2007,4,1
ST2007,STRONG WIND,lka007,lka007002,lka007002018,Bakamoona (GN),Polannaruwa,2007-04-30,2007,4,1
GA2007,GALE,lka007,lka007001,lka007001015,Ashokaramaya(GN),Anuradhapura,2007-04-30,2007,4,1
ST2007,STRONG WIND,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2007-05-01,2007,5,1
GA2007,GALE,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2007-05-02,2007,5,1
ST2007,STRONG WIND,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2007-05-02,2007,5,1
ST2007,STRONG WIND,lka006,lka006001,lka006001075,Udubaddawa,Kurunegala,2007-05-03,2007,5,1
GA2007,STRONG WIND,lka006,lka006002,lka006002033,Chilaw,Puttalam,2007-05-03,2007,5,1
GA2007,STRONG WIND,lka006,lka006002,lka006002027,Pallama,Puttalam,2007-05-03,2007,5,1
ST2007,STRONG WIND,lka006,lka006002,lka006002027,Pallama,Puttalam,2007-05-03,2007,5,1
GA2007,STRONG WIND,lka001,lka001003,lka001003027,Dodangoda,Kaluthara,2007-05-03,2007,5,1
HA2007,HAILSTORM,lka001,lka001001,lka001001033,Moratuwa,Colombo,2007-05-03,2007,5,1
HA2007,HAILSTORM,lka001,lka001003,lka001003003,Panadura,Kaluthara,2007-05-03,2007,5,1
ST2007,STRONG WIND,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2007-05-03,2007,5,1
GA2007,STRONG WIND,lka001,lka001003,lka001003003,Panadura,Kaluthara,2007-05-03,2007,5,1
GA2007,GALE,lka003,lka003002,lka003002045,Devinuwara,Matara,2007-05-03,2007,5,1
GA2007,STRONG WIND,lka003,lka003002,lka003002045,Devinuwara,Matara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Atulugama East (GN),Kaluthara,2007-05-04,2007,5,1
GA2007,STRONG WIND,lka001,lka001002,lka001002018,Wattala,Gampaha,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Veedagama East (GN),Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Gammanpila (GN),Kaluthara,2007-05-04,2007,5,1
GA2007,GALE,lka001,lka001003,lka001003006,Kolamediriya,Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Walgama South (GN),Kaluthara,2007-05-04,2007,5,1
GA2007,GALE,lka001,lka001003,lka001003006,"Walgama,Atulugama",Kaluthara,2007-05-04,2007,5,1
GA2007,GALE,lka001,lka001003,lka001003006,Veedagama,Kaluthara,2007-05-04,2007,5,1
GA2007,GALE,lka009,lka009001,lka009001036,Wathupitiya(GN),Ratnapura,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Medagama (GN),Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka006,lka006002,lka006002015,Thiladiya(GN),Puttalam,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Kolamediriya (GN),Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Alubomulla East (GN),Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Kamburugoda (GN),Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka006,lka006002,lka006002033,Chilaw,Puttalam,2007-05-04,2007,5,1
GA2007,GALE,lka001,lka001003,lka001003009,Horana,Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Kothalawala (GN),Kaluthara,2007-05-04,2007,5,1
ST2007,STRONG WIND,lka001,lka001003,lka001003006,Veedagama West (GN),Kaluthara,2007-05-04,2007,5,1
GA2007,GALE,lka001,lka001003,lka001003006,Yatiyana (GN),Kaluthara,2007-05-04,2007,5,1
GA2007,GALE,lka001,lka001001,lka001001003,"Kotahena,Grandpass",Colombo,2007-05-04,2007,5,1
ST2005,STRONG WIND,lka001,lka001001,lka001001003,Grandpass,Colombo,2007-05-04,2007,5,1
GA2007,GALE,lka006,lka006002,lka006002042,Sandanagama(GN),Puttalam,2007-05-05,2007,5,1
GA2007,STRONG WIND,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2007-05-05,2007,5,1
ST2007,STRONG WIND,lka008,lka008002,lka008002006,"Wewupitiya, Puwakgoda ",Monaragala,2007-05-06,2007,5,1
ST2007,STRONG WIND,lka008,lka008002,lka008002006,Puwakgoda,Monaragala,2007-05-06,2007,5,1
ST2007,STRONG WIND,lka006,lka006002,lka006002033,Chilaw,Puttalam,2007-05-06,2007,5,1
ST2007,STRONG WIND,lka008,lka008002,lka008002006,Dambagalla (GN),Monaragala,2007-05-06,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Polwathugoda(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Gonakumbura(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Horaketiya(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka008,lka008002,lka008002018,Kandahenawatta Meda Kotasa,Monaragala,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka008,lka008002,lka008002018,Miyanakadura(GN),Monaragala,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Rassagala(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Wijanathkumbura(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Theladiriya(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Kalupedigama(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Meddekanda(GN),Ratnapura,2007-05-07,2007,5,1
GA2007,GALE,lka002,lka002001,lka002001018,Rambukwella West(GN),Kandy,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Pallekanda(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Mahavilathenna(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Bulathgama(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Thalangama(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001039,Weladura(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2007-05-07,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Rajawaka(GN),Ratnapura,2007-05-07,2007,5,1
GA2007,GALE,lka005,lka005002,lka005002034,Eragama,Ampara,2007-05-08,2007,5,1
41439,STRONG WIND,lka008,lka008001,lka008001003,Poojanagaraya(GN),Badulla,2007-05-09,2007,5,0
41413,STRONG WIND,lka001,lka001003,lka001003006,Kamburugoda (GN),Kaluthara,2007-05-09,2007,5,0
41411,HAILSTORM,lka001,lka001003,lka001003003,Panadura,Kaluthara,2007-05-09,2007,5,0
41443,STRONG WIND,lka008,lka008001,lka008001003,,Badulla,2007-05-09,2007,5,0
41458,STRONG WIND,lka009,lka009001,lka009001018,Ellepola(GN),Ratnapura,2007-05-09,2007,5,0
ST2007,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2007-05-10,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-05-10,2007,5,1
GA2007,GALE,lka008,lka008002,lka008002012,Siripura(GN),Monaragala,2007-05-11,2007,5,1
ST2007,STRONG WIND,lka003,lka003003,lka003003027,Wawwa(GN),Hmabantota,2007-05-12,2007,5,1
GA2007,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2007-05-12,2007,5,1
GA2007,GALE,lka009,lka009001,lka009001036,Erabedda(GN),Ratnapura,2007-05-12,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2007-05-12,2007,5,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Pallebage(GN),Kandy,2007-05-12,2007,5,1
GA2007,STRONG WIND,lka009,lka009002,lka009002033,Deraniyagala,Kegalle,2007-05-12,2007,5,1
TW2007,TIDAL WAVE,lka001,lka001002,lka001002003,Negombo,Gampaha,2007-05-13,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Thanjanthenna(GN),Ratnapura,2007-05-13,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2007-05-13,2007,5,1
TW2007,TIDAL WAVE,lka001,lka001002,lka001002003,Kochchikade ,Gampaha,2007-05-13,2007,5,1
41424,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-05-14,2007,5,0
41428,STRONG WIND,lka009,lka009001,lka009001018,Meddekanda(GN),Ratnapura,2007-05-14,2007,5,0
41429,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2007-05-14,2007,5,0
41418,STRONG WIND,lka001,lka001003,lka001003006,Veedagama East (GN),Kaluthara,2007-05-14,2007,5,0
41459,STRONG WIND,lka009,lka009001,lka009001018,Vikiliya(GN),Ratnapura,2007-05-14,2007,5,0
41435,GALE,lka007,lka007001,lka007001015,Korakahawewa,Anuradhapura,2007-05-15,2007,5,0
41409,STRONG WIND,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2007-05-15,2007,5,0
41454,STRONG WIND,lka009,lka009001,lka009001015,Wegapitiya(GN),Ratnapura,2007-05-15,2007,5,0
41456,STRONG WIND,lka002,lka002002,lka002002027,Wanarawa(GN),Matale,2007-05-15,2007,5,0
GA2007,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2007-05-16,2007,5,1
GA2007,GALE,lka007,lka007001,lka007001015,Korakahawewa,Anuradhapura,2007-05-16,2007,5,1
TW2007,TIDAL WAVE,lka006,lka006002,lka006002003,Kalpitiya,Puttalam,2007-05-16,2007,5,1
TW2007,TIDAL WAVE,lka006,lka006002,lka006002003,,Puttalam,2007-05-16,2007,5,1
41427,STRONG WIND,lka009,lka009001,lka009001018,Wijanathkumbura(GN),Ratnapura,2007-05-17,2007,5,0
41425,GALE,lka002,lka002001,lka002001018,Rambukwella West(GN),Kandy,2007-05-18,2007,5,0
41414,STRONG WIND,lka006,lka006002,lka006002033,Chilaw,Puttalam,2007-05-18,2007,5,0
41416,GALE,lka001,lka001001,lka001001003,"Kotahena,Grandpass",Colombo,2007-05-18,2007,5,0
41445,STRONG WIND,lka008,lka008001,lka008001003,Dehigolla(GN),Badulla,2007-05-18,2007,5,0
41444,STRONG WIND,lka009,lka009001,lka009001018,Kalthota(GN),Ratnapura,2007-05-18,2007,5,0
41426,STRONG WIND,lka009,lka009001,lka009001018,Theladiriya(GN),Ratnapura,2007-05-19,2007,5,0
41433,TIDAL WAVE,lka001,lka001002,lka001002003,Kochchikade ,Gampaha,2007-05-19,2007,5,0
41434,STRONG WIND,lka009,lka009001,lka009001018,Thanjanthenna(GN),Ratnapura,2007-05-19,2007,5,0
41417,STRONG WIND,lka001,lka001003,lka001003006,Alubomulla East (GN),Kaluthara,2007-05-19,2007,5,0
41432,STRONG WIND,lka007,lka007001,lka007001015,Nuwaragam Palatha Central,Anuradhapura,2007-05-19,2007,5,0
41448,STRONG WIND,lka008,lka008001,lka008001003,Dambagolla(GN),Badulla,2007-05-19,2007,5,0
41449,STRONG WIND,lka009,lka009001,lka009001012,Samagipura(GN),Ratnapura,2007-05-19,2007,5,0
41451,STRONG WIND,lka008,lka008001,lka008001006,Rideemaliyadda,Badulla,2007-05-19,2007,5,0
41437,STRONG WIND,lka008,lka008001,lka008001003,Haddattawwa(GN),Badulla,2007-05-19,2007,5,0
41440,STRONG WIND,lka008,lka008001,lka008001003,Wewgampaha(GN),Badulla,2007-05-19,2007,5,0
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Senanigama(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,,Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Rotalawela(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Divulapelessa(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Kalthota(GN),Ratnapura,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Dehigolla(GN),Badulla,2007-05-20,2007,5,1
GA2007,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Sorabora(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Girandurukotte(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Dambagolla(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Dambarawa(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Mapakadawewa(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Wewatta(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Thalangamuwa(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Kukulapola(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Elewela(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Mahiyanganaya,Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Theldeniyaya(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Haddattawwa(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Aluttarama(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Mahiyangana Town,Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Bathalayaya(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Poojanagaraya(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Wewgampaha(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Galporuyaya(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Belaganwewa(GN),Badulla,2007-05-20,2007,5,1
GA2007,GALE,lka009,lka009001,lka009001009,Ellawala(GN),Ratnapura,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Beligalla(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Dambana(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Pahala Rathkinda(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001003,Viranagama(GN),Badulla,2007-05-20,2007,5,1
ST2007,STRONG WIND,lka004,lka004005,lka004005006,Korakkankaddu(GN),Kilinochchi,2007-05-21,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2007-05-21,2007,5,1
ST2007,STRONG WIND,lka004,lka004005,lka004005006,Kandavalai,Kilinochchi,2007-05-21,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Samagipura(GN),Ratnapura,2007-05-21,2007,5,1
41421,GALE,lka001,lka001003,lka001003006,"Walgama,Atulugama",Kaluthara,2007-05-22,2007,5,0
41431,GALE,lka009,lka009001,lka009001036,Erabedda(GN),Ratnapura,2007-05-22,2007,5,0
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Pidaligannawela(GN),Ratnapura,2007-05-23,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001006,Rideemaliyadda,Badulla,2007-05-23,2007,5,1
ST2007,STRONG WIND,lka008,lka008001,lka008001006,Welampele(GN),Badulla,2007-05-23,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-05-23,2007,5,1
41430,STRONG WIND,lka009,lka009002,lka009002033,Deraniyagala,Kegalle,2007-05-24,2007,5,0
41410,STRONG WIND,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2007-05-24,2007,5,0
41423,STRONG WIND,lka008,lka008002,lka008002006,"Wewupitiya, Puwakgoda ",Monaragala,2007-05-24,2007,5,0
41452,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-05-24,2007,5,0
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Karadiyamulla(GN),Ratnapura,2007-05-25,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-05-25,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Wegapitiya(GN),Ratnapura,2007-05-25,2007,5,1
41446,STRONG WIND,lka008,lka008001,lka008001003,Wewatta(GN),Badulla,2007-05-26,2007,5,0
41422,GALE,lka001,lka001003,lka001003006,Veedagama,Kaluthara,2007-05-26,2007,5,0
41447,GALE,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2007-05-27,2007,5,0
41457,STRONG WIND,lka009,lka009001,lka009001018,Dehigasthalawa(GN),Ratnapura,2007-05-27,2007,5,0
41453,STRONG WIND,lka008,lka008001,lka008001006,Welampele(GN),Badulla,2007-05-27,2007,5,0
41455,STRONG WIND,lka006,lka006001,lka006001015,Kotavehera,Kurunegala,2007-05-27,2007,5,0
41438,STRONG WIND,lka008,lka008001,lka008001003,Aluttarama(GN),Badulla,2007-05-27,2007,5,0
41436,STRONG WIND,lka008,lka008001,lka008001003,Belaganwewa(GN),Badulla,2007-05-27,2007,5,0
41442,STRONG WIND,lka008,lka008001,lka008001003,Senanigama(GN),Badulla,2007-05-27,2007,5,0
41420,STRONG WIND,lka001,lka001003,lka001003006,Walgama South (GN),Kaluthara,2007-05-27,2007,5,0
ST2007,STRONG WIND,lka006,lka006001,lka006001015,Kotavehera,Kurunegala,2007-05-28,2007,5,1
ST2007,STRONG WIND,lka006,lka006001,lka006001015,Hidowa(GN),Kurunegala,2007-05-28,2007,5,1
ST2007,STRONG WIND,lka002,lka002002,lka002002027,Wanarawa(GN),Matale,2007-05-29,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Dehigasthalawa(GN),Ratnapura,2007-05-29,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Ellepola(GN),Ratnapura,2007-05-29,2007,5,1
ST2007,STRONG WIND,lka002,lka002002,lka002002027,Wilgamuwa,Matale,2007-05-29,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Vikiliya(GN),Ratnapura,2007-05-29,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2007-05-29,2007,5,1
ST2007,STRONG WIND,lka009,lka009001,lka009001018,Imbulamura(GN),Ratnapura,2007-05-29,2007,5,1
ST2007,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2007-05-30,2007,5,1
ST2007,STRONG WIND,lka008,lka008002,lka008002012,Pahatha Arawa(GN),Monaragala,2007-05-30,2007,5,1
41441,STRONG WIND,lka008,lka008001,lka008001003,Thalangamuwa(GN),Badulla,2007-05-31,2007,5,0
41412,STRONG WIND,lka006,lka006001,lka006001075,Udubaddawa,Kurunegala,2007-05-31,2007,5,0
41415,GALE,lka001,lka001003,lka001003006,Yatiyana (GN),Kaluthara,2007-05-31,2007,5,0
41419,STRONG WIND,lka001,lka001003,lka001003006,Gammanpila (GN),Kaluthara,2007-05-31,2007,5,0
41450,STRONG WIND,lka004,lka004005,lka004005006,Kandavalai,Kilinochchi,2007-05-31,2007,5,0
ST2007,STRONG WIND,lka009,lka009001,lka009001039,Kalalella(GN),Ratnapura,2007-06-01,2007,6,1
ST207,STRONG WIND,lka002,lka002001,lka002001018,Udadumbara,Kandy,2007-06-01,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-06-02,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-06-02,2007,6,1
ST2007,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2007-06-02,2007,6,1
ST2007,STRONG WIND,lka008,lka008002,lka008002024,Buttala,Monaragala,2007-06-03,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-06-04,2007,6,1
ST2007,STRONG WIND,lka001,lka001001,lka001001003,"Amer Street,Grandpass",Colombo,2007-06-04,2007,6,1
GA2007,STRONG WIND,lka008,lka008001,lka008001006,Rideemaliyadda,Badulla,2007-06-04,2007,6,1
ST2007,STRONG WIND,lka001,lka001001,lka001001003,Masenger Street,Colombo,2007-06-04,2007,6,1
GA2007,STRONG WIND,lka007,lka007001,lka007001003,Padaviya,Anuradhapura,2007-06-04,2007,6,1
ST2007,STRONG WIND,lka008,lka008002,lka008002006,Madulla,Monaragala,2007-06-05,2007,6,1
ST2007,STRONG WIND,lka006,lka006002,lka006002033,Ambakandavila(GN),Puttalam,2007-06-05,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001006,Dehigama(GN),Badulla,2007-06-06,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001006,Rideemaliyadda,Badulla,2007-06-06,2007,6,1
41463,GALE,lka009,lka009001,lka009001027,Palawela(GN),Ratnapura,2007-06-07,2007,6,0
41501,STRONG WIND,lka009,lka009001,lka009001024,Godagama(GN),Ratnapura,2007-06-07,2007,6,0
41496,STRONG WIND,lka006,lka006002,lka006002033,Weralabada(GN),Puttalam,2007-06-07,2007,6,0
41504,STRONG WIND,lka007,lka007001,lka007001009,Medawachchiya,Anuradhapura,2007-06-07,2007,6,0
41485,STRONG WIND,lka009,lka009001,lka009001012,Gallella(GN),Ratnapura,2007-06-07,2007,6,0
41477,STRONG WIND,lka009,lka009001,lka009001027,Pallegedara(GN),Ratnapura,2007-06-07,2007,6,0
41473,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2007-06-07,2007,6,0
41493,STRONG WIND,lka009,lka009001,lka009001021,Liyanagoda(GN),Ratnapura,2007-06-07,2007,6,0
41499,STRONG WIND,lka001,lka001001,,,Colombo,2007-06-07,2007,6,0
41512,STRONG WIND,lka009,lka009002,lka009002027,"Dombepola(GN),Yatiyanthota(GN),Kabulumulla(GN)",Kegalle,2007-06-07,2007,6,0
41500,STRONG WIND,lka009,lka009001,lka009001024,Rilhena(GN),Ratnapura,2007-06-07,2007,6,0
41470,STRONG WIND,lka003,lka003001,lka003001027,,Galle,2007-06-07,2007,6,0
41469,STRONG WIND,lka003,lka003001,lka003001024,,Galle,2007-06-07,2007,6,0
41468,STRONG WIND,lka009,lka009001,lka009001024,Halpawala(GN),Ratnapura,2007-06-07,2007,6,0
41492,STRONG WIND,lka009,lka009001,lka009001045,Ilukkumbura(GN),Ratnapura,2007-06-07,2007,6,0
41494,STRONG WIND,lka001,lka001001,,,Colombo,2007-06-08,2007,6,0
41483,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2007-06-08,2007,6,0
41478,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2007-06-08,2007,6,0
41461,STRONG WIND,lka008,lka008002,lka008002024,Buttala,Monaragala,2007-06-08,2007,6,0
41481,STRONG WIND,lka005,lka005002,lka005002034,Eragama,Ampara,2007-06-08,2007,6,0
