Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Flood
FL2000,FLOOD,lka008,lka008001,lka008001006,Rideemaliyadda,Badulla,2000-01-01,2000,1,1
FL2000,FLOOD,lka008,lka008001,lka008001006,Nagadeepa(GN),Badulla,2000-01-01,2000,1,1
FL2000,FLOOD,lka008,lka008001,lka008001003,Mapakadawewa(GN),Badulla,2000-01-01,2000,1,1
FL2000,FLOOD,lka005,lka005002,lka005002051,,Ampara,2000-01-01,2000,1,1
FL2000,FLOOD,lka005,lka005002,lka005002051,Lahugala,Ampara,2000-01-01,2000,1,1
FL2000,FLOOD,lka008,lka008001,lka008001003,Mahiyanganaya,Badulla,2000-01-01,2000,1,1
FL2000,FLOOD,lka005,lka005002,lka005002051,"Lahugala,Panama(GN)",Ampara,2000-01-02,2000,1,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-01-05,2000,1,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-01-11,2000,1,1
FL2000,FLOOD,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2000-01-13,2000,1,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-01-13,2000,1,1
FL2000,FLOOD,lka007,lka007002,lka007002015,,Polannaruwa,2000-01-13,2000,1,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-01-14,2000,1,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-01-20,2000,1,1
FL2000,FLOOD,lka005,lka005002,lka005002051,Lahugala,Ampara,2000-02-01,2000,2,1
RA2000,HEAVY RAINS,lka003,lka003003,lka003003003,Sooriyawewa,Hmabantota,2000-02-04,2000,2,1
FL2000,FLOOD,lka005,lka005002,lka005002048,Pothuvil,Ampara,2000-02-04,2000,2,1
RA2000,HEAVY RAINS,lka003,lka003003,lka003003015,Ambalantota,Hmabantota,2000-02-04,2000,2,1
FL2000,FLOOD,lka005,lka005002,lka005002015,Ampara,Ampara,2000-02-04,2000,2,1
FL2000,FLOOD,lka005,lka005002,lka005002045,Thirukkovil,Ampara,2000-02-04,2000,2,1
FL2000,FLOOD,lka005,lka005002,lka005002036,Akkaraipattu(Karunkoditivu),Ampara,2000-02-04,2000,2,1
FL2000,FLOOD,lka005,lka005002,,,Ampara,2000-02-04,2000,2,1
FL2000,FLOOD,lka005,lka005002,lka005002033,Addalachchenai,Ampara,2000-02-04,2000,2,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-02-06,2000,2,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-02-08,2000,2,1
RA2000,HEAVY RAINS,lka004,lka004003,lka004003009,Vavuniya(Tamil),Vavuniya,2000-02-10,2000,2,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2000-02-21,2000,2,1
RA2000,HEAVY RAINS,lka007,lka007002,lka007002010,Welikanda,Polannaruwa,2000-02-24,2000,2,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-02-25,2000,2,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-03-10,2000,3,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-03-24,2000,3,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-03-25,2000,3,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-03-28,2000,3,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-04-01,2000,4,1
FL2000,FLOOD,lka005,lka005002,lka005002033,,Ampara,2000-04-02,2000,4,1
FL2000,FLOOD,lka005,lka005002,lka005002015,,Ampara,2000-04-02,2000,4,1
FL2000,FLOOD,lka005,lka005002,lka005002036,,Ampara,2000-04-02,2000,4,1
FL2000,FLOOD,lka005,lka005002,lka005002045,,Ampara,2000-04-02,2000,4,1
FL2000,FLOOD,lka005,lka005002,lka005002048,,Ampara,2000-04-02,2000,4,1
FL2000,FLOOD,lka005,lka005002,,,Ampara,2000-04-02,2000,4,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-04-08,2000,4,1
FL2000,FLOOD,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-04-08,2000,4,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-04-11,2000,4,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-04-25,2000,4,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-04-26,2000,4,1
FL2000,FLOOD,lka002,lka002002,lka002002024,Kaluganga(GN),Matale,2000-05-12,2000,5,1
FL2000,FLOOD,lka002,lka002002,lka002002024,Karadamulla(GN),Matale,2000-05-12,2000,5,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002015,Moneragala,Monaragala,2000-05-30,2000,5,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-06-05,2000,6,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-06-19,2000,6,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-07-13,2000,7,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-07-14,2000,7,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-07-24,2000,7,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2000-07-25,2000,7,1
FL2000,FLOOD,lka009,lka009001,lka009001018,Polwathugoda(GN),Ratnapura,2000-08-04,2000,8,1
FL2000,FLOOD,lka009,lka009001,lka009001018,Jasinkanda(GN),Ratnapura,2000-08-04,2000,8,1
FL2000,FLOOD,lka009,lka009001,lka009001018,Rassagala(GN),Ratnapura,2000-08-04,2000,8,1
FL2000,FLOOD,lka009,lka009001,lka009001018,Kiridigala(GN),Ratnapura,2000-08-04,2000,8,1
FL2000,FLOOD,lka009,lka009001,lka009001018,Welekumbura(GN),Ratnapura,2000-08-04,2000,8,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-08-20,2000,8,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-08-23,2000,8,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-08-23,2000,8,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-09-04,2000,9,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-09-10,2000,9,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-09-11,2000,9,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2000-09-12,2000,9,1
FL2000,FLOOD,lka003,lka003002,,,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003001,,,Galle,2000-09-17,2000,9,1
FL2000,FLOOD,lka001,lka001003,lka001003036,Palindanuwara,Kaluthara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,,,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003001,,,Galle,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002027,Lenabatuwa(GN),Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002036,,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002015,,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002024,,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka001,lka001003,lka001003036,,Kaluthara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002036,Thihagoda,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002015,Athuraliya,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002024,Malimbada,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002018,,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002018,Akuressa,Matara,2000-09-17,2000,9,1
FL2000,FLOOD,lka003,lka003002,lka003002027,Kamburupitiya,Matara,2000-09-17,2000,9,1
RA2000,HEAVY RAINS,lka002,lka002003,lka002003015,Ambagamuwakorale,Nuwara Eliya,2000-09-22,2000,9,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-09-22,2000,9,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-10-01,2000,10,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-10-07,2000,10,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2000-10-10,2000,10,1
FL2000,FLOOD,lka004,lka004005,lka004005009,"Mavadyamman(GN),Jonepuram",Kilinochchi,2000-10-11,2000,10,1
FL2000,FLOOD,lka003,lka003001,lka003001012,,Galle,2000-10-18,2000,10,1
FL2000,FLOOD,lka003,lka003001,lka003001012,Elpitiya,Galle,2000-10-18,2000,10,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-10-23,2000,10,1
FL2000,FLOOD,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2000-11-10,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002036,Akkaraipattu(Karunkoditivu),Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002024,Kalmunai,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002003,,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002003,Dehiattakandiya,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002015,Ampara,Ampara,2000-11-18,2000,11,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002045,Thirukkovil,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002015,,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002027,Karativu,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002048,,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002027,,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002024,,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002036,,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002045,,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002048,Pothuvil,Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002003,Kadirapura(GN),Ampara,2000-11-18,2000,11,1
FL2000,FLOOD,lka005,lka005001,lka005001003,Vakarui(GN),Batticaloa,2000-11-19,2000,11,1
FL2000,FLOOD,lka005,lka005001,lka005001009,,Batticaloa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002006,Medirigiriya,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002012,Dimbulagala,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka005,lka005001,lka005001009,Koralai Pattu (Valachchenai),Batticaloa,2000-11-19,2000,11,1
FL2000,FLOOD,lka004,lka004002,lka004002003,Pesalai(GN),Mannar,2000-11-19,2000,11,1
FL2000,FLOOD,lka008,lka008002,lka008002006,Lnginiyagala(GN),Monaragala,2000-11-19,2000,11,1
FL2000,FLOOD,lka004,lka004002,lka004002003,Mannar Town,Mannar,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,,,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka008,lka008002,lka008002006,Madulla,Monaragala,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002003,Hingurakgoda,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002009,Lankapura,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002018,,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002012,Manampitiya(GN),Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002003,,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002009,,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka005,lka005001,lka005001003,Koralai Pattu North(Vakarai),Batticaloa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,lka007002006,,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka007,lka007002,,,Polannaruwa,2000-11-19,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002009,Mahaoya,Ampara,2000-11-22,2000,11,1
FL2000,FLOOD,lka005,lka005002,lka005002009,,Ampara,2000-11-22,2000,11,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-11-29,2000,11,1
FL2000,FLOOD,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2000-12-05,2000,12,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-12-13,2000,12,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-17,2000,12,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-18,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002006,Padiyathalawa,Ampara,2000-12-20,2000,12,1
RA2000,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2000-12-20,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002006,"Marangala (GN), Pulungasmulla (GN)",Ampara,2000-12-20,2000,12,1
FL2000,FLOOD,lka004,lka004005,lka004005006,"Paranthan Town(GN),Punnaineeravi(GN),",Kilinochchi,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001006,,Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001009,,Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002030,,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002027,,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001030,Paddippalai(GN),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001033,Vellaveli(GN),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001012,Mavadivembu(GN),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005003,lka005003003,Padavi Sri Pura(GN),Trincolmalee,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001003,"Vakarai(GN),Panichchankerni(GN)",Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002033,Addalachchenai,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka004,lka004005,lka004005006,Kandavalai,Kilinochchi,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001063,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001009,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001018,,Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002036,Akkaraipattu(Karunkoditivu),Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001009,Medawachchiya,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001003,Padaviya,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001006,Kebithigollewa,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001024,Horowpothana,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001021,Kahatagasdigiliya,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001009,Koralai Pattu (Valachchenai),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001006,Koralai Pattu West (Oddamavadi,Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001018,Manmunai North (Batti Town),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001054,Kekirawa,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001057,Palugaswewa,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001003,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001063,Galnewa,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka006,lka006002,lka006002015,Puttalam,Puttalam,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002045,,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001003,Koralai Pattu North(Vakarai),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001015,Eeavur(GN),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001033,,Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001030,Manmunai South - West (Peddipe,Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001033,Porativu Pattu (Ellavul),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001015,Eravur Town (Eravur),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002045,Thirukkovil,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002030,Ninthavur,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001057,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002039,Alayadiwembu,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001054,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001021,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001024,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka006,lka006002,lka006002015,"Puttalam South(GN), Nelumwewa(GN),Kaladiya(GN",Puttalam,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007001,lka007001006,,Anuradhapura,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002024,Kalmunai,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002024,,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002027,Karativu,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007002,,,Polannaruwa,2000-12-26,2000,12,1
FL2000,FLOOD,lka007,lka007002,,,Polannaruwa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005003,lka005003003,Padavi Sri Pura,Trincolmalee,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005001,lka005001012,Eravur Pattu (Chenkalady),Batticaloa,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002036,,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002039,,Ampara,2000-12-26,2000,12,1
FL2000,FLOOD,lka005,lka005002,lka005002033,,Ampara,2000-12-26,2000,12,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-12-28,2000,12,1
RA2000,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2000-12-30,2000,12,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-01-01,2001,1,1
RA2001,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-01-03,2001,1,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-01-04,2001,1,1
RA2001,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-01-05,2001,1,1
CE2001,COASTLINE,lka006,lka006002,lka006002030,Periya kurukupane,Puttalam,2001-01-10,2001,1,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-01-14,2001,1,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-01-15,2001,1,1
FL2001,FLOOD,lka005,lka005002,lka005002009,Mahaoya,Ampara,2001-01-18,2001,1,1
FL2001,FLOOD,lka005,lka005002,lka005002003,Dehiattakandiya,Ampara,2001-01-18,2001,1,1
FL2001,FLOOD,lka005,lka005002,lka005002009,,Ampara,2001-01-18,2001,1,1
FL2001,FLOOD,lka005,lka005002,lka005002003,,Ampara,2001-01-18,2001,1,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-01-20,2001,1,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2001-01-26,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002003,,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka002,lka002001,lka002001009,Akurana,Kandy,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002003,Hingurakgoda,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002009,Sungavila(GN),Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002012,Dimbulagala,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002006,"Meegaswewa(GN),Palliyagodella(GN)",Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002012,manampitiya(GN),Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002015,Gallella(GN),Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002018,Elahera,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002012,,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002006,Medirigiriya,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002009,Lankapura,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka002,lka002001,lka002001009,Akurana Town,Kandy,2001-01-29,2001,1,1
FL2001,FLOOD,lka007,lka007002,lka007002018,,Polannaruwa,2001-01-29,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001060,Mawathagama,Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka002,lka002002,,,Matale,2001-01-30,2001,1,1
FL2001,FLOOD,lka005,lka005002,lka005002027,,Ampara,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001036,Muwanwellegedara(GN),Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001036,Ebawalapitiya(GN),Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001036,,Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001060,,Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001018,,Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001036,Goluwawa(GN),Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001018,Polonthalawade ,Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka006,lka006001,lka006001018,Rasnayakapura,Kurunegala,2001-01-30,2001,1,1
FL2001,FLOOD,lka005,lka005002,lka005002027,Karativu,Ampara,2001-01-30,2001,1,1
FL2001,FLOOD,lka002,lka002002,,,Matale,2001-01-30,2001,1,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2001-02-02,2001,2,1
FL2001,FLOOD,lka008,lka008001,lka008001036,Ella,Badulla,2001-02-04,2001,2,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2001-02-05,2001,2,1
RA2001,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-02-08,2001,2,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001048,Embilipitiya,Ratnapura,2001-02-08,2001,2,1
RA2001,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-02-17,2001,2,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2001-02-22,2001,2,1
RA2001,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-03-07,2001,3,1
CE2001,COASTLINE,lka006,lka006002,lka006002045,"kadawatha,ulhitiyawa,kolinjadiya(GN3)",Puttalam,2001-03-10,2001,3,1
RA2001,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-03-12,2001,3,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2001-03-15,2001,3,1
RA2001,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2001-03-23,2001,3,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-03-24,2001,3,1
FL2001,FLOOD,lka008,lka008001,lka008001036,Ella (GN),Badulla,2001-04-02,2001,4,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-04-08,2001,4,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-04-10,2001,4,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-04-14,2001,4,1
RA2001,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2001-04-18,2001,4,1
