Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Flood
FL2006,FLOOD,lka006,lka006001,lka006001021,Millagoda(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Nikaweratiya North(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Hulugalla(GN),Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001015,Digannewa(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001033,Ganewatta,Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Budumuttawa(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Elawaka(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001003,Haddapitiya(GN),Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Tharanagolla(GN),Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001039,Udunuwara,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001087,Polgahawela,Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001042,Doluwa,Kandy,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001084,Alawwa,Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001033,,Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002002,lka002002030,Rattota,Matale,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001039,Kobeigane,Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka001,lka001001,lka001001033,Moratuwa,Colombo,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,,Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Danduwawa(GN),Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001033,Ganewatta,Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Kandegedara(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Kebellewa(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka001,lka001001,lka001001024,"Wrlikanda east(GN),Rajagiriya(GN),Nugegoda west(GN)",Colombo,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka003,lka003003,lka003003030,Beliatta,Hmabantota,2006-11-18,2006,11,1
Ra2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Kivulegama(GN),Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001009,Ehetuwewa,Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001006,Poojapitiya,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Gapitiyagama(GN),Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001006,Poojapitiya,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001009,,Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Nikaweratiya,Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001087,,Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001024,Medadumbara,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001015,Kotavehera,Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Heelogama(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001015,Kumbukwewa(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka001,lka001001,lka001001033,Lakshapathiya(GN),Colombo,2006-11-18,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001006,Wewala(GN),Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka001,lka001001,lka001001024,Sri Jayawardanapura Kotte,Colombo,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Nabadawewa(GN),Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001009,Akurana,Kandy,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001003,Giribawa,Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001003,Thumpane,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Pahala Galahitiyagama(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Viharagama(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Hewenpelessa(GN),Kurunegala,2006-11-18,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001003,Thumpane,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001021,Karakole(GN),Kurunegala,2006-11-18,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2006-11-18,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2006-11-19,2006,11,1
FL2006,FLOOD,lka001,lka001002,lka001002012,Nalla(GN),Gampaha,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001084,Alawwa,Kurunegala,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001003,Thumpane,Kandy,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001081,Narammala,Kurunegala,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001078,Pannala,Kurunegala,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002002,lka002002030,Rattota,Matale,2006-11-19,2006,11,1
FL2006,FLOOD,lka007,lka007001,lka007001045,Thambuttegama,Anuradhapura,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002009,,Puttalam,2006-11-19,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001012,"Molagodayawatta(GN), Ambathenna(GN)",Kandy,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2006-11-19,2006,11,1
FL2006,FLOOD,lka001,lka001002,lka001002012,Mirigama,Gampaha,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002030,,Puttalam,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2006-11-19,2006,11,1
FL2006,FLOOD,lka001,lka001002,lka001002012,Giriulla(GN),Gampaha,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002039,,Puttalam,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001009,Akurana,Kandy,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001024,Medadumbara,Kandy,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001039,Kobeigane,Kurunegala,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002009,Karuwalagaswewa,Puttalam,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001039,Hathalawa (GN),Kurunegala,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2006-11-19,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001034,Hatharaliyadda,Kandy,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001015,Kotavehera,Kurunegala,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001015,Moragolla(GN),Kurunegala,2006-11-19,2006,11,1
FL2006,FLOOD,lka007,lka007001,lka007001045,Sudaragahagama,Anuradhapura,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001078,,Kurunegala,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001015,Dehennegama(GN),Kurunegala,2006-11-19,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001075,Udubaddawa,Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002033,Chilaw,Puttalam,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-20,2006,11,1
FL2006,FLOOD,lka001,lka001003,lka001003003,Panadura,Kaluthara,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001012,Ambanpola,Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002048,Dankotuwa,Puttalam,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002012,Nawagattegama,Puttalam,2006-11-20,2006,11,1
FL2006,FLOOD,lka002,lka002002,lka002002033,Ukuwela,Matale,2006-11-20,2006,11,1
UF2006,URBAN FLOOD,lka003,lka003001,lka003001033,Ambalangoda,Galle,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002024,Anamaduwa,Puttalam,2006-11-20,2006,11,1
FL2006,FLOOD,lka002,lka002002,lka002002024,Laggala-Pallegama,Matale,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002006,"Serakkuliya(GN),Mangalapura(GN),Milankulama(GN), ",Puttalam,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002048,"Morukkuliya, Metikotuwa(GN)",Puttalam,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001069,Kuliyapitiya East,Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002012,,Puttalam,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002006,Vanathavilluwa,Puttalam,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001084,Alawwa,Kurunegala,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001039,Udunuwara,Kandy,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001003,Thumpane,Kandy,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002024,,Puttalam,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001066,Weerambugedara,Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka002,lka002002,lka002002033,Dehupitiya(GN),Matale,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001063,Rideegama,Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka001,lka001003,lka001003003,Panadura,Kaluthara,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2006-11-20,2006,11,1
FL2006,FLOOD,lka002,lka002002,lka002002024,Kahagala(GN),Matale,2006-11-20,2006,11,1
UF2006,URBAN FLOOD,lka003,lka003001,lka003001033,Batapola,Galle,2006-11-20,2006,11,1
GA2006,HEAVY RAINS,lka002,lka002002,lka002002009,Naula,Matale,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002002,lka002002009,Naula,Matale,2006-11-20,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002033,,Puttalam,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001075,,Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006001,lka006001012,Belungala(GN),Kurunegala,2006-11-20,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Mailawa(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Naravila(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka002,lka002003,lka002003012,Windcorner(GN),Nuwara Eliya,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Thummodara West(GN),Puttalam,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001024,Medadumbara,Kandy,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001084,Alawwa,Kurunegala,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Pilakatumulla(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka002,lka002003,lka002003012,Perakumpura(GN),Nuwara Eliya,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Lansiyagama ,Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2006-11-21,2006,11,1
FL2006,FLOOD,lka002,lka002003,lka002003012,Nuwara Eliya Central(GN),Nuwara Eliya,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Sandanagama(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Weerahena East(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Morakele South(GN),Puttalam,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2006-11-21,2006,11,1
FL2006,FLOOD,lka008,lka008001,lka008001009,Meegahakivula,Badulla,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Pahala Nattandiya(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Nattandiya,Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka008,lka008001,lka008001009,,Badulla,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Ihala Nattandiya(GN),Puttalam,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001063,Rideegama,Kurunegala,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Ihala Thabbowa(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Nebadagahayaya(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Nakele(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Thummodara East(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Pahala Thabbowa(GN),Puttalam,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Dematapitiya(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Ihala Katuneriya(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Pahala Mavila(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Ihala Mavila(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Ihala Kottamulla(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Dammikagama(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Bulugahawewa(GN),Puttalam,2006-11-21,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002042,Paluwelgala North(GN),Puttalam,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2006-11-21,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001069,Kuliyapitiya East,Kurunegala,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001081,Narammala,Kurunegala,2006-11-22,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002045,,Puttalam,2006-11-22,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002045,Wennappuwa,Puttalam,2006-11-22,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001048,Delthota,Kandy,2006-11-22,2006,11,1
FL2006,FLOOD,lka002,lka002001,lka002001054,Wallahagoda(GN),Kandy,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001024,Medadumbara,Kandy,2006-11-22,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-23,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001003,Thumpane,Kandy,2006-11-23,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001039,Udunuwara,Kandy,2006-11-23,2006,11,1
RA2006,HEAVY RAINS,lka003,lka003003,lka003003021,Weeraketiya,Hmabantota,2006-11-23,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2006-11-24,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001009,Akurana,Kandy,2006-11-24,2006,11,1
RA2006,HEAVY RAINS,lka003,lka003003,lka003003030,Beliatta,Hmabantota,2006-11-24,2006,11,1
RA2006,HEAVY RAINS,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2006-11-24,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2006-11-24,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-24,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-25,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-25,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001066,Weerambugedara,Kurunegala,2006-11-25,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-11-25,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001039,Kobeigane,Kurunegala,2006-11-25,2006,11,1
RA2006,HEAVY RAINS,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2006-11-25,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001024,Medadumbara,Kandy,2006-11-25,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001081,Narammala,Kurunegala,2006-11-26,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-11-26,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001057,Pasbage Korale,Kandy,2006-11-26,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2006-11-26,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-26,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001024,Medadumbara,Kandy,2006-11-26,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2006-11-27,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001081,Narammala,Kurunegala,2006-11-28,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-11-28,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001018,Udadumbara,Kandy,2006-11-28,2006,11,1
RA2006,HEAVY RAINS,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2006-11-29,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-29,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002015,Puttalam,Puttalam,2006-11-29,2006,11,1
FL2006,FLOOD,lka009,lka009001,lka009001018,Jasinkanda(GN),Ratnapura,2006-11-29,2006,11,1
FL2006,FLOOD,lka006,lka006002,lka006002015,,Puttalam,2006-11-29,2006,11,1
RA2006,HEAVY RAINS,lka007,lka007001,lka007001039,Nochchiyagama,Anuradhapura,2006-11-29,2006,11,1
FL2006,FLOOD,lka009,lka009001,lka009001018,Balangoda,Ratnapura,2006-11-29,2006,11,1
FL2006,FLOOD,lka009,lka009001,lka009001018,Rassagala(GN),Ratnapura,2006-11-29,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001063,Rideegama,Kurunegala,2006-11-30,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-11-30,2006,11,1
RA2006,HEAVY RAINS,lka008,lka008002,lka008002033,Sevanagala,Monaragala,2006-11-30,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001081,Narammala,Kurunegala,2006-11-30,2006,11,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001030,Ibbagamuwa,Kurunegala,2006-11-30,2006,11,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001033,Harispattuwa,Kandy,2006-12-01,2006,12,1
RA2006,HEAVY RAINS,lka006,lka006001,lka006001054,Kurunegala,Kurunegala,2006-12-02,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2006-12-02,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001018,Udadumbara,Kandy,2006-12-02,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-12-02,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2006-12-05,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001030,Kandy Four Gravets & Gangawata,Kandy,2006-12-05,2006,12,1
FL2006,FLOOD,lka003,lka003003,lka003003012,Hambantota,Hmabantota,2006-12-05,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002002,lka002002009,Naula,Matale,2006-12-05,2006,12,1
FL2006,FLOOD,lka009,lka009001,lka009001051,Maduwanwela(GN),Ratnapura,2006-12-05,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-12-05,2006,12,1
FL2006,FLOOD,lka009,lka009001,lka009001051,Walakada(GN),Ratnapura,2006-12-05,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-12-05,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002002,lka002002027,Wilgamuwa,Matale,2006-12-06,2006,12,1
FL2006,FLOOD,lka009,lka009001,lka009001012,Angammana(GN),Ratnapura,2006-12-06,2006,12,1
FL2006,FLOOD,lka009,lka009001,lka009001012,Weralupa(GN),Ratnapura,2006-12-06,2006,12,1
FL2006,FLOOD,lka009,lka009001,lka009001012,Ketaliyanpalla(GN),Ratnapura,2006-12-06,2006,12,1
FL2006,FLOOD,lka009,lka009001,lka009001012,Kahangama(GN),Ratnapura,2006-12-06,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001027,Kundasale,Kandy,2006-12-07,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001024,Medadumbara,Kandy,2006-12-07,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2006-12-08,2006,12,1
RA2006,HEAVY RAINS,lka005,lka005002,lka005002034,Eragama,Ampara,2006-12-08,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002002,lka002002030,Rattota,Matale,2006-12-08,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002002,lka002002009,Naula,Matale,2006-12-09,2006,12,1
FL2006,FLOOD,lka006,lka006001,lka006001018,Subhasinghapura(GN),Kurunegala,2006-12-10,2006,12,1
FL2006,FLOOD,lka001,lka001003,lka001003006,"Bandaragama(GN)Panape (GN), Madupitiya (GN), Galgemandiya (G",Kaluthara,2006-12-10,2006,12,1
RA2006,HEAVY RAINS,lka002,lka002001,lka002001051,Udapalatha,Kandy,2006-12-10,2006,12,1
FL2006,FLOOD,lka006,lka006001,lka006001018,Kadigawa Track 3(GN),Kurunegala,2006-12-10,2006,12,1
