Disaster,Location,District,Month,Day,Rainfall(mm),Flood
Flood,Padiyathalawa,Ampara,12,25,17.84,0
Flood,Thirukkovil,Ampara,12,4,17.84,0
Flood,Sayinthamarathu,Ampara,12,14,17.84,0
Flood,Addalachchenai,Ampara,1,6,8.75,1
Flood,Akkaraipattukarunkoditivu,Ampara,1,8,8.75,1
Flood,Alayadiwembu,Ampara,1,6,8.75,1
Flood,Senanayakapura,Ampara,11,4,13.56,0
Flood,Thikkanagar,Ampara,10,20,9.82,0
Flood,Damana,Ampara,4,30,3.86,0
Flood,Karativu,Ampara,12,5,17.84,0
Flood,Thikkanagar,Ampara,4,4,3.86,0
Flood,Sangamam,Ampara,4,28,3.86,0
Flood,Komarie,Ampara,4,14,3.86,0
Flood,Kalappukaddu,Ampara,1,13,8.75,0
Flood,Panama,Ampara,1,28,8.75,0
Flood,Komarie,Ampara,1,30,8.75,0
Flood,Shasthrawela,Ampara,1,24,8.75,0
Flood,Perani Lahugala,Ampara,1,9,8.75,0
Flood,Panama West,Ampara,1,20,8.75,0
Flood,Akkaraipattu,Ampara,4,13,3.86,0
Flood,Alayadiwembu,Ampara,12,20,17.84,0
Flood,Ninthavur,Ampara,12,14,17.84,0
Flood,Lahugala,Ampara,1,6,8.75,1
Flood,Thikkanagar,Ampara,4,2,3.86,1
Flood,Akkaraipattu,Ampara,4,2,3.86,1
Flood,Sangamam,Ampara,4,2,3.86,1
Flood,Komarie,Ampara,4,2,3.86,1
Flood,Panama,Ampara,1,2,8.75,1
Flood,Sangamam,Ampara,11,18,13.56,1
Flood,Akkaraipattu,Ampara,11,18,13.56,1
Flood,Kalmunai Muslim Section,Ampara,11,18,13.56,1
Flood,Sainthamarathu,Ampara,5,11,5.32,1
Flood,Sangamam,Ampara,12,26,17.84,1
Flood,Sangamam,Ampara,5,1,5.32,1
Flood,Sayinthamarathu,Ampara,11,3,13.56,1
Flood,Bogamuyaya,Ampara,12,20,17.84,0
Flood,Kalmunai Muslim Section,Ampara,10,12,9.82,1
Flood,Karativu,Ampara,10,12,9.82,1
Flood,Sangamam,Ampara,10,12,9.82,1
Flood,Akkaraipattu,Ampara,10,12,9.82,1
Flood,Kolavil,Ampara,10,12,9.82,1
Flood,Panama,Ampara,10,12,9.82,1
Flood,Panama North,Ampara,1,1,8.75,0
Flood,Panama South,Ampara,1,19,8.75,0
Flood,Navithanveli,Ampara,12,27,17.84,0
Flood,Dehiattakandiya,Ampara,12,25,17.84,0
Flood,Pansalgoda,Ampara,1,9,8.75,0
Flood,Kalmunai Muslim Section,Ampara,10,6,9.82,0
Flood,Pothuvil,Ampara,10,9,9.82,1
Flood,Uhana,Ampara,12,15,17.84,0
Flood,Uhana,Ampara,8,25,3.66,0
Flood,Damana,Ampara,5,1,5.32,1
Flood,Mahaoya,Ampara,1,18,8.75,0
Flood,Karativu,Ampara,11,18,13.56,1
Flood,Padiyathalawa,Ampara,1,8,8.75,0
Flood,Karativu,Ampara,10,30,9.82,0
Flood,Sangamam,Ampara,10,24,9.82,0
Flood,Ninthavur,Ampara,10,13,9.82,0
Flood,Pothuvil,Ampara,10,18,9.82,0
Flood,Ampara,Ampara,12,18,17.84,1
Flood,Pothuvil,Ampara,12,18,17.84,1
Flood,Sammanthurai,Ampara,5,30,5.32,0
Flood,Kadirapura,Ampara,11,7,13.56,0
Flood,Akkaraipattu,Ampara,10,18,9.82,0
Flood,Senanayakapura,Ampara,11,19,13.56,0
Flood,Kalmunai,Ampara,1,7,8.75,0
Flood,Damana,Ampara,4,2,3.86,1
Flood,Navithanveli,Ampara,1,24,8.75,0
Flood,Damana,Ampara,4,14,3.86,0
Flood,Dehiattakandiya,Ampara,3,11,2.53,0
Flood,Mahaoya,Ampara,2,18,7.41,0
Flood,Mahaoya,Ampara,3,15,2.53,0
Flood,Dewalagoda,Ampara,1,21,8.75,0
Flood,Sangamam,Ampara,11,6,13.56,0
Flood,Akkaraipattu,Ampara,11,21,13.56,0
Flood,Kalmunai Muslim Section,Ampara,11,12,13.56,0
Flood,Ninthavur,Ampara,12,18,17.84,1
Flood,Mahaoya,Ampara,7,14,2.58,0
Flood,Mahaoya,Ampara,1,16,8.75,0
Flood,Mahaoya,Ampara,1,21,8.75,0
Flood,Mahaoya,Ampara,12,9,17.84,0
Flood,Mahaoya,Ampara,11,7,13.56,0
Flood,Uhana,Ampara,1,20,8.75,0
Flood,Uhana,Ampara,4,4,3.86,0
Flood,Ampara,Ampara,5,3,5.32,0
Flood,Ampara,Ampara,3,3,2.53,0
Flood,Ampara,Ampara,3,24,2.53,0
Flood,Damana,Ampara,1,9,8.75,0
Flood,Navithanveli,Ampara,10,8,9.82,0
Flood,Senanayakapura,Ampara,4,10,3.86,0
Flood,Karativu,Ampara,12,25,17.84,1
Flood,Sainthamarathu,Ampara,3,8,2.53,0
Flood,Damana,Ampara,12,29,17.84,0
Flood,Padiyathalawa,Ampara,12,12,17.84,0
Flood,All District,Ampara,9,21,5.75,1
Flood,Thirukkovil,Ampara,12,7,17.84,0
Flood,Dehiattakandiya,Ampara,12,1,17.84,0
Flood,Lahugala,Ampara,12,28,17.84,0
Flood,Kundumadu,Ampara,6,18,2.32,0
Flood,Addalachchenai,Ampara,12,28,17.84,0
Flood,Sangamam,Ampara,8,29,3.66,0
Flood,Damana,Ampara,12,27,17.84,0
Flood,Kalmunai,Ampara,12,27,17.84,0
Flood,Eragama,Ampara,12,1,17.84,0
Flood,Samanthurai,Ampara,12,18,17.84,0
Flood,Uhana,Ampara,12,13,17.84,0
Flood,Karativu,Ampara,12,15,17.84,0
Flood,Pothuvil,Ampara,12,23,17.84,0
Flood,Sayinthamarathu,Ampara,12,10,17.84,0
Flood,Kalmunai Tamil,Ampara,12,13,17.84,0
Flood,Navithanveli,Ampara,12,7,17.84,0
Flood,Mahaoya,Ampara,7,16,2.58,1
Flood,Sammanthurai,Ampara,6,19,2.32,0
Flood,All District,Ampara,8,2,3.66,1
Flood,Thirukkovil,Ampara,1,20,8.75,0
Flood,Samanthurai,Ampara,1,1,8.75,0
Flood,Karativu,Ampara,1,5,8.75,0
Flood,Sayinthamarathu,Ampara,3,14,2.53,0
Flood,Akkaraipattukarunkoditivu,Ampara,3,6,2.53,0
Flood,Kalmunai Tamil,Ampara,3,14,2.53,0
Flood,Alayadiwembu,Ampara,3,1,2.53,0
Flood,Karativu,Ampara,3,28,2.53,0
Flood,Addalachchenai,Ampara,3,19,2.53,0
Flood,Pothuvil,Ampara,3,14,2.53,0
Flood,Samanthurai,Ampara,3,15,2.53,0
Flood,Thirukkovil,Ampara,3,25,2.53,0
Flood,Karativu,Ampara,12,1,17.84,0
Flood,Damana,Ampara,12,4,17.84,1
Flood,Kolavil,Ampara,12,30,17.84,0
Flood,Kalmunai Tamil,Ampara,12,16,17.84,0
Flood,Akkaraipattu,Ampara,12,20,17.84,0
Flood,Sainthamarathu,Ampara,12,9,17.84,0
Flood,Karativu,Ampara,8,25,3.66,0
Flood,Alayadiwembu,Ampara,12,7,17.84,0
Flood,Akkaraipattukarunkoditivu,Ampara,12,22,17.84,0
Flood,Ampara,Ampara,12,12,17.84,0
Flood,Damana,Ampara,12,21,17.84,1
Flood,Ninthavur,Ampara,4,19,3.86,1
Flood,Sainthamarathu,Ampara,12,19,17.84,0
Flood,Karativu,Ampara,1,8,8.75,1
Flood,Sayinthamarathu,Ampara,3,12,2.53,1
Flood,Ninthavur,Ampara,12,25,17.84,1
Flood,Akkaraipattukarunkoditivu,Ampara,3,12,2.53,1
Flood,Kalmunai Tamil,Ampara,3,12,2.53,1
Flood,Alayadiwembu,Ampara,3,12,2.53,1
Flood,Thikkanagar,Ampara,10,12,9.82,1
Flood,Karativu,Ampara,3,12,2.53,1
Flood,Addalachchenai,Ampara,3,12,2.53,1
Flood,Pothuvil,Ampara,3,12,2.53,1
Flood,Samanthurai,Ampara,3,12,2.53,1
Flood,Thirukkovil,Ampara,3,12,2.53,1
Flood,Komarie,Ampara,10,12,9.82,1
Flood,Annamalai,Ampara,10,12,9.82,1
Flood,Annamalai,Ampara,1,24,8.75,1
Flood,Kalmunai Muslim Section,Ampara,5,1,5.32,1
Flood,Karativu,Ampara,1,6,8.75,0
Flood,Samanthurai,Ampara,1,6,8.75,1
Flood,Ninthavur,Ampara,5,11,5.32,1
Flood,Thirukkovil,Ampara,1,8,8.75,1
Flood,Ampara,Ampara,1,8,8.75,1
Flood,Thirukkovil,Ampara,12,20,17.84,1
Flood,Addalachchenai,Ampara,12,20,17.84,1
Flood,Navatkadu,Ampara,6,17,2.32,0
Flood,Sayinthamarathu,Ampara,11,25,13.56,0
Flood,Thikkanagar,Ampara,6,6,2.32,0
Flood,Akkaraipattu,Ampara,8,6,3.66,0
Flood,Navithanveli,Ampara,12,20,17.84,1
Flood,Samanthurai,Ampara,12,20,17.84,1
Flood,Karativu,Ampara,12,20,17.84,1
Flood,Sayinthamarathu,Ampara,12,20,17.84,1
Flood,Kalmunai Tamil,Ampara,12,20,17.84,1
Flood,Sayinthamarathu,Ampara,12,16,17.84,1
Flood,Alayadiwembu,Ampara,12,20,17.84,1
Flood,Akkaraipattukarunkoditivu,Ampara,12,20,17.84,1
Flood,Senanayakapura,Ampara,8,11,3.66,0
Flood,Lahugala,Ampara,1,17,8.75,0
Flood,Akkaraipattukarunkoditivu,Ampara,1,17,8.75,0
Flood,Alayadiwembu,Ampara,1,3,8.75,0
Flood,Sammanthurai,Ampara,5,11,5.32,1
Flood,Pothuvil,Ampara,1,6,8.75,1
Flood,Pothuvil,Ampara,1,2,8.75,0
Flood,Ninthavur,Ampara,12,3,17.84,1
Flood,Pakkiyawatta,Ampara,12,17,17.84,1
Flood,Kalmunai Muslim Section,Ampara,12,9,17.84,0
Flood,Damana,Ampara,12,21,17.84,0
Flood,Ninthavur,Ampara,4,13,3.86,0
Flood,Ninthavur,Ampara,12,24,17.84,0
Flood,Ninthavur,Ampara,12,10,17.84,1
Flood,Alayadiwembu,Ampara,12,10,17.84,1
Flood,Mawanagama,Ampara,11,26,13.56,0
Flood,Karativu,Ampara,12,10,17.84,1
Flood,Thikkanagar,Ampara,12,11,17.84,0
Flood,Thirukkovil,Ampara,12,10,17.84,1
Flood,Karativu,Ampara,12,3,17.84,0
Flood,Ninthavur,Ampara,12,22,17.84,0
Flood,Varipathanchenai,Ampara,11,18,13.56,0
Flood,Panama,Ampara,11,28,13.56,0
Flood,Senagama,Ampara,11,23,13.56,0
Flood,Uhana,Ampara,11,19,13.56,0
Flood,Lahugala,Ampara,11,14,13.56,0
Flood,Eragama,Ampara,11,15,13.56,0
Flood,Sayinthamarathu,Ampara,12,10,17.84,1
Flood,Akkaraipattu,Ampara,12,24,17.84,0
Flood,Kolavil,Ampara,12,2,17.84,0
Flood,Mahaoya,Ampara,3,29,2.53,0
Flood,Eragama,Ampara,9,6,5.75,1
Flood,Galkanda,Ampara,10,15,9.82,0
Flood,Eragama,Ampara,10,28,9.82,1
Flood,Mawanagama,Ampara,10,3,9.82,0
Flood,Samanthurai,Ampara,11,15,13.56,1
Flood,Eragama,Ampara,12,16,17.84,1
Flood,Eragama,Ampara,1,7,8.75,1
Flood,Pothuvil,Ampara,1,14,8.75,1
Flood,Pothuvil,Ampara,12,17,17.84,1
Flood,Ninthavur,Ampara,1,7,8.75,1
Flood,Ninthavur,Ampara,3,12,2.53,1
Flood,Eragama,Ampara,12,18,17.84,1
Flood,Lahugala,Ampara,1,25,8.75,0
Flood,Komarie,Ampara,11,3,13.56,0
Flood,Karativu,Ampara,11,8,13.56,0
Flood,Hulannuge,Ampara,1,13,8.75,0
Flood,Mawanagama,Ampara,12,28,17.84,0
Flood,Eragama,Ampara,12,8,17.84,1
Flood,Eragama,Ampara,10,15,9.82,1
Flood,Pothuvil,Ampara,11,19,13.56,0
Flood,Ampara,Ampara,11,8,13.56,0
Flood,Navithanveli,Ampara,12,26,17.84,1
Flood,Dehiattakandiya,Ampara,12,27,17.84,1
Flood,Mawanagama,Ampara,12,20,17.84,1
Flood,Mawanagama,Ampara,11,18,13.56,1
Flood,Ampara,Ampara,3,4,2.53,1
Flood,Ampara,Ampara,5,29,5.32,1
Flood,Uhana,Ampara,4,13,3.86,1
Flood,Uhana,Ampara,1,5,8.75,1
Flood,Mahaoya,Ampara,11,4,13.56,1
Flood,Mahaoya,Ampara,12,22,17.84,1
Flood,Panama North,Ampara,1,14,8.75,1
Flood,Panama South,Ampara,1,14,8.75,1
Flood,Dewalagoda,Ampara,1,14,8.75,1
Flood,Pansalgoda,Ampara,1,14,8.75,1
Flood,Mahaoya,Ampara,2,4,7.41,1
Flood,Ninthavur,Ampara,12,26,17.84,1
Flood,Karativu,Ampara,12,26,17.84,1
Flood,Mahaoya,Ampara,12,13,17.84,1
Flood,Mahaoya,Ampara,12,27,17.84,1
Flood,Mahaoya,Ampara,1,6,8.75,1
Flood,Mahaoya,Ampara,1,9,8.75,1
Flood,Mawanagama,Ampara,1,18,8.75,1
Flood,Galmaduwa,Ampara,5,16,5.32,0
Flood,Peranigama,Ampara,6,1,2.32,1
Flood,Dorakumbura,Ampara,3,9,2.53,1
Flood,Dehiattakandiya,Ampara,3,8,2.53,1
Flood,Kalappukaddu,Ampara,1,14,8.75,1
Flood,Komarie,Ampara,1,14,8.75,1
Flood,Shasthrawela,Ampara,1,14,8.75,1
Flood,Padiyathalawa,Ampara,1,25,8.75,1
Flood,Padiyathalawa,Ampara,12,21,17.84,1
Flood,Akkaraipattukarunkoditivu,Ampara,11,3,13.56,0
Flood,Alayadiwembu,Ampara,9,22,5.75,0
Flood,Mahaoya,Ampara,1,4,8.75,1
Flood,Perani Lahugala,Ampara,1,14,8.75,1
Flood,Uhana,Ampara,8,1,3.66,1
Flood,Uhana,Ampara,12,1,17.84,1
Flood,Panama West,Ampara,1,14,8.75,1
Flood,Kalmunai,Ampara,1,8,8.75,1
Flood,Navithanveli,Ampara,1,11,8.75,1
Flood,Navithanveli,Ampara,10,1,9.82,1
Flood,Damana,Ampara,4,19,3.86,1
Flood,Damana,Ampara,1,7,8.75,1
Flood,Ampara,Ampara,3,10,2.53,1
Flood,Mahaoya,Ampara,1,2,8.75,1
Flood,Ninthavur,Ampara,7,1,2.58,1
Flood,Eragama,Ampara,1,28,8.75,1
Flood,Pulungasmulla,Ampara,12,8,17.84,0
Flood,Damana,Ampara,12,25,17.84,0
Flood,Uhana,Ampara,12,27,17.84,0
Flood,Dehiattakandiya,Ampara,12,6,17.84,0
Flood,Kolavil,Ampara,10,14,9.82,0
Flood,Samanthurai,Ampara,5,13,5.32,1
Flood,Samanthurai,Ampara,1,25,8.75,1
Flood,Alayadiwembu,Ampara,1,25,8.75,1
Flood,Sayinthamarathu,Ampara,1,25,8.75,1
Flood,Thirukkovil,Ampara,12,24,17.84,0
Flood,Akkaraipattukarunkoditivu,Ampara,1,25,8.75,1
Flood,Ampara,Ampara,1,25,8.75,1
Flood,Uhana,Ampara,1,25,8.75,1
Flood,Panama,Ampara,10,2,9.82,0
Flood,Eragama,Ampara,11,25,13.56,1
Flood,Karativu,Ampara,11,10,13.56,0
Flood,Ninthavur,Ampara,12,9,17.84,0
Flood,Senanayakapura,Ampara,4,2,3.86,1
Flood,Senanayakapura,Ampara,11,18,13.56,1
Flood,Addalachchenai,Ampara,1,25,8.75,1
Flood,Pothuvil,Ampara,12,2,17.84,0
Flood,Ampara,Ampara,12,1,17.84,0
Flood,Dehiattakandiya,Ampara,12,18,17.84,1
Flood,Jaladeen Square Hidayapuram,Ampara,1,14,8.75,1
Flood,Virippattanchenai,Ampara,7,1,2.58,1
Flood,Thirukkovil,Ampara,12,18,17.84,1
Flood,Sammanthurai,Ampara,11,15,13.56,1
Flood,Damana,Ampara,12,18,17.84,1
Flood,Eragama,Ampara,10,11,9.82,0
Flood,Eragama,Ampara,12,24,17.84,0
Flood,Eragama,Ampara,12,10,17.84,0
Flood,Ninthavur,Ampara,3,10,2.53,0
Flood,Ninthavur,Ampara,1,12,8.75,0
Flood,Pothuvil,Ampara,12,28,17.84,0
Flood,Pothuvil,Ampara,1,17,8.75,0
Flood,Eragama,Ampara,1,19,8.75,0
Flood,Eragama,Ampara,12,26,17.84,0
Flood,Samanthurai,Ampara,11,21,13.56,0
Flood,Eragama,Ampara,10,29,9.82,0
Flood,Eragama,Ampara,9,11,5.75,0
Flood,Eragama,Ampara,1,10,8.75,0
Flood,Uhana,Ampara,12,18,17.84,1
Flood,Alayadiwembu,Ampara,9,26,5.75,1
Flood,Akkaraipattukarunkoditivu,Ampara,11,20,13.56,1
Flood,Komarie,Ampara,11,7,13.56,0
Flood,Damana,Ampara,5,22,5.32,0
Flood,Komarie,Ampara,10,9,9.82,0
Flood,Senanayakapura,Ampara,1,30,8.75,0
Flood,Sammanthurai,Ampara,5,27,5.32,0
Flood,Senagama,Ampara,1,18,8.75,0
Flood,Alayadiwembu,Ampara,6,7,2.32,0
Flood,Kolavil,Ampara,4,20,3.86,0
Flood,Karativu,Ampara,10,29,9.82,1
Flood,Alayadiwembu,Ampara,1,18,8.75,0
Flood,Sayinthamarathu,Ampara,1,15,8.75,0
Flood,Sammanthurai,Ampara,12,21,17.84,0
Flood,Akkaraipattukarunkoditivu,Ampara,1,29,8.75,0
Flood,Sainthamarathu,Ampara,10,12,9.82,1
Flood,Addalachchenai,Ampara,1,16,8.75,0
Flood,Lahugala,Ampara,12,30,17.84,0
Flood,Ampara,Ampara,1,5,8.75,0
Flood,Uhana,Ampara,1,26,8.75,0
Flood,Hulannuga,Ampara,12,4,17.84,0
Flood,Mawanagama,Ampara,1,20,8.75,0
Flood,Panama,Ampara,1,12,8.75,0
Flood,Annamalai,Ampara,10,20,9.82,0
Flood,Miriswatta,Ampara,6,5,2.32,0
Flood,Annamalai,Ampara,1,15,8.75,0
Flood,Karativu,Ampara,1,14,8.75,0
Flood,Samanthurai,Ampara,5,16,5.32,0
Flood,Sangamam,Ampara,5,6,5.32,0
Flood,Sangamam,Ampara,12,2,17.84,0
Flood,Sainthamarathu,Ampara,5,15,5.32,0
Flood,Ninthavur,Ampara,10,25,9.82,0
Flood,Sammanthurai,Ampara,1,30,8.75,0
Flood,Ninthavur,Ampara,5,29,5.32,0
Flood,Kolavil,Ampara,1,23,8.75,0
Flood,Bogamuyaya,Ampara,12,3,17.84,1
Flood,Dorakumbura,Ampara,3,10,2.53,0
Flood,Kadirapura,Ampara,11,18,13.56,1
Flood,Mahaoya,Ampara,1,6,8.75,0
Flood,Peranigama,Ampara,6,5,2.32,0
Flood,Mahaoya,Ampara,3,12,2.53,1
Flood,Samanthurai,Ampara,1,14,8.75,0
Flood,Sainthamarathu,Ampara,1,29,8.75,0
Flood,Akkaraipattu,Ampara,1,29,8.75,0
Flood,Ninthavur,Ampara,1,1,8.75,0
Flood,Thikkanagar,Ampara,1,10,8.75,0
Flood,Kalmunai Muslim Section,Ampara,5,18,5.32,0
Flood,Thikkanagar,Ampara,12,25,17.84,0
Flood,Mahaoya,Ampara,3,3,2.53,1
Flood,Komarie,Ampara,12,27,17.84,0
Flood,Akkaraipattu,Ampara,8,1,3.66,1
Flood,Senanayakapura,Ampara,8,1,3.66,1
Flood,Pothuvil,Ampara,2,4,7.41,1
Flood,Mahaoya,Ampara,1,18,8.75,1
Flood,Lahugala,Ampara,2,1,7.41,1
Flood,Thirukkovil,Ampara,11,18,13.56,1
Flood,Akkaraipattukarunkoditivu,Ampara,11,18,13.56,1
Flood,Kalmunai,Ampara,11,18,13.56,1
Flood,Panama,Ampara,6,1,2.32,1
Flood,Annamalai,Ampara,12,8,17.84,0
Flood,Thurendimadu,Ampara,8,1,3.66,1
Flood,Kalmunai,Ampara,12,10,17.84,1
Flood,Akkaraipattukarunkoditivu,Ampara,12,10,17.84,1
Flood,Lahugala,Ampara,12,10,17.84,1
Flood,Sangamam,Ampara,10,1,9.82,0
Flood,Padiyathalawa,Ampara,9,3,5.75,1
Flood,Mahaoya,Ampara,2,1,7.41,1
Flood,Damana,Ampara,1,6,8.75,1
Flood,Dehiattakandiya,Ampara,1,18,8.75,1
Flood,Sainthamarathu,Ampara,10,10,9.82,0
Flood,Kolavil,Ampara,6,1,2.32,1
Flood,Paranagama,Ampara,12,18,17.84,0
Flood,Mahaoya,Ampara,12,21,17.84,0
Flood,Samagipura,Ampara,12,4,17.84,0
Flood,Panama,Ampara,12,17,17.84,1
Flood,Pakkiyawatta,Ampara,12,26,17.84,0
Flood,Sainthamarathu,Ampara,3,11,2.53,1
Flood,Karativu,Ampara,1,30,8.75,1
Flood,Ninthavur,Ampara,7,21,2.58,0
Flood,Kalmunai Tamil,Ampara,12,3,17.84,1
Flood,Akkaraipattu,Ampara,12,3,17.84,1
Flood,Sainthamarathu,Ampara,12,3,17.84,1
Flood,Karativu,Ampara,8,1,3.66,1
Flood,Sammanthurai,Ampara,6,1,2.32,1
Flood,Sangamam,Ampara,8,1,3.66,1
Flood,Kundumadu,Ampara,6,1,2.32,1
Flood,Navatkadu,Ampara,6,1,2.32,1
Flood,Thikkanagar,Ampara,6,1,2.32,1
Flood,Mahaoya,Ampara,1,11,8.75,0
Flood,Natpiddymunai,Ampara,8,16,3.66,0
Flood,Navithanveli,Ampara,11,9,13.56,0
Flood,Annamalai,Ampara,1,9,8.75,0
Flood,A Colony,Ampara,4,29,3.86,0
Flood,Galkanda,Ampara,7,2,2.58,0
Flood,Mahaoya,Ampara,11,15,13.56,0
Flood,Lahugala,Ampara,12,17,17.84,1
Flood,Kalmunai,Ampara,12,26,17.84,1
Flood,Lahugala,Ampara,1,1,8.75,1
Flood,Eragama,Ampara,12,27,17.84,0
Flood,Akkaraipattukarunkoditivu,Ampara,12,26,17.84,1
Flood,Alayadiwembu,Ampara,12,26,17.84,1
Flood,Alayadiwembu,Ampara,4,12,3.86,0
Flood,Alayadiwembu,Ampara,1,20,8.75,0
Flood,Panama,Ampara,1,7,8.75,0
Flood,Pothuvil,Ampara,12,18,17.84,0
Flood,Navithanveli,Ampara,12,30,17.84,0
Flood,Navithanveli,Ampara,1,17,8.75,0
Flood,Kalmunai,Ampara,1,14,8.75,0
Flood,Ampara,Ampara,1,1,8.75,0
Flood,Pothuvil,Ampara,11,18,13.56,1
Flood,Dehiattakandiya,Ampara,12,10,17.84,1
Flood,Damana,Ampara,12,10,17.84,1
Flood,Damana,Ampara,1,5,8.75,1
Flood,Padiyathalawa,Ampara,1,6,8.75,1
Flood,Ninthavur,Ampara,11,21,13.56,0
Flood,Lahugala,Ampara,12,21,17.84,1
Flood,Ninthavur,Ampara,12,23,17.84,0
Flood,Sayinthamarathu,Ampara,11,21,13.56,0
Flood,Thirukkovil,Ampara,12,23,17.84,0
Flood,Lahugala,Ampara,1,14,8.75,1
Flood,Addalachchenai,Ampara,12,26,17.84,1
Flood,Jaladeen Square Hidayapuram,Ampara,1,2,8.75,0
Flood,Ampara,Ampara,11,15,13.56,0
Flood,Samanthurai,Ampara,12,22,17.84,0
Flood,Kalmunai,Ampara,12,26,17.84,0
Flood,Padiyathalawa,Ampara,12,19,17.84,0
Flood,Kalmunai,Ampara,12,22,17.84,0
Flood,Addalachchenai,Ampara,12,9,17.84,0
Flood,Akkaraipattukarunkoditivu,Ampara,12,10,17.84,0
Flood,Alayadiwembu,Ampara,12,25,17.84,0
Flood,Uhana,Ampara,12,3,17.84,0
Flood,Damana,Ampara,12,10,17.84,0
Flood,Ampara,Ampara,12,5,17.84,0
Flood,Pothuvil,Ampara,11,13,13.56,0
Flood,Ninthavur,Ampara,12,19,17.84,0
Flood,Dehiattakandiya,Ampara,12,13,17.84,0
Flood,Damana,Ampara,12,30,17.84,0
Flood,Damana,Ampara,1,27,8.75,0
Flood,Padiyathalawa,Ampara,1,2,8.75,0
Flood,Padiyathalawa,Ampara,12,23,17.84,0
Flood,Lahugala,Ampara,12,22,17.84,0
Flood,Dehiattakandiya,Ampara,12,12,17.84,0
Flood,Mahaoya,Ampara,12,4,17.84,0
Flood,Pothuvil,Ampara,12,1,17.84,0
Flood,Lahugala,Ampara,11,24,13.56,0
Flood,Damana,Ampara,11,3,13.56,0
Flood,Thirukkovil,Ampara,1,27,8.75,0
Flood,Kolavil,Ampara,12,3,17.84,1
Flood,Thikkanagar,Ampara,12,3,17.84,1
Flood,Ninthavur,Ampara,12,7,17.84,0
Flood,Ninthavur,Ampara,12,4,17.84,1
Flood,Thirukkovil,Ampara,11,30,13.56,1
Flood,Pothuvil,Ampara,12,5,17.84,1
Flood,Akkaraipattukarunkoditivu,Ampara,12,5,17.84,1
Flood,Kalmunai Tamil,Ampara,11,25,13.56,1
Flood,Ninthavur,Ampara,11,25,13.56,1
Flood,Addalachchenai,Ampara,11,25,13.56,1
Flood,Akkaraipattukarunkoditivu,Ampara,11,25,13.56,1
Flood,Ampara,Ampara,12,4,17.84,1
Flood,Kalmunai,Ampara,12,2,17.84,1
Flood,Thirukkovil,Ampara,11,25,13.56,1
Flood,Pothuvil,Ampara,11,25,13.56,1
Flood,Samanthurai,Ampara,11,25,13.56,1
Flood,Uhana,Ampara,11,25,13.56,1
Flood,Ampara,Ampara,11,25,13.56,1
Flood,Damana,Ampara,11,25,13.56,1
Flood,Samagipura,Ampara,12,13,17.84,1
Flood,Kalmunai Muslim Section,Ampara,12,26,17.84,1
Flood,Addalachchenai,Ampara,12,4,17.84,0
Flood,Alayadiwembu,Ampara,11,25,13.56,1
Flood,Sayinthamarathu,Ampara,12,4,17.84,1
Flood,Thikkanagar,Ampara,12,26,17.84,1
Flood,Akkaraipattu,Ampara,12,26,17.84,1
Flood,Hulannuge,Ampara,1,14,8.75,1
Flood,Lahugala,Ampara,1,5,8.75,0
Flood,Annamalai,Ampara,12,26,17.84,1
Flood,Paranagama,Ampara,12,27,17.84,1
Flood,Komarie,Ampara,11,18,13.56,1
Flood,Ninthavur,Ampara,10,30,9.82,0
Flood,Sammanthurai,Ampara,11,4,13.56,0
Flood,Mahaoya,Ampara,12,3,17.84,1
Flood,Virippattanchenai,Ampara,7,29,2.58,0
Flood,Samanthurai,Ampara,11,28,13.56,1
Flood,Samanthurai,Ampara,12,3,17.84,1
Flood,Uhana,Ampara,11,30,13.56,1
Flood,Alayadiwembu,Ampara,11,30,13.56,1
Flood,Karativu,Ampara,11,30,13.56,1
Flood,Lahugala,Ampara,12,3,17.84,1
Flood,Damana,Ampara,12,3,17.84,1
Flood,Addalachchenai,Ampara,12,4,17.84,1
Flood,Kolavil,Ampara,10,15,9.82,0
Flood,Panama,Ampara,1,1,8.75,1
Flood,Karativu,Ampara,10,28,9.82,0
Flood,Kolavil,Ampara,12,26,17.84,1
Flood,Lahugala,Ampara,11,25,13.56,1
Flood,Pothuvil,Ampara,12,20,17.84,1
Flood,Damana,Ampara,2,11,7.41,0
Flood,Addalachchenai,Ampara,2,5,7.41,0
Flood,Damana,Ampara,2,4,7.41,1
Flood,Addalachchenai,Ampara,2,4,7.41,1
Flood,Akkaraipattukarunkoditivu,Ampara,2,4,7.41,1
Flood,Ampara,Ampara,12,29,17.84,0
Flood,Damana,Ampara,12,18,17.84,0
Flood,Damana,Ampara,12,17,17.84,1
Flood,Mahaoya,Ampara,11,22,13.56,1
Flood,Galkanda,Ampara,7,1,2.58,1
Flood,A Colony,Ampara,4,19,3.86,1
Flood,Annamalai,Ampara,1,10,8.75,1
Flood,Navithanveli,Ampara,11,1,13.56,1
Flood,Padiyathalawa,Ampara,9,7,5.75,0
Flood,Mahaoya,Ampara,2,9,7.41,0
Flood,Damana,Ampara,1,22,8.75,0
Flood,Dehiattakandiya,Ampara,1,10,8.75,0
Flood,Dehiattakandiya,Ampara,12,28,17.84,0
Flood,Natpiddymunai,Ampara,8,1,3.66,1
Flood,Thirukkovil,Ampara,2,4,7.41,1
