Disaster,Location,District,Month,Day,Rainfall(mm),Flood
Flood,Kadawalagedara,Kurunegala,11,10,10.9,0
Flood,Nikapitiya,Kurunegala,11,30,10.9,0
Flood,Mallawapitiya,Kurunegala,3,1,4.45,0
Flood,Othegama,Kurunegala,11,1,10.9,0
Flood,Polpithigama,Kurunegala,4,12,8.73,0
Flood,Maspotha,Kurunegala,11,18,10.9,0
Flood,Maspotha,Kurunegala,11,25,10.9,0
Flood,Hettipola,Kurunegala,11,7,10.9,0
Flood,Kotambapitiya,Kurunegala,11,6,10.9,0
Flood,Akurana,Kurunegala,11,29,10.9,0
Flood,Wadumunna,Kurunegala,11,4,10.9,0
Flood,Panduwasnuwara,Kurunegala,11,26,10.9,0
Flood,Meegaspitiya,Kurunegala,11,9,10.9,0
Flood,Ganewatta,Kurunegala,10,6,11.58,0
Flood,Girathalana,Kurunegala,11,27,10.9,0
Flood,Mallawapitiya,Kurunegala,4,25,8.73,0
Flood,Mallawapitiya,Kurunegala,10,26,11.58,0
Flood,Bingiriya,Kurunegala,11,14,10.9,0
Flood,Wariyapola,Kurunegala,2,25,3.29,0
Flood,Polgahawela,Kurunegala,11,3,10.9,0
Flood,Polgahawela,Kurunegala,11,29,10.9,0
Flood,Kurunegala,Kurunegala,6,30,5.2,0
Flood,Polgahawela,Kurunegala,1,15,2.0,0
Flood,Polgahawela,Kurunegala,2,17,3.29,0
Flood,Ibbagamuwa,Kurunegala,1,25,2.0,0
Flood,Ibbagamuwa,Kurunegala,11,14,10.9,0
Flood,Mallawapitiya,Kurunegala,2,10,3.29,0
Flood,Ibbagamuwa,Kurunegala,12,24,4.48,0
Flood,Ibbagamuwa,Kurunegala,4,13,8.73,0
Flood,Ibbagamuwa,Kurunegala,5,1,6.26,0
Flood,Ibbagamuwa,Kurunegala,11,15,10.9,0
Flood,Ibbagamuwa,Kurunegala,12,8,4.48,0
Flood,Polgahawela,Kurunegala,4,3,8.73,0
Flood,Polgahawela,Kurunegala,4,29,8.73,0
Flood,Polgahawela,Kurunegala,7,7,3.68,0
Flood,Polgahawela,Kurunegala,4,5,8.73,0
Flood,Rideegama,Kurunegala,12,10,4.48,0
Flood,Ibbagamuwa,Kurunegala,12,1,4.48,0
Flood,Kurunegala,Kurunegala,3,21,4.45,0
Flood,Kurunegala,Kurunegala,7,4,3.68,0
Flood,Ibbagamuwa,Kurunegala,12,5,4.48,0
Flood,Pannala,Kurunegala,8,11,3.0,0
Flood,Rasnayakapura,Kurunegala,12,10,4.48,0
Flood,Bamunukotuwa,Kurunegala,11,29,10.9,0
Flood,Bingiriya,Kurunegala,12,22,4.48,0
Flood,Bamunukotuwa,Kurunegala,1,28,2.0,0
Flood,Bamunukotuwa,Kurunegala,8,27,3.0,0
Flood,Kurunegala,Kurunegala,11,29,10.9,0
Flood,Kurunegala,Kurunegala,11,17,10.9,0
Flood,Ambanpola,Kurunegala,12,17,4.48,0
Flood,Kurunegala,Kurunegala,12,5,4.48,0
Flood,Kurunegala,Kurunegala,11,7,10.9,0
Flood,Kurunegala,Kurunegala,11,11,10.9,0
Flood,Kurunegala,Kurunegala,11,28,10.9,0
Flood,Kurunegala,Kurunegala,11,25,10.9,0
Flood,Kurunegala,Kurunegala,11,1,10.9,0
Flood,Wariyapola,Kurunegala,11,23,10.9,0
Flood,Wariyapola,Kurunegala,10,3,11.58,0
Flood,Wariyapola,Kurunegala,11,30,10.9,0
Flood,Wariyapola,Kurunegala,11,19,10.9,0
Flood,Pannala,Kurunegala,6,29,5.2,0
Flood,Pannala,Kurunegala,11,7,10.9,0
Flood,Pannala,Kurunegala,11,17,10.9,0
Flood,Pannala,Kurunegala,10,28,11.58,0
Flood,Alawwa,Kurunegala,7,29,3.68,0
Flood,Alawwa,Kurunegala,7,5,3.68,0
Flood,Bamunukotuwa,Kurunegala,4,30,8.73,0
Flood,Galgamuwa,Kurunegala,12,25,4.48,0
Flood,Ehetuwewa,Kurunegala,12,5,4.48,0
Flood,All District,Kurunegala,6,13,5.2,0
Flood,Udubaddawa,Kurunegala,4,16,8.73,0
Flood,Alawwa,Kurunegala,11,29,10.9,0
Flood,Polpithigama,Kurunegala,12,28,4.48,0
Flood,Panduwasnuwara East,Kurunegala,4,29,8.73,0
Flood,Alawwa,Kurunegala,11,14,10.9,0
Flood,Alawwa,Kurunegala,10,8,11.58,0
Flood,Alawwa,Kurunegala,11,16,10.9,0
Flood,Alawwa,Kurunegala,11,5,10.9,0
Flood,Alawwa,Kurunegala,11,15,10.9,0
Flood,Alawwa,Kurunegala,11,2,10.9,0
Flood,Alawwa,Kurunegala,11,12,10.9,0
Flood,Mahawa,Kurunegala,12,10,4.48,0
Flood,Alawwa,Kurunegala,11,22,10.9,0
Flood,Alawwa,Kurunegala,11,13,10.9,0
Flood,Alawwa,Kurunegala,10,19,11.58,0
Flood,Ehetuwewa,Kurunegala,11,6,10.9,0
Flood,Kuliyapitiya West,Kurunegala,3,1,4.45,0
Flood,Kuliyapitiya West,Kurunegala,4,1,8.73,0
Flood,Udubaddawa,Kurunegala,11,11,10.9,0
Flood,Udubaddawa,Kurunegala,11,13,10.9,0
Flood,Bingiriya,Kurunegala,11,12,10.9,0
Flood,Bingiriya,Kurunegala,11,16,10.9,0
Flood,Kobeigane,Kurunegala,11,2,10.9,0
Flood,Ganewatta,Kurunegala,11,23,10.9,0
Flood,Mallawapitiya,Kurunegala,11,29,10.9,0
Flood,Mawathagama,Kurunegala,10,19,11.58,0
Flood,Mallawapitiya,Kurunegala,10,28,11.58,0
Flood,Rasnayakapura,Kurunegala,11,1,10.9,0
Flood,Maspotha,Kurunegala,11,4,10.9,0
Flood,Bamunukotuwa,Kurunegala,12,3,4.48,0
Flood,Bamunukotuwa,Kurunegala,11,23,10.9,0
Flood,Mahawa,Kurunegala,11,29,10.9,0
Flood,Nikaweratiya,Kurunegala,11,7,10.9,0
Flood,Maravita,Kurunegala,2,24,3.29,0
Flood,Yayamulla,Kurunegala,2,25,3.29,0
Flood,Wariyapola,Kurunegala,11,18,10.9,0
Flood,Panduwasnuwara East,Kurunegala,11,5,10.9,0
Flood,Katupotha,Kurunegala,11,2,10.9,0
Flood,Maspotha,Kurunegala,12,19,4.48,0
Flood,Alawwa,Kurunegala,7,20,3.68,0
Flood,Pannala,Kurunegala,11,3,10.9,0
Flood,Polgahawela,Kurunegala,12,14,4.48,0
Flood,Galgamuwa,Kurunegala,11,22,10.9,0
Flood,Polpithigama,Kurunegala,11,14,10.9,0
Flood,Ganewatta,Kurunegala,12,24,4.48,0
Flood,Rasnayakapura,Kurunegala,12,20,4.48,0
Flood,Giribawa,Kurunegala,12,6,4.48,0
Flood,Wariyapola,Kurunegala,12,8,4.48,0
Flood,Kobeigane,Kurunegala,12,6,4.48,0
Flood,Nikaweratiya,Kurunegala,12,1,4.48,0
Flood,Bamunukotuwa,Kurunegala,12,8,4.48,0
Flood,Pannala,Kurunegala,12,27,4.48,0
Flood,Wariyapola,Kurunegala,11,15,10.9,0
Flood,Rasnayakapura,Kurunegala,10,23,11.58,0
Flood,Nikaweratiya,Kurunegala,3,7,4.45,0
Flood,Ogodapala,Kurunegala,4,14,8.73,0
Flood,Nikaweratiya,Kurunegala,12,10,4.48,0
Flood,Maditiyawala,Kurunegala,4,23,8.73,0
Flood,Nikaweratiya,Kurunegala,12,21,4.48,0
Flood,Narammala,Kurunegala,12,22,4.48,0
Flood,Narammala,Kurunegala,12,7,4.48,0
Flood,Weerambugedara,Kurunegala,11,15,10.9,0
Flood,Pannala,Kurunegala,10,4,11.58,0
Flood,Alawwa,Kurunegala,5,5,6.26,0
Flood,Alawwa,Kurunegala,3,27,4.45,0
Flood,Alawwa,Kurunegala,11,9,10.9,0
Flood,Kiniyama East,Kurunegala,11,23,10.9,0
Flood,Pahala Galwewa,Kurunegala,11,9,10.9,0
Flood,Brahmanayagama,Kurunegala,11,12,10.9,0
Flood,Rideegama,Kurunegala,10,19,11.58,0
Flood,Rideegama,Kurunegala,12,12,4.48,0
Flood,Maunawa,Kurunegala,11,2,10.9,0
Flood,Dummalasooriya,Kurunegala,11,1,10.9,0
Flood,Kunubichchiya,Kurunegala,11,9,10.9,0
Flood,Aguluwa,Kurunegala,11,20,10.9,0
Flood,Bandarigalagoda,Kurunegala,11,30,10.9,0
Flood,Heeramulthuntota,Kurunegala,11,1,10.9,0
Flood,Karadavila,Kurunegala,11,12,10.9,0
Flood,Yagamwela,Kurunegala,11,4,10.9,0
Flood,Kekunawala,Kurunegala,11,21,10.9,0
Flood,Gahalagaswala,Kurunegala,11,14,10.9,0
Flood,Palugaswewa,Kurunegala,11,18,10.9,0
Flood,Palugamuwa,Kurunegala,11,8,10.9,0
Flood,Kadigawa,Kurunegala,11,6,10.9,0
Flood,Subasinhapura,Kurunegala,11,27,10.9,0
Flood,Hundiripola,Kurunegala,1,1,2.0,0
Flood,Kattimahana,Kurunegala,11,10,10.9,0
Flood,Nala Walana,Kurunegala,1,5,2.0,0
Flood,Getulawa,Kurunegala,11,28,10.9,0
Flood,Polgahawela,Kurunegala,7,22,3.68,0
Flood,Ibbagamuwa,Kurunegala,10,5,11.58,0
Flood,Ibbagamuwa,Kurunegala,10,1,11.58,0
Flood,Ibbagamuwa,Kurunegala,1,6,2.0,0
Flood,Ibbagamuwa,Kurunegala,1,13,2.0,0
Flood,Seeradunna,Kurunegala,11,13,10.9,0
Flood,Nammuwawa,Kurunegala,11,2,10.9,0
Flood,Mahakeliyawa,Kurunegala,11,8,10.9,0
Flood,Mawathagama,Kurunegala,11,4,10.9,0
Flood,Pubbiliya,Kurunegala,11,20,10.9,0
Flood,Urapotta,Kurunegala,11,11,10.9,0
Flood,Vilattawa Pahala,Kurunegala,11,4,10.9,0
Flood,Ibbagamuwa,Kurunegala,1,16,2.0,0
Flood,Mola Eliya,Kurunegala,11,7,10.9,0
Flood,Hendiyapola,Kurunegala,11,14,10.9,0
Flood,Ibbagamuwa,Kurunegala,9,2,5.3,0
Flood,Ibbagamuwa,Kurunegala,4,7,8.73,0
Flood,Ibbagamuwa,Kurunegala,5,29,6.26,0
Flood,Ibbagamuwa,Kurunegala,10,6,11.58,0
Flood,Waduressa,Kurunegala,11,4,10.9,0
Flood,Polgahawela,Kurunegala,7,15,3.68,0
Flood,Ibbagamuwa,Kurunegala,12,3,4.48,0
Flood,Rideegama,Kurunegala,1,4,2.0,0
Flood,Malgamuwa,Kurunegala,1,10,2.0,0
Flood,Kandiripola,Kurunegala,11,1,10.9,0
Flood,Kobeigane,Kurunegala,4,16,8.73,0
Flood,Kobeigane,Kurunegala,4,27,8.73,0
Flood,Nikaweratiya,Kurunegala,6,23,5.2,0
Flood,Bingiriya,Kurunegala,11,23,10.9,0
Flood,Bingiriya,Kurunegala,11,29,10.9,0
Flood,Bingiriya,Kurunegala,11,18,10.9,0
Flood,Bingiriya,Kurunegala,10,10,11.58,0
Flood,Bingiriya,Kurunegala,11,13,10.9,0
Flood,Weerambugedara,Kurunegala,8,7,3.0,0
Flood,Dangolla,Kurunegala,4,5,8.73,0
Flood,Weerambugedara,Kurunegala,11,14,10.9,0
Flood,Weerambugedara,Kurunegala,12,17,4.48,0
Flood,Weerambugedara,Kurunegala,3,19,4.45,0
Flood,Weerambugedara,Kurunegala,3,29,4.45,0
Flood,Weerambugedara,Kurunegala,5,25,6.26,0
Flood,Narammala,Kurunegala,5,21,6.26,0
Flood,Narammala,Kurunegala,4,2,8.73,0
Flood,Narammala,Kurunegala,10,5,11.58,0
Flood,Kuliyapitiya West,Kurunegala,5,5,6.26,0
Flood,Udubaddawa,Kurunegala,4,28,8.73,0
Flood,Weerambugedara,Kurunegala,11,22,10.9,0
Flood,Maharagama,Kurunegala,1,20,2.0,0
Flood,Halwella,Kurunegala,4,15,8.73,0
Flood,Weeduruwella,Kurunegala,11,12,10.9,0
Flood,Rideegama,Kurunegala,1,7,2.0,0
Flood,Mallawapitiya,Kurunegala,10,13,11.58,0
Flood,Welpalla,Kurunegala,1,10,2.0,0
Flood,Mallawapitiya,Kurunegala,6,8,5.2,0
Flood,Nedalagamuwa,Kurunegala,1,7,2.0,0
Flood,Mahabharana,Kurunegala,1,4,2.0,0
Flood,Gorokgahapotta,Kurunegala,1,16,2.0,0
Flood,Amunugama,Kurunegala,1,5,2.0,0
Flood,Mawathagama,Kurunegala,11,13,10.9,0
Flood,Maradagolla,Kurunegala,1,7,2.0,0
Flood,Polpithigama,Kurunegala,7,6,3.68,0
Flood,Maspotha,Kurunegala,12,3,4.48,0
Flood,Wariyapola,Kurunegala,4,4,8.73,0
Flood,Bandawa,Kurunegala,1,23,2.0,0
Flood,Hathalispahuwa,Kurunegala,1,29,2.0,0
Flood,Madalagama,Kurunegala,1,2,2.0,0
Flood,Kuleepitiya South,Kurunegala,1,6,2.0,0
Flood,Galgamuwa,Kurunegala,11,23,10.9,0
Flood,Giribawa,Kurunegala,12,15,4.48,0
Flood,Ramjan Game,Kurunegala,11,5,10.9,0
Flood,Rathmalgoda,Kurunegala,1,15,2.0,0
Flood,Polgahawela,Kurunegala,6,13,5.2,0
Flood,Polgahawela,Kurunegala,11,16,10.9,0
Flood,Mallawapitiya,Kurunegala,11,12,10.9,0
Flood,Heelogama,Kurunegala,11,19,10.9,0
Flood,Hewenpelessa,Kurunegala,11,21,10.9,0
Flood,Viharagama,Kurunegala,11,3,10.9,0
Flood,Pahala Galahitiyagama,Kurunegala,11,5,10.9,0
Flood,Karakole,Kurunegala,11,12,10.9,0
Flood,Gapitiyagama,Kurunegala,11,2,10.9,0
Flood,Udubaddawa,Kurunegala,11,16,10.9,0
Flood,Narammala,Kurunegala,11,26,10.9,0
Flood,Sandalankawa,Kurunegala,5,14,6.26,0
Flood,Panvala Kumbura,Kurunegala,5,23,6.26,0
Flood,Medirivila,Kurunegala,5,15,6.26,0
Flood,Villiyagama,Kurunegala,5,11,6.26,0
Flood,Kandepola,Kurunegala,5,29,6.26,0
Flood,Hundirapola,Kurunegala,5,5,6.26,0
Flood,Nalawalana,Kurunegala,5,5,6.26,0
Flood,Makandura Pahala,Kurunegala,5,21,6.26,0
Flood,Galayala Pahala,Kurunegala,5,12,6.26,0
Flood,Indivinna,Kurunegala,5,27,6.26,0
Flood,Muthugalayagama,Kurunegala,5,19,6.26,0
Flood,Budumuttawa,Kurunegala,11,20,10.9,0
Flood,Kebellewa,Kurunegala,11,9,10.9,0
Flood,Kandegedara,Kurunegala,11,13,10.9,0
Flood,Danduwawa,Kurunegala,11,24,10.9,0
Flood,Wegolla,Kurunegala,11,1,10.9,1
Flood,Nabadawewa,Kurunegala,11,18,10.9,1
Flood,Hathalawa,Kurunegala,11,19,10.9,1
Flood,Panduwasnuwara East,Kurunegala,10,14,11.58,0
Flood,Kurunegala,Kurunegala,5,24,6.26,0
Flood,Rideegama,Kurunegala,5,3,6.26,0
Flood,Mallawapitiya,Kurunegala,5,18,6.26,0
Flood,Polgahawela,Kurunegala,4,18,8.73,0
Flood,Weerambugedara,Kurunegala,4,8,8.73,0
Flood,Gallahemulla,Kurunegala,5,8,6.26,0
Flood,Mahawa,Kurunegala,4,11,8.73,0
Flood,Kurunegala,Kurunegala,11,18,10.9,0
Flood,Kumbukwewa,Kurunegala,11,7,10.9,0
Flood,Alawwa South,Kurunegala,4,27,8.73,0
Flood,Kivulegama,Kurunegala,11,25,10.9,0
Flood,Elawaka,Kurunegala,11,23,10.9,0
Flood,Tharanagolla,Kurunegala,11,8,10.9,0
Flood,Hulugalla,Kurunegala,11,11,10.9,0
Flood,Nikaweratiya North,Kurunegala,11,5,10.9,0
Flood,Millagoda,Kurunegala,11,5,10.9,0
Flood,Pannala,Kurunegala,3,5,4.45,0
Flood,Eliwila,Kurunegala,5,28,6.26,0
Flood,Wetakeyawa,Kurunegala,5,21,6.26,0
Flood,Kundirapola,Kurunegala,5,18,6.26,0
Flood,Bingiriya,Kurunegala,12,5,4.48,0
Flood,Panduwasnuwara East,Kurunegala,12,28,4.48,0
Flood,Udubaddawa,Kurunegala,12,23,4.48,0
Flood,Ehetuwewa,Kurunegala,12,7,4.48,0
Flood,Alawwa,Kurunegala,12,24,4.48,0
Flood,Ganewatta,Kurunegala,12,29,4.48,0
Flood,Ambanpola,Kurunegala,12,11,4.48,0
Flood,Wariyapola,Kurunegala,12,25,4.48,0
Flood,Nikaweratiya,Kurunegala,12,16,4.48,0
Flood,Mawathagama,Kurunegala,12,8,4.48,0
Flood,Mahawa,Kurunegala,12,16,4.48,0
Flood,Giribawa,Kurunegala,12,14,4.48,0
Flood,Kobeigane,Kurunegala,12,12,4.48,0
Flood,Pahala Yagamwela,Kurunegala,10,29,11.58,1
Flood,Ihala Yagamwela,Kurunegala,10,29,11.58,1
Flood,Siyambalagasruppa West,Kurunegala,10,29,11.58,1
Flood,Thunthota,Kurunegala,10,29,11.58,1
Flood,Pannala,Kurunegala,9,10,5.3,0
Flood,Meegahapelessa,Kurunegala,10,29,11.58,1
Flood,Bibiladeniya,Kurunegala,10,29,11.58,1
Flood,Rasnayakapura,Kurunegala,12,12,4.48,0
Flood,Kalatuwagama,Kurunegala,11,18,10.9,1
Flood,Mallawapitiya,Kurunegala,12,19,4.48,0
Flood,Pannala,Kurunegala,12,24,4.48,0
Flood,Hendiyagala,Kurunegala,5,25,6.26,0
Flood,Ihala Makandura,Kurunegala,5,14,6.26,0
Flood,Siyambalagasruppa West,Kurunegala,5,26,6.26,0
Flood,Dummalasooriya,Kurunegala,5,2,6.26,0
Flood,Nikapitiya,Kurunegala,10,28,11.58,1
Flood,Hettipola,Kurunegala,10,28,11.58,1
Flood,Embawa,Kurunegala,10,29,11.58,1
Flood,Kithalawa,Kurunegala,10,29,11.58,1
Flood,Galahitiyawa,Kurunegala,10,29,11.58,1
Flood,Bamunukotuwa,Kurunegala,12,11,4.48,0
Flood,Ilukhena,Kurunegala,10,28,11.58,1
Flood,Polpithigama,Kurunegala,12,1,4.48,0
Flood,Kuliyapitiya West,Kurunegala,12,21,4.48,0
Flood,Narammala,Kurunegala,12,27,4.48,0
Flood,Polgahawela,Kurunegala,12,28,4.48,0
Flood,Weerambugedara,Kurunegala,12,3,4.48,0
Flood,Ibbagamuwa,Kurunegala,12,23,4.48,0
Flood,Kurunegala,Kurunegala,12,27,4.48,0
Flood,Maspotha,Kurunegala,12,14,4.48,0
Flood,Rideegama,Kurunegala,12,17,4.48,0
Flood,Paranagama,Kurunegala,10,29,11.58,1
Flood,Kumbukwewa,Kurunegala,11,24,10.9,1
Flood,Digannewa,Kurunegala,11,18,10.9,1
Flood,Mahawela,Kurunegala,12,28,4.48,1
Flood,Weerambugedara,Kurunegala,12,19,4.48,0
Flood,Vilbawa,Kurunegala,10,22,11.58,1
Flood,Bakmeegolla,Kurunegala,11,30,10.9,1
Flood,Thalamalgama,Kurunegala,10,26,11.58,1
Flood,Mehiella,Kurunegala,2,5,3.29,1
Flood,Ibbagamuwa,Kurunegala,11,8,10.9,0
Flood,Karagahagedara,Kurunegala,11,21,10.9,1
Flood,Kuliyapitiya West,Kurunegala,4,21,8.73,0
Flood,Kuliyapitiya West,Kurunegala,5,15,6.26,0
Flood,Narammala,Kurunegala,12,11,4.48,0
Flood,Narammala,Kurunegala,5,10,6.26,0
Flood,Pannala,Kurunegala,5,22,6.26,0
Flood,Rasnayakapura,Kurunegala,5,30,6.26,0
Flood,Kadigawa,Kurunegala,12,24,4.48,1
Flood,Jayabima,Kurunegala,10,24,11.58,1
Flood,Walpitagama,Kurunegala,11,21,10.9,1
Flood,Udubaddawa,Kurunegala,11,25,10.9,0
Flood,Pannala,Kurunegala,11,6,10.9,0
Flood,Nikaweratiya,Kurunegala,11,30,10.9,0
Flood,Katupotha,Kurunegala,11,15,10.9,0
Flood,Udubaddawa,Kurunegala,5,12,6.26,0
Flood,Panduwasnuwara East,Kurunegala,11,4,10.9,0
Flood,Poogalla,Kurunegala,10,26,11.58,1
Flood,Galgamuwa,Kurunegala,5,7,6.26,0
Flood,Sinhapura,Kurunegala,10,24,11.58,1
Flood,Maravita,Kurunegala,10,22,11.58,1
Flood,Konwewa,Kurunegala,11,21,10.9,1
Flood,Ehetuwewa,Kurunegala,8,1,3.0,0
Flood,Galgamuwa,Kurunegala,12,22,4.48,0
Flood,Ganewatta,Kurunegala,11,18,10.9,0
Flood,Wariyapola,Kurunegala,11,16,10.9,0
Flood,Panduwasnuwara East,Kurunegala,11,25,10.9,0
Flood,Mallawapitiya,Kurunegala,11,3,10.9,0
Flood,Mawathagama,Kurunegala,11,2,10.9,0
Flood,Maspotha,Kurunegala,11,28,10.9,0
Flood,Kuliyapitiya East,Kurunegala,10,14,11.58,0
Flood,Pannala,Kurunegala,10,23,11.58,0
Flood,Kuliyapitiya East,Kurunegala,10,9,11.58,0
Flood,Alawwa,Kurunegala,10,13,11.58,0
Flood,Kuliyapitiya East,Kurunegala,10,27,11.58,0
Flood,Narammala,Kurunegala,10,16,11.58,0
Flood,Kurunegala,Kurunegala,10,28,11.58,0
Flood,Udubaddawa,Kurunegala,10,22,11.58,0
Flood,Galgamuwa,Kurunegala,5,12,6.26,0
Flood,Udubaddawa,Kurunegala,10,3,11.58,0
Flood,Bingiriya,Kurunegala,10,16,11.58,0
Flood,Panduwasnuwara East,Kurunegala,11,24,10.9,0
Flood,Ambanpola,Kurunegala,11,29,10.9,0
Flood,Moragane,Kurunegala,10,27,11.58,1
Flood,Moragane,Kurunegala,11,11,10.9,1
Flood,Rasnayakapura,Kurunegala,12,15,4.48,1
Flood,Rasnayakapura,Kurunegala,2,5,3.29,1
Flood,Belungala,Kurunegala,11,20,10.9,1
Flood,Walpitagama,Kurunegala,10,26,11.58,1
Flood,Walpitagama,Kurunegala,11,20,10.9,1
Flood,Nammuwawa,Kurunegala,4,1,8.73,1
Flood,Polonthalawade,Kurunegala,1,30,2.0,1
Flood,Moragane,Kurunegala,11,21,10.9,1
Flood,Makele,Kurunegala,11,30,10.9,1
Flood,Magurankadawala,Kurunegala,11,21,10.9,1
Flood,Goluwawa,Kurunegala,1,30,2.0,1
Flood,Molaeliya,Kurunegala,10,26,11.58,1
Flood,Ebawalapitiya,Kurunegala,1,30,2.0,1
Flood,Muwanwellegedara,Kurunegala,1,30,2.0,1
Flood,Kanumale,Kurunegala,4,11,8.73,1
Flood,Wanduressa,Kurunegala,6,11,5.2,1
Flood,Yayamulla,Kurunegala,11,19,10.9,1
Flood,Wanduressa Welgala,Kurunegala,7,18,3.68,1
Flood,Niraliyadda,Kurunegala,11,15,10.9,1
Flood,Giribawa,Kurunegala,11,30,10.9,0
Flood,Kottapitiya,Kurunegala,12,11,4.48,1
Flood,Marandagolla,Kurunegala,12,11,4.48,1
Flood,Polgahawela,Kurunegala,5,1,6.26,0
Flood,Rideegama,Kurunegala,5,17,6.26,0
Flood,Weerambugedara,Kurunegala,5,23,6.26,0
Flood,Kuliyapitiya East,Kurunegala,5,27,6.26,0
Flood,Nikaweratiya,Kurunegala,5,24,6.26,0
Flood,Bamunukotuwa,Kurunegala,5,26,6.26,0
Flood,Alawwa,Kurunegala,5,2,6.26,0
Flood,Bingiriya,Kurunegala,5,16,6.26,0
Flood,Mawathagama,Kurunegala,5,10,6.26,0
Flood,Polgahawela,Kurunegala,8,21,3.0,0
Flood,Ganewatta,Kurunegala,5,14,6.26,0
Flood,Wariyapola,Kurunegala,5,14,6.26,0
Flood,Kurunegala,Kurunegala,5,12,6.26,0
Flood,Mallawapitiya,Kurunegala,5,28,6.26,0
Flood,Aragoda,Kurunegala,11,18,10.9,1
Flood,Alawwa,Kurunegala,10,24,11.58,1
Flood,Paduwasnuwara West,Kurunegala,5,18,6.26,0
Flood,Panduwasnuwara East,Kurunegala,5,25,6.26,0
Flood,Kobeigane,Kurunegala,5,10,6.26,0
Flood,Kotavehera,Kurunegala,5,30,6.26,0
Flood,Maspotha,Kurunegala,5,11,6.26,0
Flood,Galgamuwa,Kurunegala,5,22,6.26,0
Flood,Walpitagama,Kurunegala,10,29,11.58,1
Flood,Nikaweratiya,Kurunegala,10,25,11.58,0
Flood,Rasnayakapura,Kurunegala,10,10,11.58,0
Flood,Rasnayakapura,Kurunegala,12,4,4.48,0
Flood,Rasnayakapura,Kurunegala,11,17,10.9,0
Flood,Narammala,Kurunegala,11,1,10.9,0
Flood,Kuliyapitiya East,Kurunegala,10,20,11.58,0
Flood,Kurunegala,Kurunegala,4,2,8.73,0
Flood,Narammala,Kurunegala,11,13,10.9,0
Flood,Narammala,Kurunegala,11,7,10.9,0
Flood,Narammala,Kurunegala,11,16,10.9,0
Flood,Narammala,Kurunegala,11,3,10.9,0
Flood,Narammala,Kurunegala,11,24,10.9,0
Flood,Bingiriya,Kurunegala,11,1,10.9,0
Flood,Weerambugedara,Kurunegala,3,22,4.45,0
Flood,Narammala,Kurunegala,1,22,2.0,0
Flood,Maspotha,Kurunegala,4,14,8.73,0
Flood,Kudagalgamuwa,Kurunegala,4,13,8.73,0
Flood,Wilgamdematewa,Kurunegala,4,5,8.73,0
Flood,Wegolla,Kurunegala,4,10,8.73,0
Flood,Thorayaya,Kurunegala,1,7,2.0,0
Flood,Rasnayakapura,Kurunegala,11,12,10.9,0
Flood,Pannala,Kurunegala,12,25,4.48,0
Flood,Rideegama,Kurunegala,12,15,4.48,0
Flood,Kuliyapitiya East,Kurunegala,11,13,10.9,0
Flood,Narammala,Kurunegala,6,10,5.2,0
Flood,Pannala,Kurunegala,6,4,5.2,0
Flood,Dummalasooriya,Kurunegala,10,24,11.58,1
Flood,Pubbiliya,Kurunegala,10,22,11.58,1
Flood,Medagama,Kurunegala,1,30,2.0,1
Flood,Sinhapura,Kurunegala,1,30,2.0,1
Flood,Nammuwawa,Kurunegala,1,30,2.0,1
Flood,Kotavehera,Kurunegala,11,11,10.9,0
Flood,Nikaweratiya,Kurunegala,11,2,10.9,0
Flood,Kobeigane,Kurunegala,10,23,11.58,0
Flood,Pannala,Kurunegala,4,5,8.73,0
Flood,Udubaddawa,Kurunegala,5,8,6.26,0
Flood,Narammala,Kurunegala,5,12,6.26,0
Flood,Nikaweratiya,Kurunegala,8,24,3.0,0
Flood,Kuliyapitiya West,Kurunegala,12,16,4.48,0
Flood,Kuliyapitiya West,Kurunegala,10,30,11.58,0
Flood,Kuliyapitiya West,Kurunegala,10,20,11.58,0
Flood,Kotavehera,Kurunegala,11,14,10.9,0
Flood,Kotavehera,Kurunegala,11,23,10.9,0
Flood,Kotavehera,Kurunegala,11,28,10.9,0
Flood,Pannala,Kurunegala,5,28,6.26,0
Flood,Metibokka,Kurunegala,1,22,2.0,0
Flood,Kobeigane,Kurunegala,11,6,10.9,0
Flood,Bandaragala,Kurunegala,1,7,2.0,0
Flood,Ganewatta,Kurunegala,12,9,4.48,0
Flood,Ganewatta,Kurunegala,11,2,10.9,0
Flood,Ganewatta,Kurunegala,11,10,10.9,0
Flood,Polpithigama,Kurunegala,11,15,10.9,0
Flood,Polpithigama,Kurunegala,11,23,10.9,0
Flood,Polpithigama,Kurunegala,11,11,10.9,0
Flood,Mawathagama,Kurunegala,11,17,10.9,0
Flood,Ganewatta,Kurunegala,1,8,2.0,0
Flood,Mawathagama,Kurunegala,12,28,4.48,0
Flood,Wariyapola,Kurunegala,10,25,11.58,0
Flood,Mawathagama,Kurunegala,11,18,10.9,0
Flood,Mallawapitiya,Kurunegala,10,10,11.58,0
Flood,Mallawapitiya,Kurunegala,10,27,11.58,0
Flood,Mawathagama,Kurunegala,12,25,4.48,0
Flood,Mawathagama,Kurunegala,10,7,11.58,0
Flood,Rideegama,Kurunegala,12,28,4.48,0
Flood,Rideegama,Kurunegala,6,12,5.2,0
Flood,Mallawapitiya,Kurunegala,11,11,10.9,0
Flood,Mallawapitiya,Kurunegala,12,16,4.48,0
