Disaster,Location,District,Year,Month,Day,Wind Speed(mph),Cyclone
Cyclone,Ampara,Ampara,2018,8,2,0.29,1
Cyclone,Varipathanchenai,Ampara,2006,10,2,0.2,0
Cyclone,Senanayakapura,Ampara,2003,6,19,0.32,0
Cyclone,Damana,Ampara,2000,12,11,0.29,0
Cyclone,Irakkamam,Ampara,2006,10,9,0.2,0
Cyclone,Dorakumbura,Ampara,2000,12,5,0.29,0
Cyclone,Varipathanchenai,Ampara,2005,2,23,0.29,0
Cyclone,Varipathanchenai,Ampara,2004,2,23,0.29,0
Cyclone,Thottama,Ampara,2006,2,4,0.29,0
Cyclone,Galkanda,Ampara,2005,9,10,0.26,0
Cyclone,Damana,Ampara,2005,9,24,0.26,1
Cyclone,Damana,Ampara,2006,9,2,0.26,1
Cyclone,Eragama,Ampara,2004,11,2,0.24,1
Cyclone,Eragama,Ampara,2005,1,2,0.31,1
Cyclone,Padiyathalawa,Ampara,2000,12,26,0.29,1
Cyclone,Irakkamam,Ampara,2005,9,21,0.26,0
Cyclone,Eragama,Ampara,2006,4,10,0.19,1
Cyclone,Eragama,Ampara,2006,1,10,0.31,1
Cyclone,Eragama,Ampara,2005,9,23,0.26,1
Cyclone,Uhana,Ampara,2006,9,2,0.26,1
Cyclone,Padiyathalawa,Ampara,2003,12,5,0.29,1
Cyclone,Navithanveli,Ampara,2005,5,21,0.24,0
Cyclone,Navithanveli,Ampara,2008,6,6,0.32,0
Cyclone,Navithanveli,Ampara,2009,11,17,0.24,0
Cyclone,Dehiattakandiya,Ampara,2008,7,19,0.31,0
Cyclone,Dehiattakandiya,Ampara,2007,4,8,0.19,0
Cyclone,Padiyathalawa,Ampara,2008,5,28,0.24,0
Cyclone,Mahaoya,Ampara,2008,3,20,0.21,0
Cyclone,Mahaoya,Ampara,2008,1,15,0.31,0
Cyclone,Uhana,Ampara,2009,8,18,0.29,0
Cyclone,Uhana,Ampara,2008,10,16,0.2,0
Cyclone,Ampara,Ampara,2003,9,6,0.26,1
Cyclone,Uhana,Ampara,2008,8,6,0.29,0
Cyclone,Senagama,Ampara,2006,2,25,0.29,0
Cyclone,Irakkamam,Ampara,2007,6,21,0.32,1
Cyclone,Akkaraipattu,Ampara,2005,4,3,0.19,0
Cyclone,Senagama,Ampara,2004,1,3,0.31,0
Cyclone,Uhana,Ampara,2006,1,3,0.31,0
Cyclone,Sadamadulla,Ampara,2000,5,24,0.24,0
Cyclone,Irakkamam,Ampara,2009,10,27,0.2,1
Cyclone,Irakkamam,Ampara,2006,12,20,0.29,1
Cyclone,Viripathanchenai,Ampara,2006,10,6,0.2,1
Cyclone,Ninthavur Area,Ampara,2009,11,15,0.24,1
Cyclone,Viripathanchenai,Ampara,2008,8,15,0.29,1
Cyclone,Varippatthanchenai,Ampara,2008,7,14,0.31,1
Cyclone,Virippathanchenai,Ampara,2008,5,29,0.24,1
Cyclone,Nallathannimalai,Ampara,2008,10,27,0.2,1
Cyclone,Irakkamam,Ampara,2008,9,15,0.26,1
Cyclone,Pothuvil,Ampara,2008,12,17,0.29,1
Cyclone,Dorakumbura,Ampara,2003,5,27,0.24,0
Cyclone,Irakkamam,Ampara,2008,11,25,0.24,1
Cyclone,Irakkamam,Ampara,2006,11,19,0.24,1
Cyclone,Viripathanchenai,Ampara,2005,1,14,0.31,1
Cyclone,Viripathanchenai,Ampara,2005,9,25,0.26,1
Cyclone,Irakkamam,Ampara,2005,10,10,0.2,1
Cyclone,Irakkamam,Ampara,2007,4,9,0.19,1
Cyclone,Irakkamam,Ampara,2007,10,24,0.2,1
Cyclone,Irakkamam,Ampara,2007,11,7,0.24,1
Cyclone,Irakkamam,Ampara,2007,8,5,0.29,1
Cyclone,Varipathanchenai,Ampara,2007,7,4,0.31,1
Cyclone,Irakkamam,Ampara,2007,4,15,0.19,1
Cyclone,Irakkamam,Ampara,2007,12,16,0.29,1
Cyclone,Erakkamam,Ampara,2005,12,16,0.29,1
Cyclone,Irakkamam,Ampara,2007,10,27,0.2,1
Cyclone,Irakkamam,Ampara,2007,7,18,0.31,1
Cyclone,Viripathanchenai,Ampara,2009,6,13,0.32,1
Cyclone,Pallikudiyiruppu,Ampara,2007,6,19,0.32,0
Cyclone,Ampara,Ampara,2008,8,10,0.29,0
Cyclone,Lahugala,Ampara,2008,6,21,0.32,0
Cyclone,Eragama,Ampara,2008,7,30,0.31,0
Cyclone,Eragama,Ampara,2008,5,27,0.24,0
Cyclone,Eragama,Ampara,2008,10,26,0.2,0
Cyclone,Eragama,Ampara,2008,9,29,0.26,0
Cyclone,Eragama,Ampara,2008,11,19,0.24,0
Cyclone,Eragama,Ampara,2009,6,27,0.32,0
Cyclone,Eragama,Ampara,2006,11,3,0.24,0
Cyclone,Eragama,Ampara,2005,1,7,0.31,0
Cyclone,Eragama,Ampara,2005,9,16,0.26,0
Cyclone,Eragama,Ampara,2005,10,20,0.2,0
Cyclone,Eragama,Ampara,2007,9,27,0.26,0
Cyclone,Eragama,Ampara,2007,10,4,0.2,0
Cyclone,Eragama,Ampara,2007,7,6,0.31,0
Cyclone,Eragama,Ampara,2007,5,30,0.24,0
Cyclone,Eragama,Ampara,2008,8,13,0.29,0
Cyclone,Eragama,Ampara,2007,4,19,0.19,0
Cyclone,Eragama,Ampara,2007,12,27,0.29,0
Cyclone,Eragama,Ampara,2005,12,13,0.29,0
Cyclone,Eragama,Ampara,2007,10,5,0.2,0
Cyclone,Eragama,Ampara,2007,7,24,0.31,0
Cyclone,Eragama,Ampara,2007,6,22,0.32,0
Cyclone,Dehiattakandiya,Ampara,2000,1,5,0.31,1
Cyclone,Uhana,Ampara,2006,12,1,0.29,1
Cyclone,Uhana,Ampara,2004,11,1,0.24,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2005,7,4,0.31,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2005,10,10,0.2,1
Cyclone,Samanthurai,Ampara,2006,1,10,0.31,1
Cyclone,Mahaoya,Ampara,2003,9,3,0.26,1
Cyclone,Dehiattakandiya,Ampara,2006,9,2,0.26,1
Cyclone,Dehiattakandiya,Ampara,2005,5,2,0.24,1
Cyclone,Eragama,Ampara,2007,4,20,0.19,0
Cyclone,Ampara,Ampara,2008,6,10,0.32,0
Cyclone,Ninthavur,Ampara,2009,11,8,0.24,0
Cyclone,Eragama,Ampara,2006,12,15,0.29,0
Cyclone,Lahugala,Ampara,2009,6,29,0.32,0
Cyclone,Damana,Ampara,2009,8,5,0.29,0
Cyclone,Damana,Ampara,2009,11,14,0.24,0
Cyclone,Damana,Ampara,2008,10,21,0.2,0
Cyclone,Damana,Ampara,2008,8,15,0.29,0
Cyclone,Damana,Ampara,2009,7,19,0.31,0
Cyclone,Damana,Ampara,2009,6,13,0.32,0
Cyclone,Damana,Ampara,2009,6,10,0.32,0
Cyclone,Damana,Ampara,2008,10,23,0.2,0
Cyclone,Damana,Ampara,2008,9,25,0.26,0
Cyclone,Damana,Ampara,2008,8,19,0.29,0
Cyclone,Damana,Ampara,2008,6,16,0.32,0
Cyclone,Damana,Ampara,2008,1,4,0.31,0
Cyclone,Damana,Ampara,2007,7,9,0.31,0
Cyclone,Eragama,Ampara,2006,6,7,0.32,0
Cyclone,Damana,Ampara,2007,8,3,0.29,0
Cyclone,Damana,Ampara,2007,6,15,0.32,0
Cyclone,Damana,Ampara,2006,12,10,0.29,0
Cyclone,Damana,Ampara,2006,5,9,0.24,0
Cyclone,Damana,Ampara,2006,5,29,0.24,0
Cyclone,Damana,Ampara,2006,4,10,0.19,0
Cyclone,Damana,Ampara,2006,2,5,0.29,0
Cyclone,Damana,Ampara,2006,1,8,0.31,0
Cyclone,Damana,Ampara,2005,9,9,0.26,0
Cyclone,Damana,Ampara,2005,8,3,0.29,0
Cyclone,Mahaoya,Ampara,2000,10,17,0.2,0
Cyclone,Mahaoya,Ampara,2008,5,1,0.24,0
Cyclone,Mahaoya,Ampara,2008,1,2,0.31,0
Cyclone,Mahaoya,Ampara,2006,6,15,0.32,0
Cyclone,Eragama,Ampara,2009,10,5,0.2,0
Cyclone,Damana,Ampara,2007,7,7,0.31,0
Cyclone,Akkaraipattu,Ampara,2005,10,3,0.2,0
Cyclone,Kallarichchel,Ampara,2006,10,30,0.2,0
Cyclone,Nawa Medagama,Ampara,2007,4,29,0.19,0
Cyclone,Varippatthanchenai,Ampara,2008,7,15,0.31,0
Cyclone,Virippathanchenai,Ampara,2008,5,14,0.24,0
Cyclone,Nallathannimalai,Ampara,2008,10,19,0.2,0
Cyclone,Irakkamam,Ampara,2008,9,14,0.26,0
Cyclone,Pothuvil,Ampara,2008,12,25,0.29,0
Cyclone,Irakkamam,Ampara,2008,11,27,0.24,0
Cyclone,Viripathanchenai,Ampara,2009,6,15,0.32,0
Cyclone,Irakkamam,Ampara,2006,11,16,0.24,0
Cyclone,Viripathanchenai,Ampara,2005,1,27,0.31,0
Cyclone,Viripathanchenai,Ampara,2005,9,11,0.26,0
Cyclone,Irakkamam,Ampara,2005,10,4,0.2,0
Cyclone,Irakkamam,Ampara,2007,4,26,0.19,0
Cyclone,Irakkamam,Ampara,2007,10,20,0.2,0
Cyclone,Irakkamam,Ampara,2007,11,27,0.24,0
Cyclone,Mahaoya,Ampara,2003,9,29,0.26,0
Cyclone,Irakkamam,Ampara,2007,8,7,0.29,0
Cyclone,Irakkamam,Ampara,2007,4,12,0.19,0
Cyclone,Irakkamam,Ampara,2007,12,15,0.29,0
Cyclone,Erakkamam,Ampara,2005,12,7,0.29,0
Cyclone,Irakkamam,Ampara,2007,10,23,0.2,0
Cyclone,Irakkamam,Ampara,2007,7,27,0.31,0
Cyclone,Irakkamam,Ampara,2007,6,28,0.32,0
Cyclone,Luhugala,Ampara,2008,5,26,0.24,0
Cyclone,Marangala,Ampara,2008,5,8,0.24,0
Cyclone,Thirukkovil,Ampara,2006,6,17,0.32,0
Cyclone,Kanchirankuda,Ampara,2006,8,21,0.29,0
Cyclone,Sangamam,Ampara,2005,4,2,0.19,0
Cyclone,Akkaraipattu,Ampara,2007,6,28,0.32,0
Cyclone,Akkaraipattu,Ampara,2007,1,3,0.31,0
Cyclone,Oluvil,Ampara,2009,11,15,0.24,1
Cyclone,Varipathanchenai,Ampara,2007,7,11,0.31,0
Cyclone,Addalachchenai,Ampara,2009,11,15,0.24,1
Cyclone,Padiyathalawa,Ampara,2003,9,28,0.26,0
Cyclone,Pulliyanpathai,Ampara,2006,8,1,0.29,1
Cyclone,Dehiattakandiya,Ampara,2000,1,15,0.31,0
Cyclone,Uhana,Ampara,2006,12,3,0.29,0
Cyclone,Uhana,Ampara,2004,11,4,0.24,0
Cyclone,Akkaraipattukarunkoditivu,Ampara,2005,7,11,0.31,0
Cyclone,Akkaraipattukarunkoditivu,Ampara,2005,10,13,0.2,0
Cyclone,Samanthurai,Ampara,2006,1,30,0.31,0
Cyclone,Mahaoya,Ampara,2003,9,28,0.26,0
Cyclone,Dehiattakandiya,Ampara,2006,9,28,0.26,0
Cyclone,Dehiattakandiya,Ampara,2005,5,25,0.24,0
Cyclone,Damana,Ampara,2005,7,19,0.31,0
Cyclone,Addalachchenai,Ampara,2000,12,25,0.29,0
Cyclone,Pulliyanpathai,Ampara,2006,8,21,0.29,0
Cyclone,Sangamam,Ampara,2002,9,9,0.26,0
Cyclone,Kalmunai Muslim Section,Ampara,2000,12,15,0.29,0
Cyclone,Pothuvil,Ampara,2003,9,20,0.26,0
Cyclone,Akkaraipattu,Ampara,2007,1,27,0.31,1
Cyclone,Sangamam,Ampara,2005,4,7,0.19,1
Cyclone,Kanchirankuda,Ampara,2006,8,20,0.29,1
Cyclone,Thirukkovil,Ampara,2006,6,20,0.32,1
Cyclone,Marangala,Ampara,2008,5,13,0.24,1
Cyclone,Luhugala,Ampara,2008,5,13,0.24,1
Cyclone,Damana,Ampara,2000,4,27,0.19,0
Cyclone,Samanthurai,Ampara,2000,4,17,0.19,0
Cyclone,Dehiattakandiya,Ampara,2004,4,22,0.19,0
Cyclone,Padiyathalawa,Ampara,2005,9,7,0.26,0
Cyclone,Viripathanchenai,Ampara,2006,10,14,0.2,0
Cyclone,Ninthavur Area,Ampara,2009,11,1,0.24,0
Cyclone,Viripathanchenai,Ampara,2008,8,7,0.29,0
Cyclone,Kalmunai Muslim Section,Ampara,2000,12,26,0.29,1
Cyclone,Sangamam,Ampara,2002,9,20,0.26,1
Cyclone,Akkaraipattu,Ampara,2007,6,27,0.32,1
Cyclone,Ellegoda,Ampara,2003,5,25,0.24,0
Cyclone,Komana,Ampara,2003,5,6,0.24,0
Cyclone,Komarie,Ampara,2003,5,4,0.24,0
Cyclone,Diviyagala,Ampara,2008,9,10,0.26,1
Cyclone,Helagampura,Ampara,2008,9,15,0.26,1
Cyclone,Helagampura,Ampara,2008,8,17,0.29,1
Cyclone,Madana,Ampara,2008,6,20,0.32,1
Cyclone,Ambalanoya,Ampara,2008,1,25,0.31,1
Cyclone,Galkanda,Ampara,2007,7,26,0.31,1
Cyclone,A Janapadaya,Ampara,2007,11,7,0.24,1
Cyclone,Galkanda,Ampara,2007,11,8,0.24,1
Cyclone,Galkanda,Ampara,2007,11,7,0.24,1
Cyclone,Galkanda,Ampara,2007,6,25,0.32,1
Cyclone,Moragahapallama,Ampara,2006,12,27,0.29,1
Cyclone,Galgamuwa,Ampara,2006,5,27,0.24,1
Cyclone,Helagampura,Ampara,2006,5,24,0.24,1
Cyclone,A Janapadaya,Ampara,2006,3,4,0.21,1
Cyclone,Thimbirigolla,Ampara,2009,9,6,0.26,1
Cyclone,Mahanagapura,Ampara,2006,11,2,0.24,1
Cyclone,Pannalgama,Ampara,2005,9,29,0.26,1
Cyclone,Madawalalanda,Ampara,2005,8,23,0.29,1
Cyclone,Kalmunai,Ampara,2000,12,22,0.29,0
Cyclone,Thirukkovil,Ampara,2002,9,23,0.26,0
Cyclone,Akkaraipattukarunkoditivu,Ampara,2006,1,9,0.31,0
Cyclone,Thikkanagar,Ampara,2000,12,2,0.29,0
Cyclone,Padagoda,Ampara,2005,7,25,0.31,0
Cyclone,Mruthagaspitiya,Ampara,2005,2,10,0.29,0
Cyclone,Henanigala South,Ampara,2006,2,23,0.29,0
Cyclone,Mahaoya,Ampara,2000,4,10,0.19,1
Cyclone,Iddapola,Ampara,2008,5,13,0.24,1
Cyclone,Aranthalawa,Ampara,2008,7,1,0.31,1
Cyclone,Mahaoya,Ampara,2006,8,6,0.29,1
Cyclone,Lahugala,Ampara,2003,3,22,0.21,0
Cyclone,A Janapadaya,Ampara,2006,4,1,0.19,1
Cyclone,Thimbirigolla,Ampara,2009,11,6,0.24,1
Cyclone,Pannalgama,Ampara,2009,7,17,0.31,1
Cyclone,Galmaduwa,Ampara,2008,8,17,0.29,1
Cyclone,Kehel Ulla,Ampara,2005,9,1,0.26,0
Cyclone,Kelagama,Ampara,2004,4,6,0.19,0
Cyclone,Malayadikiramam,Ampara,2000,12,22,0.29,0
Cyclone,Helagampura,Ampara,2000,12,17,0.29,0
Cyclone,Akkaraipattukarunkoditivu,Ampara,2007,1,21,0.31,0
Cyclone,Akkaraipattukarunkoditivu,Ampara,2007,6,24,0.32,0
Cyclone,Thirukkovil,Ampara,2005,7,20,0.31,0
Cyclone,Thirukkovil,Ampara,2006,8,7,0.29,0
Cyclone,Padiyathalawa,Ampara,2008,5,29,0.24,0
Cyclone,Annamalai,Ampara,2005,5,28,0.24,1
Cyclone,Annamalai,Ampara,2008,3,6,0.21,1
Cyclone,Sorikalmunai Central Camp,Ampara,2009,10,11,0.2,1
Cyclone,Kudagama,Ampara,2008,7,15,0.31,1
Cyclone,Muwapetikewela,Ampara,2007,4,16,0.19,1
Cyclone,Unapana,Ampara,2008,5,18,0.24,1
Cyclone,Tempitiya,Ampara,2008,7,1,0.31,1
Cyclone,Kekirihena,Ampara,2008,3,19,0.21,1
Cyclone,Ambalanoya,Ampara,2008,8,21,0.29,1
Cyclone,Bakmitiyawa,Ampara,2008,2,10,0.29,1
Cyclone,Keenawatta,Ampara,2008,9,15,0.26,1
Cyclone,Muwangala,Ampara,2008,8,17,0.29,1
Cyclone,Uksiripura,Ampara,2009,2,11,0.29,1
Cyclone,A Janapadaya,Ampara,2009,8,31,0.29,1
Cyclone,Damana,Ampara,2005,7,20,0.31,1
Cyclone,Panama North,Ampara,2009,6,25,0.32,1
Cyclone,Namal Oya,Ampara,2008,8,6,0.29,1
Cyclone,Ambamalthalawa,Ampara,2008,8,17,0.29,1
Cyclone,Gonagolla,Ampara,2008,8,21,0.29,1
Cyclone,Rajagalathenna North,Ampara,2008,4,10,0.19,1
Cyclone,Galahitiyagoda,Ampara,2009,8,19,0.29,1
Cyclone,Tempitiya,Ampara,2008,4,1,0.19,1
Cyclone,Pansalgoda,Ampara,2008,1,6,0.31,1
Cyclone,Addalachchenai,Ampara,2000,12,26,0.29,1
Cyclone,Damana,Ampara,2000,4,12,0.19,1
Cyclone,Samanthurai,Ampara,2000,4,12,0.19,1
Cyclone,Eragama,Ampara,2019,12,22,0.29,1
Cyclone,Eragama,Ampara,2006,5,25,0.24,1
Cyclone,Lahugala,Ampara,2019,7,9,0.31,0
Cyclone,Uhana,Ampara,2019,7,21,0.31,0
Cyclone,Mahaoya,Ampara,2019,7,21,0.31,0
Cyclone,Damana,Ampara,2019,7,11,0.31,0
Cyclone,Ampara,Ampara,2010,8,19,0.29,1
Cyclone,Damana,Ampara,2010,8,19,0.29,1
Cyclone,Damana,Ampara,2017,8,10,0.29,0
Cyclone,Uhana,Ampara,2019,10,28,0.2,1
Cyclone,Damana,Ampara,2010,9,13,0.26,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2007,11,14,0.24,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2004,12,10,0.29,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2004,9,30,0.26,1
Cyclone,Sayinthamarathu,Ampara,2019,12,20,0.29,1
Cyclone,Damana,Ampara,2011,10,3,0.2,1
Cyclone,Uhana,Ampara,2019,9,27,0.26,1
Cyclone,Damana,Ampara,2019,9,23,0.26,1
Cyclone,Dehiattakandiya,Ampara,2019,9,26,0.26,1
Cyclone,Lahugala,Ampara,2019,6,23,0.32,0
Cyclone,Kalmunai,Ampara,2019,9,14,0.26,1
Cyclone,Damana,Ampara,2019,9,13,0.26,1
Cyclone,Sayinthamarathu,Ampara,2019,9,13,0.26,1
Cyclone,Addalachchenai,Ampara,2019,9,13,0.26,1
Cyclone,Samanthurai,Ampara,2019,9,13,0.26,1
Cyclone,Damana,Ampara,2012,8,13,0.29,1
Cyclone,Dehiattakandiya,Ampara,2012,8,22,0.29,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2019,6,27,0.32,0
Cyclone,Alayadiwembu,Ampara,2013,5,13,0.24,1
Cyclone,Addalachchenai,Ampara,2013,5,13,0.24,1
Cyclone,Damana,Ampara,2011,10,11,0.2,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2013,5,13,0.24,1
Cyclone,Uhana,Ampara,2019,7,16,0.31,0
Cyclone,Uhana,Ampara,2019,7,5,0.31,0
Cyclone,Mahaoya,Ampara,2015,9,19,0.26,0
Cyclone,Thirukkovil,Ampara,2015,12,5,0.29,0
Cyclone,Senagama,Ampara,2011,7,15,0.31,0
Cyclone,Senagama,Ampara,2011,3,21,0.21,0
Cyclone,Mahaoya,Ampara,2013,5,8,0.24,1
Cyclone,Senagama,Ampara,2011,7,25,0.31,1
Cyclone,Senagama,Ampara,2011,3,10,0.21,1
Cyclone,Mahaoya,Ampara,2016,5,26,0.24,0
Cyclone,Damana,Ampara,2020,1,11,0.31,0
Cyclone,Sayinthamarathu,Ampara,2019,12,11,0.29,0
Cyclone,Eragama,Ampara,2019,12,8,0.29,0
Cyclone,Uhana,Ampara,2019,10,29,0.2,0
Cyclone,Mahaoya,Ampara,2017,5,11,0.24,0
Cyclone,Uhana,Ampara,2019,9,8,0.26,0
Cyclone,Damana,Ampara,2019,7,4,0.31,0
Cyclone,Damana,Ampara,2019,9,18,0.26,0
Cyclone,Kalmunai,Ampara,2019,9,1,0.26,0
Cyclone,Damana,Ampara,2019,9,25,0.26,0
Cyclone,Sayinthamarathu,Ampara,2019,9,29,0.26,0
Cyclone,Addalachchenai,Ampara,2019,9,21,0.26,0
Cyclone,Samanthurai,Ampara,2019,9,16,0.26,0
Cyclone,Ampara,Ampara,2019,8,16,0.29,0
Cyclone,Damana,Ampara,2020,1,5,0.31,1
Cyclone,Uhana,Ampara,2017,6,1,0.32,0
Cyclone,Ampara,Ampara,2017,6,2,0.32,0
Cyclone,Samanthurai,Ampara,2017,6,30,0.32,0
Cyclone,Ampara,Ampara,2019,8,26,0.29,0
Cyclone,Uhana,Ampara,2019,8,6,0.29,0
Cyclone,Uhana,Ampara,2019,7,4,0.31,0
Cyclone,Pothuvil,Ampara,2019,7,18,0.31,0
Cyclone,Dehiattakandiya,Ampara,2019,9,12,0.26,0
Cyclone,Ampara,Ampara,2019,8,14,0.29,1
Cyclone,Damana,Ampara,2019,6,7,0.32,0
Cyclone,Ampara,Ampara,2019,6,17,0.32,0
Cyclone,Uhana,Ampara,2017,6,5,0.32,1
Cyclone,Ampara,Ampara,2017,6,16,0.32,1
Cyclone,Samanthurai,Ampara,2017,6,16,0.32,1
Cyclone,Uhana,Ampara,2018,6,3,0.32,0
Cyclone,Sayinthamarathu,Ampara,2018,6,27,0.32,0
Cyclone,Samanthurai,Ampara,2018,6,22,0.32,0
Cyclone,Thirukkovil,Ampara,2018,6,13,0.32,0
Cyclone,Kalmunai Tamil,Ampara,2018,6,11,0.32,0
Cyclone,Kalmunai,Ampara,2018,6,10,0.32,0
Cyclone,Damana,Ampara,2017,8,7,0.29,1
Cyclone,Navithanveli,Ampara,2018,6,19,0.32,0
Cyclone,Ampara,Ampara,2018,6,2,0.32,0
Cyclone,Karativu,Ampara,2018,6,3,0.32,0
Cyclone,Damana,Ampara,2018,6,13,0.32,0
Cyclone,Mahaoya,Ampara,2017,5,19,0.24,1
Cyclone,Kalmunai Tamil,Ampara,2018,2,28,0.29,1
Cyclone,Samanthurai,Ampara,2018,3,12,0.21,1
Cyclone,Navithanveli,Ampara,2018,3,12,0.21,1
Cyclone,Uhana,Ampara,2018,6,17,0.32,1
Cyclone,Sayinthamarathu,Ampara,2018,6,17,0.32,1
Cyclone,Samanthurai,Ampara,2018,6,17,0.32,1
Cyclone,Thirukkovil,Ampara,2018,6,17,0.32,1
Cyclone,Kalmunai Tamil,Ampara,2018,6,17,0.32,1
Cyclone,Kalmunai,Ampara,2018,6,17,0.32,1
Cyclone,Navithanveli,Ampara,2018,6,17,0.32,1
Cyclone,Ampara,Ampara,2018,6,17,0.32,1
Cyclone,Karativu,Ampara,2018,6,17,0.32,1
Cyclone,Damana,Ampara,2018,6,17,0.32,1
Cyclone,Samanthurai,Ampara,2018,8,2,0.29,1
Cyclone,Ampara,Ampara,2018,8,26,0.29,0
Cyclone,Samanthurai,Ampara,2018,3,11,0.21,1
Cyclone,Mahaoya,Ampara,2016,5,27,0.24,1
Cyclone,Mahaoya,Ampara,2019,5,25,0.24,1
Cyclone,Padiyathalawa,Ampara,2019,5,25,0.24,1
Cyclone,Thirukkovil,Ampara,2019,6,7,0.32,0
Cyclone,Ampara,Ampara,2019,8,1,0.29,1
Cyclone,Uhana,Ampara,2019,8,1,0.29,1
Cyclone,Mahaoya,Ampara,2013,8,5,0.29,1
Cyclone,Kalmunai Tamil,Ampara,2018,2,27,0.29,0
Cyclone,Uhana,Ampara,2019,7,28,0.31,1
Cyclone,Pothuvil,Ampara,2019,7,27,0.31,1
Cyclone,Uhana,Ampara,2019,7,26,0.31,1
Cyclone,Damana,Ampara,2019,7,24,0.31,1
Cyclone,Uhana,Ampara,2019,7,23,0.31,1
Cyclone,Samanthurai,Ampara,2018,3,13,0.21,0
Cyclone,Samanthurai,Ampara,2018,3,28,0.21,0
Cyclone,Navithanveli,Ampara,2018,3,10,0.21,0
Cyclone,Lahugala,Ampara,2019,7,18,0.31,1
Cyclone,Uhana,Ampara,2019,7,17,0.31,1
Cyclone,Mahaoya,Ampara,2019,7,14,0.31,1
Cyclone,Damana,Ampara,2019,7,9,0.31,1
Cyclone,Thirukkovil,Ampara,2015,12,27,0.29,1
Cyclone,Mahaoya,Ampara,2015,9,24,0.26,1
Cyclone,Uhana,Ampara,2015,9,11,0.26,1
Cyclone,Thirukkovil,Ampara,2015,7,26,0.31,1
Cyclone,Thirukkovil,Ampara,2019,6,14,0.32,1
Cyclone,Ampara,Ampara,2019,6,14,0.32,1
Cyclone,Uhana,Ampara,2015,9,27,0.26,0
Cyclone,Damana,Ampara,2019,6,14,0.32,1
Cyclone,Damana,Ampara,2014,10,8,0.2,1
Cyclone,Lahugala,Ampara,2019,6,24,0.32,1
Cyclone,Mahaoya,Ampara,2019,5,28,0.24,0
Cyclone,Padiyathalawa,Ampara,2019,5,26,0.24,0
Cyclone,Uhana,Ampara,2011,10,3,0.2,1
Cyclone,Uhana,Ampara,2011,7,25,0.31,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2019,6,20,0.32,1
Cyclone,Irakkamam,Ampara,2006,12,9,0.29,0
Cyclone,Mahaoya,Ampara,2013,5,5,0.24,0
Cyclone,Thikkanagar,Ampara,2013,5,13,0.24,1
Cyclone,Rajagama North South,Ampara,2011,3,3,0.21,0
Cyclone,Alayadiwembu,Ampara,2013,5,21,0.24,0
Cyclone,Addalachchenai,Ampara,2013,5,8,0.24,0
Cyclone,Akkaraipattukarunkoditivu,Ampara,2013,5,6,0.24,0
Cyclone,Thimbirigolla,Ampara,2011,11,8,0.24,0
Cyclone,Navithanveli,Ampara,2005,5,28,0.24,1
Cyclone,Navithanveli,Ampara,2008,6,3,0.32,1
Cyclone,Navithanveli,Ampara,2009,11,10,0.24,1
Cyclone,Dehiattakandiya,Ampara,2008,7,15,0.31,1
Cyclone,Dehiattakandiya,Ampara,2007,4,16,0.19,1
Cyclone,Padiyathalawa,Ampara,2008,5,18,0.24,1
Cyclone,Mahaoya,Ampara,2008,3,19,0.21,1
Cyclone,Mahaoya,Ampara,2008,1,4,0.31,1
Cyclone,Uhana,Ampara,2009,8,19,0.29,1
Cyclone,Moragahapallama,Ampara,2011,3,27,0.21,0
Cyclone,Uhana,Ampara,2008,10,4,0.2,1
Cyclone,Ampara,Ampara,2008,8,17,0.29,1
Cyclone,Ampara,Ampara,2008,6,8,0.32,1
Cyclone,Lahugala,Ampara,2008,6,1,0.32,1
Cyclone,Lahugala,Ampara,2009,6,25,0.32,1
Cyclone,Damana,Ampara,2009,8,31,0.29,1
Cyclone,Damana,Ampara,2009,11,2,0.24,1
Cyclone,Damana,Ampara,2008,10,2,0.2,1
Cyclone,Damana,Ampara,2008,8,21,0.29,1
Cyclone,Damana,Ampara,2009,7,17,0.31,1
Cyclone,Damana,Ampara,2009,6,11,0.32,1
Cyclone,Damana,Ampara,2009,6,9,0.32,1
Cyclone,Damana,Ampara,2008,10,9,0.2,1
Cyclone,Damana,Ampara,2008,9,15,0.26,1
Cyclone,Damana,Ampara,2008,8,17,0.29,1
Cyclone,Uhana,Ampara,2008,8,21,0.29,1
Cyclone,Damana,Ampara,2008,6,20,0.32,1
Cyclone,Alim Nagar,Ampara,2004,9,7,0.26,0
Cyclone,Akkaraipattu,Ampara,2007,11,1,0.24,0
Cyclone,Dehiattakandiya,Ampara,2004,4,29,0.19,1
Cyclone,Padiyathalawa,Ampara,2005,9,24,0.26,1
Cyclone,Pothuvil,Ampara,2003,9,5,0.26,1
Cyclone,Padiyathalawa,Ampara,2003,9,5,0.26,1
Cyclone,Mahaoya,Ampara,2003,9,5,0.26,1
Cyclone,Akkaraipattukarunkoditivu,Ampara,2007,1,27,0.31,1
